iso3,year_window,category,total_event_count,goldstein_wavg,tone_wavg
ERI,2005,Other,12068,1.6233069274113356,5.614057093138879
ERI,2005,Protest,328,-5.098871951219512,5.675807926829268
ERI,2010,Aid/Cooperation,17157,3.315768082998193,6.218297196479571
ERI,2010,Conflict/Migration,3696,-9.82455221861472,4.152396915584416
ERI,2010,Disapproval/Sanction,7075,-2.774491731448763,5.103568197879859
ERI,2010,Other,17958,1.2860251698407394,5.5787544269963245
ERI,2010,Protest,771,-5.139217898832684,5.245476005188067
ERI,2015,Aid/Cooperation,23577,2.906798744539169,1.451686601348772
ERI,2015,Conflict/Migration,5678,-9.724772983444876,-1.5689246213455443
ERI,2015,Disapproval/Sanction,7060,-2.8192151558073655,0.6951943342776205
ERI,2015,Other,29569,1.3418625587608644,0.9614621394027529
ERI,2015,Protest,785,-5.082182165605095,0.9986675159235671
ERI,2020,Aid/Cooperation,52067,3.3662109205446824,-1.0706479151862025
ERI,2020,Conflict/Migration,8998,-9.788814736608137,-5.3638177372749505
ERI,2020,Disapproval/Sanction,11136,-2.83919998204023,-4.343192438936781
ERI,2020,Other,50267,1.495149461873595,-2.9160429506435634
ERI,2020,Protest,1425,-4.929611929824562,-5.597663859649123
ERI,2024,Aid/Cooperation,17891,3.1220066513889666,-1.2623452014979597
ERI,2024,Conflict/Migration,6572,-9.776327754108339,-6.332196895922094
ERI,2024,Disapproval/Sanction,5837,-3.0013909542573245,-5.1353830734966595
ERI,2024,Other,22657,1.548502052345853,-3.750125833075871
ERI,2024,Protest,539,-5.132831168831169,-5.460638218923934
ESP,2000,Aid/Cooperation,3837,3.2990794891842583,6.012979410998175
ESP,2000,Conflict/Migration,719,-9.816346314325452,4.525599443671767
ESP,2000,Disapproval/Sanction,1002,-2.8551636726546903,4.957482035928144
ESP,2000,Other,4419,1.5588424983027835,5.252908350305499
ESP,2000,Protest,104,-5.399971153846154,5.318269230769231
ESP,2005,Aid/Cooperation,4090,3.1743853300733496,5.91579511002445
ESP,2005,Conflict/Migration,1028,-9.810800583657588,4.3119406614786
ESP,2005,Disapproval/Sanction,741,-3.0699271255060725,4.967218623481782
ESP,2005,Other,4857,2.3303568046119003,5.366246242536545
ESP,2005,Protest,118,-5.3017711864406785,4.5710254237288135
ESP,2010,Aid/Cooperation,11300,3.236254424778761,5.487380353982301
ESP,2010,Conflict/Migration,3784,-9.820716437632136,3.7689114693446086
ESP,2010,Disapproval/Sanction,2538,-2.742065011820331,4.523622537431048
ESP,2010,Other,16881,1.2236334340382677,4.366228955630591
ESP,2010,Protest,345,-5.034547826086956,5.698947826086957
ESP,2015,Aid/Cooperation,33015,2.9371133727093746,2.1696170528547634
ESP,2015,Conflict/Migration,10782,-9.83499693934335,-0.38634770914487065
ESP,2015,Disapproval/Sanction,7774,-2.8834580653460247,0.7130306148700796
ESP,2015,Other,40127,1.1574903182395893,1.214536471702345
ESP,2015,Protest,958,-5.063471816283926,0.7258559498956155
ESP,2020,Aid/Cooperation,55990,2.8960610287551347,-1.9952481693159494
ESP,2020,Conflict/Migration,19209,-9.797641886615649,-5.256395023166224
ESP,2020,Disapproval/Sanction,16385,-2.8665414708574914,-4.4018451022276475
ESP,2020,Other,80191,0.9942586200446435,-3.7082082278559936
ESP,2020,Protest,2366,-4.94712383770076,-4.401193575655114
ESP,2024,Aid/Cooperation,25295,2.8816751531923304,-1.1800122158529356
ESP,2024,Conflict/Migration,8099,-9.784402518829486,-5.627385479688851
ESP,2024,Disapproval/Sanction,8703,-2.820446627599678,-4.041588532689878
ESP,2024,Other,38917,0.8089664670966416,-3.3451978055862477
ESP,2024,Protest,888,-4.871597972972974,-4.251752252252253
ETH,2000,Aid/Cooperation,29411,3.3010256366665534,5.609830607595797
ETH,2000,Conflict/Migration,7181,-9.854019356635565,3.912334633059462
ETH,2000,Disapproval/Sanction,7662,-2.8443752283998958,4.950417515009136
ETH,2000,Other,29530,1.9105641720284459,5.244743989163561
ETH,2000,Protest,772,-5.478022020725388,4.805296632124353
ETH,2005,Aid/Cooperation,35135,3.3120344385939946,6.069573274512594
ETH,2005,Conflict/Migration,5473,-9.85769596199525,3.9345015530787504
ETH,2005,Disapproval/Sanction,8227,-2.9999133341436734,5.330961346784977
ETH,2005,Other,37006,1.700611387342593,5.691520645300762
ETH,2005,Protest,943,-5.179760339342523,5.459279957582184
ETH,2010,Aid/Cooperation,70993,3.3271221247165212,5.989868085585902
ETH,2010,Conflict/Migration,24868,-9.83137196396976,3.781567596911694
ETH,2010,Disapproval/Sanction,20931,-2.923912856528594,5.0188976637523295
ETH,2010,Other,92870,2.042008991062776,5.490823333692257
ETH,2010,Protest,2974,-5.426314391392065,4.707851714862139
ETH,2015,Aid/Cooperation,160325,3.2370364946203023,2.608723449243724
ETH,2015,Conflict/Migration,27269,-9.787209908687519,0.40853720341780064
ETH,2015,Disapproval/Sanction,31635,-2.8811192666350562,1.1630755176228862
ETH,2015,Other,169466,1.8634910896581025,2.032072451111137
ETH,2015,Protest,4009,-5.090946121227239,0.9828648041905711
ETH,2020,Aid/Cooperation,255887,3.170846936342995,-0.7782191357904076
ETH,2020,Conflict/Migration,47457,-9.830650272878605,-5.250093073729904
ETH,2020,Disapproval/Sanction,54511,-2.893332299902772,-3.6911306341839265
ETH,2020,Other,279631,1.7116935032238914,-2.3290877513580397
ETH,2020,Protest,7449,-5.10972439253591,-4.187822392267418
ETH,2024,Aid/Cooperation,140400,3.324944693732194,-0.9971266524216524
ETH,2024,Conflict/Migration,41809,-9.819716926977444,-5.670570834030951
ETH,2024,Disapproval/Sanction,38954,-2.9041841402680086,-4.154471864250141
ETH,2024,Other,170017,1.9163480946023046,-2.704158948811001
ETH,2024,Protest,5826,-5.152234637830416,-4.894432200480604
FRA,2000,Aid/Cooperation,166963,3.169009175685631,5.558735743847439
FRA,2000,Conflict/Migration,19023,-9.800330389528465,4.050877674394155
FRA,2000,Disapproval/Sanction,35812,-3.0346209371160504,5.084655925388138
FRA,2000,Other,174590,1.4999113809496534,5.1529294633140506
FRA,2000,Protest,4405,-5.21977866061294,5.0482286038592505
FRA,2005,Aid/Cooperation,165868,3.0711197759664315,5.612767851544603
FRA,2005,Conflict/Migration,23861,-9.810788944302418,4.128318511378399
FRA,2005,Disapproval/Sanction,44164,-3.075605470518975,5.196931618512816
FRA,2005,Other,194915,1.3492920555113768,5.219004771310572
FRA,2005,Protest,6167,-5.3324139776228305,4.912518242257176
FRA,2010,Aid/Cooperation,453173,3.1186893062914165,5.659486752299894
FRA,2010,Conflict/Migration,78277,-9.792650523142173,4.224639498192317
FRA,2010,Disapproval/Sanction,135583,-2.904061423629806,4.934344438462048
FRA,2010,Other,609843,1.497648416067742,5.180697531987742
FRA,2010,Protest,19311,-5.205745119362022,4.8264723214748075
FRA,2015,Aid/Cooperation,1205928,3.055328274158988,2.232713365142861
FRA,2015,Conflict/Migration,316763,-9.821185018452281,0.32163258650789395
FRA,2015,Disapproval/Sanction,354222,-2.8550776688065675,1.387462032284838
FRA,2015,Other,1539331,1.5289439204433615,1.7139594018440478
FRA,2015,Protest,58158,-5.335294920733175,0.5434364661783417
FRA,2020,Aid/Cooperation,1480080,3.1143277113399277,-0.8382987602021511
FRA,2020,Conflict/Migration,318142,-9.829291687359733,-4.513489718427621
FRA,2020,Disapproval/Sanction,422114,-2.876888854669591,-2.9933771800982676
FRA,2020,Other,1875256,1.547181504818542,-2.130370921623501
FRA,2020,Protest,70465,-5.270700957922372,-3.85894739232243
FRA,2024,Aid/Cooperation,801462,3.059269370225912,-0.3392141374138761
FRA,2024,Conflict/Migration,129765,-9.80093798019497,-4.023369961083497
FRA,2024,Disapproval/Sanction,208880,-2.8796913443125245,-2.7077312236690925
FRA,2024,Other,945842,1.5567190947325242,-1.7700484636968965
FRA,2024,Protest,31082,-5.158591242519787,-3.509312174248761
GBR,2000,Aid/Cooperation,5393,3.085586501019841,5.243055813091043
GBR,2000,Conflict/Migration,385,-9.879503896103897,4.312205194805195
GBR,2000,Disapproval/Sanction,672,-3.1773110119047616,5.217252976190475
GBR,2000,Other,3611,2.0630753253946277,5.230713652727776
GBR,2000,Protest,60,-5.19005,5.0894666666666675
GBR,2005,Aid/Cooperation,5755,3.0148319721980887,5.651836142484797
GBR,2005,Conflict/Migration,235,-9.808493617021277,4.4334127659574465
GBR,2005,Disapproval/Sanction,537,-3.0353910614525144,4.923117318435754
GBR,2005,Other,3634,1.8636543753439734,5.419519812878371
GBR,2005,Protest,76,-5.110434210526316,4.439092105263159
GBR,2010,Aid/Cooperation,6661,3.07293634589401,5.507868338087374
GBR,2010,Conflict/Migration,861,-9.817415795586527,4.337558652729384
GBR,2010,Disapproval/Sanction,1611,-2.6489664804469277,5.024472998137802
GBR,2010,Other,8351,1.153350137708059,4.8095176625553835
GBR,2010,Protest,186,-4.9667311827957,4.566483870967742
GBR,2015,Aid/Cooperation,10842,3.5015323741007194,3.4088231876037627
GBR,2015,Conflict/Migration,1009,-9.870555004955401,1.673488602576809
GBR,2015,Disapproval/Sanction,1784,-2.9402455156950675,2.103147421524664
GBR,2015,Other,10452,1.9493701683888254,2.6956745120551093
GBR,2015,Protest,299,-4.83466889632107,1.2917090301003342
GBR,2020,Aid/Cooperation,14152,3.241499646693047,-0.6298312605992086
GBR,2020,Conflict/Migration,2418,-9.770565756823821,-4.4587315963606295
GBR,2020,Disapproval/Sanction,4183,-2.836187664355726,-3.5392562754004304
GBR,2020,Other,19084,1.2450562251100397,-2.373022584363865
GBR,2020,Protest,480,-5.149966666666667,-3.040752083333333
GBR,2024,Aid/Cooperation,10208,3.252935932601881,0.536282131661442
GBR,2024,Conflict/Migration,787,-9.775162642947903,-3.207299872935197
GBR,2024,Disapproval/Sanction,2223,-2.8415420602789023,-2.839290598290598
GBR,2024,Other,11017,1.8167059090496507,-1.283676318416992
GBR,2024,Protest,271,-4.860464944649446,-2.440837638376384
GHA,2000,Aid/Cooperation,12243,2.991599281221923,6.151537286612759
GHA,2000,Conflict/Migration,1270,-9.800088188976376,4.632766929133859
GHA,2000,Disapproval/Sanction,2634,-3.0381552771450266,5.8512160212604405
GHA,2000,Other,13011,1.749056183229575,6.117079548074706
GHA,2000,Protest,315,-4.812993650793651,5.729447619047619
GHA,2005,Aid/Cooperation,35115,3.0155107219137123,6.578705481987755
GHA,2005,Conflict/Migration,3345,-9.76190971599402,4.96736980568012
GHA,2005,Disapproval/Sanction,9591,-3.0116903346887707,5.9965230945678245
GHA,2005,Other,50306,1.830759571422892,6.474123205979406
GHA,2005,Protest,1303,-4.8180360706062935,6.1787751343054484
GHA,2010,Aid/Cooperation,102639,2.9833865294868422,6.957962908835823
GHA,2010,Conflict/Migration,12003,-9.77008764475548,4.883204198950263
GHA,2010,Disapproval/Sanction,31533,-2.9848097548599877,6.2120865759680335
GHA,2010,Other,174993,1.6100553622144886,6.692874629270885
GHA,2010,Protest,4749,-4.813666666666667,6.381579911560328
GHA,2015,Aid/Cooperation,290280,2.982649958660604,3.740228910017914
GHA,2015,Conflict/Migration,33383,-9.779235299403888,1.2074859958661595
GHA,2015,Disapproval/Sanction,98268,-2.9314940570684254,2.6310045080799447
GHA,2015,Other,490037,1.5627997824654056,3.2711749031195603
GHA,2015,Protest,12935,-4.833391032083495,2.640981213761113
GHA,2020,Aid/Cooperation,529539,3.027946874545595,0.4915588521336484
GHA,2020,Conflict/Migration,66996,-9.768252910621529,-4.0484696847573
GHA,2020,Disapproval/Sanction,177310,-2.9200004963059047,-1.9919696576617225
GHA,2020,Other,849840,1.6518325437729455,-0.8147257860303115
GHA,2020,Protest,24331,-4.843842382146233,-2.5763382105133372
GHA,2024,Aid/Cooperation,339957,3.029442558911862,1.0927759187191322
GHA,2024,Conflict/Migration,35519,-9.810677552859033,-4.0590682733185055
GHA,2024,Disapproval/Sanction,108470,-2.905347616852586,-1.9240567530192678
GHA,2024,Other,526463,1.7174497220127531,-0.5132809447197618
GHA,2024,Protest,15093,-4.776561783608295,-2.613517127145034
GRC,2000,Aid/Cooperation,60143,3.2359596461766125,5.408416407561977
GRC,2000,Conflict/Migration,6092,-9.82507862770847,3.757580925804333
GRC,2000,Disapproval/Sanction,12402,-3.0696697306885983,5.018635220125787
GRC,2000,Other,53965,1.6120556842397848,5.040062429352358
GRC,2000,Protest,1449,-5.209334713595583,4.693140096618358
GRC,2005,Aid/Cooperation,37190,3.19694178542619,5.557589056197903
GRC,2005,Conflict/Migration,4127,-9.841290283498909,3.7113179064695903
GRC,2005,Disapproval/Sanction,7947,-3.10706102931924,5.079257203976343
GRC,2005,Other,38463,1.1786378857603412,4.943664352754595
GRC,2005,Protest,973,-5.182031860226105,4.886511819116135
GRC,2010,Aid/Cooperation,92809,3.0975945759570735,5.66071794761284
GRC,2010,Conflict/Migration,21436,-9.832357342787834,3.5755594327299876
GRC,2010,Disapproval/Sanction,24494,-3.0314859965705883,4.949798644566016
GRC,2010,Other,130495,1.2984432966780337,5.081346212498563
GRC,2010,Protest,4117,-5.315963808598494,4.538675006072382
GRC,2015,Aid/Cooperation,390483,3.0509962917719853,1.6934165431017483
GRC,2015,Conflict/Migration,56498,-9.775152837268575,0.462875871712273
GRC,2015,Disapproval/Sanction,112941,-3.159666870312818,1.1274991367174012
GRC,2015,Other,569206,1.8970022557738324,1.518461377778871
GRC,2015,Protest,19409,-4.926385645834406,1.0892243289195735
GRC,2020,Aid/Cooperation,452358,2.9451264529421386,-1.1239874347308991
GRC,2020,Conflict/Migration,69447,-9.75514762336746,-4.879077656342246
GRC,2020,Disapproval/Sanction,108019,-2.9940599987039316,-3.2422608429998423
GRC,2020,Other,549038,1.561517370382378,-2.473474863306365
GRC,2020,Protest,15068,-4.986754579240776,-3.9679707326785243
GRC,2024,Aid/Cooperation,239988,2.928785493441339,0.12086141390402853
GRC,2024,Conflict/Migration,40250,-9.819781888198758,-4.294595329192546
GRC,2024,Disapproval/Sanction,50544,-2.8965078545425764,-2.788014284583729
GRC,2024,Other,264236,1.6082526869919314,-1.5619996253349275
GRC,2024,Protest,6898,-4.941774862278921,-3.3421238040011594
GTM,2000,Aid/Cooperation,8375,3.4716650746268662,6.051180417910448
GTM,2000,Conflict/Migration,1840,-9.709585326086957,4.357664130434783
GTM,2000,Disapproval/Sanction,2203,-2.829930095324557,5.316883340898775
GTM,2000,Other,9277,1.419655923251051,5.45794049800582
GTM,2000,Protest,231,-5.368692640692641,5.349883116883118
GTM,2005,Aid/Cooperation,4843,2.9593623786908942,5.844928556679744
GTM,2005,Conflict/Migration,1823,-9.810334064728469,3.9442654964344492
GTM,2005,Disapproval/Sanction,1622,-2.761327990135635,5.074446979038225
GTM,2005,Other,6467,1.030731250966445,5.156663831761249
GTM,2005,Protest,165,-5.047272727272727,5.015242424242424
GTM,2010,Aid/Cooperation,13837,3.214520416275204,5.420695237406953
GTM,2010,Conflict/Migration,5089,-9.858212222440558,3.778023383768914
GTM,2010,Disapproval/Sanction,3577,-2.7352641878669273,4.547390550740844
GTM,2010,Other,21340,1.1551489222118088,4.371309793814433
GTM,2010,Protest,415,-5.242703614457831,4.686742168674699
GTM,2015,Aid/Cooperation,47169,2.8367075621700697,2.0621644300281963
GTM,2015,Conflict/Migration,13396,-9.813115332935206,0.1848334577485813
GTM,2015,Disapproval/Sanction,13322,-2.8059077465845967,-0.06397913226242347
GTM,2015,Other,62490,0.947963546167387,0.7556417986877898
GTM,2015,Protest,1195,-5.075704602510461,-0.024977405857740168
GTM,2020,Aid/Cooperation,77746,2.942204370642863,-1.7711802407840915
GTM,2020,Conflict/Migration,18315,-9.74808768768769,-4.98666126126126
GTM,2020,Disapproval/Sanction,20359,-2.880678569674345,-4.369940173878875
GTM,2020,Other,101630,1.0579783233297255,-3.571741355898849
GTM,2020,Protest,2610,-5.010314176245211,-4.192147126436782
GTM,2024,Aid/Cooperation,36704,2.67189739537925,-1.6033019834350482
GTM,2024,Conflict/Migration,6947,-9.723134014682596,-5.780681733122211
GTM,2024,Disapproval/Sanction,9257,-2.8068386086205033,-4.810326347628822
GTM,2024,Other,42877,1.0707808615341559,-3.4612981785106234
GTM,2024,Protest,1035,-4.9397961352657,-4.532555555555556
GUY,2000,Aid/Cooperation,1671,3.413450029922202,6.045989228007182
GUY,2000,Conflict/Migration,236,-9.896088983050847,4.112754237288136
GUY,2000,Disapproval/Sanction,411,-2.919574209245742,5.273839416058394
GUY,2000,Other,1865,1.0322101876675605,5.4656589812332435
GUY,2000,Protest,46,-5.31291304347826,5.092260869565218
GUY,2005,Aid/Cooperation,2698,3.2704614529280946,5.591492957746478
GUY,2005,Conflict/Migration,885,-9.85897966101695,3.221089265536723
GUY,2005,Disapproval/Sanction,887,-2.7955918827508457,5.13023337091319
GUY,2005,Other,3541,1.2310954532617906,5.195882801468511
GUY,2005,Protest,94,-4.8852553191489365,5.232744680851064
GUY,2010,Aid/Cooperation,9332,3.0684287398199745,5.612201885983713
GUY,2010,Conflict/Migration,2496,-9.841006009615386,3.616270833333333
GUY,2010,Disapproval/Sanction,2796,-2.830233190271817,4.752072961373391
GUY,2010,Other,13809,1.0691640958794988,5.079730682887972
GUY,2010,Protest,289,-5.254833910034602,4.485121107266436
GUY,2015,Aid/Cooperation,36959,2.944288454774209,1.5146671176168187
GUY,2015,Conflict/Migration,7433,-9.821903000134533,-0.8065054486748287
GUY,2015,Disapproval/Sanction,11510,-2.98198158123371,-0.04156672458731546
GUY,2015,Other,53024,1.3176902911888955,0.682649536059143
GUY,2015,Protest,1041,-5.051345821325648,0.3163976945244958
GUY,2020,Aid/Cooperation,84226,2.9586683565644813,-0.5752755206230855
GUY,2020,Conflict/Migration,14973,-9.83509543845589,-5.328551392506513
GUY,2020,Disapproval/Sanction,24753,-3.0562850563568054,-2.782658223245667
GUY,2020,Other,123448,1.345493292722442,-1.7532478047436977
GUY,2020,Protest,2057,-4.921984929508993,-3.00457656781721
GUY,2024,Aid/Cooperation,48292,3.0598470554129045,0.10526950633645325
GUY,2024,Conflict/Migration,6243,-9.801726413583213,-5.099664904693256
GUY,2024,Disapproval/Sanction,11775,-3.065699787685775,-2.519109044585987
GUY,2024,Other,61594,1.6077390005520018,-1.4073949410656883
GUY,2024,Protest,1113,-4.847769092542677,-2.8539505840071877
HKG,2000,Aid/Cooperation,33842,2.915921872229774,6.1026100998758945
HKG,2000,Conflict/Migration,1872,-9.756924145299145,4.422793803418803
HKG,2000,Disapproval/Sanction,7239,-3.178221439425335,5.425875397154303
HKG,2000,Other,36787,1.4405742245902085,5.608930600483867
HKG,2000,Protest,1029,-4.8820796890184655,5.473720116618076
HKG,2005,Aid/Cooperation,19116,2.8001067691985777,6.012417294413057
HKG,2005,Conflict/Migration,1481,-9.794243754220123,4.696939905469277
HKG,2005,Disapproval/Sanction,5378,-3.0900714020081814,5.379557084418
HKG,2005,Other,25925,1.042199537126326,5.518915795564127
HKG,2005,Protest,837,-4.850612903225807,5.278974910394265
HKG,2010,Aid/Cooperation,37686,2.931063126890623,5.809764952502256
HKG,2010,Conflict/Migration,4992,-9.749644230769231,4.343626802884616
HKG,2010,Disapproval/Sanction,10240,-3.00379736328125,5.3006322265625
HKG,2010,Other,55658,1.622139099500521,5.526143932588307
HKG,2010,Protest,1304,-4.860254601226994,5.034343558282209
HKG,2015,Aid/Cooperation,102903,2.9532360961293644,2.5138470987240416
HKG,2015,Conflict/Migration,12370,-9.766711398544867,0.912158286176233
HKG,2015,Disapproval/Sanction,31628,-2.99359510560263,1.570715410395852
HKG,2015,Other,154892,1.2811428737442865,1.9383572295534952
HKG,2015,Protest,4709,-4.955015077511149,1.377931195582926
HKG,2020,Aid/Cooperation,185896,2.8798372907432115,-1.4816317887420924
HKG,2020,Conflict/Migration,31058,-9.75732767724902,-5.383728797733274
HKG,2020,Disapproval/Sanction,70749,-2.9506959532996935,-3.7208276442069845
HKG,2020,Other,313700,0.6131868887472108,-2.961645403251514
HKG,2020,Protest,11596,-4.904762935494999,-4.450317178337358
HKG,2024,Aid/Cooperation,81467,2.886051112720488,-0.2252486896534793
HKG,2024,Conflict/Migration,8592,-9.786692504655493,-3.7678370577281193
HKG,2024,Disapproval/Sanction,23621,-2.907046187714322,-2.968080860251471
HKG,2024,Other,127728,0.970432285794814,-2.175229683389703
HKG,2024,Protest,3602,-4.767446973903387,-3.7294505830094393
IDN,2000,Aid/Cooperation,89466,3.0132360226231194,5.150253202333848
IDN,2000,Conflict/Migration,30579,-9.830728768108832,3.4033882075934465
IDN,2000,Disapproval/Sanction,31558,-3.088142879776919,4.835818809810508
IDN,2000,Other,137164,0.9635407614242805,4.751689080225132
IDN,2000,Protest,4955,-5.135121089808274,4.59539576185671
IDN,2005,Aid/Cooperation,87303,3.024397638110947,5.098430237219798
IDN,2005,Conflict/Migration,33510,-9.874121874067441,3.413984989555357
IDN,2005,Disapproval/Sanction,34380,-2.8678138452588713,4.496456660849331
IDN,2005,Other,143083,0.6135062306493433,4.531497606284464
IDN,2005,Protest,5679,-5.453518401126959,4.523845571403417
IDN,2010,Aid/Cooperation,179779,3.030995516717748,5.428802969201074
IDN,2010,Conflict/Migration,41504,-9.86830136854279,3.811110519468003
IDN,2010,Disapproval/Sanction,54285,-2.9666522980565535,4.778465045592706
IDN,2010,Other,292485,1.0662790057609792,4.845014872557567
IDN,2010,Protest,7983,-5.221890392083177,4.516204058624577
IDN,2015,Aid/Cooperation,430418,3.007118789177033,2.343627053236621
IDN,2015,Conflict/Migration,75507,-9.838508045611665,0.6786558332340047
IDN,2015,Disapproval/Sanction,118862,-3.053249835944204,1.5004582793491612
IDN,2015,Other,638661,1.2496056546430738,1.7024709321533649
IDN,2015,Protest,16149,-5.057590191343118,1.0676502569818564
IDN,2020,Aid/Cooperation,471575,2.9553810464931347,-0.7611765106292742
IDN,2020,Conflict/Migration,87005,-9.803545118096663,-5.62555951956784
IDN,2020,Disapproval/Sanction,117140,-2.9979911388082634,-3.399502697626772
IDN,2020,Other,660724,1.2207715188187505,-2.427401872794087
IDN,2020,Protest,19019,-5.117506230611493,-4.293443977075556
IDN,2024,Aid/Cooperation,284081,2.9692252209757077,0.43969639997043103
IDN,2024,Conflict/Migration,28388,-9.811033781879667,-4.6229217979427935
IDN,2024,Disapproval/Sanction,46196,-3.0590325785782317,-2.4102387436141655
IDN,2024,Other,323933,1.885390522114141,-1.0159230921209015
IDN,2024,Protest,6456,-4.847414807930607,-3.2190676889714993
IND,2000,Aid/Cooperation,83762,3.337062701463671,5.755607005563382
IND,2000,Conflict/Migration,26940,-9.871549554565703,3.5134396807720862
IND,2000,Disapproval/Sanction,31115,-2.973304129840913,5.378411216455087
IND,2000,Other,109909,1.3845496820096626,5.399702353765387
IND,2000,Protest,4413,-5.234487423521414,5.192555177883526
IND,2005,Aid/Cooperation,106038,3.198487438465456,5.750090797638583
IND,2005,Conflict/Migration,46322,-9.87842832779241,3.023552933811148
IND,2005,Disapproval/Sanction,32271,-2.903023550556227,5.050585014409221
IND,2005,Other,135016,1.407941688392487,5.265455560822422
IND,2005,Protest,4753,-5.396976856722071,4.995996844098465
IND,2010,Aid/Cooperation,739478,3.0817155845069095,5.768873130776035
IND,2010,Conflict/Migration,184111,-9.820608029938462,3.8228298526432423
IND,2010,Disapproval/Sanction,282913,-2.981006949132772,5.075508414247489
IND,2010,Other,1115547,1.3483742621332855,5.319529705158097
IND,2010,Protest,30523,-5.313948497854078,4.897750909150476
IND,2015,Aid/Cooperation,2187707,2.9873333791956598,2.2315596809810456
IND,2015,Conflict/Migration,526263,-9.710453512787332,0.1367419465172356
IND,2015,Disapproval/Sanction,907517,-2.951111091031904,1.1892054771425766
IND,2015,Other,3352125,1.2784284756684192,1.5832472055785511
IND,2015,Protest,80251,-5.19971894431222,1.008784924798445
IND,2020,Aid/Cooperation,3951966,3.000808989247377,-1.0137136516356668
IND,2020,Conflict/Migration,972006,-9.763248241266,-5.201867365016265
IND,2020,Disapproval/Sanction,1649912,-2.9072609084605725,-3.3007138138276466
IND,2020,Other,6116523,1.2145552926066001,-2.1981303649148383
IND,2020,Protest,161587,-5.150513246733958,-3.5052458056650595
IND,2024,Aid/Cooperation,2401885,3.010465080551317,-0.2637527171367488
IND,2024,Conflict/Migration,455008,-9.775680634186653,-4.884806067146071
IND,2024,Disapproval/Sanction,897594,-2.89935156095072,-3.1608006671167588
IND,2024,Other,3404897,1.259769441777534,-1.829151960837582
IND,2024,Protest,86817,-5.10139749127475,-3.4522613197875995
IRN,2000,Aid/Cooperation,173459,3.1957617362027917,5.810617385088119
IRN,2000,Conflict/Migration,25344,-9.85233534564394,4.100714054608586
IRN,2000,Disapproval/Sanction,50655,-2.8850927647813642,5.3070975027144405
IRN,2000,Other,181360,1.1608166354212617,5.434516348698721
IRN,2000,Protest,5510,-5.137946460980036,5.170917059891107
IRN,2005,Aid/Cooperation,215314,3.309551961321605,5.780617024438727
IRN,2005,Conflict/Migration,24742,-9.827419691213322,3.945372766954975
IRN,2005,Disapproval/Sanction,65131,-2.9844954629899743,5.448998065437349
IRN,2005,Other,234690,1.1492231709915206,5.435425710511738
IRN,2005,Protest,8469,-5.1779374188215845,5.466547172039201
IRN,2010,Aid/Cooperation,600671,3.32596043091809,5.668894711081441
IRN,2010,Conflict/Migration,102983,-9.831724867211094,4.41762531679986
IRN,2010,Disapproval/Sanction,235044,-2.929834635217236,5.305156013342183
IRN,2010,Other,807383,0.9524442600352001,5.382331570023148
IRN,2010,Protest,43144,-5.239406360096422,5.272983103096607
IRN,2015,Aid/Cooperation,1203146,3.4001799365995478,2.0423065288834437
IRN,2015,Conflict/Migration,220585,-9.845523521544981,0.8785393249767662
IRN,2015,Disapproval/Sanction,417200,-2.8868265723873443,1.5777984659635667
IRN,2015,Other,1516605,1.31017956158657,1.751008856623841
IRN,2015,Protest,81268,-5.238186801693163,1.746470135846828
IRN,2020,Aid/Cooperation,1307622,3.394572591314615,-2.292374570785747
IRN,2020,Conflict/Migration,341743,-9.872583815908447,-5.056141618116538
IRN,2020,Disapproval/Sanction,518859,-2.8733929025033773,-4.218719788998553
IRN,2020,Other,1806871,1.2338702923451648,-3.3781650743190856
IRN,2020,Protest,121586,-5.22898494070041,-4.382059513430822
IRN,2024,Aid/Cooperation,594778,3.3012563494278537,-2.3808990430042805
IRN,2024,Conflict/Migration,213119,-9.879145266259696,-5.687213875815859
IRN,2024,Disapproval/Sanction,212517,-2.7798940225958395,-4.95998210966652
IRN,2024,Other,743960,0.8978574721759234,-3.9301081657615997
IRN,2024,Protest,59361,-5.295334310405822,-4.945857852798976
ITA,2000,Aid/Cooperation,95020,3.061928836034519,5.535413218269837
ITA,2000,Conflict/Migration,9568,-9.813626463210703,4.208932378762542
ITA,2000,Disapproval/Sanction,17189,-3.0990201873291054,5.103279190179767
ITA,2000,Other,93344,1.5073043902125471,5.142698898697292
ITA,2000,Protest,2246,-5.177051647373108,5.107318343722173
ITA,2005,Aid/Cooperation,87928,2.981771210535893,5.4758441452097175
ITA,2005,Conflict/Migration,13233,-9.81224688279302,4.075750396735433
ITA,2005,Disapproval/Sanction,18862,-3.021053652846994,4.90948298165624
ITA,2005,Other,96233,1.2563074620972012,5.002916068292581
ITA,2005,Protest,3028,-5.549476552179657,4.561698150594451
ITA,2010,Aid/Cooperation,224473,3.0457320746815872,5.766759552373783
ITA,2010,Conflict/Migration,41342,-9.78381977166078,4.190076121135891
ITA,2010,Disapproval/Sanction,60669,-2.8832981258962564,5.011292290955843
ITA,2010,Other,293430,1.3573314998466415,5.217095037998841
ITA,2010,Protest,6657,-5.158367132341896,4.94613699864804
ITA,2015,Aid/Cooperation,605205,2.9537050800968268,2.6538531125816873
ITA,2015,Conflict/Migration,97158,-9.813371683237612,1.1584467156590301
ITA,2015,Disapproval/Sanction,148819,-2.9207413367916732,2.029907471492215
