iso3,year,gdelt_events_Aid/Cooperation,gdelt_events_Conflict/Migration,gdelt_events_Disapproval/Sanction,gdelt_events_Other,gdelt_events_Protest,gdelt_goldstein_Aid/Cooperation,gdelt_goldstein_Conflict/Migration,gdelt_goldstein_Disapproval/Sanction,gdelt_goldstein_Other,gdelt_goldstein_Protest,gdelt_tone_Aid/Cooperation,gdelt_tone_Conflict/Migration,gdelt_tone_Disapproval/Sanction,gdelt_tone_Other,gdelt_tone_Protest
POL,2020,305842,48800,84033,370938,11745,3.0348735687054096,-9.81393637295082,-2.972100174931277,1.4712763372854762,-5.087471094082588,-0.804603540390136,-4.102362991803278,-3.219678590553711,-2.0617450759965275,-3.334189527458493
POL,2024,212788,38550,52265,257214,9226,3.027975360452657,-9.795221089494163,-2.9549873529130393,1.7415041716236286,-5.134843810969001,-1.2860941171494633,-4.013558988326848,-3.5941384865588826,-2.413993421819963,-3.8004287882072405
PSE,2000,387,17,42,287,7,2.978937984496124,-9.970588235294118,-3.1431190476190474,1.5484668989547037,-4.4,6.3621576227390175,4.049705882352941,4.878166666666666,5.82822299651568,5.037428571428571
PSE,2005,680,40,94,479,5,3.2719676470588235,-9.81255,-3.3086382978723403,1.9966116910229643,-4.92,6.092291176470588,3.6274749999999996,4.432468085106383,5.141549060542798,3.5688000000000004
PSE,2010,3664,246,835,4478,86,3.1024344978165943,-9.750105691056909,-3.175892215568862,1.826728226887003,-5.023581395348837,5.841051855895197,5.116272357723577,5.490589221556886,5.606063421170165,6.304627906976744
PSE,2015,5216,811,1077,6000,117,3.150478144171779,-9.77966091245376,-2.9286555246053854,1.76417,-4.712709401709402,2.9334442101226994,-0.3533045622688039,2.2655283194057567,2.6256615000000005,2.294324786324786
PSE,2020,7755,463,853,7016,158,3.0335096067053513,-9.891950323974083,-3.1559941383352874,2.134749714937286,-4.84053164556962,0.645674661508704,-2.0360820734341254,-1.7196084407971863,-0.37281342645381976,-1.9852405063291139
PSE,2024,6538,317,689,5451,111,3.3973597430406857,-9.914905362776024,-3.1204121915820027,2.275059988992845,-4.908288288288288,0.9108198225757113,-1.625268138801262,-1.4713381712626994,-0.015081086039258871,-1.4756216216216214
ROU,2000,51057,2347,8593,43866,865,3.4092791194155554,-9.850624627183638,-3.125459327359479,1.785270186476998,-5.197354913294797,5.997542237107547,4.357178951853429,5.6903048993366685,5.696074932749737,5.642090173410405
ROU,2005,38338,2144,6648,34980,792,3.363993296468256,-9.774917444029848,-3.110465102286402,1.8863368782161234,-5.1017133838383835,6.046888778757369,4.168206623134329,5.49327135980746,5.578260034305318,5.47172601010101
ROU,2010,58075,4681,13551,63445,1557,3.3174811708996983,-9.82770006408887,-2.965970777064423,1.8131603593663803,-5.08385870263327,5.714261696082652,4.498483657338176,5.080064349494502,5.2553758215777435,4.89170777135517
ROU,2015,107181,9363,26940,135856,2866,3.2060881966020096,-9.7840081170565,-2.930907535263549,1.707068204569544,-4.9284382414515004,2.826527742790233,0.8658184342625223,1.4582365627319969,1.9220591729478271,1.8804567341242147
ROU,2020,167847,15481,37949,188953,4300,3.043539205347727,-9.783410567792778,-3.056660201849851,1.729719136504845,-4.966503023255814,0.12068101306547034,-3.8593138686131385,-2.6970441381854595,-1.4567420522563812,-3.1407990697674424
ROU,2024,116395,12374,19990,124955,2298,3.1325362601486315,-9.752692177145628,-2.977520460230115,2.1159559521427713,-5.08823498694517,0.3269898621074788,-3.8643637465653793,-2.500137868934467,-1.1348641110799889,-2.948645778938207
SAU,2000,58850,7396,8870,43226,1091,3.1132098725573494,-9.89082774472688,-2.976448027057497,1.5873214269189841,-5.426830430797434,5.915205896346644,3.3872609518658736,5.147828635851184,5.326123906907879,4.793917506874427
SAU,2005,69877,18005,17414,72673,2965,3.04846813686907,-9.884817661760621,-2.8142485930860226,1.240260220439503,-5.589900168634064,5.934405312191422,3.4861207442377116,5.307612955093603,5.262050857952747,4.88495784148398
SAU,2010,186661,28130,40307,198375,5868,3.141825094690374,-9.818312939921793,-3.0181281911330538,1.7767502608695651,-5.221466768916155,6.044516717471781,3.895690899395663,5.397117895154688,5.5143213660995585,4.905828220858896
SAU,2015,495977,136338,159337,630579,23153,3.0930625774985536,-9.871235510275932,-2.9029037637209183,1.4946611320706842,-5.145636418606661,2.284538079386746,-1.2286982792765042,0.7830751049662036,1.490747696957875,0.19263153802962865
SAU,2020,810810,235326,272503,1008011,40758,3.0934111666111663,-9.888854843918649,-2.829304484721269,1.6184909728167651,-5.191913268560773,-1.2037713175713174,-4.998024115482353,-3.7787084802736115,-2.502233022258686,-4.165571814122381
SAU,2024,402332,46002,63981,336656,10077,3.262372592784069,-9.885108256162775,-2.8943631390569076,2.157225577444038,-5.16217078495584,0.5369447794358887,-4.0610492152515105,-2.586702239727419,-0.7617864051138254,-3.609915748734742
SGP,2000,8911,1816,1703,8238,182,3.13498058579284,-9.864907488986784,-2.9501297709923664,1.9994391842680264,-5.09221978021978,5.749359780047133,3.757024779735683,5.096145625367,5.417274945375091,5.3483901098901105
SGP,2005,13265,1335,2259,11579,229,3.0462462118356575,-9.825358052434456,-2.9763736166445334,1.9424904568615595,-5.317816593886462,5.889648548812665,3.870073408239701,5.229250553342187,5.601566801969082,5.203414847161572
SGP,2010,20603,3397,4352,23288,577,3.1149726738824444,-9.839658522225493,-2.7660981158088234,1.6257659738921335,-5.162662045060658,5.894615881182352,3.667962908448631,4.802767233455882,5.258475137409825,4.659694974003466
SGP,2015,44655,7321,8572,50734,1141,3.0284608890381817,-9.782399808769293,-2.8923247783481103,1.689452536760358,-5.082989482909729,3.0232791400739,1.1969011064062285,1.7163384274381708,2.2106944455394806,1.5601218229623135
SGP,2020,61887,7689,9499,64951,1445,2.954047699840031,-9.76040135258161,-2.99699136751237,1.867867623285246,-5.057345328719723,-0.21026071711344868,-4.403369358824295,-3.0085241604379407,-1.7766994349586611,-3.244322491349481
SGP,2024,40658,5860,8539,44551,1072,2.9856624526538447,-9.769480375426621,-2.9087414217121443,1.2866530717604543,-4.871015858208956,-0.09155644645580206,-5.809034982935153,-4.303996955146973,-2.5669744337949765,-4.05009328358209
SLV,2000,87,11,13,97,10,3.199057471264368,-10.0,-2.6923076923076925,1.2104948453608249,-4.6597,3.8375517241379304,2.9483636363636365,3.9392307692307686,3.4388453608247427,4.8092
SLV,2005,36,3,5,51,2,3.0028888888888887,-10.0,-2.4,2.1018823529411765,-4.4,6.274000000000001,2.549,4.4276,4.3143529411764705,3.59
SLV,2010,463,30,47,496,5,2.8986846652267815,-9.9,-2.9148723404255317,2.349510080645161,-5.959999999999999,5.875149028077755,4.372333333333333,6.333936170212767,5.236711693548388,4.1028
SLV,2015,1577,293,186,1889,58,2.601823081800888,-9.940143344709897,-3.0056666666666665,1.8239396506087875,-4.872293103448275,1.1920596068484464,0.5778532423208192,1.6036290322580644,1.2875193223928003,1.1141896551724135
SLV,2020,3168,388,345,2643,103,2.7968472222222225,-9.874904639175258,-3.208776811594203,1.7083234960272418,-4.780766990291262,-0.803935606060606,-3.321997422680412,-1.4554927536231885,-1.2752330684827846,-2.540174757281554
SLV,2024,1696,184,189,1620,52,2.942038325471698,-9.820554347826087,-2.9153386243386246,1.9038993827160493,-5.004,0.10644811320754717,-2.099565217391304,-1.9173809523809524,-0.6508925925925926,-2.1999615384615385
SOM,2000,14640,6776,4090,16077,563,3.143470491803279,-9.827470631641084,-2.9685271393643036,1.8235741742862475,-5.2790568383658965,5.8878271174863395,4.126261806375442,5.362159413202934,5.374932823287928,5.039358792184725
SOM,2005,28815,8496,6257,29094,981,3.339730140551796,-9.846199152542372,-2.906061211443184,1.5758884993469444,-5.304118246687054,5.2815843137254905,3.8211796139359704,5.046908102924724,5.091330996081666,4.891860346585117
SOM,2010,140661,98583,47523,209972,10768,3.0551009021690447,-9.827538936733514,-2.807959619552638,1.8428910759529844,-5.50890044576523,4.916568572667619,3.5918313908077453,4.442601456137028,4.639119396871964,4.296256407875186
SOM,2015,243466,152143,74080,327034,16069,2.9898310564924877,-9.849314283272973,-2.8005723002159826,1.5745329170667268,-5.416378679444893,2.2203448777242,0.32471789040573656,1.2506916306695466,1.8581449818673283,1.1738220797809449
SOM,2020,220589,136790,65033,281858,12110,3.011589032091355,-9.869807434754001,-2.784745329294358,1.6286843623384828,-5.232268208092485,-2.114171463672259,-6.58778116821405,-4.887309335260561,-3.879847926970319,-5.339222956234518
SOM,2024,84336,38126,23634,104125,5041,3.2294877988047808,-9.886355033310602,-2.895500253871541,1.9582214741896757,-5.106084110295575,-1.4059060187820147,-6.16379961181346,-4.3972689345857665,-3.3947762304921962,-5.191287641341004
SYR,2000,97563,4937,16152,63384,1941,3.523746440761354,-9.834381810816286,-3.2434088657751365,2.1147433894989276,-5.204432766615147,5.911886206861207,4.579214502734454,5.901174715205547,5.887218793386344,5.657409067490985
SYR,2005,78071,10148,20763,67507,2811,3.1613025963546004,-9.862017441860464,-3.0380952174541256,1.7047123113158635,-5.206432230522946,5.692855003778612,4.1283756405203,5.255653710928093,5.361681840401736,4.951219494841694
SYR,2010,205516,29197,51223,168409,6450,3.377537909457171,-9.863161831695038,-2.9050031626417825,1.6060664275662229,-5.273256744186047,5.890383775472469,4.175205877316163,5.119628565292935,5.426492503369772,4.908746821705426
SYR,2015,1164468,823849,496289,1715833,103568,3.0401554022952975,-9.861389384462443,-2.8828777385757087,1.4681811545762322,-5.344162405376179,1.296141269661339,0.30587699444922584,1.3898777567103042,1.2046486184844327,0.8611632647149701
SYR,2020,1171111,786176,442118,1621959,108669,3.051487738566199,-9.865768128256269,-2.8927723639390392,1.8075925877287897,-5.4382537706245575,-3.3342492223196607,-5.529923176235347,-4.7844130729805165,-4.035609776819266,-4.924414690482106
SYR,2024,251981,130108,70094,293828,15854,2.9545165786309284,-9.854373466658467,-2.8587331583302427,1.4482512694501544,-5.224067427778478,-2.8053738178672196,-5.794192440126665,-4.8598948554797845,-4.002599442531004,-5.141861864513688
THA,2000,46840,7525,11122,60505,1660,3.0759354397950474,-9.806035481727575,-3.0318463405862253,1.7568660606561444,-5.124369277108434,5.788022438087105,3.786916146179402,5.112805160942276,5.17287468804231,4.870755421686747
THA,2005,48904,13403,12176,63535,2278,3.1277767667266483,-9.873259121092293,-2.8252557490144548,1.1990131581018337,-5.348124231782264,5.643759303942417,3.221739983585764,4.5531404402102496,4.940234059966947,4.3357857769973664
THA,2010,170951,50629,56080,268659,8655,2.9859915063380735,-9.85577194888305,-3.018892207560627,0.9186926698900836,-5.253702021952628,5.3948013875321,3.0698561693890856,4.765985520684736,4.953964051083344,4.51278902368573
THA,2015,354237,74406,105484,523391,14262,2.974260359589767,-9.839541313872537,-2.9665798130522165,1.1865567482054524,-5.069333683915299,2.5190057249807327,0.5685391500685427,1.1664244624777218,1.6102852036049526,1.3053341747300522
THA,2020,390150,62090,97418,519810,11933,2.931767363834423,-9.784213625382511,-2.9169920240612615,1.2920930878590255,-5.006899187128132,-0.4601656337306164,-4.931263053631825,-3.1935698741505676,-2.097947401935323,-3.603119332942261
THA,2024,229816,35985,45317,282614,5813,2.93563657882828,-9.812505877448938,-2.9335370832138046,1.520273241948382,-4.88127834164803,0.09352224823336931,-4.81624640822565,-2.546133746717567,-1.7075251827581082,-3.3574120075692417
TLS,2000,26,1,1,50,1,3.6619230769230766,-9.0,-4.0,3.5078000000000005,-4.4,6.359923076923077,4.098,6.357,7.059760000000001,6.311
TLS,2005,51,0,2,51,1,3.039274509803922,,-2.0,2.978117647058824,-4.4,6.749254901960784,,7.211,7.2905686274509796,2.011
TLS,2010,195,20,24,263,3,2.70854358974359,-9.59975,-3.375125,2.2957186311787074,-6.133,6.213579487179488,4.6986,6.884125,5.802117870722433,6.452000000000001
TLS,2015,740,9,52,597,16,3.158304054054054,-10.0,-2.884461538461539,2.6020217755443884,-4.48775,2.781547297297297,0.025333333333333305,1.4922692307692307,2.765708542713568,3.2243125
TLS,2020,1145,38,155,913,6,3.025909170305677,-9.934236842105262,-3.2258193548387095,2.837042716319825,-4.4,0.28106375545851525,-4.0513157894736835,-2.0222129032258063,-0.13461445783132528,-2.3506666666666667
TLS,2024,488,17,36,412,7,3.8211987704918036,-9.706117647058825,-3.055472222222223,2.473385922330097,-4.971428571428571,1.0479528688524589,-3.2004705882352944,-4.328277777777778,-0.15888834951456315,0.26942857142857146
TTO,2000,24450,6633,7166,33074,1087,2.976331329243354,-9.85103497663199,-3.2250073960368404,1.8266890306585233,-5.094981600735971,5.424688834355828,4.125659731644807,5.338013815238627,5.274965259720627,5.1326853725850965
TTO,2005,8452,1478,1940,10424,272,3.140817203028869,-9.859156292286874,-3.0463257731958766,1.7662217958557174,-4.938981617647058,5.976253431140558,4.566956698240866,5.475550515463918,5.66372755180353,5.0748566176470575
TTO,2010,15301,6133,4234,21398,566,3.118926475393765,-9.851891081037014,-2.9664662257912138,1.76038840078512,-5.186372791519434,5.8768349781060065,4.841918473830099,5.213895843174304,5.519027666137022,5.134116607773851
TTO,2015,12437,1242,1858,13050,235,2.8984989145292275,-9.82249033816425,-3.063596878363832,2.27147969348659,-4.875540425531915,3.4302679102677494,2.1506006441223833,2.9484472551130247,3.4918745593869733,2.8836042553191485
TTO,2020,12396,1154,2172,12527,181,3.075310261374637,-9.836798093587522,-2.9934682320441985,1.9997098267741675,-5.070828729281769,0.36063778638270405,-3.0427461005199308,-2.702454419889503,-1.1373320827013653,-2.4730441988950274
TTO,2024,15765,902,1804,10682,143,2.9683397399302254,-9.809203991130818,-3.0558508869179604,2.1405126380827557,-4.7578601398601394,1.3598050111005393,-3.3179057649667403,-3.0835809312638585,-0.5473183860700244,-2.1725384615384615
USA,2000,593450,81646,184568,731674,25885,3.123768170865279,-9.838519658035912,-3.0275435611807024,1.6259964068697261,-5.193709252462816,6.185644495745218,4.961240734389927,5.854567823241298,5.921588562665886,5.731283755070504
USA,2005,727039,179607,277577,1049175,45823,3.0786581242546824,-9.843572048973593,-2.932456186931914,1.3929870212309672,-5.406866791785784,6.060406605422817,4.6192868986175375,5.649506126228037,5.740752679009698,5.488866246208236
USA,2010,5569743,1333507,1939039,9069452,244849,2.9918327689446356,-9.823617588809057,-2.9139958917793813,1.6848332153916248,-5.119627844099832,6.040500477670156,4.286579361788126,5.417418132899853,5.6438913675269475,5.256125542681408
USA,2015,21793021,5984167,7141498,35300497,871756,2.9068046169918342,-9.805739389960205,-2.9220778860401557,1.5571721913716967,-5.110309255112669,2.8955473615613,0.7653530152149833,1.7793787023394814,2.173010887778719,1.5645354411096684
USA,2020,30910258,7949954,10383396,49577909,1331632,2.9004708230516876,-9.793128167282477,-2.909113170777653,1.5574066687645094,-5.072666328234828,-0.6495832994988266,-4.721766826197988,-3.0987308308380035,-2.1323201026892846,-3.4344018580208346
USA,2024,16539764,4343962,5531533,26506799,686317,2.8985314524439403,-9.803361880697851,-2.9376101194732094,1.5103163801106276,-5.048722960381281,-0.6252916089371044,-4.920067939820836,-3.3311991475057634,-2.2637900778966182,-3.7068635339063434
VEN,2000,17936,2151,4100,17634,526,3.0392777653880465,-9.794414225941422,-3.0100412195121953,1.703560394692072,-5.027920152091254,5.521809154772525,4.0916336587633655,5.125187804878048,5.23951134172621,5.38924144486692
VEN,2005,25533,4428,9853,33591,1332,3.137029765401637,-9.795252935862692,-2.881442200345073,1.0670849334643207,-5.300275525525525,5.658700936043552,4.051991418247516,5.037947325687608,5.141600160757345,4.8711201201201195
VEN,2010,94659,12040,29457,134672,3507,3.4687504199283743,-9.792690780730897,-2.8186662592932072,1.4594617515147914,-5.2795791274593675,5.437612102388574,4.333378073089701,5.064827850765522,4.528059284780801,5.017476190476191
VEN,2015,143361,28089,52645,195311,5199,3.0925771862640468,-9.846897041546514,-2.811451324912147,1.134181070190619,-5.162108867089825,2.6223961607410664,1.0077467691979063,1.1418860290625887,1.7743086769306393,1.1767832275437584
VEN,2020,247520,46684,111207,369265,16686,3.060731637847447,-9.795551730785709,-2.845406278381757,0.8146919448092833,-5.210491849454633,-2.3889579185520367,-5.440165002998886,-4.463325752875269,-3.588038690371413,-4.411791441927364
VEN,2024,104410,19879,37359,144822,3970,3.0524283880854326,-9.75975738216208,-2.8568508525388796,1.0757744196323762,-4.968862720403022,-1.857000852408773,-5.73493118366115,-4.360715409941379,-3.374707931115438,-4.191186649874055
