"Country or Area","Year","Area","Sex","National and/or ethnic group","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Åland Islands","2000","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2009","25776","1"
"Åland Islands","2000","Total","Both Sexes","Finnish","Census - de jure - complete tabulation","Final figure, complete","2009","5109","1"
"Åland Islands","2000","Total","Both Sexes","Swedish","Census - de jure - complete tabulation","Final figure, complete","2009","1354","1"
"Åland Islands","2000","Total","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2009","552","1"
"Åland Islands","2000","Total","Both Sexes","Åland","Census - de jure - complete tabulation","Final figure, complete","2009","18682","1"
"Åland Islands","2000","Total","Both Sexes","Other Nordic Countries","Census - de jure - complete tabulation","Final figure, complete","2009","79","1"
"Åland Islands","2000","Total","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2009","12700","1"
"Åland Islands","2000","Total","Male","Finnish","Census - de jure - complete tabulation","Final figure, complete","2009","2027","1"
"Åland Islands","2000","Total","Male","Swedish","Census - de jure - complete tabulation","Final figure, complete","2009","671","1"
"Åland Islands","2000","Total","Male","Other","Census - de jure - complete tabulation","Final figure, complete","2009","258","1"
"Åland Islands","2000","Total","Male","Åland","Census - de jure - complete tabulation","Final figure, complete","2009","9701","1"
"Åland Islands","2000","Total","Male","Other Nordic Countries","Census - de jure - complete tabulation","Final figure, complete","2009","43","1"
"Åland Islands","2000","Total","Female","Total","Census - de jure - complete tabulation","Final figure, complete","2009","13076","1"
"Åland Islands","2000","Total","Female","Finnish","Census - de jure - complete tabulation","Final figure, complete","2009","3082","1"
"Åland Islands","2000","Total","Female","Swedish","Census - de jure - complete tabulation","Final figure, complete","2009","683","1"
"Åland Islands","2000","Total","Female","Other","Census - de jure - complete tabulation","Final figure, complete","2009","294","1"
"Åland Islands","2000","Total","Female","Åland","Census - de jure - complete tabulation","Final figure, complete","2009","8981","1"
"Åland Islands","2000","Total","Female","Other Nordic Countries","Census - de jure - complete tabulation","Final figure, complete","2009","36","1"
"Albania","2023","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2024","2402113",""
"Albania","2023","Total","Both Sexes","Albanian","Census - de jure - complete tabulation","Final figure, complete","2024","2186917",""
"Albania","2023","Total","Both Sexes","Bulgarian","Census - de jure - complete tabulation","Final figure, complete","2024","7057",""
"Albania","2023","Total","Both Sexes","Egyptian","Census - de jure - complete tabulation","Final figure, complete","2024","12375",""
"Albania","2023","Total","Both Sexes","Greek","Census - de jure - complete tabulation","Final figure, complete","2024","23485",""
"Albania","2023","Total","Both Sexes","Macedonian","Census - de jure - complete tabulation","Final figure, complete","2024","2281",""
"Albania","2023","Total","Both Sexes","Mixed","Census - de jure - complete tabulation","Final figure, complete","2024","770",""
"Albania","2023","Total","Both Sexes","Montenegrian","Census - de jure - complete tabulation","Final figure, complete","2024","511",""
"Albania","2023","Total","Both Sexes","Serbian","Census - de jure - complete tabulation","Final figure, complete","2024","584",""
"Albania","2023","Total","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2024","3798",""
"Albania","2023","Total","Both Sexes","Bosnian","Census - de jure - complete tabulation","Final figure, complete","2024","9813",""
"Albania","2023","Total","Both Sexes","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2024","1142",""
"Albania","2023","Total","Both Sexes","Roma","Census - de jure - complete tabulation","Final figure, complete","2024","9813",""
"Albania","2023","Total","Both Sexes","Aromanian","Census - de jure - complete tabulation","Final figure, complete","2024","2459",""
"Albania","2023","Total","Both Sexes","Refused to Respond","Census - de jure - complete tabulation","Final figure, complete","2024","13507",""
"Albania","2023","Total","Both Sexes","Unknown","Census - de jure - complete tabulation","Final figure, complete","2024","134451",""
"Albania","2023","Total","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2024","1190448",""
"Albania","2023","Total","Male","Albanian","Census - de jure - complete tabulation","Final figure, complete","2024","1082031",""
"Albania","2023","Total","Male","Bulgarian","Census - de jure - complete tabulation","Final figure, complete","2024","3691",""
"Albania","2023","Total","Male","Egyptian","Census - de jure - complete tabulation","Final figure, complete","2024","6304",""
"Albania","2023","Total","Male","Greek","Census - de jure - complete tabulation","Final figure, complete","2024","12063",""
"Albania","2023","Total","Male","Macedonian","Census - de jure - complete tabulation","Final figure, complete","2024","1136",""
"Albania","2023","Total","Male","Mixed","Census - de jure - complete tabulation","Final figure, complete","2024","392",""
"Albania","2023","Total","Male","Montenegrian","Census - de jure - complete tabulation","Final figure, complete","2024","260",""
"Albania","2023","Total","Male","Serbian","Census - de jure - complete tabulation","Final figure, complete","2024","315",""
"Albania","2023","Total","Male","Other","Census - de jure - complete tabulation","Final figure, complete","2024","2133",""
"Albania","2023","Total","Male","Bosnian","Census - de jure - complete tabulation","Final figure, complete","2024","5000",""
"Albania","2023","Total","Male","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2024","588",""
"Albania","2023","Total","Male","Roma","Census - de jure - complete tabulation","Final figure, complete","2024","5000",""
"Albania","2023","Total","Male","Aromanian","Census - de jure - complete tabulation","Final figure, complete","2024","1314",""
"Albania","2023","Total","Male","Refused to Respond","Census - de jure - complete tabulation","Final figure, complete","2024","6774",""
"Albania","2023","Total","Male","Unknown","Census - de jure - complete tabulation","Final figure, complete","2024","66971",""
"Albania","2023","Total","Female","Total","Census - de jure - complete tabulation","Final figure, complete","2024","1211665",""
"Albania","2023","Total","Female","Albanian","Census - de jure - complete tabulation","Final figure, complete","2024","1104886",""
"Albania","2023","Total","Female","Bulgarian","Census - de jure - complete tabulation","Final figure, complete","2024","3366",""
"Albania","2023","Total","Female","Egyptian","Census - de jure - complete tabulation","Final figure, complete","2024","6071",""
"Albania","2023","Total","Female","Greek","Census - de jure - complete tabulation","Final figure, complete","2024","11422",""
"Albania","2023","Total","Female","Macedonian","Census - de jure - complete tabulation","Final figure, complete","2024","1145",""
"Albania","2023","Total","Female","Mixed","Census - de jure - complete tabulation","Final figure, complete","2024","378",""
"Albania","2023","Total","Female","Montenegrian","Census - de jure - complete tabulation","Final figure, complete","2024","251",""
"Albania","2023","Total","Female","Serbian","Census - de jure - complete tabulation","Final figure, complete","2024","269",""
"Albania","2023","Total","Female","Other","Census - de jure - complete tabulation","Final figure, complete","2024","1665",""
"Albania","2023","Total","Female","Bosnian","Census - de jure - complete tabulation","Final figure, complete","2024","4813",""
"Albania","2023","Total","Female","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2024","554",""
"Albania","2023","Total","Female","Roma","Census - de jure - complete tabulation","Final figure, complete","2024","4813",""
"Albania","2023","Total","Female","Aromanian","Census - de jure - complete tabulation","Final figure, complete","2024","1145",""
"Albania","2023","Total","Female","Refused to Respond","Census - de jure - complete tabulation","Final figure, complete","2024","6733",""
"Albania","2023","Total","Female","Unknown","Census - de jure - complete tabulation","Final figure, complete","2024","67480",""
"Albania","2011","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2013","2800138",""
"Albania","2011","Total","Both Sexes","Albanian","Census - de jure - complete tabulation","Final figure, complete","2013","2312356",""
"Albania","2011","Total","Both Sexes","Egyptian","Census - de jure - complete tabulation","Final figure, complete","2013","3368",""
"Albania","2011","Total","Both Sexes","Greek","Census - de jure - complete tabulation","Final figure, complete","2013","24243",""
"Albania","2011","Total","Both Sexes","Macedonian","Census - de jure - complete tabulation","Final figure, complete","2013","5512",""
"Albania","2011","Total","Both Sexes","Montenegrian","Census - de jure - complete tabulation","Final figure, complete","2013","366",""
"Albania","2011","Total","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2013","2644",""
"Albania","2011","Total","Both Sexes","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2013","44144",""
"Albania","2011","Total","Both Sexes","Roma","Census - de jure - complete tabulation","Final figure, complete","2013","8301",""
"Albania","2011","Total","Both Sexes","Aromanian","Census - de jure - complete tabulation","Final figure, complete","2013","8266",""
"Albania","2011","Total","Both Sexes","Refused to Respond","Census - de jure - complete tabulation","Final figure, complete","2013","390938",""
"American Samoa","2000","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2004","57291","2"
"American Samoa","2000","Total","Both Sexes","Chinese","Census - de jure - complete tabulation","Final figure, complete","2004","329","2"
"American Samoa","2000","Total","Both Sexes","Fijian","Census - de jure - complete tabulation","Final figure, complete","2004","80","2"
"American Samoa","2000","Total","Both Sexes","Filipino","Census - de jure - complete tabulation","Final figure, complete","2004","792","2"
"American Samoa","2000","Total","Both Sexes","Japanese","Census - de jure - complete tabulation","Final figure, complete","2004","16","2"
"American Samoa","2000","Total","Both Sexes","Korean","Census - de jure - complete tabulation","Final figure, complete","2004","200","2"
"American Samoa","2000","Total","Both Sexes","Niuean","Census - de jure - complete tabulation","Final figure, complete","2004","18","2"
"American Samoa","2000","Total","Both Sexes","Samoan","Census - de jure - complete tabulation","Final figure, complete","2004","50545","2"
"American Samoa","2000","Total","Both Sexes","Tokelauan","Census - de jure - complete tabulation","Final figure, complete","2004","45","2"
"American Samoa","2000","Total","Both Sexes","Tongan","Census - de jure - complete tabulation","Final figure, complete","2004","1598","2"
"American Samoa","2000","Total","Both Sexes","White","Census - de jure - complete tabulation","Final figure, complete","2004","655","2"
"American Samoa","2000","Total","Both Sexes","Black or African American","Census - de jure - complete tabulation","Final figure, complete","2004","21","2"
"American Samoa","2000","Total","Both Sexes","Some other race","Census - de jure - complete tabulation","Final figure, complete","2004","124","2"
"American Samoa","2000","Total","Both Sexes","Other Pacific Islander","Census - de jure - complete tabulation","Final figure, complete","2004","165","2"
"American Samoa","2000","Total","Both Sexes","Asian/Indian","Census - de jure - complete tabulation","Final figure, complete","2004","13","2"
"American Samoa","2000","Total","Both Sexes","Two or more races","Census - de jure - complete tabulation","Final figure, complete","2004","2409","2"
"American Samoa","2000","Total","Both Sexes","Other Asian","Census - de jure - complete tabulation","Final figure, complete","2004","281","2"
"Anguilla","2001","Total","Both Sexes","Total","Census - de facto - complete tabulation","Final figure, complete","2003","11430",""
"Anguilla","2001","Total","Both Sexes","African","Census - de facto - complete tabulation","Final figure, complete","2003","10297",""
"Anguilla","2001","Total","Both Sexes","Chinese","Census - de facto - complete tabulation","Final figure, complete","2003","21",""
"Anguilla","2001","Total","Both Sexes","East Indian","Census - de facto - complete tabulation","Final figure, complete","2003","93",""
"Anguilla","2001","Total","Both Sexes","Mixed","Census - de facto - complete tabulation","Final figure, complete","2003","531",""
"Anguilla","2001","Total","Both Sexes","White","Census - de facto - complete tabulation","Final figure, complete","2003","428",""
"Anguilla","2001","Total","Both Sexes","Other","Census - de facto - complete tabulation","Final figure, complete","2003","39",""
"Anguilla","2001","Total","Both Sexes","Carib","Census - de facto - complete tabulation","Final figure, complete","2003","19",""
"Anguilla","2001","Total","Both Sexes","Unknown","Census - de facto - complete tabulation","Final figure, complete","2003","2",""
"Anguilla","2001","Total","Male","Total","Census - de facto - complete tabulation","Final figure, complete","2003","5628",""
"Anguilla","2001","Total","Male","African","Census - de facto - complete tabulation","Final figure, complete","2003","5109",""
"Anguilla","2001","Total","Male","Chinese","Census - de facto - complete tabulation","Final figure, complete","2003","15",""
"Anguilla","2001","Total","Male","East Indian","Census - de facto - complete tabulation","Final figure, complete","2003","46",""
"Anguilla","2001","Total","Male","Mixed","Census - de facto - complete tabulation","Final figure, complete","2003","226",""
"Anguilla","2001","Total","Male","White","Census - de facto - complete tabulation","Final figure, complete","2003","202",""
"Anguilla","2001","Total","Male","Other","Census - de facto - complete tabulation","Final figure, complete","2003","21",""
"Anguilla","2001","Total","Male","Carib","Census - de facto - complete tabulation","Final figure, complete","2003","8",""
"Anguilla","2001","Total","Male","Unknown","Census - de facto - complete tabulation","Final figure, complete","2003","1",""
"Anguilla","2001","Total","Female","Total","Census - de facto - complete tabulation","Final figure, complete","2003","5802",""
"Anguilla","2001","Total","Female","African","Census - de facto - complete tabulation","Final figure, complete","2003","5188",""
"Anguilla","2001","Total","Female","Chinese","Census - de facto - complete tabulation","Final figure, complete","2003","6",""
"Anguilla","2001","Total","Female","East Indian","Census - de facto - complete tabulation","Final figure, complete","2003","47",""
"Anguilla","2001","Total","Female","Mixed","Census - de facto - complete tabulation","Final figure, complete","2003","305",""
"Anguilla","2001","Total","Female","White","Census - de facto - complete tabulation","Final figure, complete","2003","226",""
"Anguilla","2001","Total","Female","Other","Census - de facto - complete tabulation","Final figure, complete","2003","18",""
"Anguilla","2001","Total","Female","Carib","Census - de facto - complete tabulation","Final figure, complete","2003","11",""
"Anguilla","2001","Total","Female","Unknown","Census - de facto - complete tabulation","Final figure, complete","2003","1",""
"Antigua and Barbuda","2011","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2014","84816",""
"Antigua and Barbuda","2011","Total","Both Sexes","African","Census - de jure - complete tabulation","Final figure, complete","2014","74018",""
"Antigua and Barbuda","2011","Total","Both Sexes","Amerindian","Census - de jure - complete tabulation","Final figure, complete","2014","327",""
"Antigua and Barbuda","2011","Total","Both Sexes","Asians","Census - de jure - complete tabulation","Final figure, complete","2014","122",""
"Antigua and Barbuda","2011","Total","Both Sexes","Chinese","Census - de jure - complete tabulation","Final figure, complete","2014","143",""
"Antigua and Barbuda","2011","Total","Both Sexes","Hispanic","Census - de jure - complete tabulation","Final figure, complete","2014","2330",""
"Antigua and Barbuda","2011","Total","Both Sexes","Indian","Census - de jure - complete tabulation","Final figure, complete","2014","942",""
"Antigua and Barbuda","2011","Total","Both Sexes","Mixed","Census - de jure - complete tabulation","Final figure, complete","2014","4011",""
"Antigua and Barbuda","2011","Total","Both Sexes","Portuguese","Census - de jure - complete tabulation","Final figure, complete","2014","94",""
"Antigua and Barbuda","2011","Total","Both Sexes","Syrian, Lebanese or Arab","Census - de jure - complete tabulation","Final figure, complete","2014","570",""
"Antigua and Barbuda","2011","Total","Both Sexes","White","Census - de jure - complete tabulation","Final figure, complete","2014","1398",""
"Antigua and Barbuda","2011","Total","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2014","111",""
"Antigua and Barbuda","2011","Total","Both Sexes","Unknown","Census - de jure - complete tabulation","Final figure, complete","2014","750",""
"Antigua and Barbuda","2011","Total","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2014","40395",""
"Antigua and Barbuda","2011","Total","Male","African","Census - de jure - complete tabulation","Final figure, complete","2014","35413",""
"Antigua and Barbuda","2011","Total","Male","Amerindian","Census - de jure - complete tabulation","Final figure, complete","2014","116",""
"Antigua and Barbuda","2011","Total","Male","Asians","Census - de jure - complete tabulation","Final figure, complete","2014","59",""
"Antigua and Barbuda","2011","Total","Male","Chinese","Census - de jure - complete tabulation","Final figure, complete","2014","77",""
"Antigua and Barbuda","2011","Total","Male","Hispanic","Census - de jure - complete tabulation","Final figure, complete","2014","927",""
"Antigua and Barbuda","2011","Total","Male","Indian","Census - de jure - complete tabulation","Final figure, complete","2014","465",""
"Antigua and Barbuda","2011","Total","Male","Mixed","Census - de jure - complete tabulation","Final figure, complete","2014","1783",""
"Antigua and Barbuda","2011","Total","Male","Portuguese","Census - de jure - complete tabulation","Final figure, complete","2014","42",""
"Antigua and Barbuda","2011","Total","Male","Syrian, Lebanese or Arab","Census - de jure - complete tabulation","Final figure, complete","2014","349",""
"Antigua and Barbuda","2011","Total","Male","White","Census - de jure - complete tabulation","Final figure, complete","2014","727",""
"Antigua and Barbuda","2011","Total","Male","Other","Census - de jure - complete tabulation","Final figure, complete","2014","56",""
"Antigua and Barbuda","2011","Total","Male","Unknown","Census - de jure - complete tabulation","Final figure, complete","2014","382",""
"Antigua and Barbuda","2011","Total","Female","Total","Census - de jure - complete tabulation","Final figure, complete","2014","44421",""
"Antigua and Barbuda","2011","Total","Female","African","Census - de jure - complete tabulation","Final figure, complete","2014","38605",""
"Antigua and Barbuda","2011","Total","Female","Amerindian","Census - de jure - complete tabulation","Final figure, complete","2014","211",""
"Antigua and Barbuda","2011","Total","Female","Asians","Census - de jure - complete tabulation","Final figure, complete","2014","64",""
"Antigua and Barbuda","2011","Total","Female","Chinese","Census - de jure - complete tabulation","Final figure, complete","2014","66",""
"Antigua and Barbuda","2011","Total","Female","Hispanic","Census - de jure - complete tabulation","Final figure, complete","2014","1403",""
"Antigua and Barbuda","2011","Total","Female","Indian","Census - de jure - complete tabulation","Final figure, complete","2014","477",""
"Antigua and Barbuda","2011","Total","Female","Mixed","Census - de jure - complete tabulation","Final figure, complete","2014","2228",""
"Antigua and Barbuda","2011","Total","Female","Portuguese","Census - de jure - complete tabulation","Final figure, complete","2014","51",""
"Antigua and Barbuda","2011","Total","Female","Syrian, Lebanese or Arab","Census - de jure - complete tabulation","Final figure, complete","2014","221",""
"Antigua and Barbuda","2011","Total","Female","White","Census - de jure - complete tabulation","Final figure, complete","2014","670",""
"Antigua and Barbuda","2011","Total","Female","Other","Census - de jure - complete tabulation","Final figure, complete","2014","55",""
"Antigua and Barbuda","2011","Total","Female","Unknown","Census - de jure - complete tabulation","Final figure, complete","2014","368",""
"Antigua and Barbuda","2001","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2009","76886",""
"Antigua and Barbuda","2001","Total","Both Sexes","African","Census - de jure - complete tabulation","Final figure, complete","2009","69982",""
"Antigua and Barbuda","2001","Total","Both Sexes","Chinese","Census - de jure - complete tabulation","Final figure, complete","2009","163",""
"Antigua and Barbuda","2001","Total","Both Sexes","Indian","Census - de jure - complete tabulation","Final figure, complete","2009","545",""
"Antigua and Barbuda","2001","Total","Both Sexes","Mixed","Census - de jure - complete tabulation","Final figure, complete","2009","3374",""
"Antigua and Barbuda","2001","Total","Both Sexes","Portuguese","Census - de jure - complete tabulation","Final figure, complete","2009","126",""
"Antigua and Barbuda","2001","Total","Both Sexes","Syrian, Lebanese or Arab","Census - de jure - complete tabulation","Final figure, complete","2009","464",""
"Antigua and Barbuda","2001","Total","Both Sexes","White","Census - de jure - complete tabulation","Final figure, complete","2009","1340",""
"Antigua and Barbuda","2001","Total","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2009","465",""
"Antigua and Barbuda","2001","Total","Both Sexes","Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","169",""
"Antigua and Barbuda","2001","Total","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2009","36109",""
"Antigua and Barbuda","2001","Total","Male","African","Census - de jure - complete tabulation","Final figure, complete","2009","32932",""
"Antigua and Barbuda","2001","Total","Male","Chinese","Census - de jure - complete tabulation","Final figure, complete","2009","59",""
"Antigua and Barbuda","2001","Total","Male","Indian","Census - de jure - complete tabulation","Final figure, complete","2009","264",""
"Antigua and Barbuda","2001","Total","Male","Mixed","Census - de jure - complete tabulation","Final figure, complete","2009","1440",""
"Antigua and Barbuda","2001","Total","Male","Portuguese","Census - de jure - complete tabulation","Final figure, complete","2009","71",""
"Antigua and Barbuda","2001","Total","Male","Syrian, Lebanese or Arab","Census - de jure - complete tabulation","Final figure, complete","2009","272",""
"Antigua and Barbuda","2001","Total","Male","White","Census - de jure - complete tabulation","Final figure, complete","2009","693",""
"Antigua and Barbuda","2001","Total","Male","Other","Census - de jure - complete tabulation","Final figure, complete","2009","193",""
"Antigua and Barbuda","2001","Total","Male","Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","78",""
"Antigua and Barbuda","2001","Total","Female","Total","Census - de jure - complete tabulation","Final figure, complete","2009","40777",""
"Antigua and Barbuda","2001","Total","Female","African","Census - de jure - complete tabulation","Final figure, complete","2009","37050",""
"Antigua and Barbuda","2001","Total","Female","Chinese","Census - de jure - complete tabulation","Final figure, complete","2009","104",""
"Antigua and Barbuda","2001","Total","Female","Indian","Census - de jure - complete tabulation","Final figure, complete","2009","281",""
"Antigua and Barbuda","2001","Total","Female","Mixed","Census - de jure - complete tabulation","Final figure, complete","2009","1934",""
"Antigua and Barbuda","2001","Total","Female","Portuguese","Census - de jure - complete tabulation","Final figure, complete","2009","55",""
"Antigua and Barbuda","2001","Total","Female","Syrian, Lebanese or Arab","Census - de jure - complete tabulation","Final figure, complete","2009","192",""
"Antigua and Barbuda","2001","Total","Female","White","Census - de jure - complete tabulation","Final figure, complete","2009","647",""
"Antigua and Barbuda","2001","Total","Female","Other","Census - de jure - complete tabulation","Final figure, complete","2009","272",""
"Antigua and Barbuda","2001","Total","Female","Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","91",""
"Argentina","2022","Total","Both Sexes","African","Census - de jure - complete tabulation","Final figure, complete","2024","229472","3"
"Argentina","2022","Total","Both Sexes","Indigenous","Census - de jure - complete tabulation","Final figure, complete","2024","1306730","4"
"Argentina","2022","Total","Both Sexes","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2024","44082585",""
"Argentina","2022","Total","Male","African","Census - de jure - complete tabulation","Final figure, complete","2024","105982","3"
"Argentina","2022","Total","Male","Indigenous","Census - de jure - complete tabulation","Final figure, complete","2024","632275","4"
"Argentina","2022","Total","Male","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2024","21272624",""
"Argentina","2022","Total","Female","African","Census - de jure - complete tabulation","Final figure, complete","2024","123490","3"
"Argentina","2022","Total","Female","Indigenous","Census - de jure - complete tabulation","Final figure, complete","2024","674455","4"
"Argentina","2022","Total","Female","Not Stated","Census - de jure - complete tabulation","Final figure, complete","2024","22809961",""
"Armenia","2022","Total","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2024","2932731",""
"Armenia","2022","Total","Both Sexes","Armenian","Census - de jure - complete tabulation","Final figure, complete","2024","2875697",""
"Armenia","2022","Total","Both Sexes","Assyrian","Census - de jure - complete tabulation","Final figure, complete","2024","2755",""
"Armenia","2022","Total","Both Sexes","Greek","Census - de jure - complete tabulation","Final figure, complete","2024","364",""
"Armenia","2022","Total","Both Sexes","Kurd","Census - de jure - complete tabulation","Final figure, complete","2024","1663",""
"Armenia","2022","Total","Both Sexes","Russian","Census - de jure - complete tabulation","Final figure, complete","2024","14076",""
"Armenia","2022","Total","Both Sexes","Ukrainian","Census - de jure - complete tabulation","Final figure, complete","2024","1005",""
"Armenia","2022","Total","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2024","5547",""
"Armenia","2022","Total","Both Sexes","Yezeds","Census - de jure - complete tabulation","Final figure, complete","2024","31079",""
"Armenia","2022","Total","Both Sexes","Refused to Respond","Census - de jure - complete tabulation","Final figure, complete","2024","545",""
"Armenia","2022","Total","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2024","1384481",""
"Armenia","2022","Total","Male","Armenian","Census - de jure - complete tabulation","Final figure, complete","2024","1356297",""
"Armenia","2022","Total","Male","Assyrian","Census - de jure - complete tabulation","Final figure, complete","2024","1396",""
"Armenia","2022","Total","Male","Greek","Census - de jure - complete tabulation","Final figure, complete","2024","134",""
"Armenia","2022","Total","Male","Kurd","Census - de jure - complete tabulation","Final figure, complete","2024","931",""
"Armenia","2022","Total","Male","Russian","Census - de jure - complete tabulation","Final figure, complete","2024","6515",""
"Armenia","2022","Total","Male","Ukrainian","Census - de jure - complete tabulation","Final figure, complete","2024","312",""
"Armenia","2022","Total","Male","Other","Census - de jure - complete tabulation","Final figure, complete","2024","2767",""
"Armenia","2022","Total","Male","Yezeds","Census - de jure - complete tabulation","Final figure, complete","2024","15895",""
"Armenia","2022","Total","Male","Refused to Respond","Census - de jure - complete tabulation","Final figure, complete","2024","234",""
"Armenia","2022","Total","Female","Total","Census - de jure - complete tabulation","Final figure, complete","2024","1548250",""
"Armenia","2022","Total","Female","Armenian","Census - de jure - complete tabulation","Final figure, complete","2024","1519400",""
"Armenia","2022","Total","Female","Assyrian","Census - de jure - complete tabulation","Final figure, complete","2024","1359",""
"Armenia","2022","Total","Female","Greek","Census - de jure - complete tabulation","Final figure, complete","2024","230",""
"Armenia","2022","Total","Female","Kurd","Census - de jure - complete tabulation","Final figure, complete","2024","732",""
"Armenia","2022","Total","Female","Russian","Census - de jure - complete tabulation","Final figure, complete","2024","7561",""
"Armenia","2022","Total","Female","Ukrainian","Census - de jure - complete tabulation","Final figure, complete","2024","693",""
"Armenia","2022","Total","Female","Other","Census - de jure - complete tabulation","Final figure, complete","2024","2780",""
"Armenia","2022","Total","Female","Yezeds","Census - de jure - complete tabulation","Final figure, complete","2024","15184",""
"Armenia","2022","Total","Female","Refused to Respond","Census - de jure - complete tabulation","Final figure, complete","2024","311",""
"Armenia","2022","Urban","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2024","1871913",""
"Armenia","2022","Urban","Both Sexes","Armenian","Census - de jure - complete tabulation","Final figure, complete","2024","1849062",""
"Armenia","2022","Urban","Both Sexes","Assyrian","Census - de jure - complete tabulation","Final figure, complete","2024","347",""
"Armenia","2022","Urban","Both Sexes","Greek","Census - de jure - complete tabulation","Final figure, complete","2024","252",""
"Armenia","2022","Urban","Both Sexes","Kurd","Census - de jure - complete tabulation","Final figure, complete","2024","229",""
"Armenia","2022","Urban","Both Sexes","Russian","Census - de jure - complete tabulation","Final figure, complete","2024","11268",""
"Armenia","2022","Urban","Both Sexes","Ukrainian","Census - de jure - complete tabulation","Final figure, complete","2024","901",""
"Armenia","2022","Urban","Both Sexes","Other","Census - de jure - complete tabulation","Final figure, complete","2024","2856",""
"Armenia","2022","Urban","Both Sexes","Yezeds","Census - de jure - complete tabulation","Final figure, complete","2024","6622",""
"Armenia","2022","Urban","Both Sexes","Refused to Respond","Census - de jure - complete tabulation","Final figure, complete","2024","376",""
"Armenia","2022","Urban","Male","Total","Census - de jure - complete tabulation","Final figure, complete","2024","852332",""
"Armenia","2022","Urban","Male","Armenian","Census - de jure - complete tabulation","Final figure, complete","2024","841365",""
"Armenia","2022","Urban","Male","Assyrian","Census - de jure - complete tabulation","Final figure, complete","2024","170",""
"Armenia","2022","Urban","Male","Greek","Census - de jure - complete tabulation","Final figure, complete","2024","93",""
"Armenia","2022","Urban","Male","Kurd","Census - de jure - complete tabulation","Final figure, complete","2024","123",""
"Armenia","2022","Urban","Male","Russian","Census - de jure - complete tabulation","Final figure, complete","2024","5380",""
"Armenia","2022","Urban","Male","Ukrainian","Census - de jure - complete tabulation","Final figure, complete","2024","293",""
"Armenia","2022","Urban","Male","Other","Census - de jure - complete tabulation","Final figure, complete","2024","1535",""
"Armenia","2022","Urban","Male","Yezeds","Census - de jure - complete tabulation","Final figure, complete","2024","3223",""
"Armenia","2022","Urban","Male","Refused to Respond","Census - de jure - complete tabulation","Final figure, complete","2024","150",""
"Armenia","2022","Urban","Female","Total","Census - de jure - complete tabulation","Final figure, complete","2024","1019581",""
"Armenia","2022","Urban","Female","Armenian","Census - de jure - complete tabulation","Final figure, complete","2024","1007697",""
"Armenia","2022","Urban","Female","Assyrian","Census - de jure - complete tabulation","Final figure, complete","2024","177",""
"Armenia","2022","Urban","Female","Greek","Census - de jure - complete tabulation","Final figure, complete","2024","159",""
"Armenia","2022","Urban","Female","Kurd","Census - de jure - complete tabulation","Final figure, complete","2024","106",""
"Armenia","2022","Urban","Female","Russian","Census - de jure - complete tabulation","Final figure, complete","2024","5888",""
"Armenia","2022","Urban","Female","Ukrainian","Census - de jure - complete tabulation","Final figure, complete","2024","608",""
"Armenia","2022","Urban","Female","Other","Census - de jure - complete tabulation","Final figure, complete","2024","1321",""
"Armenia","2022","Urban","Female","Yezeds","Census - de jure - complete tabulation","Final figure, complete","2024","3399",""
"Armenia","2022","Urban","Female","Refused to Respond","Census - de jure - complete tabulation","Final figure, complete","2024","226",""
"Armenia","2022","Rural","Both Sexes","Total","Census - de jure - complete tabulation","Final figure, complete","2024","1060818",""
"Armenia","2022","Rural","Both Sexes","Armenian","Census - de jure - complete tabulation","Final figure, complete","2024","1026635",""
"Armenia","2022","Rural","Both Sexes","Assyrian","Census - de jure - complete tabulation","Final figure, complete","2024","2408",""
