iso3,country,year,ethnic_group,sex,value,metric,unit,source,source_year,record_type,reliability
BOL,Bolivia (Plurinational State of),2012,Guarani,Both Sexes,96842,ethnic_composition,persons,UNdata_Export_20250416_063435193,2014,Census - de facto - complete tabulation,"Final figure, complete"
BOL,Bolivia (Plurinational State of),2012,Mojeño,Both Sexes,42093,ethnic_composition,persons,UNdata_Export_20250416_063435193,2014,Census - de facto - complete tabulation,"Final figure, complete"
BOL,Bolivia (Plurinational State of),2012,Other local ethnicity,Both Sexes,479477,ethnic_composition,persons,UNdata_Export_20250416_063435193,2014,Census - de facto - complete tabulation,"Final figure, complete"
BOL,Bolivia (Plurinational State of),2012,Quechua,Both Sexes,1837105,ethnic_composition,persons,UNdata_Export_20250416_063435193,2014,Census - de facto - complete tabulation,"Final figure, complete"
BOL,Bolivia (Plurinational State of),2012,Total,Both Sexes,10059856,ethnic_composition,persons,UNdata_Export_20250416_063435193,2014,Census - de facto - complete tabulation,"Final figure, complete"
BOL,Bolivia (Plurinational State of),2012,Unknown,Both Sexes,5859879,ethnic_composition,persons,UNdata_Export_20250416_063435193,2014,Census - de facto - complete tabulation,"Final figure, complete"
BRA,Brazil,2010,Asians,Both Sexes,2084288,ethnic_composition,persons,UNdata_Export_20250416_063435193,2011,Census - de jure - complete tabulation,"Final figure, complete"
BRA,Brazil,2010,Black,Both Sexes,14517961,ethnic_composition,persons,UNdata_Export_20250416_063435193,2011,Census - de jure - complete tabulation,"Final figure, complete"
BRA,Brazil,2010,Indigenous,Both Sexes,817963,ethnic_composition,persons,UNdata_Export_20250416_063435193,2011,Census - de jure - complete tabulation,"Final figure, complete"
BRA,Brazil,2010,Mulatto,Both Sexes,82277333,ethnic_composition,persons,UNdata_Export_20250416_063435193,2011,Census - de jure - complete tabulation,"Final figure, complete"
BRA,Brazil,2010,Total,Both Sexes,190755799,ethnic_composition,persons,UNdata_Export_20250416_063435193,2011,Census - de jure - complete tabulation,"Final figure, complete"
BRA,Brazil,2010,Unknown,Both Sexes,6608,ethnic_composition,persons,UNdata_Export_20250416_063435193,2011,Census - de jure - complete tabulation,"Final figure, complete"
BRA,Brazil,2010,White,Both Sexes,91051646,ethnic_composition,persons,UNdata_Export_20250416_063435193,2011,Census - de jure - complete tabulation,"Final figure, complete"
BRA,Brazil,2022,Asians,Both Sexes,850130,ethnic_composition,persons,UNdata_Export_20250416_063435193,2024,Census - de jure - complete tabulation,"Final figure, complete"
BRA,Brazil,2022,Black,Both Sexes,20656458,ethnic_composition,persons,UNdata_Export_20250416_063435193,2024,Census - de jure - complete tabulation,"Final figure, complete"
BRA,Brazil,2022,Indigenous,Both Sexes,1227642,ethnic_composition,persons,UNdata_Export_20250416_063435193,2024,Census - de jure - complete tabulation,"Final figure, complete"
BRA,Brazil,2022,Mulatto,Both Sexes,92083286,ethnic_composition,persons,UNdata_Export_20250416_063435193,2024,Census - de jure - complete tabulation,"Final figure, complete"
BRA,Brazil,2022,Total,Both Sexes,203080756,ethnic_composition,persons,UNdata_Export_20250416_063435193,2024,Census - de jure - complete tabulation,"Final figure, complete"
BRA,Brazil,2022,White,Both Sexes,88252121,ethnic_composition,persons,UNdata_Export_20250416_063435193,2024,Census - de jure - complete tabulation,"Final figure, complete"
BRB,Barbados,2010,Black,Both Sexes,209109,ethnic_composition,persons,UNdata_Export_20250416_063435193,2016,Census - de jure - complete tabulation,"Final figure, complete"
BRB,Barbados,2010,Chinese,Both Sexes,163,ethnic_composition,persons,UNdata_Export_20250416_063435193,2016,Census - de jure - complete tabulation,"Final figure, complete"
BRB,Barbados,2010,East Indian,Both Sexes,3018,ethnic_composition,persons,UNdata_Export_20250416_063435193,2016,Census - de jure - complete tabulation,"Final figure, complete"
BRB,Barbados,2010,Middle Eastern,Both Sexes,122,ethnic_composition,persons,UNdata_Export_20250416_063435193,2016,Census - de jure - complete tabulation,"Final figure, complete"
BRB,Barbados,2010,Mixed,Both Sexes,7034,ethnic_composition,persons,UNdata_Export_20250416_063435193,2016,Census - de jure - complete tabulation,"Final figure, complete"
BRB,Barbados,2010,Not Stated,Both Sexes,381,ethnic_composition,persons,UNdata_Export_20250416_063435193,2016,Census - de jure - complete tabulation,"Final figure, complete"
BRB,Barbados,2010,Other,Both Sexes,231,ethnic_composition,persons,UNdata_Export_20250416_063435193,2016,Census - de jure - complete tabulation,"Final figure, complete"
BRB,Barbados,2010,Total,Both Sexes,226193,ethnic_composition,persons,UNdata_Export_20250416_063435193,2016,Census - de jure - complete tabulation,"Final figure, complete"
BRB,Barbados,2010,White,Both Sexes,6135,ethnic_composition,persons,UNdata_Export_20250416_063435193,2016,Census - de jure - complete tabulation,"Final figure, complete"
BRN,Brunei Darussalam,2011,Chinese,Both Sexes,40534,ethnic_composition,persons,UNdata_Export_20250416_063435193,2015,Census - de jure - complete tabulation,"Final figure, complete"
BRN,Brunei Darussalam,2011,Indigenous,Both Sexes,13280,ethnic_composition,persons,UNdata_Export_20250416_063435193,2015,Census - de jure - complete tabulation,"Final figure, complete"
BRN,Brunei Darussalam,2011,Malay,Both Sexes,258446,ethnic_composition,persons,UNdata_Export_20250416_063435193,2015,Census - de jure - complete tabulation,"Final figure, complete"
BRN,Brunei Darussalam,2011,Other,Both Sexes,81112,ethnic_composition,persons,UNdata_Export_20250416_063435193,2015,Census - de jure - complete tabulation,"Final figure, complete"
BRN,Brunei Darussalam,2011,Total,Both Sexes,393372,ethnic_composition,persons,UNdata_Export_20250416_063435193,2015,Census - de jure - complete tabulation,"Final figure, complete"
BRN,Brunei Darussalam,2021,Chinese,Both Sexes,42132,ethnic_composition,persons,UNdata_Export_20250416_063435193,2023,Census - de jure - complete tabulation,"Final figure, complete"
BRN,Brunei Darussalam,2021,Indigenous,Both Sexes,7168,ethnic_composition,persons,UNdata_Export_20250416_063435193,2023,Census - de jure - complete tabulation,"Final figure, complete"
BRN,Brunei Darussalam,2021,Malay,Both Sexes,297016,ethnic_composition,persons,UNdata_Export_20250416_063435193,2023,Census - de jure - complete tabulation,"Final figure, complete"
BRN,Brunei Darussalam,2021,Other,Both Sexes,94399,ethnic_composition,persons,UNdata_Export_20250416_063435193,2023,Census - de jure - complete tabulation,"Final figure, complete"
BRN,Brunei Darussalam,2021,Total,Both Sexes,440715,ethnic_composition,persons,UNdata_Export_20250416_063435193,2023,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Acadian,Both Sexes,57425,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Afgan,Both Sexes,13240,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Albanian,Both Sexes,4140,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Algerian,Both Sexes,6840,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,American,Both Sexes,211790,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Antiguan,Both Sexes,2245,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Argentinean,Both Sexes,7115,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Armenian,Both Sexes,37500,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Australian,Both Sexes,18695,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Austrian,Both Sexes,140520,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Bahamian,Both Sexes,1305,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Bangladeshi,Both Sexes,6955,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Barbadian,Both Sexes,21415,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Basque,Both Sexes,2645,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Belgian,Both Sexes,123595,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Bengali,Both Sexes,3790,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Berber,Both Sexes,2425,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Bermudian,Both Sexes,1495,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Black,Both Sexes,47340,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Bosnian,Both Sexes,8975,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Brazil,Both Sexes,6520,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,British and others,Both Sexes,150225,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Bulgarian,Both Sexes,12390,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Burmese,Both Sexes,2100,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Burundian,Both Sexes,680,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Byelorussian,Both Sexes,4060,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Cambodian,Both Sexes,21435,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Canadian,Both Sexes,8806275,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Central/South American Indian,Both Sexes,9290,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Chilean,Both Sexes,33835,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Chinese,Both Sexes,921585,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Colombian,Both Sexes,8520,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Costa Rican,Both Sexes,1115,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Croatian,Both Sexes,84495,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Cubans,Both Sexes,4265,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Cypriot,Both Sexes,2540,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Czech,Both Sexes,71915,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Czechoslovakian,Both Sexes,39185,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Danish,Both Sexes,163125,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Dutch,Both Sexes,916215,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,East African,Both Sexes,1700,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,East Indian,Both Sexes,548080,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Ecuadorian,Both Sexes,6915,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Egyptian,Both Sexes,35570,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,English,Both Sexes,6832095,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Eritrean,Both Sexes,6225,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Estonian,Both Sexes,22695,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Ethiopian,Both Sexes,14955,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Fijian,Both Sexes,9440,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Filipino,Both Sexes,242880,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Finnish,Both Sexes,108720,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Flemish,Both Sexes,11565,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,French,Both Sexes,5597845,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Frisian,Both Sexes,2455,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,German,Both Sexes,2757140,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Ghanaian,Both Sexes,14935,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Goan,Both Sexes,4415,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Greek,Both Sexes,203345,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Grenadian,Both Sexes,6700,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Guatemalan,Both Sexes,8455,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Gujarati,Both Sexes,2155,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Guyanese,Both Sexes,40520,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Haitian,Both Sexes,83680,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Hispanic,Both Sexes,5275,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Honduran,Both Sexes,1820,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Hungarian,Both Sexes,250525,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Icelandic,Both Sexes,70685,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Indonesian,Both Sexes,8705,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Inuit,Both Sexes,49845,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Iranian,Both Sexes,64405,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Iraqi,Both Sexes,10795,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Irish,Both Sexes,3767610,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Israelis,Both Sexes,4105,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Italian,Both Sexes,1207475,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Jamaican,Both Sexes,188770,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Japanese,Both Sexes,77130,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Jewish,Both Sexes,351705,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Jordanian,Both Sexes,2935,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Kenyan,Both Sexes,1750,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Kittitian/Nevisian,Both Sexes,1665,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Korean,Both Sexes,66655,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Kurd,Both Sexes,4225,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Laotian,Both Sexes,17320,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Latin/Central/South American,Both Sexes,30360,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Latvian,Both Sexes,24120,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Lebanese,Both Sexes,131385,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Lithuanian,Both Sexes,35835,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Luxembourg,Both Sexes,2645,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Macedonian,Both Sexes,30915,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Malay,Both Sexes,8165,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Maltese,Both Sexes,29820,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Mauritian,Both Sexes,2300,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Mexican,Both Sexes,23295,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Mongol,Both Sexes,1200,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Moroccan,Both Sexes,14620,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Métis,Both Sexes,220740,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,New Zealand,Both Sexes,5870,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Nicaraguan,Both Sexes,4895,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Nigerian,Both Sexes,6230,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,North American Indian,Both Sexes,867225,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Norwegian,Both Sexes,346310,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Other African,Both Sexes,76320,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Other Arab,Both Sexes,48930,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Other Asiatic,Both Sexes,1125,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Other Caribbean,Both Sexes,15375,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Other East/Southeast Asian,Both Sexes,2850,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Other European,Both Sexes,13955,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Other Maghrebi,Both Sexes,1065,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Other Scandinavian,Both Sexes,31170,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Other South Asian,Both Sexes,31335,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Pacific Islander,Both Sexes,255,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Pakistani,Both Sexes,38655,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Palestinian,Both Sexes,11445,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Panamanian,Both Sexes,1685,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Paraguayan,Both Sexes,705,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Peruvian,Both Sexes,14160,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Polish,Both Sexes,786735,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Polynesian,Both Sexes,3870,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Portuguese,Both Sexes,335110,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Punjabi,Both Sexes,49840,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Québécois,Both Sexes,80400,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Romani (Gypsy),Both Sexes,1320,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Romanian,Both Sexes,107150,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Russian,Both Sexes,272335,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Rwandan,Both Sexes,1445,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Saint Lucia,Both Sexes,2130,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Salvadoran,Both Sexes,24125,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Scottish,Both Sexes,4260840,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Serbian,Both Sexes,40200,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Sinhalese,Both Sexes,3085,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Slav (European),Both Sexes,6215,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Slovak,Both Sexes,45230,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
CAN,Canada,1996,Slovenian,Both Sexes,25875,ethnic_composition,persons,UNdata_Export_20250416_063435193,2004,Census - de jure - complete tabulation,"Final figure, complete"
