iso3,year,gdelt_events_Aid/Cooperation,gdelt_events_Conflict/Migration,gdelt_events_Disapproval/Sanction,gdelt_events_Other,gdelt_events_Protest,gdelt_goldstein_Aid/Cooperation,gdelt_goldstein_Conflict/Migration,gdelt_goldstein_Disapproval/Sanction,gdelt_goldstein_Other,gdelt_goldstein_Protest,gdelt_tone_Aid/Cooperation,gdelt_tone_Conflict/Migration,gdelt_tone_Disapproval/Sanction,gdelt_tone_Other,gdelt_tone_Protest,conflict_events,conflict_tone,conflict_goldstein,coop_events,coop_tone,coop_goldstein,conflict_events_d1,conflict_events_d2,coop_events_d1,coop_events_d2,conflict_tone_d1,conflict_tone_d2,coop_tone_d1,coop_tone_d2,conflict_goldstein_d1,conflict_goldstein_d2,coop_goldstein_d1,coop_goldstein_d2,conflict_events_z,conflict_spike_hi,conflict_spike_med,push_multiplier,coop_events_z,pull_multiplier
CAN,2020,2479904,446286,704009,3839844,104731,2.9321345084325845,-9.770515929247164,-2.96677311369599,1.9239388532450794,-4.959458641662927,-0.27133906877040403,-3.8082486253209824,-2.339735764741644,-1.3400559673778414,-2.745991645262625,1255026,-2.8958392359998917,-5.55246545330535,2479904,-0.27133906877040403,2.9321345084325845,498670.0,978980.0,1054335.0,1992445.0,-4.431876969553932,-7.9205045272919214,-3.1617183503064084,-6.560674364661955,0.06842152055352013,0.22301712930769124,0.010950879299234995,-0.03566277297980136,1.6908001474242589,1,0,1.5636000491414195,1.7322029693824477,1.5774009897941492
CAN,2024,1332473,256391,378502,2086939,57808,2.919146240861916,-9.772014926420974,-2.9565209800740817,1.76070798331911,-4.8930265534182125,-0.23291619192283827,-3.7920434141604034,-2.4373457577502893,-1.403391187763514,-2.8233666966509827,692701,-2.9709777075534753,-5.640762554117866,1332473,-0.23291619192283827,2.919146240861916,-562325.0,-63655.0,-1147431.0,-93096.0,-0.07513847155358366,-4.507015441107516,0.03842287684756576,-3.1232954734588425,-0.08829710081251552,-0.019875580258995384,-0.012988267570668288,-0.0020373882714332936,0.42718334007530995,0,0,1.14239444669177,0.4166115972954416,1.1388705324318138
CHN,2000,3221,510,1022,3179,93,3.496370381868985,-9.808676470588235,-3.4921379647749506,1.3780100660585088,-5.178569892473119,5.2271552312946294,4.015986274509804,5.084794520547945,4.8936011324315825,4.709924731182796,1625,4.727899076923077,-5.571075076923076,3221,5.2271552312946294,3.496370381868985,,,,,,,,,,,,,0.9476424537031864,0,0,1.3158808179010621,0.14977086040095014,1.0499236201336501
CHN,2005,2200,242,505,2493,58,3.1304213636363634,-9.834913223140497,-2.970350495049505,0.9778596068993182,-4.813948275862069,5.1612540909090905,3.293764462809918,4.67149900990099,4.66626634576815,5.669379310344828,805,4.329219875776398,-5.1668136645962734,2200,5.1612540909090905,3.1304213636363634,-820.0,,-1021.0,,-0.39867920114667843,,-0.06590114038553896,,0.4042614123268029,,-0.3659490182326217,,-0.9829583215430567,0,0,0.6723472261523145,-1.4132551886897127,0.5289149371034292
CHN,2010,4221,627,1053,5043,135,3.051174366263918,-9.750377990430621,-3.0561301044634375,1.4091072774142372,-5.2991777777777775,5.271181710495143,3.695497607655503,4.2908423551756885,4.48035514574658,3.944037037037037,1815,4.059382369146006,-5.535526721763084,4221,5.271181710495143,3.051174366263918,1010.0,190.0,2021.0,1000.0,-0.26983750663039263,-0.6685167077770711,0.10992761958605257,0.04402647920051361,-0.36871305716681047,0.03554835515999244,-0.07924699737244545,-0.44519601560506716,1.394976779674877,0,1,1.4649922598916256,1.6806484794907277,1.5602161598302424
CHN,2015,2475,341,410,2207,66,3.268080808080808,-9.848979472140762,-2.953887804878049,1.4549379247847756,-5.018121212121212,3.6534654545454543,1.8234486803519063,1.452682926829268,2.4217063887630266,-0.7162424242424243,817,1.4322203182374542,-5.9985214198286405,2475,3.6534654545454543,3.268080808080808,-998.0,12.0,-1746.0,275.0,-2.6271620509085514,-2.896999557538944,-1.6177162559496887,-1.5077886363636361,-0.4629946980655566,-0.8317077552323671,0.21690644181689,0.13765944444444456,-0.9547056272711606,0,0,0.6817647909096132,-0.9922638434400239,0.669245385519992
CHN,2020,3276,478,823,4292,164,3.059510073260073,-9.856508368200837,-2.944051032806805,0.8840999534016775,-4.7976829268292684,0.12493864468864464,-5.755303347280336,-4.543832320777644,-2.2869200838769808,-5.287804878048781,1465,-5.022395221843004,-5.406952218430034,3276,0.12493864468864464,3.059510073260073,648.0,-350.0,801.0,-945.0,-6.454615540080458,-9.08177759098901,-3.52852680985681,-5.146243065806498,0.5915692013986069,0.12857450333305032,-0.20857073482073485,0.008335706996155157,0.5709398634112366,0,0,1.1903132878037455,0.2339691294508879,1.0779897098169626
CHN,2024,3346,225,533,3238,50,3.0859327555289897,-9.849146666666666,-3.043187617260788,1.8365991352686841,-4.9477199999999995,0.8569488942020324,-4.668346666666666,-3.670003752345216,-1.1481470043236566,-4.9759199999999995,808,-4.028819306930693,-5.056266089108911,3346,0.8569488942020324,3.0859327555289897,-657.0,-9.0,70.0,871.0,0.9935759149123111,-5.461039625168147,0.7320102495133877,-2.796516560343422,0.3506861293211223,0.9422553307197292,0.026422682268916642,-0.1821480525518182,-0.9758951479750827,0,0,0.6747016173416391,0.34113056278717235,1.113710187595724
COL,2000,45495,17973,13318,55220,1949,3.1895207825035716,-9.803869860346076,-2.96522901336537,1.5636954907642155,-5.263876346844536,5.6899360589075725,3.9000470149668947,5.174607748911248,5.333367928286853,5.200743458183684,33240,4.486980144404332,-6.797688567990374,45495,5.6899360589075725,3.1895207825035716,,,,,,,,,,,,,-1.1945525323787645,0,0,0.6018158225404118,-1.1027498293782367,0.6324167235405878
COL,2005,48214,23111,15262,62128,2458,3.2360756626705935,-9.805166587339363,-2.847347136679334,1.3892797772340972,-5.316617575264442,5.78170288712822,4.063211111591883,5.133403944437164,5.357666028199846,5.118410903173312,40831,4.5267550880458485,-6.934232886777203,48214,5.78170288712822,3.2360756626705935,7591.0,,2719.0,,0.03977494364151646,,0.09176682822064741,,-0.1365443187868296,,0.04655488016702192,,-0.8495466056466786,0,0,0.7168177981177738,-1.0461820190569573,0.6512726603143475
COL,2010,89783,32802,25876,132256,3484,3.1473562923938827,-9.761622401073106,-2.785869570258154,1.6363888897290104,-5.319756888633754,5.76383151598855,4.588968294616182,5.236463672901531,5.001208247640938,5.135115671641789,62162,4.889109343328721,-6.608891798848171,89783,5.76383151598855,3.1473562923938827,21331.0,28922.0,41569.0,44288.0,0.3623542552828729,0.40212919892438936,-0.017871371139669634,0.07389545708097778,0.3253410879290328,0.18879676914220322,-0.08871937027671084,-0.042164490109688924,0.11993322877857816,0,0,1.0399777429261927,-0.18135402816130725,0.9395486572795643
COL,2015,137199,39074,34935,177454,4147,3.3191131713788,-9.821452116496904,-2.8460007728638903,1.5803895262997734,-5.309868097419821,2.822451067427605,1.2724444387572302,1.841210419350222,2.244452032639445,1.6425874125874123,78156,1.5463174932186912,-6.4641035876964015,137199,2.822451067427605,3.3191131713788,15994.0,37325.0,47416.0,88985.0,-3.3427918501100304,-2.9804375948271575,-2.9413804485609454,-2.959251819700615,0.1447882111517691,0.4701292990808019,0.1717568789849171,0.08303750870820625,0.8468499449099155,0,0,1.282283314969972,0.8051186802586244,1.2683728934195415
COL,2020,181324,41636,47760,219561,6772,3.314782428139684,-9.816452469017197,-2.926734380234506,1.6393700793856836,-5.219869462492617,-1.3619559738368887,-4.523876092804303,-3.521931113902848,-2.5181169834351276,-3.7814929119905494,96168,-3.9740017989351974,-6.071121422926545,181324,-1.3619559738368887,3.314782428139684,18012.0,34006.0,44125.0,91541.0,-5.520319292153888,-8.863111142263918,-4.184407041264493,-7.125787489825439,0.39298216476985637,0.5377703759216255,-0.004330743239115975,0.16742613574580112,1.6654834256500461,1,0,1.5551611418833486,1.7231233255055767,1.5743744418351922
COL,2024,88985,21458,22041,106949,3083,3.139369028487948,-9.839133004007829,-2.7859775418538177,1.367355468494329,-5.080566007135907,-1.0422938922290275,-5.197506384565197,-4.078817204301076,-2.63591175233055,-4.120250081089847,46582,-4.596883624576017,-6.1868797389549615,88985,-1.0422938922290275,3.139369028487948,-49586.0,-31574.0,-92339.0,-48214.0,-0.6228818256408193,-6.143201117794708,0.31966208160786125,-3.8647449596566323,-0.11575831602841635,0.27722384874144,-0.17541339965173597,-0.17974414289085194,-0.5881674613130959,0,0,0.8039441795623014,-0.19795612916769972,0.9340146236107667
CUB,2000,70214,3790,11229,52798,1132,2.951156393311875,-9.8535635883905,-2.9565595333511445,1.6512387590439033,-5.068940812720848,6.224545190417865,5.301424274406333,5.750823938017633,5.86286984355468,5.621292402826856,16151,5.636288960435886,-4.7230669308401945,70214,6.224545190417865,2.951156393311875,,,,,,,,,,,,,-1.1043752412592371,0,0,0.6318749195802542,-0.9474864251490216,0.6841711916169928
CUB,2005,59542,3165,12077,48968,1030,2.8737716905713615,-9.781330489731438,-2.833654218762938,1.0088946863257635,-5.136092233009708,6.3875004534614215,5.277735860979463,5.915813529850128,5.975708135925502,5.714019417475729,16272,5.7789303097345135,-4.330760078662733,59542,6.3875004534614215,2.8737716905713615,121.0,,-10672.0,,0.1426413492986276,,0.1629552630435569,,0.39230685217746153,,-0.07738470274051368,,-1.100925687093646,0,0,0.6330247709687846,-1.0427968202738707,0.6524010599087098
CUB,2010,142935,11794,30648,168382,3211,3.321509028579424,-9.747602764117348,-2.9274010702166535,1.506106353410697,-5.213240423544067,5.748226704446076,4.804748431405799,5.41087154137301,5.269470935135584,5.256985985674245,45653,5.243462116399798,-4.850106893303836,142935,5.748226704446076,3.321509028579424,29381.0,29502.0,83393.0,72721.0,-0.5354681933347152,-0.3928268440360876,-0.6392737490153451,-0.47631848597178816,-0.5193468146411027,-0.12703996246364113,0.4477373380080625,0.3703526352675488,-0.26331121652144585,0,0,0.9122295944928513,-0.2980236024471713,0.9006587991842763
CUB,2015,336725,26387,59815,323982,6478,2.981324597223253,-9.794181415090765,-2.969064131070802,1.6667270126118117,-5.099947051559123,2.552259383770139,1.4318416644559824,1.9715190336872022,2.2631351340506574,1.6318130595862919,92680,1.794122809667674,-5.0611900410012955,336725,2.552259383770139,2.981324597223253,47027.0,76408.0,193790.0,277183.0,-3.4493393067321243,-3.9848075000668395,-3.1959673206759374,-3.8352410696912824,-0.21108314769745995,-0.7304299623385626,-0.34018443135617105,0.10755290665189143,1.0773679879848288,0,1,1.3591226626616095,1.432692427467043,1.4775641424890142
CUB,2020,321415,33870,66308,312374,8148,2.9381925485742735,-9.773143785060526,-2.8681392290523013,1.6948370030796416,-5.079848060873834,-0.5528918749902775,-3.3042300856214935,-2.708241328346504,-1.6509735253254112,-3.317931394207168,108326,-2.9404468364012333,-5.193467477798497,321415,-0.5528918749902775,2.9381925485742735,15646.0,62673.0,-15310.0,178480.0,-4.734569646068907,-8.183908952801032,-3.1051512587604164,-6.301118579436354,-0.13227743679720128,-0.3433605844946612,-0.04313204864897946,-0.3833164800051505,1.5234152976942545,1,0,1.507805099231418,1.2959605918822004,1.4319868639607334
CUB,2024,126999,14373,32032,137772,3848,2.9058327073441528,-9.751858902108118,-2.7595930007492506,1.2014730859681213,-5.065597972972973,-0.664864140662525,-4.275107980240729,-3.8917912712287714,-2.563691040269431,-4.357430093555093,50253,-4.037079895727618,-4.936047041967644,126999,-0.664864140662525,2.9058327073441528,-58073.0,-42427.0,-194416.0,-209726.0,-1.0966330593263844,-5.831202705395292,-0.1119722656722475,-3.217123524432664,0.25742043583085295,0.12514299903365167,-0.0323598412301207,-0.07549188987910016,-0.1321711408047541,0,0,0.9559429530650819,-0.44034617147917976,0.8532179428402734
DOM,2000,500,19,87,534,14,2.994074,-9.763473684210524,-2.804586206896552,2.5960955056179778,-5.514142857142857,6.819886,4.879526315789474,6.236827586206897,5.836249063670412,5.440357142857144,120,5.929,-4.222525,500,6.819886,2.994074,,,,,,,,,,,,,-1.0777657796810727,0,0,0.6407447401063091,-1.0803780717973364,0.6398739760675545
DOM,2005,899,57,262,1245,40,3.3866017797552836,-9.86819298245614,-2.7744618320610686,1.5715244979919678,-4.805149999999999,6.281857619577308,4.8070350877192976,5.458503816793893,5.769317269076304,4.554875,359,5.254384401114207,-4.127025069637883,899,6.281857619577308,3.3866017797552836,239.0,,399.0,,-0.6746155988857936,,-0.5380283804226922,,0.09549993036211735,,0.39252777975528375,,-0.8293703878355795,0,0,0.7235432040548069,-0.966818838223275,0.6777270539255751
DOM,2010,2104,74,381,1884,39,3.6623916349809886,-9.824405405405406,-3.028879265091864,2.2508731422505304,-5.040794871794871,6.180722908745248,4.338932432432433,5.790813648293963,5.823164543524417,6.172897435897435,494,5.6034898785425105,-4.205668016194331,2104,6.180722908745248,3.6623916349809886,135.0,374.0,1205.0,1604.0,0.3491054774283038,-0.3255101214574898,-0.10113471083205994,-0.6391630912547521,-0.07864294655644866,0.01685698380566869,0.275789855225705,0.6683176349809887,-0.6890633673370792,0,0,0.7703122108876402,-0.6238642606374503,0.7920452464541833
DOM,2015,5355,317,665,5695,122,3.4590119514472457,-9.862908517350158,-2.858587969924812,2.1188804214223005,-4.685081967213115,2.501934080298786,-0.6892113564668768,1.0172646616541354,1.0278886742756805,-1.0195245901639345,1104,0.3021911231884059,-5.071633152173914,5355,2.501934080298786,3.4590119514472457,610.0,745.0,3251.0,4456.0,-5.301298755354105,-4.952193277925801,-3.678788828446462,-3.779923539278522,-0.8659651359795824,-0.944608082536031,-0.20337968353374292,0.07241017169196207,-0.05508349693644826,0,0,0.9816388343545173,0.3014015748243886,1.1004671916081294
DOM,2020,10400,725,1803,12996,175,3.0309600000000003,-9.820852413793103,-2.9840049916805325,2.2915975684826098,-4.915182857142857,0.5227511538461539,-3.980615172413793,-2.16675540765391,-0.5545917205293938,-3.1588114285714286,2703,-2.71749833518313,-4.942817610062892,10400,0.5227511538461539,3.0309600000000003,1599.0,2209.0,5045.0,8296.0,-3.019689458371536,-8.320988213725641,-1.9791829264526322,-5.657971754899094,0.1288155421110213,-0.737149593868561,-0.4280519514472454,-0.6314316349809883,1.6067752125235664,1,0,1.5355917375078554,1.7372570469575714,1.5790856823191906
DOM,2024,6518,766,1270,8396,126,3.114200214789813,-9.563738903394256,-3.123023622047244,1.971047284421153,-4.9998571428571426,1.659660938938325,-4.269378590078329,-2.9664874015748035,-0.49403060981419716,-2.3616428571428574,2162,-3.392853839037928,-5.5143598519889,6518,1.659660938938325,3.114200214789813,-541.0,1058.0,-3882.0,1163.0,-0.675355503854798,-3.695044962226334,1.136909785092171,-0.8422731413604612,-0.5715422419260072,-0.4427266998149859,0.08324021478981258,-0.3448117366574328,1.0445078192666133,0,1,1.348169273088871,0.6324025488761015,1.2108008496253673
ECU,2000,7675,1082,2487,9907,314,3.2729305537459283,-9.812814232902035,-3.179062726176116,1.4972986777026347,-5.316557324840764,5.636145407166124,4.255834565619224,5.196435062324085,5.173581104269709,4.8552292993630575,3883,4.9067445274272465,-5.200410249806851,7675,5.636145407166124,3.2729305537459283,,,,,,,,,,,,,-1.1989132220186198,0,0,0.6003622593271267,-1.0545333215833275,0.6484888928055574
ECU,2005,6342,1008,1978,8422,231,3.105608483128351,-9.753665674603175,-3.0701031344792717,0.9671131560199477,-5.154913419913419,5.392982970671713,3.7315109126984125,4.725239635995956,4.835687603894562,4.829969696969696,3217,4.421389493316754,-5.314001865091701,6342,5.392982970671713,3.105608483128351,-666.0,,-1333.0,,-0.4853550341104924,,-0.24316243649441116,,-0.11359161528484929,,-0.16732207061757753,,-1.2670425911196779,0,0,0.577652469626774,-1.1161851677126042,0.627938277429132
ECU,2010,22931,5193,6737,36444,862,3.2899636736295848,-9.860756017716158,-2.850940626391569,1.3262820217319722,-5.193719257540603,5.310785399677292,4.361138070479491,4.7184127950126165,4.286581357699484,4.741786542923434,12792,4.57494973420888,-5.854493355222015,22931,5.310785399677292,3.2899636736295848,9575.0,8909.0,16589.0,15256.0,0.1535602408921255,-0.3317947932183669,-0.08219757099442049,-0.32536000748883165,-0.5404914901303144,-0.6540831054151637,0.18435519050123395,0.01703311988365641,-0.2875550398544659,0,0,0.9041483200485114,-0.3489364989664882,0.8836878336778373
ECU,2015,56901,6388,15764,78330,1870,2.905325969666614,-9.736670162805257,-3.021807218979955,2.0467282650325545,-4.968655614973263,2.390856856645753,1.2225588603631812,1.8325225831007355,2.082720885995149,1.980573262032085,24022,1.6818443093830653,-4.9589960869203225,56901,2.390856856645753,2.905325969666614,11230.0,20805.0,33970.0,50559.0,-2.8931054248258143,-2.739545183933689,-2.9199285430315394,-3.00212611402596,0.8954972683016926,0.35500577817137824,-0.3846377039629707,-0.20028251346173676,0.8612329706633753,0,0,1.2870776568877917,1.2221911927150817,1.4073970642383606
ECU,2020,61144,8681,18181,88868,2035,2.9322152786863795,-9.644696463541067,-3.02232852978384,1.5964718571364271,-4.941268796068796,-1.3682978869553841,-4.974090657758323,-4.34143721467466,-3.209924089661071,-4.1105793611793615,28897,-4.515236183686888,-5.146902688860435,61144,-1.3682978869553841,2.9322152786863795,4875.0,16105.0,4243.0,38213.0,-6.197080493069953,-9.090185917895766,-3.7591547436011368,-6.679083286632676,-0.18790660194011277,0.7075906663615799,0.026889309019765495,-0.3577483949432052,1.3599276769211204,0,1,1.4533092256403735,1.4184318402218494,1.4728106134072831
ECU,2024,27860,10402,9114,40753,1291,3.0022033740129217,-9.846348586810228,-2.8471664472240508,1.0417741025200598,-4.868555383423703,-1.6112171572146448,-7.245744760622957,-5.20078077682686,-3.8929930066498173,-5.124,20807,-6.218351372134378,-6.471672898543759,27860,-1.6112171572146448,3.0022033740129217,-8090.0,-3215.0,-33284.0,-29041.0,-1.70311518844749,-7.9001956815174434,-0.24291927025926063,-4.002074013860398,-1.324770209683324,-1.5126768116234368,0.06998809532654215,0.09687740434630765,0.5323502054082677,0,0,1.1774500684694225,-0.12096804467451121,0.9596773184418296
EGY,2000,141912,12004,22620,101656,2637,3.2366074468684816,-9.837895368210598,-3.037216887709991,1.688174864248052,-5.175486537732271,5.615922529454873,3.446508497167611,5.287089301503095,5.3414122826001424,5.303486537732272,37261,4.695288424894662,-5.379450363651004,141912,5.615922529454873,3.2366074468684816,,,,,,,,,,,,,-0.8836507047657575,0,0,0.7054497650780809,-1.0570752469444165,0.6476415843518613
EGY,2005,148990,14318,22595,112029,3099,3.203580622860595,-9.800883782651209,-3.0259548130117278,1.5932023226128946,-5.3137253952888015,5.540638895227867,3.934062369045956,5.324182828059305,5.389595113765186,5.205032591158438,40012,4.8175100469859045,-5.627505198440468,148990,5.540638895227867,3.203580622860595,2751.0,,7078.0,,0.12222162209124221,,-0.07528363422700579,,-0.248054834789464,,-0.03302682400788637,,-0.8710723128148863,0,0,0.709642562395038,-1.029416817336014,0.6568610608879952
EGY,2010,274638,48781,63516,280080,7608,3.2815195675762276,-9.776385887948177,-3.018196501668871,1.3537634497286488,-5.249601340694006,5.589564546785223,3.8167571595498253,4.988705538761886,5.21404069194516,4.726731466876972,119905,4.495298986697802,-5.9092165964722065,274638,5.589564546785223,3.2815195675762276,79893.0,82644.0,125648.0,132726.0,-0.32221106028810276,-0.19998943819686055,0.04892565155735529,-0.026357982669650504,-0.2817113980317387,-0.5297662328212027,0.07793894471563245,0.044912120707746084,-0.5057777042612885,0,0,0.8314074319129038,-0.5384269383537376,0.8205243538820874
EGY,2015,828518,294769,313301,1273340,42727,3.0968217685071413,-9.837805895463905,-2.8707514754182077,0.4739311354390815,-5.283144966882768,2.968394290769784,1.026357795426249,2.318215055170587,2.480950239527542,2.329135722142907,650797,1.7338041478371906,-6.184758763485387,828518,2.968394290769784,3.0968217685071413,530892.0,610785.0,553880.0,679528.0,-2.761494838860611,-3.083705899148714,-2.621170256015439,-2.5722446044580836,-0.2755421670131808,-0.5572535650449195,-0.18469779906908634,-0.10675885435345389,1.9216187550560062,1,0,1.6405395850186686,1.6259487315391639,1.5419829105130547
EGY,2020,653298,163582,185157,806067,23107,3.1637741735012197,-9.82606152266142,-2.832108421501753,1.0929685472795685,-5.221262561128663,-1.1140974930276843,-6.071843796994779,-4.074830273767667,-2.8735277340469216,-4.3925317436274725,371846,-4.973096206494086,-6.057344193564003,653298,-1.1140974930276843,3.1637741735012197,-278951.0,251941.0,-175220.0,378660.0,-6.706900354331276,-9.468395193191888,-4.082491783797468,-6.703662039812907,0.12741456992138467,-0.14812759709179613,0.0669524049940784,-0.11774539407500795,0.6461716401568955,0,0,1.2153905467189652,0.9412482460935183,1.3137494153645062
EGY,2024,427197,69200,79705,413852,14411,3.1873746163947776,-9.789462225433526,-2.9645985446333354,1.921405719919198,-5.120935951703559,-0.8270621750620908,-5.000540809248555,-3.7369419107960606,-2.204933845915931,-4.533044618694054,163316,-4.342600143280511,-6.0466942675549245,427197,-0.8270621750620908,3.1873746163947776,-208530.0,-487481.0,-226101.0,-401321.0,0.6304960632135748,-6.076404291117702,0.28703531796559356,-3.7954564658318746,0.010649926009078214,0.13806449593046288,0.023600442893557894,0.09055284788763629,-0.3072896733709698,0,0,0.8975701088763434,0.05772202500148587,1.0192406750004952
ERI,2000,18864,4992,5677,17501,472,3.4840695504664976,-9.888426482371797,-2.8510442134930423,1.9600648534369465,-5.4655550847457635,5.737206636980493,4.035811298076923,4.995458692971639,5.3662607279584025,4.818205508474577,11141,4.557955479759447,-6.115083475451037,18864,5.737206636980493,3.4840695504664976,,,,,,,,,,,,,-0.30130212924392363,0,0,0.8995659569186921,-0.3796752399102569,0.873441586696581
ERI,2005,13242,1386,3242,12068,328,3.3570682676332884,-9.87128427128427,-2.9719602097470696,1.6233069274113356,-5.098871951219512,6.030334843679202,4.961597402597402,5.52499814929056,5.614057093138879,5.675807926829268,4956,5.377417877320419,-5.042196327683616,13242,6.030334843679202,3.3570682676332884,-6185.0,,-5622.0,,0.8194623975609723,,0.2931282066987091,,1.0728871477674211,,-0.12700128283320922,,-1.5685946619699813,0,0,0.47713511267667286,-0.8121465437750771,0.7292844854083076
ERI,2010,17157,3696,7075,17958,771,3.315768082998193,-9.82455221861472,-2.774491731448763,1.2860251698407394,-5.139217898832684,6.218297196479571,4.152396915584416,5.103568197879859,5.5787544269963245,5.245476005188067,11542,4.808461791717207,-5.1900373418818235,17157,6.218297196479571,3.315768082998193,6586.0,401.0,3915.0,-1707.0,-0.5689560856032125,0.25050631195775974,0.1879623528003691,0.4810905594990782,-0.1478410141982076,0.9250461335692135,-0.04130018463509533,-0.16830146746830454,-0.21913813480202404,0,0,0.926953955065992,-0.5109858972736948,0.829671367575435
ERI,2015,23577,5678,7060,29569,785,2.906798744539169,-9.724772983444876,-2.8192151558073655,1.3418625587608644,-5.082182165605095,1.451686601348772,-1.5689246213455443,0.6951943342776205,0.9614621394027529,0.9986675159235671,13523,-0.23784130740220372,-5.850065296162096,23577,1.451686601348772,2.906798744539169,1981.0,8567.0,6420.0,10335.0,-5.04630309911941,-5.615259184722623,-4.766610595130799,-4.57864824233043,-0.6600279542802721,-0.8078689684784797,-0.40896933845902383,-0.45026952309411916,0.1867642916054651,0,0,1.0622547638684883,-0.01712859189978071,0.9942904693667398
ERI,2020,52067,8998,11136,50267,1425,3.3662109205446824,-9.788814736608137,-2.83919998204023,1.495149461873595,-4.929611929824562,-1.0706479151862025,-5.3638177372749505,-4.343192438936781,-2.9160429506435634,-5.597663859649123,21559,-4.8520846978060215,-5.877906350016235,52067,-1.0706479151862025,3.3662109205446824,8036.0,10017.0,28490.0,34910.0,-4.614243390403818,-9.660546489523227,-2.5223345165349746,-7.2889451116657735,-0.027841053854139375,-0.6878690081344114,0.4594121760055132,0.05044283754648937,1.8333225443114634,1,0,1.6111075147704876,2.174459356714365,1.724819785571455
ERI,2024,17891,6572,5837,22657,539,3.1220066513889666,-9.776327754108339,-3.0013909542573245,1.548502052345853,-5.132831168831169,-1.2623452014979597,-6.332196895922094,-5.1353830734966595,-3.750125833075871,-5.460638218923934,12948,-5.756388090824838,-6.528864766759345,17891,-1.2623452014979597,3.1220066513889666,-8611.0,-575.0,-34176.0,-5686.0,-0.9043033930188162,-5.518546783422634,-0.1916972863117572,-2.7140318028467316,-0.6509584167431104,-0.6787994705972498,-0.2442042691557158,0.2152079068497974,0.06894809009900055,0,0,1.022982696699667,-0.4545230838555558,0.8484923053814815
ESP,2000,3837,719,1002,4419,104,3.2990794891842583,-9.816346314325452,-2.8551636726546903,1.5588424983027835,-5.399971153846154,6.012979410998175,4.525599443671767,4.957482035928144,5.252908350305499,5.318269230769231,1825,4.807892054794521,-5.742698082191781,3837,6.012979410998175,3.2990794891842583,,,,,,,,,,,,,-0.9795722870045281,0,0,0.6734759043318239,-0.995838488608219,0.6680538371305937
ESP,2005,4090,1028,741,4857,118,3.1743853300733496,-9.810800583657588,-3.0699271255060725,2.3303568046119003,-5.3017711864406785,5.91579511002445,4.3119406614786,4.967218623481782,5.366246242536545,4.5710254237288135,1887,4.585461049284579,-6.881784843667196,4090,5.91579511002445,3.1743853300733496,62.0,,253.0,,-0.2224310055099421,,-0.09718430097372455,,-1.139086761475415,,-0.12469415911090875,,-0.9746870981695747,0,0,0.6751043006101418,-0.98215872003931,0.6726137599868967
ESP,2010,11300,3784,2538,16881,345,3.236254424778761,-9.820716437632136,-2.742065011820331,1.2236334340382677,-5.034547826086956,5.487380353982301,3.7689114693446086,4.523622537431048,4.366228955630591,5.698947826086957,6667,4.156089995500225,-6.8783367331633425,11300,5.487380353982301,3.236254424778761,4780.0,4842.0,7210.0,7463.0,-0.4293710537843536,-0.6518020592942957,-0.42841475604214896,-0.5255990570158735,0.0034481105038537407,-1.1356386509715612,0.06186909470541124,-0.06282506440549751,-0.598054797668323,0,0,0.8006484007772257,-0.5923123509411556,0.8025625496862815
ESP,2015,33015,10782,7774,40127,958,2.9371133727093746,-9.83499693934335,-2.8834580653460247,1.1574903182395893,-5.063471816283926,2.1696170528547634,-0.38634770914487065,0.7130306148700796,1.214536471702345,0.7258559498956155,19514,0.10622471046428222,-6.831390078917701,33015,2.1696170528547634,2.9371133727093746,12847.0,17627.0,21715.0,28925.0,-4.049865285035943,-4.4792363388202965,-3.317763301127538,-3.7461780571696868,0.04694665424564182,0.05039476474949556,-0.29914105206938624,-0.237271957363975,0.4142036049550203,0,0,1.13806786831834,0.5818227260306089,1.1939409086768697
ESP,2020,55990,19209,16385,80191,2366,2.8960610287551347,-9.797641886615649,-2.8665414708574914,0.9942586200446435,-4.94712383770076,-1.9952481693159494,-5.256395023166224,-4.4018451022276475,-3.7082082278559936,-4.401193575655114,37960,-4.8342346680716535,-6.503584826132771,55990,-1.9952481693159494,2.8960610287551347,18446.0,31293.0,22975.0,44690.0,-4.940459378535936,-8.99032466357188,-4.164865222170713,-7.482628523298251,0.32780525278492956,0.3747519070305714,-0.041052343954239845,-0.3401933960236261,1.8676260767219848,1,0,1.622542025573995,1.8240862946894296,1.6080287648964764
ESP,2024,25295,8099,8703,38917,888,2.8816751531923304,-9.784402518829486,-2.820446627599678,0.8089664670966416,-4.871597972972974,-1.1800122158529356,-5.627385479688851,-4.041588532689878,-3.3451978055862477,-4.251752252252253,17690,-4.778162577727531,-6.111712945166762,25295,-1.1800122158529356,2.8816751531923304,-20270.0,-1824.0,-30695.0,-7720.0,0.05607209034412275,-4.884387288191813,0.8152359534630138,-3.349629268707699,0.39187188096600956,0.7196771337509391,-0.014385875562804351,-0.055438219517044196,0.27048450116542133,0,0,1.0901615003884737,0.1644005388686461,1.054800179622882
