iso3_orig,iso3_dest,year,migrant_stock,migrant_stock_pred,migrant_stock_shock,delta_in_od,delta_out_od,delta_stock_od,model_name,view_type,scenario_name
GBR,MYS,2025,,3558.5728141392483,3698.8664082872656,140.29359414801718,0.0,140.29359414801718,XGB_OD,SCENARIO,Conflict_external_LOW
GBR,MYS,2025,,3558.5728141392483,3558.5728141392483,0.0,0.0,0.0,XGB_OD,SCENARIO,Conflict_internal_HIGH
GBR,MYS,2025,,3558.5728141392483,3600.6608923836534,42.0880782444052,0.0,42.0880782444052,XGB_OD,SCENARIO,Conflict_internal_HIGH__Conflict_external_HIGH
GBR,MYS,2025,,3558.5728141392483,3572.60217355405,14.029359414801728,0.0,14.029359414801728,XGB_OD,SCENARIO,Conflict_internal_HIGH__Conflict_external_LOW
GBR,MYS,2025,,3558.5728141392483,3558.5728141392483,0.0,0.0,0.0,XGB_OD,SCENARIO,Conflict_internal_LOW
GBR,MYS,2025,,3558.5728141392483,3853.189361850085,294.616547710836,0.0,294.616547710836,XGB_OD,SCENARIO,Conflict_internal_LOW__Conflict_external_HIGH
GBR,MYS,2025,,3558.5728141392483,3656.778330042861,98.205515903612,0.0,98.205515903612,XGB_OD,SCENARIO,Conflict_internal_LOW__Conflict_external_LOW
GBR,MYS,2030,,3600.638408996253,,,,,XGB_OD,FORECAST,
GBR,MYS,2035,,3600.638408996253,,,,,XGB_OD,FORECAST,
IDN,MYS,2000,863511.0,,,,,,HIST,HIST,
IDN,MYS,2005,1128807.0,,,,,,HIST,HIST,
IDN,MYS,2010,1540665.0,,,,,,HIST,HIST,
IDN,MYS,2015,1607465.0,,,,,,HIST,HIST,
IDN,MYS,2020,1693459.0,,,,,,HIST,HIST,
IDN,MYS,2024,1761502.0,,,,,,HIST,HIST,
IDN,MYS,2025,,2187546.0314948778,,,,,XGB_OD,FORECAST,
IDN,MYS,2025,,2187546.0314948778,2236662.786939301,49116.75544442373,0.0,49116.75544442373,XGB_OD,SCENARIO,Aid_HIGH
IDN,MYS,2025,,2187546.0314948778,2520838.3005820387,333292.2690871611,0.0,333292.2690871611,XGB_OD,SCENARIO,Aid_HIGH__Conflict_external_HIGH
IDN,MYS,2025,,2187546.0314948778,2331387.9581535477,143841.9266586695,0.0,143841.9266586695,XGB_OD,SCENARIO,Aid_HIGH__Conflict_external_LOW
IDN,MYS,2025,,2187546.0314948778,2263263.1440678025,49116.75544442373,26600.35712850103,75717.11257292476,XGB_OD,SCENARIO,Aid_HIGH__Conflict_internal_HIGH
IDN,MYS,2025,,2187546.0314948778,2291680.695432076,77534.3068086975,26600.35712850103,104134.66393719852,XGB_OD,SCENARIO,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH
IDN,MYS,2025,,2187546.0314948778,2272735.661189227,58589.27256584831,26600.35712850103,85189.62969434934,XGB_OD,SCENARIO,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW
IDN,MYS,2025,,2187546.0314948778,2245529.572648802,49116.75544442373,8866.785709500344,57983.54115392408,XGB_OD,SCENARIO,Aid_HIGH__Conflict_internal_LOW
IDN,MYS,2025,,2187546.0314948778,2444452.4321987177,248039.61499433985,8866.785709500344,256906.40070384016,XGB_OD,SCENARIO,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH
IDN,MYS,2025,,2187546.0314948778,2311837.192498774,115424.37529439577,8866.785709500344,124291.16100389612,XGB_OD,SCENARIO,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW
IDN,MYS,2025,,2187546.0314948778,2208596.069542488,21050.03804761017,0.0,21050.03804761017,XGB_OD,SCENARIO,Aid_LOW
IDN,MYS,2025,,2187546.0314948778,2450671.507090005,263125.4755951271,0.0,263125.4755951271,XGB_OD,SCENARIO,Aid_LOW__Conflict_external_HIGH
IDN,MYS,2025,,2187546.0314948778,2289287.882058327,101741.85056344916,0.0,101741.85056344916,XGB_OD,SCENARIO,Aid_LOW__Conflict_external_LOW
IDN,MYS,2025,,2187546.0314948778,2235196.426670989,21050.03804761017,26600.35712850103,47650.3951761112,XGB_OD,SCENARIO,Aid_LOW__Conflict_internal_HIGH
IDN,MYS,2025,,2187546.0314948778,2259403.970425741,45257.581802361885,26600.35712850103,71857.93893086292,XGB_OD,SCENARIO,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH
IDN,MYS,2025,,2187546.0314948778,2243265.6079225726,29119.21929919408,26600.35712850103,55719.57642769511,XGB_OD,SCENARIO,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW
IDN,MYS,2025,,2187546.0314948778,2217462.8552519884,21050.03804761017,8866.785709500344,29916.823757110516,XGB_OD,SCENARIO,Aid_LOW__Conflict_internal_LOW
IDN,MYS,2025,,2187546.0314948778,2386915.66153525,190502.844330872,8866.785709500344,199369.63004037237,XGB_OD,SCENARIO,Aid_LOW__Conflict_internal_LOW__Conflict_external_HIGH
IDN,MYS,2025,,2187546.0314948778,2273947.124013076,77534.30680869747,8866.785709500344,86401.09251819781,XGB_OD,SCENARIO,Aid_LOW__Conflict_internal_LOW__Conflict_external_LOW
IDN,MYS,2025,,2187546.0314948778,2398046.4119709795,210500.3804761017,0.0,210500.3804761017,XGB_OD,SCENARIO,Conflict_external_HIGH
IDN,MYS,2025,,2187546.0314948778,2257712.824986912,70166.7934920339,0.0,70166.7934920339,XGB_OD,SCENARIO,Conflict_external_LOW
IDN,MYS,2025,,2187546.0314948778,2214146.3886233787,0.0,26600.35712850103,26600.35712850103,XGB_OD,SCENARIO,Conflict_internal_HIGH
IDN,MYS,2025,,2187546.0314948778,2235196.426670989,21050.038047610196,26600.35712850103,47650.395176111226,XGB_OD,SCENARIO,Conflict_internal_HIGH__Conflict_external_HIGH
IDN,MYS,2025,,2187546.0314948778,2221163.0679725823,7016.679349203397,26600.35712850103,33617.03647770442,XGB_OD,SCENARIO,Conflict_internal_HIGH__Conflict_external_LOW
IDN,MYS,2025,,2187546.0314948778,2196412.817204378,0.0,8866.785709500344,8866.785709500344,XGB_OD,SCENARIO,Conflict_internal_LOW
IDN,MYS,2025,,2187546.0314948778,2343763.0835376494,147350.26633327117,8866.785709500344,156217.0520427715,XGB_OD,SCENARIO,Conflict_internal_LOW__Conflict_external_HIGH
IDN,MYS,2025,,2187546.0314948778,2245529.572648802,49116.75544442373,8866.785709500344,57983.54115392408,XGB_OD,SCENARIO,Conflict_internal_LOW__Conflict_external_LOW
IDN,MYS,2030,,2612024.868318689,,,,,XGB_OD,FORECAST,
IDN,MYS,2035,,2642481.932774781,,,,,XGB_OD,FORECAST,
IND,MYS,2000,18934.0,,,,,,HIST,HIST,
IND,MYS,2005,134947.0,,,,,,HIST,HIST,
IND,MYS,2010,95112.0,,,,,,HIST,HIST,
IND,MYS,2015,139751.0,,,,,,HIST,HIST,
IND,MYS,2020,139751.0,,,,,,HIST,HIST,
IND,MYS,2024,139751.0,,,,,,HIST,HIST,
IND,MYS,2025,,128040.0361867348,,,,,XGB_OD,FORECAST,
IND,MYS,2025,,128040.0361867348,131936.7764062257,3896.740219490901,0.0,3896.740219490901,XGB_OD,SCENARIO,Aid_HIGH
IND,MYS,2025,,128040.0361867348,154482.20196185162,26442.165775116828,0.0,26442.165775116828,XGB_OD,SCENARIO,Aid_HIGH__Conflict_external_HIGH
IND,MYS,2025,,128040.0361867348,139451.918258101,11411.882071366208,0.0,11411.882071366208,XGB_OD,SCENARIO,Aid_HIGH__Conflict_external_LOW
IND,MYS,2025,,128040.0361867348,131936.7764062257,3896.740219490901,0.0,3896.740219490901,XGB_OD,SCENARIO,Aid_HIGH__Conflict_internal_HIGH
IND,MYS,2025,,128040.0361867348,134191.3189617883,6151.282775053495,0.0,6151.282775053495,XGB_OD,SCENARIO,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH
IND,MYS,2025,,128040.0361867348,132688.2905914132,4648.254404678432,0.0,4648.254404678432,XGB_OD,SCENARIO,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW
IND,MYS,2025,,128040.0361867348,131936.7764062257,3896.740219490901,0.0,3896.740219490901,XGB_OD,SCENARIO,Aid_HIGH__Conflict_internal_LOW
IND,MYS,2025,,128040.0361867348,147718.57429516385,19678.53810842905,0.0,19678.53810842905,XGB_OD,SCENARIO,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH
IND,MYS,2025,,128040.0361867348,137197.3757025384,9157.339515803616,0.0,9157.339515803616,XGB_OD,SCENARIO,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW
IND,MYS,2025,,128040.0361867348,129710.06770937376,1670.0315226389573,0.0,1670.0315226389573,XGB_OD,SCENARIO,Aid_LOW
IND,MYS,2025,,128040.0361867348,148915.43021972175,20875.39403298696,0.0,20875.39403298696,XGB_OD,SCENARIO,Aid_LOW__Conflict_external_HIGH
IND,MYS,2025,,128040.0361867348,136111.85521282308,8071.819026088294,0.0,8071.819026088294,XGB_OD,SCENARIO,Aid_LOW__Conflict_external_LOW
IND,MYS,2025,,128040.0361867348,129710.06770937376,1670.0315226389573,0.0,1670.0315226389573,XGB_OD,SCENARIO,Aid_LOW__Conflict_internal_HIGH
IND,MYS,2025,,128040.0361867348,131630.60396040857,3590.56777367376,0.0,3590.56777367376,XGB_OD,SCENARIO,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH
IND,MYS,2025,,128040.0361867348,130350.24645971868,2310.210272983892,0.0,2310.210272983892,XGB_OD,SCENARIO,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW
IND,MYS,2025,,128040.0361867348,129710.06770937376,1670.0315226389573,0.0,1670.0315226389573,XGB_OD,SCENARIO,Aid_LOW__Conflict_internal_LOW
IND,MYS,2025,,128040.0361867348,143153.82146661734,15113.78527988256,0.0,15113.78527988256,XGB_OD,SCENARIO,Aid_LOW__Conflict_internal_LOW__Conflict_external_HIGH
IND,MYS,2025,,128040.0361867348,134191.3189617883,6151.282775053493,0.0,6151.282775053493,XGB_OD,SCENARIO,Aid_LOW__Conflict_internal_LOW__Conflict_external_LOW
IND,MYS,2025,,128040.0361867348,144740.35141312436,16700.31522638957,0.0,16700.31522638957,XGB_OD,SCENARIO,Conflict_external_HIGH
IND,MYS,2025,,128040.0361867348,133606.80792886464,5566.771742129858,0.0,5566.771742129858,XGB_OD,SCENARIO,Conflict_external_LOW
IND,MYS,2025,,128040.0361867348,128040.0361867348,0.0,0.0,0.0,XGB_OD,SCENARIO,Conflict_internal_HIGH
IND,MYS,2025,,128040.0361867348,129710.06770937376,1670.031522638959,0.0,1670.031522638959,XGB_OD,SCENARIO,Conflict_internal_HIGH__Conflict_external_HIGH
IND,MYS,2025,,128040.0361867348,128596.7133609478,556.6771742129862,0.0,556.6771742129862,XGB_OD,SCENARIO,Conflict_internal_HIGH__Conflict_external_LOW
IND,MYS,2025,,128040.0361867348,128040.0361867348,0.0,0.0,0.0,XGB_OD,SCENARIO,Conflict_internal_LOW
IND,MYS,2025,,128040.0361867348,139730.2568452075,11690.2206584727,0.0,11690.2206584727,XGB_OD,SCENARIO,Conflict_internal_LOW__Conflict_external_HIGH
IND,MYS,2025,,128040.0361867348,131936.7764062257,3896.740219490901,0.0,3896.740219490901,XGB_OD,SCENARIO,Conflict_internal_LOW__Conflict_external_LOW
IND,MYS,2030,,125513.93262856324,,,,,XGB_OD,FORECAST,
IND,MYS,2035,,123986.35174663042,,,,,XGB_OD,FORECAST,
IRN,MYS,2000,6.0,,,,,,HIST,HIST,
IRN,MYS,2005,22.0,,,,,,HIST,HIST,
IRN,MYS,2010,130.0,,,,,,HIST,HIST,
IRN,MYS,2015,528.0,,,,,,HIST,HIST,
IRN,MYS,2020,442.0,,,,,,HIST,HIST,
IRN,MYS,2024,358.0,,,,,,HIST,HIST,
IRN,MYS,2025,,340.06520926140774,,,,,XGB_OD,FORECAST,
IRN,MYS,2025,,340.06520926140774,350.0474848700075,9.982275608599748,0.0,9.982275608599748,XGB_OD,SCENARIO,Aid_HIGH
IRN,MYS,2025,,340.06520926140774,407.8020794626203,67.7368702012126,0.0,67.7368702012126,XGB_OD,SCENARIO,Aid_HIGH__Conflict_external_HIGH
IRN,MYS,2025,,340.06520926140774,369.2990164008784,29.23380713947069,0.0,29.23380713947069,XGB_OD,SCENARIO,Aid_HIGH__Conflict_external_LOW
IRN,MYS,2025,,340.06520926140774,350.0474848700075,9.982275608599748,0.0,9.982275608599748,XGB_OD,SCENARIO,Aid_HIGH__Conflict_internal_HIGH
IRN,MYS,2025,,340.06520926140774,355.8229443292688,15.75773506786104,0.0,15.75773506786104,XGB_OD,SCENARIO,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH
IRN,MYS,2025,,340.06520926140774,351.9726380230946,11.907428761686845,0.0,11.907428761686845,XGB_OD,SCENARIO,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW
IRN,MYS,2025,,340.06520926140774,350.0474848700075,9.982275608599748,0.0,9.982275608599748,XGB_OD,SCENARIO,Aid_HIGH__Conflict_internal_LOW
IRN,MYS,2025,,340.06520926140774,390.4757010848365,50.41049182342872,0.0,50.41049182342872,XGB_OD,SCENARIO,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH
IRN,MYS,2025,,340.06520926140774,363.52355694161713,23.45834768020941,0.0,23.45834768020941,XGB_OD,SCENARIO,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW
IRN,MYS,2025,,340.06520926140774,344.34332737937905,4.278118117971321,0.0,4.278118117971321,XGB_OD,SCENARIO,Aid_LOW
IRN,MYS,2025,,340.06520926140774,393.54168573604926,53.4764764746415,0.0,53.4764764746415,XGB_OD,SCENARIO,Aid_LOW__Conflict_external_HIGH
IRN,MYS,2025,,340.06520926140774,360.74278016493577,20.67757090352805,0.0,20.67757090352805,XGB_OD,SCENARIO,Aid_LOW__Conflict_external_LOW
IRN,MYS,2025,,340.06520926140774,344.34332737937905,4.278118117971321,0.0,4.278118117971321,XGB_OD,SCENARIO,Aid_LOW__Conflict_internal_HIGH
IRN,MYS,2025,,340.06520926140774,349.26316321504606,9.197953953638343,0.0,9.197953953638343,XGB_OD,SCENARIO,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH
IRN,MYS,2025,,340.06520926140774,345.9832726579347,5.918063396526995,0.0,5.918063396526995,XGB_OD,SCENARIO,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW
IRN,MYS,2025,,340.06520926140774,344.34332737937905,4.278118117971321,0.0,4.278118117971321,XGB_OD,SCENARIO,Aid_LOW__Conflict_internal_LOW
IRN,MYS,2025,,340.06520926140774,378.7821782290482,38.71696896764045,0.0,38.71696896764045,XGB_OD,SCENARIO,Aid_LOW__Conflict_internal_LOW__Conflict_external_HIGH
IRN,MYS,2025,,340.06520926140774,355.82294432926875,15.757735067861033,0.0,15.757735067861033,XGB_OD,SCENARIO,Aid_LOW__Conflict_internal_LOW__Conflict_external_LOW
IRN,MYS,2025,,340.06520926140774,382.84639044112095,42.78118117971321,0.0,42.78118117971321,XGB_OD,SCENARIO,Conflict_external_HIGH
IRN,MYS,2025,,340.06520926140774,354.3256029879788,14.26039372657107,0.0,14.26039372657107,XGB_OD,SCENARIO,Conflict_external_LOW
IRN,MYS,2025,,340.06520926140774,340.06520926140774,0.0,0.0,0.0,XGB_OD,SCENARIO,Conflict_internal_HIGH
IRN,MYS,2025,,340.06520926140774,344.34332737937905,4.278118117971325,0.0,4.278118117971325,XGB_OD,SCENARIO,Conflict_internal_HIGH__Conflict_external_HIGH
IRN,MYS,2025,,340.06520926140774,341.49124863406485,1.426039372657108,0.0,1.426039372657108,XGB_OD,SCENARIO,Conflict_internal_HIGH__Conflict_external_LOW
IRN,MYS,2025,,340.06520926140774,340.06520926140774,0.0,0.0,0.0,XGB_OD,SCENARIO,Conflict_internal_LOW
IRN,MYS,2025,,340.06520926140774,370.012036087207,29.94682682579924,0.0,29.94682682579924,XGB_OD,SCENARIO,Conflict_internal_LOW__Conflict_external_HIGH
IRN,MYS,2025,,340.06520926140774,350.0474848700075,9.982275608599748,0.0,9.982275608599748,XGB_OD,SCENARIO,Conflict_internal_LOW__Conflict_external_LOW
IRN,MYS,2030,,336.3983456832382,,,,,XGB_OD,FORECAST,
IRN,MYS,2035,,333.45310055833977,,,,,XGB_OD,FORECAST,
IRQ,MYS,2000,9.0,,,,,,HIST,HIST,
IRQ,MYS,2005,44.0,,,,,,HIST,HIST,
IRQ,MYS,2010,618.0,,,,,,HIST,HIST,
IRQ,MYS,2015,1051.0,,,,,,HIST,HIST,
IRQ,MYS,2020,1262.0,,,,,,HIST,HIST,
IRQ,MYS,2024,674.0,,,,,,HIST,HIST,
IRQ,MYS,2025,,1019.7274279998844,,,,,XGB_OD,FORECAST,
IRQ,MYS,2025,,1019.7274279998844,1038.520874257418,18.79344625753349,0.0,18.79344625753349,XGB_OD,SCENARIO,Aid_HIGH
IRQ,MYS,2025,,1019.7274279998844,1147.254384747433,127.52695674754868,0.0,127.52695674754868,XGB_OD,SCENARIO,Aid_HIGH__Conflict_external_HIGH
IRQ,MYS,2025,,1019.7274279998844,1074.7653777540895,55.0379497542052,0.0,55.0379497542052,XGB_OD,SCENARIO,Aid_HIGH__Conflict_external_LOW
IRQ,MYS,2025,,1019.7274279998844,1038.520874257418,18.79344625753349,0.0,18.79344625753349,XGB_OD,SCENARIO,Aid_HIGH__Conflict_internal_HIGH
IRQ,MYS,2025,,1019.7274279998844,1049.3942253064197,29.666797306535017,0.0,29.666797306535017,XGB_OD,SCENARIO,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH
IRQ,MYS,2025,,1019.7274279998844,1042.145324607085,22.41789660720066,0.0,22.41789660720066,XGB_OD,SCENARIO,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW
IRQ,MYS,2025,,1019.7274279998844,1038.520874257418,18.79344625753349,0.0,18.79344625753349,XGB_OD,SCENARIO,Aid_HIGH__Conflict_internal_LOW
IRQ,MYS,2025,,1019.7274279998844,1114.6343316004286,94.90690360054408,0.0,94.90690360054408,XGB_OD,SCENARIO,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH
IRQ,MYS,2025,,1019.7274279998844,1063.892026705088,44.16459870520369,0.0,44.16459870520369,XGB_OD,SCENARIO,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW
IRQ,MYS,2025,,1019.7274279998844,1027.7817621102558,8.054334110371494,0.0,8.054334110371494,XGB_OD,SCENARIO,Aid_LOW
IRQ,MYS,2025,,1019.7274279998844,1120.406604379528,100.67917637964364,0.0,100.67917637964364,XGB_OD,SCENARIO,Aid_LOW__Conflict_external_HIGH
IRQ,MYS,2025,,1019.7274279998844,1058.6567095333469,38.929281533462216,0.0,38.929281533462216,XGB_OD,SCENARIO,Aid_LOW__Conflict_external_LOW
IRQ,MYS,2025,,1019.7274279998844,1027.7817621102558,8.054334110371494,0.0,8.054334110371494,XGB_OD,SCENARIO,Aid_LOW__Conflict_internal_HIGH
IRQ,MYS,2025,,1019.7274279998844,1037.044246337183,17.316818337298717,0.0,17.316818337298717,XGB_OD,SCENARIO,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH
IRQ,MYS,2025,,1019.7274279998844,1030.869256852565,11.141828852680568,0.0,11.141828852680568,XGB_OD,SCENARIO,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW
IRQ,MYS,2025,,1019.7274279998844,1027.7817621102558,8.054334110371494,0.0,8.054334110371494,XGB_OD,SCENARIO,Aid_LOW__Conflict_internal_LOW
IRQ,MYS,2025,,1019.7274279998844,1092.6191516987465,72.891723698862,0.0,72.891723698862,XGB_OD,SCENARIO,Aid_LOW__Conflict_internal_LOW__Conflict_external_HIGH
IRQ,MYS,2025,,1019.7274279998844,1049.3942253064197,29.666797306535003,0.0,29.666797306535003,XGB_OD,SCENARIO,Aid_LOW__Conflict_internal_LOW__Conflict_external_LOW
IRQ,MYS,2025,,1019.7274279998844,1100.2707691035994,80.54334110371494,0.0,80.54334110371494,XGB_OD,SCENARIO,Conflict_external_HIGH
IRQ,MYS,2025,,1019.7274279998844,1046.5752083677894,26.847780367904974,0.0,26.847780367904974,XGB_OD,SCENARIO,Conflict_external_LOW
IRQ,MYS,2025,,1019.7274279998844,1019.7274279998844,0.0,0.0,0.0,XGB_OD,SCENARIO,Conflict_internal_HIGH
IRQ,MYS,2025,,1019.7274279998844,1027.7817621102558,8.054334110371501,0.0,8.054334110371501,XGB_OD,SCENARIO,Conflict_internal_HIGH__Conflict_external_HIGH
IRQ,MYS,2025,,1019.7274279998844,1022.4122060366748,2.6847780367905,0.0,2.6847780367905,XGB_OD,SCENARIO,Conflict_internal_HIGH__Conflict_external_LOW
IRQ,MYS,2025,,1019.7274279998844,1019.7274279998844,0.0,0.0,0.0,XGB_OD,SCENARIO,Conflict_internal_LOW
IRQ,MYS,2025,,1019.7274279998844,1076.1077667724849,56.380338772600446,0.0,56.380338772600446,XGB_OD,SCENARIO,Conflict_internal_LOW__Conflict_external_HIGH
IRQ,MYS,2025,,1019.7274279998844,1038.520874257418,18.79344625753349,0.0,18.79344625753349,XGB_OD,SCENARIO,Conflict_internal_LOW__Conflict_external_LOW
IRQ,MYS,2030,,1227.0028109302248,,,,,XGB_OD,FORECAST,
IRQ,MYS,2035,,1423.2949108817584,,,,,XGB_OD,FORECAST,
JPN,MYS,2000,12390.0,,,,,,HIST,HIST,
JPN,MYS,2005,12390.0,,,,,,HIST,HIST,
JPN,MYS,2010,12407.0,,,,,,HIST,HIST,
JPN,MYS,2015,12390.0,,,,,,HIST,HIST,
JPN,MYS,2020,12389.0,,,,,,HIST,HIST,
JPN,MYS,2024,12388.0,,,,,,HIST,HIST,
JPN,MYS,2025,,12561.731769446633,,,,,XGB_OD,FORECAST,
JPN,MYS,2025,,12561.731769446633,12907.151965645966,345.4201961993334,0.0,345.4201961993334,XGB_OD,SCENARIO,Aid_HIGH
JPN,MYS,2025,,12561.731769446633,14905.654529370682,2343.922759924049,0.0,2343.922759924049,XGB_OD,SCENARIO,Aid_HIGH__Conflict_external_HIGH
JPN,MYS,2025,,12561.731769446633,13573.319486887538,1011.587717440905,0.0,1011.587717440905,XGB_OD,SCENARIO,Aid_HIGH__Conflict_external_LOW
JPN,MYS,2025,,12561.731769446633,12907.151965645966,345.4201961993334,0.0,345.4201961993334,XGB_OD,SCENARIO,Aid_HIGH__Conflict_internal_HIGH
JPN,MYS,2025,,12561.731769446633,13107.002222018438,545.2704525718052,0.0,545.2704525718052,XGB_OD,SCENARIO,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH
JPN,MYS,2025,,12561.731769446633,12973.768717770125,412.0369483234906,0.0,412.0369483234906,XGB_OD,SCENARIO,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW
JPN,MYS,2025,,12561.731769446633,12907.151965645966,345.4201961993334,0.0,345.4201961993334,XGB_OD,SCENARIO,Aid_HIGH__Conflict_internal_LOW
JPN,MYS,2025,,12561.731769446633,14306.103760253269,1744.3719908066337,0.0,1744.3719908066337,XGB_OD,SCENARIO,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH
JPN,MYS,2025,,12561.731769446633,13373.469230515066,811.7374610684335,0.0,811.7374610684335,XGB_OD,SCENARIO,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW
JPN,MYS,2025,,12561.731769446633,12709.768996389204,148.03722694257146,0.0,148.03722694257146,XGB_OD,SCENARIO,Aid_LOW
JPN,MYS,2025,,12561.731769446633,14412.197106228776,1850.4653367821431,0.0,1850.4653367821431,XGB_OD,SCENARIO,Aid_LOW__Conflict_external_HIGH
JPN,MYS,2025,,12561.731769446633,13277.245033002397,715.5132635557621,0.0,715.5132635557621,XGB_OD,SCENARIO,Aid_LOW__Conflict_external_LOW
JPN,MYS,2025,,12561.731769446633,12709.768996389204,148.03722694257146,0.0,148.03722694257146,XGB_OD,SCENARIO,Aid_LOW__Conflict_internal_HIGH
JPN,MYS,2025,,12561.731769446633,12880.01180737316,318.2800379265288,0.0,318.2800379265288,XGB_OD,SCENARIO,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH
JPN,MYS,2025,,12561.731769446633,12766.516600050523,204.78483060389055,0.0,204.78483060389055,XGB_OD,SCENARIO,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW
JPN,MYS,2025,,12561.731769446633,12709.768996389204,148.03722694257146,0.0,148.03722694257146,XGB_OD,SCENARIO,Aid_LOW__Conflict_internal_LOW
JPN,MYS,2025,,12561.731769446633,13901.468673276904,1339.7369038302716,0.0,1339.7369038302716,XGB_OD,SCENARIO,Aid_LOW__Conflict_internal_LOW__Conflict_external_HIGH
JPN,MYS,2025,,12561.731769446633,13107.002222018438,545.270452571805,0.0,545.270452571805,XGB_OD,SCENARIO,Aid_LOW__Conflict_internal_LOW__Conflict_external_LOW
JPN,MYS,2025,,12561.731769446633,14042.104038872349,1480.3722694257146,0.0,1480.3722694257146,XGB_OD,SCENARIO,Conflict_external_HIGH
JPN,MYS,2025,,12561.731769446633,13055.189192588536,493.45742314190494,0.0,493.45742314190494,XGB_OD,SCENARIO,Conflict_external_LOW
JPN,MYS,2025,,12561.731769446633,12561.731769446633,0.0,0.0,0.0,XGB_OD,SCENARIO,Conflict_internal_HIGH
JPN,MYS,2025,,12561.731769446633,12709.768996389204,148.03722694257164,0.0,148.03722694257164,XGB_OD,SCENARIO,Conflict_internal_HIGH__Conflict_external_HIGH
JPN,MYS,2025,,12561.731769446633,12611.077511760825,49.34574231419053,0.0,49.34574231419053,XGB_OD,SCENARIO,Conflict_internal_HIGH__Conflict_external_LOW
JPN,MYS,2025,,12561.731769446633,12561.731769446633,0.0,0.0,0.0,XGB_OD,SCENARIO,Conflict_internal_LOW
JPN,MYS,2025,,12561.731769446633,13597.992358044634,1036.260588598,0.0,1036.260588598,XGB_OD,SCENARIO,Conflict_internal_LOW__Conflict_external_HIGH
JPN,MYS,2025,,12561.731769446633,12907.151965645966,345.4201961993334,0.0,345.4201961993334,XGB_OD,SCENARIO,Conflict_internal_LOW__Conflict_external_LOW
JPN,MYS,2030,,12676.658499135092,,,,,XGB_OD,FORECAST,
JPN,MYS,2035,,14470.14847222247,,,,,XGB_OD,FORECAST,
KOR,MYS,2000,3410.0,,,,,,HIST,HIST,
KOR,MYS,2005,3410.0,,,,,,HIST,HIST,
KOR,MYS,2010,3411.0,,,,,,HIST,HIST,
KOR,MYS,2015,3410.0,,,,,,HIST,HIST,
KOR,MYS,2020,3410.0,,,,,,HIST,HIST,
KOR,MYS,2024,3410.0,,,,,,HIST,HIST,
KOR,MYS,2025,,3386.8528496077524,,,,,XGB_OD,FORECAST,
KOR,MYS,2025,,3386.8528496077524,3481.9354189522483,95.082569344496,0.0,95.082569344496,XGB_OD,SCENARIO,Aid_HIGH
KOR,MYS,2025,,3386.8528496077524,4032.055998731118,645.2031491233658,0.0,645.2031491233658,XGB_OD,SCENARIO,Aid_HIGH__Conflict_external_HIGH
KOR,MYS,2025,,3386.8528496077524,3665.308945545205,278.4560959374525,0.0,278.4560959374525,XGB_OD,SCENARIO,Aid_HIGH__Conflict_external_LOW
KOR,MYS,2025,,3386.8528496077524,3481.9354189522483,95.082569344496,0.0,95.082569344496,XGB_OD,SCENARIO,Aid_HIGH__Conflict_internal_HIGH
KOR,MYS,2025,,3386.8528496077524,3536.9474769301355,150.09462732238302,0.0,150.09462732238302,XGB_OD,SCENARIO,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH
KOR,MYS,2025,,3386.8528496077524,3500.272771611544,113.41992200379164,0.0,113.41992200379164,XGB_OD,SCENARIO,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW
