iso3_dest,year,scenario_name,dest_ethnic_bucket,origin_ethnic_group,delta_migrants_ethnic
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Sheko,0.09522405786429186
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Shinasha,0.09522405786429186
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Shona,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Shui,104.14595939408916
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Si La,0.019583895137950925
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Sibuyan Mangyan-Tagabukid,0.5338884555777167
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Sidama,0.09522405786429186
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Sierra Leonean,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Sikh,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Silte,0.09522405786429186
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Sindhi,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Singaporean,1.4250765725960677
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Sinhalese,4.165615384083627
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Slovak,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Slovenian,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Solomon Islander,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Somali an,0.09522405786429186
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Somalie,0.9864121748826429
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Some other race,157.6910455196783
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Sorb/Wend,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,South African,1.4250765725960677
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,"South American, nec (incl. Arawak, Carib, Surinamese)",0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,"South American, nfd",0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,"South Eastern European, nec (incl. Aromani, Karakachani, Vlach)",0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,"South Eastern European, nfd",0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,South Sudanese,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,"South-East Asian, nfd",0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,"Southern Asian, nec (incl. Bhote, Kashmiri, Sherpa)",0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,"Southern Asian, nfd",0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,"Southern European, nec (incl. Andorran, Galician, Ladin)",0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,"Southern European, nfd",0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,"Southern and Central Asian, nfd",0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,"Southern and East African, nec (incl. Afar, Tutsi, Zulu)",0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,"Southern and East African, nfd",0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,"Southern and Eastern European, nfd",0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Spanish,1.4250765725960677
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Sri Lanka Chetty,3.274427267065276
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Sri Lanka Moor,3.274427267065276
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Sri Lanka Tamil,4.165615384083627
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Sri Lankan,52.89008536870367
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,"Sub-saharan African, nfd",0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Subanen/Subaben,0.5338884555777167
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Sudanese,0.9864121748826429
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Sulod,0.5338884555777167
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Surigaonon,0.5338884555777167
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Surma,0.09522405786429186
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Swahili,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Swaziland,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Swedish,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Swiss,1.4250765725960677
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Syrian,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,T'boli,0.5338884555777167
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Tabangnon,0.5338884555777167
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Tadyawan,0.5338884555777167
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Tagabawa,0.5338884555777167
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Tagabili,0.5338884555777167
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Tagakaolo,0.5338884555777167
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Tagalog,0.5338884555777167
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Tagbanwa,0.5338884555777167
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Tagbuaonon,0.5338884555777167
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Tahitian,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Taiwanese,1.4250765725960677
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Tajik,105.0371475111075
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Talaandig,0.5338884555777167
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Talaingod,0.5338884555777167
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Tamil,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Tanzanian,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Taoi,0.019583895137950925
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Tatar,105.0371475111075
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Tausug,0.5338884555777167
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Tay,0.019583895137950925
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Teduray,0.5338884555777167
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Telugu,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Tembaro,0.09522405786429186
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Ternateño-Chavacano,0.5338884555777167
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Thai,52.90966926384162
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Themne,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Tho,0.019583895137950925
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Tibetan,105.0371475111075
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Tigray,0.9864121748826429
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Tigre,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Tigwahon,0.5338884555777167
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Timorese,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Tinananen,0.5338884555777167
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Tinggian,0.5338884555777167
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Tiruray,0.5338884555777167
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Togolese,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Tokelauan,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Tongan,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Torres Strait Islander,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Trinidad and Tobago,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Tsemay,0.09522405786429186
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Tu,104.14595939408916
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Tujia,104.14595939408916
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Tunisian,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Turkish,3.7639531919282585
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Turkmenian,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Tuvaluan,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Tuwali,0.5338884555777167
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Two or more races,157.6910455196783
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Ubo,0.5338884555777167
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Ugandan,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Uighur,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Ukrainian,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Umayamnon,0.5338884555777167
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Unknown,159.74479972414977
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Unknown origin,11516.90488628422
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Upo,0.09522405786429186
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Uruguayan,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Uyghur,104.14595939408916
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Uzbek,105.0371475111075
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Va,104.14595939408916
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Venezuelan,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Vietnamese,52.89008536870367
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Vlach,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Walloon,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Waray,0.5338884555777167
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Welaita,0.09522405786429186
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Welsh,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Werji,0.09522405786429186
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,"Western European, nec (incl. Alsatian, Frisian, Luxembourgish)",0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,"Western European, nfd",0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,White,170.73666142687281
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Xibe,104.14595939408916
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Xinh mun,0.019583895137950925
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Xodan,0.019583895137950925
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Xtieng,0.019583895137950925
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Yakan,0.5338884555777167
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Yao,104.14595939408916
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Yazidi,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Yem,0.09522405786429186
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Yemeni,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Yi,104.14595939408916
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Yogad,0.5338884555777167
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Yoruba,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Yugur,104.14595939408916
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Zambian,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Zamboangeño-Chavacano,0.5338884555777167
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Zelmam,0.09522405786429186
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Zeyese,0.09522405786429186
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Zhuang,104.14595939408916
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Zimbabwean,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,Other,Zulu,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,"Sunda, Priangan",Sundanese,0.891188117018351
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,"Banjar, Melayu Banjar",Malay,0.5734001062986289
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Jawa,Javanese,0.5734001062986289
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Jawa,Jawa Mapun,0.3435096264569805
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Madura,Madura,0.5734001062986289
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Abelling,0.3435096264569805
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Abiyan,0.3435096264569805
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Aburlin,0.3435096264569805
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Acehnese,0.5734001062986289
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Achang,67.00864054038294
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Acholi,0.5734001062986289
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Aeta,0.3435096264569805
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Aeta/Ayta,0.3435096264569805
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Aeta/Ayta-Sambal,0.3435096264569805
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Affar,0.061268192269273054
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Afgan,2.42176833279105
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,African American,0.5734001062986289
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,"African, so described",0.5734001062986289
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Afrikaner,0.5734001062986289
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Agew/Awingi,0.061268192269273054
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Agew/Kamyr,0.061268192269273054
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Aggay,0.3435096264569805
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Agta,0.3435096264569805
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Agutaynon,0.3435096264569805
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Akan,0.5734001062986289
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Akeanon/Aklanon,0.3435096264569805
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Alaba,0.061268192269273054
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Alangan,0.3435096264569805
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Albanian,0.5734001062986289
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Algerian,0.5734001062986289
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Alta,0.3435096264569805
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,American,0.9169097327556095
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,American Indian and Alaska native,150.4237157788056
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Amhara,0.634668298567902
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Anglo-Burmese,0.5734001062986289
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Anglo-Indian,0.5734001062986289
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Angolan,0.5734001062986289
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Anyiwak,0.061268192269273054
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Apayao/Yapayao,0.3435096264569805
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Applai,0.3435096264569805
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,"Arab, nec (incl. Baggara, Bedouin, Yemeni)",0.5734001062986289
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,"Arab, nfd",0.5734001062986289
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Arborie,0.061268192269273054
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Argentinean,0.5734001062986289
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Argoba,0.061268192269273054
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Ari,0.061268192269273054
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Armenian,0.5734001062986289
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Aromanen-Manobo/Eromanen,0.3435096264569805
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Aromanen-Manobo/Eromanen-Manobo,0.3435096264569805
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Asian,150.4237157788056
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,"Asian, so described",0.5734001062986289
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Asians,8.393690855016612
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Assyrian/ Chaldean,0.5734001062986289
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Ata,0.3435096264569805
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Ati,0.3435096264569805
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Atta/Ata/Ati,0.3435096264569805
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Australian,0.9169097327556095
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Australian Aboriginal,0.5734001062986289
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Australian South Sea Islander,0.5734001062986289
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,"Australian peoples, nfd",0.5734001062986289
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Austrian,0.5734001062986289
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Ayangan,0.3435096264569805
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Azeris,0.5734001062986289
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Bacha,0.061268192269273054
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Badjao,0.3435096264569805
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,"Badjao, Sama Dilaut            ",0.3435096264569805
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Bago,0.3435096264569805
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Bagobo,0.3435096264569805
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Bagobo Klata,0.3435096264569805
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Bagobo Tagabawa,0.3435096264569805
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Bagobo/Guinga,0.3435096264569805
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Bahraini,0.5734001062986289
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Bai,67.00864054038294
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Bajaus,0.3435096264569805
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Balangao/Baliwon,0.3435096264569805
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Balinese,0.5734001062986289
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Baliwon-Gaddang,0.3435096264569805
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Bana,0.012600490670154469
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Bangladeshi,42.42374578216702
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Bantoanon,0.3435096264569805
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Banwaon,0.3435096264569805
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Barbadian,0.5734001062986289
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Bari,0.5734001062986289
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Basketo,0.061268192269273054
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Basque,0.5734001062986289
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Batak/Binatak,0.3435096264569805
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Batangan,0.3435096264569805
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Batswana,0.5734001062986289
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Belarus,0.5734001062986289
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Belgian,0.5734001062986289
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Bena,0.061268192269273054
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Bench,0.061268192269273054
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Bengali,0.5734001062986289
IDN,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,Other,Berber,0.5734001062986289
