iso3_dest,iso3_orig,origin_ethnic_group,dest_ethnic_bucket
MYS,VNM,Lu,Non-Malaysian citizens
MYS,VNM,Ma,Non-Malaysian citizens
MYS,VNM,Mang,Non-Malaysian citizens
MYS,VNM,Mnong,Non-Malaysian citizens
MYS,VNM,Muong,Non-Malaysian citizens
MYS,VNM,Ngai,Non-Malaysian citizens
MYS,VNM,Not Stated,Non-Malaysian citizens
MYS,VNM,Nung,Non-Malaysian citizens
MYS,VNM,O Du,Non-Malaysian citizens
MYS,VNM,Pa Then,Non-Malaysian citizens
MYS,VNM,Phu La,Non-Malaysian citizens
MYS,VNM,Pu Peo,Non-Malaysian citizens
MYS,VNM,Raglai,Non-Malaysian citizens
MYS,VNM,Romam,Non-Malaysian citizens
MYS,VNM,San Chay,Non-Malaysian citizens
MYS,VNM,San Diu,Non-Malaysian citizens
MYS,VNM,Si La,Non-Malaysian citizens
MYS,VNM,Taoi,Non-Malaysian citizens
MYS,VNM,Tay,Non-Malaysian citizens
MYS,VNM,Thai,Non-Malaysian citizens
MYS,VNM,Tho,Non-Malaysian citizens
MYS,VNM,Xinh mun,Non-Malaysian citizens
MYS,VNM,Xodan,Non-Malaysian citizens
MYS,VNM,Xtieng,Non-Malaysian citizens
MYS,YEM,,Non-Malaysian citizens
USA,AFG,,Some other race
USA,ARG,African,Black or African American
USA,ARG,Indigenous,Some other race
USA,ARG,Not Stated,Some other race
USA,BGD,Bagdi,Asian
USA,BGD,Banai,Asian
USA,BGD,Barman,Asian
USA,BGD,Bedia,Asian
USA,BGD,Bhuimali,Asian
USA,BGD,Bhumij,Asian
USA,BGD,Bom,Asian
USA,BGD,Boraik/Baraik,Asian
USA,BGD,Chak,Asian
USA,BGD,Chakma,Asian
USA,BGD,Dalu,Asian
USA,BGD,Garo,Asian
USA,BGD,Gonju,Asian
USA,BGD,Gorait,Asian
USA,BGD,Gurkha,Asian
USA,BGD,Hajong,Asian
USA,BGD,Ho,Asian
USA,BGD,Hudi,Asian
USA,BGD,Kharia/Khadria,Asian
USA,BGD,Kharoar/Kheroar,Asian
USA,BGD,Khasia/Khasi,Asian
USA,BGD,Khiang,Asian
USA,BGD,Khumi,Asian
USA,BGD,Koch,Asian
USA,BGD,Kol,Asian
USA,BGD,Kondo,Asian
USA,BGD,Kora,Asian
USA,BGD,Lohar,Asian
USA,BGD,Lusai,Asian
USA,BGD,Mahali,Asian
USA,BGD,Mahato/Kurmi Mahato/Bedia Mahato,Asian
USA,BGD,Malo/Ghasimalo,Asian
USA,BGD,Marma,Asian
USA,BGD,Monipuri,Asian
USA,BGD,Mro,Asian
USA,BGD,Munda,Asian
USA,BGD,Mushor,Asian
USA,BGD,Oraon,Asian
USA,BGD,Other,Asian
USA,BGD,Pahari/Malpahari,Asian
USA,BGD,Pankhoa/Pankho,Asian
USA,BGD,Patro,Asian
USA,BGD,Rajoar,Asian
USA,BGD,Rakhain,Asian
USA,BGD,Saontal,Asian
USA,BGD,Shobor,Asian
USA,BGD,Teli,Asian
USA,BGD,Tonchonga,Asian
USA,BGD,Tripura,Asian
USA,BGD,Turi,Asian
USA,BGD,Vil,Asian
USA,BRA,Asians,Asian
USA,BRA,Black,Black or African American
USA,BRA,Indigenous,Some other race
USA,BRA,Mulatto,Some other race
USA,BRA,Unknown,Some other race
USA,BRA,White,White
USA,CAN,Aboriginal,Some other race
USA,CAN,Acadian,Some other race
USA,CAN,Afgan,Some other race
USA,CAN,African,Black or African American
USA,CAN,Akan,Some other race
USA,CAN,Albanian,Some other race
USA,CAN,Algerian,Some other race
USA,CAN,American,Some other race
USA,CAN,Angolan,Some other race
USA,CAN,Antiguan,Some other race
USA,CAN,Arab,Some other race
USA,CAN,Argentinean,Some other race
USA,CAN,Armenian,Some other race
USA,CAN,Ashanti,Some other race
USA,CAN,Asiatic,Some other race
USA,CAN,Assyrian,Some other race
USA,CAN,Australian,Some other race
USA,CAN,Austrian,Some other race
USA,CAN,Azerbaijani,Some other race
USA,CAN,Bahamian,Some other race
USA,CAN,Bangladeshi,Asian
USA,CAN,Barbadian,Some other race
USA,CAN,Basque,Some other race
USA,CAN,Belgian,Some other race
USA,CAN,Belizian,Some other race
USA,CAN,Bengali,Some other race
USA,CAN,Berber,Some other race
USA,CAN,Bermudian,Some other race
USA,CAN,Black,Black or African American
USA,CAN,Bolivian,Some other race
USA,CAN,Bosnian,Some other race
USA,CAN,Brazil,Some other race
USA,CAN,British,Some other race
USA,CAN,British and Canadian,Some other race
USA,CAN,British and French,Some other race
USA,CAN,British and others,Some other race
USA,CAN,Bulgarian,Some other race
USA,CAN,Burmese,Asian
USA,CAN,Burundian,Black or African
USA,CAN,Byelorussian,Some other race
USA,CAN,Cambodian,Asian
USA,CAN,Cameroonian,Black or African
USA,CAN,Canadian,Some other race
USA,CAN,Carib,Some other race
USA,CAN,Caribbean,Some other race
USA,CAN,Central/South American Indian,American Indian and Alaska native
USA,CAN,Chilean,Some other race
USA,CAN,Chinese,Asian
USA,CAN,Colombian,Some other race
USA,CAN,"Congolese, nos",Black or African
USA,CAN,Costa Rican,Some other race
USA,CAN,Croatian,Some other race
USA,CAN,Cubans,Some other race
USA,CAN,Cypriot,Some other race
USA,CAN,Czech,Some other race
USA,CAN,Czech and Slovak,Some other race
USA,CAN,Czechoslovakian,Some other race
USA,CAN,Danish,Some other race
USA,CAN,Dominican,Some other race
USA,CAN,Dutch,Some other race
USA,CAN,East African,Black or African American
USA,CAN,East Indian,Some other race
USA,CAN,Ecuadorian,Some other race
USA,CAN,Egyptian,Some other race
USA,CAN,English,Some other race
USA,CAN,Eritrean,Some other race
USA,CAN,Estonian,Some other race
USA,CAN,Ethiopian,Black or African
USA,CAN,Fijian,Some other race
USA,CAN,Filipino,Asian
USA,CAN,Finnish,Some other race
USA,CAN,Flemish,Some other race
USA,CAN,French,Some other race
USA,CAN,Frisian,Some other race
USA,CAN,Georgian,Some other race
USA,CAN,German,Some other race
USA,CAN,Ghanaian,Black or African
USA,CAN,Goan,Some other race
USA,CAN,Greek,Some other race
USA,CAN,Grenadian,Some other race
USA,CAN,Guatemalan,Some other race
USA,CAN,Guinean,Some other race
USA,CAN,Gujarati,Some other race
USA,CAN,Guyanese,Some other race
USA,CAN,Haitian,Some other race
USA,CAN,Hawaiian,Native Hawaiian and other Pacific Islander
USA,CAN,Hispanic,Some other race
USA,CAN,Hmong,Some other race
USA,CAN,Honduran,Some other race
USA,CAN,Hungarian,Some other race
USA,CAN,Ibo,Some other race
USA,CAN,Icelandic,Some other race
USA,CAN,Indonesian,Asian
USA,CAN,Inuit,Some other race
USA,CAN,Iranian,Some other race
USA,CAN,Iraqi,Some other race
USA,CAN,Irish,Some other race
USA,CAN,Israelis,Some other race
USA,CAN,Italian,Some other race
USA,CAN,Ivoirean,Some other race
USA,CAN,Jamaican,Some other race
USA,CAN,Japanese,Asian
USA,CAN,Jewish,Some other race
USA,CAN,Jordanian,Some other race
USA,CAN,Kashmiri,Some other race
USA,CAN,Kenyan,Black or African
USA,CAN,Khmer,Some other race
USA,CAN,Kittitian/Nevisian,Some other race
USA,CAN,Korean,Asian
USA,CAN,Kosovar,Some other race
USA,CAN,Kurd,Some other race
USA,CAN,Kuwaiti,Some other race
USA,CAN,Laotian,Asian
USA,CAN,Latin/Central/South American,Some other race
USA,CAN,Latvian,Some other race
USA,CAN,Lebanese,Some other race
USA,CAN,Libyan,Some other race
USA,CAN,Lithuanian,Some other race
USA,CAN,Luxembourg,Some other race
USA,CAN,Macedonian,Some other race
USA,CAN,Malagas,Some other race
USA,CAN,Malay,Some other race
USA,CAN,Malian,Some other race
USA,CAN,Maltese,Some other race
USA,CAN,Maori,Some other race
USA,CAN,Martinique,Some other race
USA,CAN,Mauritian,Some other race
USA,CAN,Maya,Some other race
USA,CAN,Mexican,Some other race
USA,CAN,Mongol,Some other race
USA,CAN,Montenegrian,Some other race
USA,CAN,Moroccan,Some other race
USA,CAN,Métis,Some other race
USA,CAN,Nepalese,Some other race
USA,CAN,New Zealand,Some other race
USA,CAN,Newfoundlander,Some other race
USA,CAN,Nicaraguan,Some other race
USA,CAN,Nigerian,Black or African
USA,CAN,North American Indian,American Indian and Alaska native
USA,CAN,Norwegian,Some other race
USA,CAN,Oromo,Some other race
USA,CAN,Other,Some other race
USA,CAN,Other African,Black or African American
USA,CAN,Other Arab,Some other race
USA,CAN,Other Asiatic,Some other race
USA,CAN,Other British,Some other race
USA,CAN,Other Caribbean,Some other race
USA,CAN,Other East/Southeast Asian,Asian
USA,CAN,Other European,White
USA,CAN,Other Maghrebi,Some other race
USA,CAN,Other Pacific Islander,Native Hawaiian and other Pacific Islander
USA,CAN,Other Scandinavian,Some other race
USA,CAN,Other South Asian,Asian
USA,CAN,Pacific Islander,Native Hawaiian and other Pacific Islander
USA,CAN,Pakistani,Asian
USA,CAN,Palestinian,Some other race
USA,CAN,Panamanian,Some other race
USA,CAN,Paraguayan,Some other race
USA,CAN,Pashtun,Some other race
USA,CAN,Peruvian,Some other race
USA,CAN,Polish,Some other race
USA,CAN,Polynesian,Some other race
USA,CAN,Portuguese,Some other race
USA,CAN,Puerto Rican,Some other race
USA,CAN,Punjabi,Some other race
USA,CAN,Québécois,Some other race
USA,CAN,Romani (Gypsy),Some other race
USA,CAN,Romanian,Some other race
USA,CAN,Russian,Some other race
USA,CAN,Rwandan,Black or African
USA,CAN,Saint Lucia,Some other race
USA,CAN,Salvadoran,Some other race
USA,CAN,Saudi Arabian,Some other race
USA,CAN,Scottish,Some other race
USA,CAN,Senegalese,Black or African
USA,CAN,Serbian,Some other race
USA,CAN,Seychellois,Some other race
USA,CAN,Sicilian,Some other race
USA,CAN,Sierra Leonean,Black or African
USA,CAN,Sinhalese,Some other race
USA,CAN,Slav (European),White
USA,CAN,Slovak,Some other race
USA,CAN,Slovenian,Some other race
USA,CAN,Somalie,Black or African
USA,CAN,South African,Black or African American
USA,CAN,Spanish,Some other race
USA,CAN,Sri Lankan,Asian
USA,CAN,Sudanese,Black or African
USA,CAN,Swedish,Some other race
USA,CAN,Swiss,Some other race
USA,CAN,Syrian,Some other race
USA,CAN,Taiwanese,Some other race
USA,CAN,Tamil,Some other race
USA,CAN,Tanzanian,Black or African
USA,CAN,Tatar,Some other race
USA,CAN,Thai,Asian
USA,CAN,Tibetan,Some other race
USA,CAN,Togolese,Some other race
USA,CAN,Trinidad and Tobago,Some other race
USA,CAN,Tunisian,Some other race
USA,CAN,Turkish,Some other race
USA,CAN,Turks,Some other race
USA,CAN,Ugandan,Black or African
USA,CAN,Ukrainian,Some other race
USA,CAN,Unknown,Some other race
USA,CAN,Uruguayan,Some other race
USA,CAN,Venezuelan,Some other race
USA,CAN,Vietnamese,Asian
USA,CAN,Vincentian/Grenadinian,Some other race
USA,CAN,Welsh,Some other race
USA,CAN,Welsh-Gallois,Some other race
USA,CAN,West Asian,Asian
USA,CAN,West Indian,Some other race
USA,CAN,Yemeni,Some other race
USA,CAN,Yoruba,Some other race
USA,CAN,Yugoslav,Some other race
USA,CAN,Zairian,Some other race
USA,CAN,Zimbabwean,Black or African
USA,CHN,Achang,Asian
USA,CHN,Bai,Asian
USA,CHN,Blang,Asian
USA,CHN,Bonan,Asian
USA,CHN,Bouyei,Asian
USA,CHN,Dai,Asian
USA,CHN,Daur,Asian
USA,CHN,Deang,Asian
USA,CHN,Dong,Asian
USA,CHN,Dongxiang,Asian
USA,CHN,Drung,Asian
USA,CHN,Ewenki,Asian
USA,CHN,Foreigners,Asian
USA,CHN,Gaoshan,Asian
USA,CHN,Gelao,Asian
USA,CHN,Han,Asian
USA,CHN,Hani,Asian
USA,CHN,Hezhen,Asian
USA,CHN,Hui,Asian
USA,CHN,Jing,Asian
USA,CHN,Jingpo,Asian
USA,CHN,Jino,Asian
USA,CHN,Kazak,Asian
USA,CHN,Korean,Asian
USA,CHN,Kyrgyz,Asian
USA,CHN,Lahu,Asian
USA,CHN,Lhoba,Asian
USA,CHN,Li,Asian
USA,CHN,Lisu,Asian
USA,CHN,Manchu,Asian
USA,CHN,Maonan,Asian
USA,CHN,Miao,Asian
USA,CHN,Monba,Asian
USA,CHN,Mongol,Asian
USA,CHN,Mulam,Asian
USA,CHN,Naxi,Asian
USA,CHN,Nu,Asian
USA,CHN,Orogen,Asian
USA,CHN,Other,Asian
USA,CHN,Pumi,Asian
USA,CHN,Qiang,Asian
USA,CHN,Russian,Asian
USA,CHN,Salar,Asian
USA,CHN,She,Asian
USA,CHN,Shui,Asian
USA,CHN,Tajik,Asian
USA,CHN,Tatar,Asian
USA,CHN,Tibetan,Asian
USA,CHN,Tu,Asian
USA,CHN,Tujia,Asian
USA,CHN,Unknown,Asian
USA,CHN,Uyghur,Asian
USA,CHN,Uzbek,Asian
USA,CHN,Va,Asian
USA,CHN,Xibe,Asian
USA,CHN,Yao,Asian
USA,CHN,Yi,Asian
USA,CHN,Yugur,Asian
USA,CHN,Zhuang,Asian
USA,COL,Indigenous,Some other race
USA,COL,"Negro, mulato, afrocolombiano",Some other race
USA,COL,Other,Some other race
USA,COL,Palenquero,Some other race
USA,COL,Raizal de San Andrés y Providencia,Some other race
USA,COL,Rom,Some other race
USA,COL,Unknown,Some other race
USA,CUB,Black,Black or African American
USA,CUB,Mulatto,Some other race
USA,CUB,White,White
USA,DEU,,Some other race
USA,DOM,,Some other race
USA,ECU,African,Black or African American
USA,ECU,Indigenous,Some other race
USA,ECU,Mestizo,Some other race
USA,ECU,Montubio,Some other race
USA,ECU,Other,Some other race
USA,ECU,White,White
USA,EGY,Egyptian,Black or African American
USA,EGY,Foreigners,Black or African American
USA,ESP,,Some other race
USA,ETH,Affar,Black or African American
USA,ETH,Agew/Awingi,Black or African American
USA,ETH,Agew/Kamyr,Black or African American
USA,ETH,Alaba,Black or African American
USA,ETH,Amhara,Black or African American
USA,ETH,Anyiwak,Black or African American
USA,ETH,Arborie,Black or African American
USA,ETH,Argoba,Black or African American
USA,ETH,Ari,Black or African American
USA,ETH,Bacha,Black or African American
USA,ETH,Basketo,Black or African American
USA,ETH,Bena,Black or African American
USA,ETH,Bench,Black or African American
USA,ETH,Berta,Black or African American
USA,ETH,Bodi,Black or African American
USA,ETH,Brayle,Black or African American
USA,ETH,Burji,Black or African American
USA,ETH,Chara,Black or African American
USA,ETH,Dasenech,Black or African American
USA,ETH,Dawro,Black or African American
USA,ETH,Debase/Gewada,Black or African American
USA,ETH,Derashe,Black or African American
USA,ETH,Dime,Black or African American
USA,ETH,Dizi,Black or African American
USA,ETH,Djebutians,Black or African American
USA,ETH,Donga,Black or African American
USA,ETH,Eritrean,Black or African American
USA,ETH,Fedashe,Black or African American
USA,ETH,Gamo,Black or African American
USA,ETH,Gebato,Black or African American
USA,ETH,Gedeo,Black or African American
USA,ETH,Gedicho,Black or African American
USA,ETH,Gidole,Black or African American
USA,ETH,Goffa,Black or African American
USA,ETH,Guagu,Black or African American
USA,ETH,Gumuz,Black or African American
USA,ETH,Guragie,Black or African American
USA,ETH,Hadiya,Black or African American
USA,ETH,Hamer,Black or African American
USA,ETH,Hareri,Black or African American
USA,ETH,Irob,Black or African American
USA,ETH,Karo,Black or African American
USA,ETH,Kefficho,Black or African American
USA,ETH,Kembata,Black or African American
USA,ETH,Kenyan,Black or African American
USA,ETH,Koma,Black or African American
USA,ETH,Konso,Black or African American
USA,ETH,Konta,Black or African American
USA,ETH,Kore,Black or African American
USA,ETH,Koyego,Black or African American
USA,ETH,Kunama,Black or African American
USA,ETH,Kusumie,Black or African American
USA,ETH,Malie,Black or African American
USA,ETH,Mao,Black or African American
USA,ETH,Mareko,Black or African American
USA,ETH,Mashola,Black or African American
USA,ETH,Me'enite,Black or African American
USA,ETH,Mejenger,Black or African American
USA,ETH,Mere,Black or African American
USA,ETH,Messengo,Black or African American
USA,ETH,Mixed,Two or more races
USA,ETH,Mossiya,Black or African American
USA,ETH,Murle,Black or African American
USA,ETH,Mursi,Black or African American
USA,ETH,Nao,Black or African American
USA,ETH,Nuwer,Black or African American
USA,ETH,Nyanegatome,Black or African American
USA,ETH,Oida,Black or African American
USA,ETH,Oromo,Black or African American
USA,ETH,Other,Black or African American
USA,ETH,Other Ethiopian national groups,Black or African American
USA,ETH,Qebena,Black or African American
USA,ETH,Qechem,Black or African American
USA,ETH,Qewama,Black or African American
USA,ETH,She,Black or African American
USA,ETH,Shekecho,Black or African American
USA,ETH,Sheko,Black or African American
USA,ETH,Shinasha,Black or African American
USA,ETH,Sidama,Black or African American
USA,ETH,Silte,Black or African American
USA,ETH,Somali an,Black or African American
USA,ETH,Somalie,Black or African American
USA,ETH,Sudanese,Black or African American
USA,ETH,Surma,Black or African American
USA,ETH,Tembaro,Black or African American
USA,ETH,Tigray,Black or African American
USA,ETH,Tsemay,Black or African American
USA,ETH,Upo,Black or African American
USA,ETH,Welaita,Black or African American
USA,ETH,Werji,Black or African American
USA,ETH,Yem,Black or African American
USA,ETH,Zelmam,Black or African American
USA,ETH,Zeyese,Black or African American
USA,FRA,,Some other race
USA,GBR,Asians,Asian
USA,GBR,Bangladeshi,Asian
USA,GBR,Black,Black or African American
USA,GBR,Black Caribbean,Black or African American
USA,GBR,Black Other,Black or African American
USA,GBR,Chinese,Asian
USA,GBR,Indian,Asian
USA,GBR,Other,White
USA,GBR,Pakistani,Asian
USA,GBR,White,White
USA,GHA,Akan,Black or African American
USA,GHA,Ewe,Black or African American
USA,GHA,Ga-Dangme,Black or African American
USA,GHA,Grusi,Black or African American
USA,GHA,Guan,Black or African American
USA,GHA,Gurma,Black or African American
USA,GHA,Mande-Busanga,Black or African American
USA,GHA,Mole-Dagbon,Black or African American
USA,GHA,Other,Black or African American
USA,GRC,,Some other race
USA,GTM,,Some other race
USA,GUY,,Some other race
USA,HKG,British,Asian
USA,HKG,Chinese,Asian
USA,HKG,Filipino,Asian
USA,HKG,Indian,Asian
USA,HKG,Indonesian,Asian
USA,HKG,Japanese,Asian
USA,HKG,Nepalese,Asian
USA,HKG,Other,Asian
USA,HKG,Pakistani,Asian
USA,HKG,Thai,Asian
USA,HKG,United States,Asian
USA,HND,,Some other race
USA,HTI,,Some other race
USA,IND,,Some other race
USA,IRL,Black African,Black or African American
USA,IRL,Black Other,Black or African American
USA,IRL,Chinese,Asian
USA,IRL,Irish,White
USA,IRL,Irish traveller,White
USA,IRL,Mixed,Two or more races
USA,IRL,Not Stated,White
USA,IRL,Other Asian,Asian
USA,IRL,White non-Irish,White
USA,IRN,Afgan,Some other race
USA,IRN,Iranian,Some other race
USA,IRN,Iraqi,Some other race
USA,IRN,Not Stated,Some other race
USA,IRN,Other,Some other race
USA,IRN,Pakistani,Asian
USA,IRN,Turkish,Some other race
USA,IRQ,,Some other race
USA,ISR,,Some other race
USA,ITA,,Some other race
USA,JAM,Black,Black or African American
USA,JAM,Chinese,Asian
USA,JAM,East Indian,Some other race
USA,JAM,Mixed,Two or more races
USA,JAM,Other,Some other race
USA,JAM,Unknown,Some other race
USA,JAM,White,White
USA,JPN,,Some other race
USA,KEN,African,Black or African American
USA,KEN,American,Black or African American
USA,KEN,Asians,Asian
USA,KEN,Australian,Black or African American
USA,KEN,Basuba,Black or African American
USA,KEN,Borana,Black or African American
USA,KEN,Burji,Black or African American
USA,KEN,Caribbean,Black or African American
USA,KEN,Dasenach,Black or African American
USA,KEN,Embu,Black or African American
USA,KEN,European,White
USA,KEN,Gabbra,Black or African American
USA,KEN,Galjeel,Black or African American
USA,KEN,Galla,Black or African American
USA,KEN,Gosha,Black or African American
USA,KEN,Ilchamus,Black or African American
USA,KEN,Isaak,Black or African American
USA,KEN,Kalenjin,Black or African American
USA,KEN,Kamba,Black or African American
USA,KEN,Kenyan,Black or African American
USA,KEN,Kenyan Americans,Black or African American
USA,KEN,Kenyan Arab,Black or African American
USA,KEN,Kenyan Asian,Asian
USA,KEN,Kenyan European,White
USA,KEN,Kenyan Somali,Black or African American
USA,KEN,Kikuyu,Black or African American
USA,KEN,Kisii,Black or African American
USA,KEN,Konso,Black or African American
USA,KEN,Kuria,Black or African American
USA,KEN,Leysan,Black or African American
USA,KEN,Luhya,Black or African American
USA,KEN,Luo,Black or African American
USA,KEN,Masai,Black or African American
USA,KEN,Mbere,Black or African American
USA,KEN,Meru,Black or African American
USA,KEN,Mijikenda,Black or African American
USA,KEN,Njemp,Black or African American
USA,KEN,Nubi,Black or African American
USA,KEN,Orma,Black or African American
USA,KEN,Rendile,Black or African American
USA,KEN,Sakuye,Black or African American
USA,KEN,Samburu,Black or African American
USA,KEN,Swahili/Shirazi,Black or African American
USA,KEN,Taita,Black or African American
USA,KEN,Taveta,Black or African American
USA,KEN,Teso,Black or African American
USA,KEN,Tharaka,Black or African American
USA,KEN,Turkana,Black or African American
USA,KEN,Waat,Black or African American
USA,KEN,Walwana,Black or African American
USA,KHM,,Some other race
USA,KOR,,Some other race
USA,LAO,Akha,Asian
USA,LAO,Alack,Asian
USA,LAO,Bid,Asian
USA,LAO,Brao,Asian
USA,LAO,Hanyi,Asian
USA,LAO,Harak,Asian
USA,LAO,Hayi,Asian
USA,LAO,Hmong,Asian
USA,LAO,Hor,Asian
USA,LAO,Iewmien,Asian
USA,LAO,Jeng,Asian
USA,LAO,Katang,Asian
USA,LAO,Katu,Asian
USA,LAO,Khir,Asian
USA,LAO,Khmu,Asian
USA,LAO,Kmer,Asian
USA,LAO,Kor,Asian
USA,LAO,Kree,Asian
USA,LAO,Kriang,Asian
USA,LAO,Kui,Asian
USA,LAO,Lahu,Asian
USA,LAO,Lamed,Asian
USA,LAO,Lao,Asian
USA,LAO,Lavae,Asian
USA,LAO,Laven,Asian
USA,LAO,Lavy,Asian
USA,LAO,Leu,Asian
USA,LAO,Lolo,Asian
USA,LAO,Makong,Asian
USA,LAO,Mone,Asian
USA,LAO,Moy,Asian
USA,LAO,Musir,Asian
USA,LAO,Ngae,Asian
USA,LAO,Nguane,Asian
USA,LAO,Nhahem,Asian
USA,LAO,Nhuane,Asian
USA,LAO,Not Stated,Asian
USA,LAO,Oedou,Asian
USA,LAO,Oey,Asian
USA,LAO,Other,Asian
USA,LAO,Pako,Asian
USA,LAO,Phong,Asian
USA,LAO,Phounoy,Asian
USA,LAO,Phutai,Asian
USA,LAO,Pray,Asian
USA,LAO,Sadang,Asian
USA,LAO,Samtao,Asian
USA,LAO,Sida,Asian
USA,LAO,Sila,Asian
USA,LAO,Singsily,Asian
USA,LAO,Talieng,Asian
USA,LAO,Taoey,Asian
USA,LAO,Thai,Asian
USA,LAO,Thaneua,Asian
USA,LAO,Thin,Asian
USA,LAO,Toum,Asian
USA,LAO,Tri,Asian
USA,LAO,Triang,Asian
USA,LAO,Unknown,Asian
USA,LAO,Xaek,Asian
USA,LAO,Xingmoon,Asian
USA,LAO,Xuay,Asian
USA,LAO,Yae,Asian
USA,LAO,Yang,Asian
USA,LAO,Yao,Asian
USA,LAO,Yrou,Asian
USA,LBN,,Some other race
USA,MEX,,Some other race
USA,MMR,,Some other race
USA,NGA,,Some other race
USA,NIC,,Some other race
USA,NPL,Aathpahariya,Asian
USA,NPL,Adibas/Janajati,Asian
USA,NPL,Amat,Asian
USA,NPL,Badhae,Asian
USA,NPL,Badi,Asian
USA,NPL,Bahing,Asian
USA,NPL,Bania,Asian
USA,NPL,Baniyan,Asian
USA,NPL,Bankariya,Asian
USA,NPL,Bantar,Asian
USA,NPL,Bantar/Sardar,Asian
USA,NPL,Bantawa,Asian
USA,NPL,Barae,Asian
USA,NPL,Beldar,Asian
USA,NPL,Bengali,Asian
USA,NPL,Bhediya/Gaderi,Asian
USA,NPL,Bhote,Asian
USA,NPL,Bhote Sherpa,Asian
USA,NPL,Bhumihar,Asian
USA,NPL,Bing/Binda,Asian
USA,NPL,Bishwokarma,Asian
USA,NPL,Bote,Asian
USA,NPL,Brahman (Terai),Asian
USA,NPL,Brahman (hill),Asian
USA,NPL,Brahmu/Baramu,Asian
USA,NPL,Buryat-Bouriates,Asian
USA,NPL,Byasi/Sauka,Asian
USA,NPL,Chai/Khulaut,Asian
USA,NPL,Chamar,Asian
USA,NPL,Chamar/Harijan/Ram,Asian
USA,NPL,Chamling,Asian
USA,NPL,Chepang,Asian
USA,NPL,Chepang/Praja,Asian
USA,NPL,Chhantel,Asian
USA,NPL,Chhantyal/Chhantel,Asian
USA,NPL,Chhetri,Asian
USA,NPL,Chidmiar,Asian
USA,NPL,Chumba/Nubri,Asian
USA,NPL,Churoute,Asian
USA,NPL,Dalit/Unidentified Dalit,Asian
USA,NPL,Damai,Asian
USA,NPL,Danuwar,Asian
USA,NPL,Darai,Asian
USA,NPL,Dev,Asian
USA,NPL,Dhagar/Jhagar,Asian
USA,NPL,Dhandi,Asian
USA,NPL,Dhankar/ Dharikar,Asian
USA,NPL,Dhanuk,Asian
USA,NPL,Dhimai,Asian
USA,NPL,Dhobi,Asian
USA,NPL,Dhunia,Asian
USA,NPL,Dhusadh,Asian
USA,NPL,Dolpo,Asian
USA,NPL,Dom,Asian
USA,NPL,Done,Asian
USA,NPL,Dura,Asian
USA,NPL,Gaine,Asian
USA,NPL,Gangain,Asian
USA,NPL,Ghale,Asian
USA,NPL,Ghart/bhujel,Asian
USA,NPL,Gharti/Bhujel,Asian
USA,NPL,Gondh/Gond,Asian
USA,NPL,Gurung,Asian
USA,NPL,Hajam/Thakur,Asian
USA,NPL,Halkhor,Asian
USA,NPL,Haluwai,Asian
USA,NPL,Hayu,Asian
USA,NPL,Hyolmo/Yholmopa,Asian
USA,NPL,Jaine,Asian
USA,NPL,Jirel,Asian
USA,NPL,Kahar,Asian
USA,NPL,Kalar,Asian
USA,NPL,Kalwar,Asian
USA,NPL,Kamar,Asian
USA,NPL,Kami,Asian
USA,NPL,Kanu,Asian
USA,NPL,Karmarong,Asian
USA,NPL,Kathabaniyan,Asian
USA,NPL,Kayastha,Asian
USA,NPL,Kewarat,Asian
USA,NPL,Kewat,Asian
USA,NPL,Khaling,Asian
USA,NPL,Khatik,Asian
USA,NPL,Khatway,Asian
USA,NPL,Khatwe,Asian
USA,NPL,Khawas,Asian
USA,NPL,Kisan,Asian
USA,NPL,Koche,Asian
USA,NPL,Koiri,Asian
USA,NPL,Koiri/Kushwaha,Asian
USA,NPL,Kshetri,Asian
USA,NPL,Kulung,Asian
USA,NPL,Kumal,Asian
USA,NPL,Kumhar,Asian
USA,NPL,Kurmi,Asian
USA,NPL,Kusunda,Asian
USA,NPL,Lepcha,Asian
USA,NPL,Lhomi,Asian
USA,NPL,Lhopa,Asian
USA,NPL,Limbu,Asian
USA,NPL,Lodha,Asian
USA,NPL,Lohar,Asian
USA,NPL,Loharung,Asian
USA,NPL,Magar,Asian
USA,NPL,Majhi,Asian
USA,NPL,Mali,Asian
USA,NPL,Mallah,Asian
USA,NPL,Marwadi,Asian
USA,NPL,Meche,Asian
USA,NPL,Mewahang,Asian
USA,NPL,Mijar,Asian
USA,NPL,Moslem,Asian
USA,NPL,Mugal/Mugum,Asian
USA,NPL,Munda,Asian
USA,NPL,Musahar,Asian
USA,NPL,Musalman,Asian
USA,NPL,Nachhiring,Asian
USA,NPL,Natuwa,Asian
USA,NPL,Newari,Asian
USA,NPL,Nunia,Asian
USA,NPL,Nurang,Asian
USA,NPL,Oraon/Kudukh,Asian
USA,NPL,Other,Asian
USA,NPL,Pahari,Asian
USA,NPL,Pariyar,Asian
USA,NPL,Patharkata/Kuswadiya,Asian
USA,NPL,Patharkatt/ Kushwadiya,Asian
USA,NPL,Phree,Asian
USA,NPL,Pun,Asian
USA,NPL,Rai,Asian
USA,NPL,Raikirati,Asian
USA,NPL,Rajbansi,Asian
USA,NPL,Rajbhar,Asian
USA,NPL,Rajdhob,Asian
USA,NPL,Raji,Asian
USA,NPL,Rajput,Asian
