iso3_dest,iso3_orig,origin_ethnic_group,dest_ethnic_bucket
USA,NPL,Ranatharu,Asian
USA,NPL,Rauniyar,Asian
USA,NPL,Raute,Asian
USA,NPL,Sampang,Asian
USA,NPL,Santha/satar,Asian
USA,NPL,Sanyasi,Asian
USA,NPL,Sarbaria,Asian
USA,NPL,Sarki,Asian
USA,NPL,Sherpa,Asian
USA,NPL,Sikh,Asian
USA,NPL,Sonar,Asian
USA,NPL,Sudhi,Asian
USA,NPL,Sundi,Asian
USA,NPL,Sunuwari,Asian
USA,NPL,Surel,Asian
USA,NPL,Tajpuriya,Asian
USA,NPL,Tamang,Asian
USA,NPL,Tatma,Asian
USA,NPL,Teli,Asian
USA,NPL,Thakali,Asian
USA,NPL,Thakkuri,Asian
USA,NPL,Thami,Asian
USA,NPL,Tharu,Asian
USA,NPL,Thulung,Asian
USA,NPL,Topkegola,Asian
USA,NPL,Unknown,Asian
USA,NPL,Walung,Asian
USA,NPL,Yadav,Asian
USA,NPL,Yakkha,Asian
USA,NPL,Yamphu,Asian
USA,NPL,Yehlmo,Asian
USA,PAK,,Some other race
USA,PAN,,Some other race
USA,PER,Aymara,Some other race
USA,PER,"Black, Brown, Zambo, Mulato, Afro-Peruvian or Afro-descendants",Black or African American
USA,PER,Mestizo,Some other race
USA,PER,Native or Indigenous Amazonians,Some other race
USA,PER,Nikkei (Japanese descendants),Asian
USA,PER,Other,Some other race
USA,PER,Other Indigenous,Some other race
USA,PER,Quechua,Some other race
USA,PER,Tusán (Chinese descendants),Asian
USA,PER,Unknown,Some other race
USA,PER,White,White
USA,PHL,Abelling,Asian
USA,PHL,Abiyan,Asian
USA,PHL,Aburlin,Asian
USA,PHL,Aeta,Asian
USA,PHL,Aeta/Ayta,Asian
USA,PHL,Aeta/Ayta-Sambal,Asian
USA,PHL,Afgan,Asian
USA,PHL,Aggay,Asian
USA,PHL,Agta,Asian
USA,PHL,Agutaynon,Asian
USA,PHL,Akeanon/Aklanon,Asian
USA,PHL,Alangan,Asian
USA,PHL,Alta,Asian
USA,PHL,American,Asian
USA,PHL,Apayao/Yapayao,Asian
USA,PHL,Applai,Asian
USA,PHL,Aromanen-Manobo/Eromanen,Asian
USA,PHL,Aromanen-Manobo/Eromanen-Manobo,Asian
USA,PHL,Ata,Asian
USA,PHL,Ati,Asian
USA,PHL,Atta/Ata/Ati,Asian
USA,PHL,Australian,Asian
USA,PHL,Ayangan,Asian
USA,PHL,Badjao,Asian
USA,PHL,"Badjao, Sama Dilaut            ",Asian
USA,PHL,Bago,Asian
USA,PHL,Bagobo,Asian
USA,PHL,Bagobo Klata,Asian
USA,PHL,Bagobo Tagabawa,Asian
USA,PHL,Bagobo/Guinga,Asian
USA,PHL,Bajaus,Asian
USA,PHL,Balangao/Baliwon,Asian
USA,PHL,Baliwon-Gaddang,Asian
USA,PHL,Bantoanon,Asian
USA,PHL,Banwaon,Asian
USA,PHL,Batak/Binatak,Asian
USA,PHL,Batangan,Asian
USA,PHL,Bikol/Bicol,Asian
USA,PHL,Bilaan/B'laan,Asian
USA,PHL,Binukid/Bukidnon,Asian
USA,PHL,Bisaya/Binisaya,Asian
USA,PHL,Boholano,Asian
USA,PHL,Bolinao,Asian
USA,PHL,Bontok/Binontok,Asian
USA,PHL,British,Asian
USA,PHL,Bugkalot,Asian
USA,PHL,Buhid,Asian
USA,PHL,Bukidnon-Akeanon,Asian
USA,PHL,Bukidnon-Iraynon,Asian
USA,PHL,Butuanon,Asian
USA,PHL,Cagayanen,Asian
USA,PHL,Calinga,Asian
USA,PHL,Canadian,Asian
USA,PHL,Capizeño,Asian
USA,PHL,Caviteño,Asian
USA,PHL,Caviteño-Chavacano,Asian
USA,PHL,Cebuano,Asian
USA,PHL,Chinese,Asian
USA,PHL,Cimaron,Asian
USA,PHL,Cotabateño,Asian
USA,PHL,Cotabateño-Chavacano,Asian
USA,PHL,Cuyunon/Cuyunan,Asian
USA,PHL,Davao-Chavacano,Asian
USA,PHL,Davaweño,Asian
USA,PHL,Diangan,Asian
USA,PHL,Dibabawon,Asian
USA,PHL,Dumagat (Umiray),Asian
USA,PHL,Dumagat-Remontado,Asian
USA,PHL,Eskaya,Asian
USA,PHL,French,Asian
USA,PHL,Gaddang,Asian
USA,PHL,German,Asian
USA,PHL,Gubatnon,Asian
USA,PHL,Guiangan,Asian
USA,PHL,Hamtikanon,Asian
USA,PHL,Hanunuo,Asian
USA,PHL,Higaonon,Asian
USA,PHL,Higaonon-Tagoloanon,Asian
USA,PHL,"Hiligaynon, ilonggo               ",Asian
USA,PHL,Ibaloi/Inibaloi,Asian
USA,PHL,Ibanag,Asian
USA,PHL,Ibatan,Asian
USA,PHL,Ibontoc,Asian
USA,PHL,Ibukid,Asian
USA,PHL,Ifugao,Asian
USA,PHL,Ikalahan/Kalanguya,Asian
USA,PHL,Ilanun,Asian
USA,PHL,Illaud,Asian
USA,PHL,Ilocano,Asian
USA,PHL,Ilongot,Asian
USA,PHL,Imalawa,Asian
USA,PHL,Indian (indigenous),Asian
USA,PHL,Indonesian,Asian
USA,PHL,Iranon,Asian
USA,PHL,Iraya,Asian
USA,PHL,Isamal Kanlaw,Asian
USA,PHL,Isarog,Asian
USA,PHL,Isinay,Asian
USA,PHL,Isnag,Asian
USA,PHL,Isneg,Asian
USA,PHL,Italian,Asian
USA,PHL,Itawis,Asian
USA,PHL,Itawit,Asian
USA,PHL,Itneg,Asian
USA,PHL,Itneg/Tinguian,Asian
USA,PHL,Itneg/Tinguian-Adasen,Asian
USA,PHL,Itneg/Tinguian-Inlaud,Asian
USA,PHL,Itneg/Tinguian-Maeng,Asian
USA,PHL,Itneg/Tinguian-Masadiit,Asian
USA,PHL,Ivatan/Itbayat,Asian
USA,PHL,Iwak/owak,Asian
USA,PHL,Iyapplai,Asian
USA,PHL,Iyiwaks,Asian
USA,PHL,Japanese,Asian
USA,PHL,Jawa Mapun,Asian
USA,PHL,Kaagan,Asian
USA,PHL,Kabayukan,Asian
USA,PHL,Kabihug,Asian
USA,PHL,Kagayanen,Asian
USA,PHL,Kailawan/Kaylawan,Asian
USA,PHL,Kalagan,Asian
USA,PHL,Kalamianen,Asian
USA,PHL,Kalinga,Asian
USA,PHL,Kalinga-Lubuagan,Asian
USA,PHL,Kalinga-Pinukpuk,Asian
USA,PHL,Kamayo,Asian
USA,PHL,Kamigin/Kinamiging,Asian
USA,PHL,Kankaney,Asian
USA,PHL,Kapampangan,Asian
USA,PHL,Kapul,Asian
USA,PHL,Karaga,Asian
USA,PHL,Karao,Asian
USA,PHL,Karaya,Asian
USA,PHL,Karolanos,Asian
USA,PHL,Kasigurahin,Asian
USA,PHL,Kaunana,Asian
USA,PHL,Kinalinga,Asian
USA,PHL,Kiniraya,Asian
USA,PHL,Kolibugan/Kalibugan,Asian
USA,PHL,Korean,Asian
USA,PHL,Lambanguian,Asian
USA,PHL,Langi,Asian
USA,PHL,Ligbuk/Lugbok,Asian
USA,PHL,Magahats,Asian
USA,PHL,Magkunana,Asian
USA,PHL,Maguindanao,Asian
USA,PHL,Malaueg,Asian
USA,PHL,Malbog,Asian
USA,PHL,Mamanwa,Asian
USA,PHL,Mandaya,Asian
USA,PHL,Mangguangan,Asian
USA,PHL,Mangyan,Asian
USA,PHL,Mangyan-Alangan,Asian
USA,PHL,Mangyan-Buhid,Asian
USA,PHL,Mangyan-Hanunuo,Asian
USA,PHL,Mangyan-Iraya,Asian
USA,PHL,Manobo-Aromanon,Asian
USA,PHL,Manobo-Ata,Asian
USA,PHL,Manobo-Dulangan,Asian
USA,PHL,Manobo-Pulanguinon,Asian
USA,PHL,Manobo/Ata-Manobo,Asian
USA,PHL,Mansaka,Asian
USA,PHL,Maranao,Asian
USA,PHL,Masbateño/Masbatenon,Asian
USA,PHL,Matigsalog,Asian
USA,PHL,Molbog,Asian
USA,PHL,Negrito,Asian
USA,PHL,Nilulubo,Asian
USA,PHL,Obu-Manuvu,Asian
USA,PHL,Other Foreign Ethinicity,Asian
USA,PHL,Other local ethnicity,Asian
USA,PHL,Palawan-o,Asian
USA,PHL,Palawan/Pinalawan,Asian
USA,PHL,Pan-Ayanon,Asian
USA,PHL,Panay Bukidnon,Asian
USA,PHL,Pangasinan/Panggalato,Asian
USA,PHL,Paranan,Asian
USA,PHL,Pinangal,Asian
USA,PHL,Ratagnon,Asian
USA,PHL,Remontado,Asian
USA,PHL,Romblon,Asian
USA,PHL,Sama (Samal)/Abaknon,Asian
USA,PHL,Sama Badjao,Asian
USA,PHL,Sama Bangengeh,Asian
USA,PHL,Sama Bangingi,Asian
USA,PHL,Sama Dilaya,Asian
USA,PHL,"Sambal, Zambal                                             ",Asian
USA,PHL,"Sangil, Sangir                                             ",Asian
USA,PHL,Sibuyan Mangyan-Tagabukid,Asian
USA,PHL,Singaporean,Asian
USA,PHL,South African,Black or African American
USA,PHL,Spanish,Asian
USA,PHL,Subanen/Subaben,Asian
USA,PHL,Sulod,Asian
USA,PHL,Surigaonon,Asian
USA,PHL,Swiss,Asian
USA,PHL,T'boli,Asian
USA,PHL,Tabangnon,Asian
USA,PHL,Tadyawan,Asian
USA,PHL,Tagabawa,Asian
USA,PHL,Tagabili,Asian
USA,PHL,Tagakaolo,Asian
USA,PHL,Tagalog,Asian
USA,PHL,Tagbanwa,Asian
USA,PHL,Tagbuaonon,Asian
USA,PHL,Taiwanese,Asian
USA,PHL,Talaandig,Asian
USA,PHL,Talaingod,Asian
USA,PHL,Tausug,Asian
USA,PHL,Teduray,Asian
USA,PHL,Ternateño-Chavacano,Asian
USA,PHL,Tigwahon,Asian
USA,PHL,Tinananen,Asian
USA,PHL,Tinggian,Asian
USA,PHL,Tiruray,Asian
USA,PHL,Turkish,Asian
USA,PHL,Tuwali,Asian
USA,PHL,Ubo,Asian
USA,PHL,Umayamnon,Asian
USA,PHL,Unknown,Asian
USA,PHL,Waray,Asian
USA,PHL,Yakan,Asian
USA,PHL,Yogad,Asian
USA,PHL,Zamboangeño-Chavacano,Asian
USA,POL,American,White
USA,POL,Armenian,White
USA,POL,Belarus,White
USA,POL,Bulgarian,White
USA,POL,Canadian,White
USA,POL,Chinese,Asian
USA,POL,Czech,White
USA,POL,Dutch,White
USA,POL,English,White
USA,POL,French,White
USA,POL,Georgian,White
USA,POL,German,White
USA,POL,Greek,White
USA,POL,Hungarian,White
USA,POL,Indian,Asian
USA,POL,Irish,White
USA,POL,Italian,White
USA,POL,Jewish,White
USA,POL,Kasubian,White
USA,POL,Lemko,White
USA,POL,Lithuanian,White
USA,POL,Other,White
USA,POL,Polish,White
USA,POL,Romani (Gypsy),Other
USA,POL,Russian,White
USA,POL,Ruthenian,White
USA,POL,Silesian,White
USA,POL,Slovak,White
USA,POL,Spanish,White
USA,POL,Tatar,White
USA,POL,Turkish,White
USA,POL,Ukrainian,White
USA,POL,Unknown,White
USA,POL,Vietnamese,White
USA,PRI,Cubans,Some other race
USA,PRI,Mexican,Some other race
USA,PRI,Not Hispanic or Latino,Some other race
USA,PRI,Other Hispanic or Latino,Some other race
USA,PRI,Puerto Rican,Some other race
USA,PRT,,Some other race
USA,ROU,Armenian,White
USA,ROU,Bulgarian,White
USA,ROU,Chinese,Asian
USA,ROU,Croatian,White
USA,ROU,Csangas,White
USA,ROU,Czech,White
USA,ROU,German,White
USA,ROU,Greek,White
USA,ROU,Hungarian,White
USA,ROU,Italian,White
USA,ROU,Jewish,White
USA,ROU,Not included/specified,White
USA,ROU,Other,White
USA,ROU,Polish,White
USA,ROU,Romani (Gypsy),Other
USA,ROU,Romanian,Other
USA,ROU,Russian,White
USA,ROU,Russian-Lipoveni,White
USA,ROU,Serbian,White
USA,ROU,Slovak,White
USA,ROU,Tatar,White
USA,ROU,Turkish,White
USA,ROU,Turks,White
USA,ROU,Ukrainian,White
USA,ROU,Unknown,White
USA,RUS,Abaza,White
USA,RUS,Abkhazian,White
USA,RUS,Adyghei,White
USA,RUS,Adzharian,White
USA,RUS,Afgan,White
USA,RUS,Agul,White
USA,RUS,Akhvakh,White
USA,RUS,Akkintsi,White
USA,RUS,Aleut,White
USA,RUS,Altian,White
USA,RUS,American,White
USA,RUS,Andian,White
USA,RUS,Arab,Other
USA,RUS,Archin,White
USA,RUS,Armenian,White
USA,RUS,Assyrian,Other
USA,RUS,Astrakhan Tatars,White
USA,RUS,Avar,White
USA,RUS,Azerbaijani,White
USA,RUS,Bagvalal,White
USA,RUS,Balkan,White
USA,RUS,Bashkir,White
USA,RUS,Besermyan,White
USA,RUS,Bezhta,White
USA,RUS,Bosnian,White
USA,RUS,Botlikh,White
USA,RUS,British,White
USA,RUS,Bulgarian,White
USA,RUS,Buryat,White
USA,RUS,Byelorussian,White
USA,RUS,Central Asian Jew,Asian
USA,RUS,Chamalal,White
USA,RUS,Chechen,White
USA,RUS,Chelkanian,White
USA,RUS,Cherkesogais,White
USA,RUS,Chinese,Asian
USA,RUS,Chukchi,White
USA,RUS,Chulym,White
USA,RUS,Chuvans,White
USA,RUS,Chuvash,White
USA,RUS,Circassian,White
USA,RUS,Coast-Dwellers,White
USA,RUS,Cossack,White
USA,RUS,Crimean Tatars,White
USA,RUS,Croatian,White
USA,RUS,Cubans,White
USA,RUS,Czech,White
USA,RUS,Darghin,White
USA,RUS,Didoit,White
USA,RUS,Digorian,White
USA,RUS,Dolghan,White
USA,RUS,Dungan,White
USA,RUS,Enet,White
USA,RUS,Erzya,White
USA,RUS,Eskimo,White
USA,RUS,Estonian,White
USA,RUS,Even,White
USA,RUS,Evenk,White
USA,RUS,Finnish,White
USA,RUS,French,White
USA,RUS,Gagauz,White
USA,RUS,Georgian,White
USA,RUS,Georgian Jew,White
USA,RUS,German,White
USA,RUS,Godoberi,White
USA,RUS,Greek,White
USA,RUS,Greek-Urum,White
USA,RUS,Hemshils,White
USA,RUS,Hinukh,White
USA,RUS,Hungarian,White
USA,RUS,Hunzib,White
USA,RUS,Indian,Asian
USA,RUS,Inghiloi,White
USA,RUS,Ingrian,White
USA,RUS,Ingrian Finn,White
USA,RUS,Ingushi,White
USA,RUS,Italian,White
USA,RUS,Itelmeu,White
USA,RUS,Izhemtsy,White
USA,RUS,Japanese,White
USA,RUS,Jewish,White
USA,RUS,Kabardian,White
USA,RUS,Kaitagian,White
USA,RUS,Kalmyk,White
USA,RUS,Kamchadal,White
USA,RUS,Kara-Kalpak,White
USA,RUS,Karachai,White
USA,RUS,Karaga,White
USA,RUS,Karaite,White
USA,RUS,Karatin,White
USA,RUS,Karelian,White
USA,RUS,Kazak,White
USA,RUS,Kerek,White
USA,RUS,Ket,White
USA,RUS,Khakass,White
USA,RUS,Khanty,White
USA,RUS,Khvarshin,White
USA,RUS,Komi,White
USA,RUS,Komi-Izhemtsy,White
USA,RUS,Korean,White
USA,RUS,Koryak,White
USA,RUS,Kryashen,White
USA,RUS,Krymchak,White
USA,RUS,Kubachin,White
USA,RUS,Kuman,White
USA,RUS,Kumyk,White
USA,RUS,Kurd,White
USA,RUS,Kurmanji,White
USA,RUS,Kyrgyz,White
USA,RUS,Lak,White
USA,RUS,Latgalian,White
USA,RUS,Latvian,White
USA,RUS,Lazs,White
USA,RUS,Lezghin,White
USA,RUS,Lithuanian,White
USA,RUS,Macedonian,White
USA,RUS,Mari,White
USA,RUS,Meadow-Eastern Mari,White
USA,RUS,Megrelian,White
USA,RUS,Mennonite,White
USA,RUS,Meskhetian Turkish,White
USA,RUS,Mishari,White
USA,RUS,Moksha,White
USA,RUS,Moldovan,White
USA,RUS,Mongol,White
USA,RUS,Montenegrian,White
USA,RUS,Mordovian,White
USA,RUS,Mordovian-Erzya,White
USA,RUS,Mordovian-Moksha,White
USA,RUS,Mountain Jew,White
USA,RUS,Mountain-Mari,White
USA,RUS,Muncie,White
USA,RUS,Nagaibak,White
USA,RUS,Nanai,White
USA,RUS,Negidal,White
USA,RUS,Nenet,White
USA,RUS,Nganasan,White
USA,RUS,Nivkhi,White
USA,RUS,Nogai,White
USA,RUS,Not Stated,White
USA,RUS,Not specified,White
USA,RUS,Orochi,White
USA,RUS,Ossetian,White
USA,RUS,Ossetian-Digorian,White
USA,RUS,Ossetian-Ironian,White
USA,RUS,Pakistani,Asian
USA,RUS,Pamiri,White
USA,RUS,Persian,Other
USA,RUS,Polish,White
USA,RUS,Refused to Respond,White
USA,RUS,Romani (Gypsy),Other
USA,RUS,Romani of Central Asia,Other
USA,RUS,Romanian,Other
USA,RUS,Romi-Permyak,White
USA,RUS,Russian,White
USA,RUS,Rusyn,White
USA,RUS,Rutul,White
USA,RUS,Sakha,White
USA,RUS,Samia,White
USA,RUS,Selkup,White
USA,RUS,Serbian,White
USA,RUS,Seth People,White
USA,RUS,Shapsug,White
USA,RUS,Shors,White
USA,RUS,Siberian-Tatarian,White
USA,RUS,Slovak,White
USA,RUS,Slovenian,White
USA,RUS,Soyot,White
USA,RUS,Spaniard,White
USA,RUS,Svan,White
USA,RUS,Tabasaran,White
USA,RUS,Tadjik,White
USA,RUS,Talish,White
USA,RUS,Tat People,White
USA,RUS,Tatar,White
USA,RUS,Tazi,White
USA,RUS,Telengit,White
USA,RUS,Teleut,White
USA,RUS,Tindi,White
USA,RUS,Todzhan,White
USA,RUS,Tophalar,White
USA,RUS,Tsakhur,White
USA,RUS,Tubalar,White
USA,RUS,Turkmenian,White
USA,RUS,Turks,White
USA,RUS,Tuva,White
USA,RUS,Tuva-Todzhans,White
USA,RUS,Udge,White
USA,RUS,Udin,White
USA,RUS,Udmurt,White
USA,RUS,Uighur,White
USA,RUS,Uilta People,White
USA,RUS,Ukrainian,White
USA,RUS,Ulchi,White
USA,RUS,Uzbek,White
USA,RUS,Vep,White
USA,RUS,Vietnamese,White
USA,RUS,Vod,White
USA,RUS,Yazidi,White
USA,RUS,Yugh,White
USA,RUS,Yukagir,White
USA,SLV,Black,Black or African American
USA,SLV,Kakawira,Some other race
USA,SLV,Lenca,Some other race
USA,SLV,Mestizo,Some other race
USA,SLV,Nahua-Pipil,Some other race
USA,SLV,Other,Some other race
USA,SLV,Other Indigenous,Some other race
USA,SLV,White,White
USA,THA,Bangladeshi,Asian
USA,THA,Cambodian,Asian
USA,THA,Chinese,Asian
USA,THA,Indian,Asian
USA,THA,Japanese,Asian
USA,THA,Korean,Asian
USA,THA,Laotian,Asian
USA,THA,Myanmar,Asian
USA,THA,Nepalese,Asian
USA,THA,Pakistani,Asian
USA,THA,Philippine Native,Asian
USA,THA,Sri Lankan,Asian
USA,THA,Thai,Asian
USA,THA,Unknown,Asian
USA,THA,Vietnamese,Asian
USA,TTO,African,Black or African American
USA,TTO,Caucasian,Asian
USA,TTO,Chinese,Asian
USA,TTO,East Indian,Some other race
USA,TTO,Indigenous,Some other race
USA,TTO,Mixed,Two or more races
USA,TTO,Other,Some other race
USA,TTO,Portuguese,Some other race
USA,TTO,"Syrian, Lebanese or Arab",Some other race
USA,TTO,Unknown,Some other race
USA,TUR,,Some other race
USA,UKR,Abaza,White
USA,UKR,Abkhazian,White
USA,UKR,Adyghei,White
USA,UKR,Afgan,White
USA,UKR,Agul,White
USA,UKR,Albanian,White
USA,UKR,American,White
USA,UKR,Arab,Other
USA,UKR,Armenian,White
USA,UKR,Assyrian,Other
USA,UKR,Austrian,White
USA,UKR,Avar,White
USA,UKR,Azerbaijani,White
USA,UKR,Balkar,White
USA,UKR,Bashkir,White
USA,UKR,Belarus,White
USA,UKR,Bulgarian,White
USA,UKR,Buryat,White
USA,UKR,Chechen,White
USA,UKR,Chinese,Asian
USA,UKR,Chuvans,White
USA,UKR,Chuvash,White
USA,UKR,Circassian,White
USA,UKR,Crimean Tatars,White
USA,UKR,Croatian,White
USA,UKR,Cubans,White
USA,UKR,Czech,White
USA,UKR,Darghin,White
USA,UKR,Dungan,White
USA,UKR,Dutch,White
USA,UKR,English,White
USA,UKR,Eskimo,White
USA,UKR,Estonian,White
USA,UKR,Even,White
USA,UKR,Finnish,White
USA,UKR,French,White
USA,UKR,Gagauz,White
USA,UKR,Georgian,White
USA,UKR,German,White
USA,UKR,Greek,White
USA,UKR,Hungarian,White
USA,UKR,Ijor,White
USA,UKR,Indians and Pakistanis,Asian
USA,UKR,Ingushi,White
USA,UKR,Italian,White
USA,UKR,Jewish,White
USA,UKR,Kabardian,White
USA,UKR,Kalmyk,White
USA,UKR,Kara-Kalpak,White
USA,UKR,Karachayer,White
USA,UKR,Karaim,White
USA,UKR,Karelian,White
USA,UKR,Kazak,White
USA,UKR,Khakassian,White
USA,UKR,Khalkh,White
USA,UKR,Khanty,White
USA,UKR,Komi,White
USA,UKR,Komi-Permyak,White
USA,UKR,Korean,White
USA,UKR,Krymchak,White
USA,UKR,Kumyk,White
USA,UKR,Kurd,White
USA,UKR,Kyrgyz,White
USA,UKR,Lacktsis,White
USA,UKR,Letts,White
USA,UKR,Lezghin,White
USA,UKR,Lithuanian,White
USA,UKR,Livs,White
USA,UKR,Mari,White
USA,UKR,Meskhetian Turkish,White
USA,UKR,Moldovan,White
USA,UKR,Mordovian,White
USA,UKR,Nentsi,White
USA,UKR,Nivkhi,White
USA,UKR,Nogai,White
USA,UKR,Orochi,White
USA,UKR,Orok,White
USA,UKR,Ossetian,White
USA,UKR,Other,White
USA,UKR,Persian,Other
USA,UKR,Polish,White
USA,UKR,Romani (Gypsy),Other
USA,UKR,Romanian,Other
USA,UKR,Russian,White
USA,UKR,Rutul,White
USA,UKR,Saam,White
USA,UKR,Serbian,White
USA,UKR,Slovak,White
USA,UKR,Spanish,White
USA,UKR,Swedish,White
USA,UKR,Tabasaran,White
USA,UKR,Tajik,White
USA,UKR,Talish,White
USA,UKR,Tatar,White
USA,UKR,Turkish,White
USA,UKR,Turkmenian,White
USA,UKR,Udin,White
USA,UKR,Udmurt,White
USA,UKR,Uighur,White
USA,UKR,Ukrainian,White
USA,UKR,Unknown,White
USA,UKR,Uzbek,White
USA,UKR,Vep,White
USA,UKR,Vietnamese,White
USA,UKR,Yakut,White
USA,VEN,Indigenous,Some other race
USA,VNM,Bana,Asian
USA,VNM,Bo Y,Asian
USA,VNM,Brau,Asian
USA,VNM,Bru Van Kieu,Asian
USA,VNM,Cham,Asian
USA,VNM,Choro,Asian
USA,VNM,Churu,Asian
USA,VNM,Chut,Asian
USA,VNM,Co,Asian
USA,VNM,Co Lao,Asian
USA,VNM,Coho,Asian
USA,VNM,Cong,Asian
USA,VNM,Cotu,Asian
USA,VNM,Dao,Asian
USA,VNM,Ede,Asian
USA,VNM,Foreigners,Asian
USA,VNM,Giarai,Asian
USA,VNM,Giay,Asian
USA,VNM,Gie Trieng,Asian
USA,VNM,Ha Nhi,Asian
USA,VNM,Hmong,Asian
USA,VNM,Hoa,Asian
USA,VNM,Hre,Asian
USA,VNM,Khang,Asian
USA,VNM,Khmer,Asian
USA,VNM,Khome,Asian
USA,VNM,Khomu,Asian
USA,VNM,Kinh,Asian
USA,VNM,La Chi,Asian
USA,VNM,La Ha,Asian
USA,VNM,Lahu,Asian
USA,VNM,Lao,Asian
USA,VNM,Lolo,Asian
USA,VNM,Lu,Asian
USA,VNM,Ma,Asian
USA,VNM,Mang,Asian
USA,VNM,Mnong,Asian
USA,VNM,Muong,Asian
USA,VNM,Ngai,Asian
USA,VNM,Not Stated,Asian
USA,VNM,Nung,Asian
USA,VNM,O Du,Asian
USA,VNM,Pa Then,Asian
USA,VNM,Phu La,Asian
USA,VNM,Pu Peo,Asian
USA,VNM,Raglai,Asian
USA,VNM,Romam,Asian
USA,VNM,San Chay,Asian
USA,VNM,San Diu,Asian
USA,VNM,Si La,Asian
USA,VNM,Taoi,Asian
USA,VNM,Tay,Asian
USA,VNM,Thai,Asian
USA,VNM,Tho,Asian
USA,VNM,Xinh mun,Asian
USA,VNM,Xodan,Asian
USA,VNM,Xtieng,Asian
