iso3_orig,iso3_dest,year,migrant_stock_pred,model_name
MYS,VEN,2025,34.49691702929453,XGB_OD
MYS,VEN,2030,35.57552500735212,XGB_OD
MYS,VEN,2035,35.35770688709636,XGB_OD
NGA,USA,2025,596648.7978953645,XGB_OD
NGA,USA,2030,574438.67138185,XGB_OD
NGA,USA,2035,577777.4900122711,XGB_OD
NIC,USA,2025,283670.8704524676,XGB_OD
NIC,USA,2030,286486.36549213977,XGB_OD
NIC,USA,2035,286486.36549213977,XGB_OD
NPL,MYS,2025,589455.2810445445,XGB_OD
NPL,MYS,2030,620905.541028316,XGB_OD
NPL,MYS,2035,635124.5581321316,XGB_OD
NPL,USA,2025,331631.1002766886,XGB_OD
NPL,USA,2030,336873.78527815145,XGB_OD
NPL,USA,2035,348180.4299698272,XGB_OD
NZL,MYS,2025,592.7766387493464,XGB_OD
NZL,MYS,2030,592.7766387493464,XGB_OD
NZL,MYS,2035,592.7766387493464,XGB_OD
PAK,IDN,2025,301.24988828181495,XGB_OD
PAK,IDN,2030,320.9660195376464,XGB_OD
PAK,IDN,2035,343.4023869496214,XGB_OD
PAK,MYS,2025,110672.61928986441,XGB_OD
PAK,MYS,2030,144887.73059656302,XGB_OD
PAK,MYS,2035,160860.5554197966,XGB_OD
PAK,USA,2025,430553.7699182008,XGB_OD
PAK,USA,2030,430323.069474858,XGB_OD
PAK,USA,2035,431298.025382426,XGB_OD
PAN,USA,2025,159159.40490225787,XGB_OD
PAN,USA,2030,158379.46632913646,XGB_OD
PAN,USA,2035,158394.57138768618,XGB_OD
PER,USA,2025,550391.3409533816,XGB_OD
PER,USA,2030,572983.2947028987,XGB_OD
PER,USA,2035,560824.70561268,XGB_OD
PHL,IDN,2025,1361.61014534697,XGB_OD
PHL,IDN,2030,1351.3498908070892,XGB_OD
PHL,IDN,2035,1353.9886113891964,XGB_OD
PHL,MYS,2025,263947.1892550022,XGB_OD
PHL,MYS,2030,276411.80239702505,XGB_OD
PHL,MYS,2035,289236.280578072,XGB_OD
PHL,USA,2025,2163101.8480970655,XGB_OD
PHL,USA,2030,2163101.8480970655,XGB_OD
PHL,USA,2035,2163101.8480970655,XGB_OD
POL,USA,2025,390361.54921159777,XGB_OD
POL,USA,2030,390161.31462319824,XGB_OD
POL,USA,2035,390161.31462319824,XGB_OD
PRI,USA,2025,2265404.980385762,XGB_OD
PRI,USA,2030,2442207.043895725,XGB_OD
PRI,USA,2035,2442207.043895725,XGB_OD
PRT,USA,2025,138621.14134820362,XGB_OD
PRT,USA,2030,137658.1172940126,XGB_OD
PRT,USA,2035,137658.1172940126,XGB_OD
PSE,IDN,2025,275.88213213503616,XGB_OD
PSE,IDN,2030,288.2853905932688,XGB_OD
PSE,IDN,2035,289.37386461137095,XGB_OD
PSE,MYS,2025,1150.5206076088848,XGB_OD
PSE,MYS,2030,1731.2421987503187,XGB_OD
PSE,MYS,2035,1848.4605633562205,XGB_OD
ROU,USA,2025,168765.1297595517,XGB_OD
ROU,USA,2030,168438.56089682266,XGB_OD
ROU,USA,2035,174776.00344616058,XGB_OD
RUS,USA,2025,458485.2307947016,XGB_OD
RUS,USA,2030,467290.0272121708,XGB_OD
RUS,USA,2035,467290.0272121708,XGB_OD
SAU,IDN,2025,7091.083952086667,XGB_OD
SAU,IDN,2030,6709.924274102665,XGB_OD
SAU,IDN,2035,7442.115458095808,XGB_OD
SDN,IDN,2025,648.9514816720281,XGB_OD
SDN,IDN,2030,766.2218569581522,XGB_OD
SDN,IDN,2035,875.039871958524,XGB_OD
SDN,MYS,2025,347.67650522168697,XGB_OD
SDN,MYS,2030,404.0817419155992,XGB_OD
SDN,MYS,2035,421.76736832047243,XGB_OD
SGP,IDN,2025,1810.0840198517021,XGB_OD
SGP,IDN,2030,1757.2219051749416,XGB_OD
SGP,IDN,2035,1841.1737760838794,XGB_OD
SGP,MYS,2025,85949.63481146321,XGB_OD
SGP,MYS,2030,97232.4392965773,XGB_OD
SGP,MYS,2035,107941.86907534207,XGB_OD
SLV,USA,2025,1716225.432555034,XGB_OD
SLV,USA,2030,2143059.3545153844,XGB_OD
SLV,USA,2035,2328004.5245927474,XGB_OD
SOM,IDN,2025,1692.444277151786,XGB_OD
SOM,IDN,2030,1999.6745571348883,XGB_OD
SOM,IDN,2035,2415.2725550290033,XGB_OD
SOM,MYS,2025,3176.480058225756,XGB_OD
SOM,MYS,2030,3346.572176786588,XGB_OD
SOM,MYS,2035,3349.4658259130774,XGB_OD
SYR,MYS,2025,3150.6013566919196,XGB_OD
SYR,MYS,2030,3372.981955876627,XGB_OD
SYR,MYS,2035,3337.899847023847,XGB_OD
THA,IDN,2025,13047.531699133142,XGB_OD
THA,IDN,2030,15646.295947500928,XGB_OD
THA,IDN,2035,21593.13276792327,XGB_OD
THA,MYS,2025,83836.49238685251,XGB_OD
THA,MYS,2030,111604.48614822667,XGB_OD
THA,MYS,2035,129568.61845597193,XGB_OD
THA,USA,2025,338316.47131016065,XGB_OD
THA,USA,2030,345445.4925082857,XGB_OD
THA,USA,2035,349928.0727171289,XGB_OD
TLS,IDN,2025,141148.3049134306,XGB_OD
TLS,IDN,2030,143058.85809408233,XGB_OD
TLS,IDN,2035,144539.66779955383,XGB_OD
TTO,USA,2025,235431.32220672537,XGB_OD
TTO,USA,2030,228184.13167962155,XGB_OD
TTO,USA,2035,224993.35782824337,XGB_OD
TUR,USA,2025,171977.09198249748,XGB_OD
TUR,USA,2030,168644.9444755122,XGB_OD
TUR,USA,2035,174174.65758825853,XGB_OD
UKR,USA,2025,444540.163294724,XGB_OD
UKR,USA,2030,449148.0249915328,XGB_OD
UKR,USA,2035,447579.18491015123,XGB_OD
USA,ABW,2025,938.5515787790268,XGB_OD
USA,ABW,2030,939.0436259667525,XGB_OD
USA,ABW,2035,939.0436259667525,XGB_OD
USA,AIA,2025,465.0928489686196,XGB_OD
USA,AIA,2030,459.38403719168525,XGB_OD
USA,AIA,2035,466.9402898825666,XGB_OD
USA,ALB,2025,2101.994004621369,XGB_OD
USA,ALB,2030,2125.0420665716697,XGB_OD
USA,ALB,2035,2125.0420665716697,XGB_OD
USA,AND,2025,119.94279314109914,XGB_OD
USA,AND,2030,120.01836446500826,XGB_OD
USA,AND,2035,120.01836446500826,XGB_OD
USA,ARE,2025,14746.970228354328,XGB_OD
USA,ARE,2030,14754.271645810044,XGB_OD
USA,ARE,2035,14754.271645810044,XGB_OD
USA,ARG,2025,14675.02220908898,XGB_OD
USA,ARG,2030,14675.02220908898,XGB_OD
USA,ARG,2035,14675.02220908898,XGB_OD
USA,ASM,2025,2570.999591924628,XGB_OD
USA,ASM,2030,2570.999591924628,XGB_OD
USA,ASM,2035,2570.999591924628,XGB_OD
USA,ATG,2025,2707.636237715476,XGB_OD
USA,ATG,2030,2717.680044958597,XGB_OD
USA,ATG,2035,2716.8180971278734,XGB_OD
USA,AUS,2025,289888.5446881001,XGB_OD
USA,AUS,2030,301252.7919625263,XGB_OD
USA,AUS,2035,309653.7580343913,XGB_OD
USA,AUT,2025,14839.637493352278,XGB_OD
USA,AUT,2030,14496.988213201825,XGB_OD
USA,AUT,2035,14594.235689778863,XGB_OD
USA,BEL,2025,16101.370912197714,XGB_OD
USA,BEL,2030,16085.883739385576,XGB_OD
USA,BEL,2035,16095.27556836947,XGB_OD
USA,BGD,2025,60005.18910718642,XGB_OD
USA,BGD,2030,60393.576957578,XGB_OD
USA,BGD,2035,60393.576957578,XGB_OD
USA,BGR,2025,4656.529447761506,XGB_OD
USA,BGR,2030,4550.742734362465,XGB_OD
USA,BGR,2035,4550.742734362465,XGB_OD
USA,BHR,2025,1434.4247259001409,XGB_OD
USA,BHR,2030,1434.3261664899642,XGB_OD
USA,BHR,2035,1434.3261664899642,XGB_OD
USA,BHS,2025,10492.682720437604,XGB_OD
USA,BHS,2030,10416.4432486541,XGB_OD
USA,BHS,2035,10463.50130782904,XGB_OD
USA,BLR,2025,77.94071805793874,XGB_OD
USA,BLR,2030,72.10008912893402,XGB_OD
USA,BLR,2035,70.12470995331296,XGB_OD
USA,BLZ,2025,4648.683021871575,XGB_OD
USA,BLZ,2030,4611.979757237685,XGB_OD
USA,BLZ,2035,4655.636738316664,XGB_OD
USA,BMU,2025,3907.4455026482383,XGB_OD
USA,BMU,2030,3950.278783004586,XGB_OD
USA,BMU,2035,3965.365370790351,XGB_OD
USA,BOL,2025,5961.311156502298,XGB_OD
USA,BOL,2030,5952.674541183583,XGB_OD
USA,BOL,2035,5952.674541183583,XGB_OD
USA,BRA,2025,23635.01948211401,XGB_OD
USA,BRA,2030,23852.498301205447,XGB_OD
USA,BRA,2035,25409.66657561875,XGB_OD
USA,BRB,2025,1032.847359965574,XGB_OD
USA,BRB,2030,1033.2610502782104,XGB_OD
USA,BRB,2035,1036.771984317213,XGB_OD
USA,BRN,2025,163.11005996881258,XGB_OD
USA,BRN,2030,163.24071750309622,XGB_OD
USA,BRN,2035,164.3859923120732,XGB_OD
USA,BTN,2025,136.7838127564818,XGB_OD
USA,BTN,2030,136.7838127564818,XGB_OD
USA,BTN,2035,136.7838127564818,XGB_OD
USA,BWA,2025,1006.0649596306713,XGB_OD
USA,BWA,2030,1006.3949151898357,XGB_OD
USA,BWA,2035,1001.2313184979744,XGB_OD
USA,CAN,2025,261871.15004245398,XGB_OD
USA,CAN,2030,268669.42734524695,XGB_OD
USA,CAN,2035,274449.12616501347,XGB_OD
USA,CHE,2025,41752.15022338386,XGB_OD
USA,CHE,2030,41631.633382388536,XGB_OD
USA,CHE,2035,41631.633382388536,XGB_OD
USA,CHL,2025,14252.833812200559,XGB_OD
USA,CHL,2030,14575.665513251106,XGB_OD
USA,CHL,2035,14565.312654792646,XGB_OD
USA,CHN,2025,63774.39580919704,XGB_OD
USA,CHN,2030,62127.70893783939,XGB_OD
USA,CHN,2035,60199.098522581204,XGB_OD
USA,CMR,2025,1040.0227748443226,XGB_OD
USA,CMR,2030,1033.2610502782104,XGB_OD
USA,CMR,2035,1032.3638627816465,XGB_OD
USA,COG,2025,159.73196116310217,XGB_OD
USA,COG,2030,161.4118794444559,XGB_OD
USA,COG,2035,161.4118794444559,XGB_OD
USA,COK,2025,34.066974778286166,XGB_OD
USA,COK,2030,34.12864670254387,XGB_OD
USA,COK,2035,34.12864670254387,XGB_OD
USA,COL,2025,23633.419120700284,XGB_OD
USA,COL,2030,23576.485313119952,XGB_OD
USA,COL,2035,23501.32477622506,XGB_OD
USA,CPV,2025,371.320477478608,XGB_OD
USA,CPV,2030,371.320477478608,XGB_OD
USA,CPV,2035,371.320477478608,XGB_OD
USA,CRI,2025,17438.48016478434,XGB_OD
USA,CRI,2030,17156.19014295442,XGB_OD
USA,CRI,2035,17153.47420425768,XGB_OD
USA,CUB,2025,123.09492900693081,XGB_OD
USA,CUB,2030,121.82475590318415,XGB_OD
USA,CUB,2035,121.82475590318415,XGB_OD
USA,CUW,2025,602.7243120351104,XGB_OD
USA,CUW,2030,618.24272143008,XGB_OD
USA,CUW,2035,650.0777796389146,XGB_OD
USA,CYM,2025,3625.9382135693572,XGB_OD
USA,CYM,2030,3568.3492953546147,XGB_OD
USA,CYM,2035,3595.898086185657,XGB_OD
USA,CYP,2025,3501.061462207048,XGB_OD
USA,CYP,2030,3638.161827672082,XGB_OD
USA,CYP,2035,3570.0551052036985,XGB_OD
USA,CZE,2025,7398.087617242152,XGB_OD
USA,CZE,2030,7398.087617242152,XGB_OD
USA,CZE,2035,7398.087617242152,XGB_OD
USA,DEU,2025,140891.43294117722,XGB_OD
USA,DEU,2030,139942.92926095202,XGB_OD
USA,DEU,2035,139000.81101401531,XGB_OD
USA,DMA,2025,617.6807673702947,XGB_OD
USA,DMA,2030,625.6138648394833,XGB_OD
USA,DMA,2035,619.8845725787078,XGB_OD
USA,DNK,2025,16606.384582560248,XGB_OD
USA,DNK,2030,16149.893371249082,XGB_OD
USA,DNK,2035,16102.061965816758,XGB_OD
USA,DOM,2025,16262.260024321087,XGB_OD
USA,DOM,2030,15642.312167440376,XGB_OD
USA,DOM,2035,15664.033833834937,XGB_OD
USA,DZA,2025,1123.0660523797812,XGB_OD
USA,DZA,2030,1119.7344215085357,XGB_OD
USA,DZA,2035,1119.7344215085357,XGB_OD
USA,ECU,2025,13531.156006349058,XGB_OD
USA,ECU,2030,13555.969751860623,XGB_OD
USA,ECU,2035,13615.080039342622,XGB_OD
USA,EGY,2025,2635.142247221792,XGB_OD
USA,EGY,2030,2652.82963689283,XGB_OD
USA,EGY,2035,2629.950883898293,XGB_OD
USA,ESP,2025,64444.489397030076,XGB_OD
USA,ESP,2030,64378.69933263093,XGB_OD
USA,ESP,2035,63720.652740386366,XGB_OD
USA,EST,2025,1172.4436575930818,XGB_OD
USA,EST,2030,1172.4436575930818,XGB_OD
USA,EST,2035,1172.4436575930818,XGB_OD
USA,FIN,2025,6402.614784123239,XGB_OD
USA,FIN,2030,6427.745263621658,XGB_OD
USA,FIN,2035,6516.490461674113,XGB_OD
USA,FLK,2025,25.502500426124655,XGB_OD
USA,FLK,2030,25.561855046074488,XGB_OD
USA,FLK,2035,25.53805423841499,XGB_OD
USA,FRA,2025,58498.76583523892,XGB_OD
USA,FRA,2030,58498.76583523892,XGB_OD
USA,FRA,2035,58498.76583523892,XGB_OD
USA,FRO,2025,55.36854967746122,XGB_OD
USA,FRO,2030,55.162285160308265,XGB_OD
USA,FRO,2035,55.19215309446445,XGB_OD
USA,GAB,2025,560.8899322830296,XGB_OD
USA,GAB,2030,564.85933786784,XGB_OD
USA,GAB,2035,563.8540628185768,XGB_OD
USA,GBR,2025,237112.03057864006,XGB_OD
USA,GBR,2030,235878.5527124703,XGB_OD
USA,GBR,2035,234684.6135622602,XGB_OD
USA,GEO,2025,95.57446872271282,XGB_OD
USA,GEO,2030,93.32558359057728,XGB_OD
USA,GEO,2035,92.38112915039409,XGB_OD
USA,GHA,2025,764.3145474496582,XGB_OD
USA,GHA,2030,761.3559512329045,XGB_OD
USA,GHA,2035,757.3763827523518,XGB_OD
USA,GIN,2025,266.07949510766696,XGB_OD
USA,GIN,2030,264.29287084520826,XGB_OD
USA,GIN,2035,264.53434553540507,XGB_OD
USA,GLP,2025,438.74331310262227,XGB_OD
USA,GLP,2030,419.06444268024893,XGB_OD
USA,GLP,2035,419.88066545765776,XGB_OD
USA,GNB,2025,178.9334209407204,XGB_OD
USA,GNB,2030,178.25073017614454,XGB_OD
USA,GNB,2035,179.51375505007883,XGB_OD
USA,GRC,2025,24139.729921343634,XGB_OD
USA,GRC,2030,22694.53388653051,XGB_OD
USA,GRC,2035,24186.8566571392,XGB_OD
USA,GRL,2025,34.41574705411489,XGB_OD
USA,GRL,2030,34.13621043251526,XGB_OD
USA,GRL,2035,34.12864670254387,XGB_OD
USA,GTM,2025,10189.57429151,XGB_OD
USA,GTM,2030,10129.18829199663,XGB_OD
USA,GTM,2035,10129.18829199663,XGB_OD
USA,GUM,2025,20997.026234388868,XGB_OD
USA,GUM,2030,21742.063290104878,XGB_OD
USA,GUM,2035,21742.063290104878,XGB_OD
USA,GUY,2025,1300.9308095073004,XGB_OD
USA,GUY,2030,1259.188545788563,XGB_OD
USA,GUY,2035,1260.1762190942686,XGB_OD
USA,HKG,2025,13943.254489103283,XGB_OD
USA,HKG,2030,13849.72363380421,XGB_OD
USA,HKG,2035,13813.09055041935,XGB_OD
USA,HND,2025,6832.457377187209,XGB_OD
USA,HND,2030,6832.457377187209,XGB_OD
USA,HND,2035,6832.457377187209,XGB_OD
USA,HRV,2025,1347.107637499524,XGB_OD
USA,HRV,2030,1325.818012939957,XGB_OD
USA,HRV,2035,1318.4231003750579,XGB_OD
USA,HTI,2025,1631.0008020522873,XGB_OD
USA,HTI,2030,1610.3000545195607,XGB_OD
USA,HTI,2035,1610.3000545195607,XGB_OD
USA,HUN,2025,11272.882702414012,XGB_OD
USA,HUN,2030,11343.136696661317,XGB_OD
USA,HUN,2035,11343.136696661317,XGB_OD
USA,IDN,2025,1587.1583186327973,XGB_OD
USA,IDN,2030,1495.2069666191906,XGB_OD
USA,IDN,2035,1387.6672038702668,XGB_OD
USA,IMN,2025,217.51937333431562,XGB_OD
USA,IMN,2030,217.7735561598899,XGB_OD
USA,IMN,2035,218.62530840584841,XGB_OD
USA,IND,2025,15618.281819815471,XGB_OD
USA,IND,2030,15608.394200708835,XGB_OD
USA,IND,2035,15619.696976172087,XGB_OD
USA,IRL,2025,36627.891952591286,XGB_OD
USA,IRL,2030,39172.287452474906,XGB_OD
USA,IRL,2035,39172.287452474906,XGB_OD
USA,ISL,2025,4373.860002666286,XGB_OD
USA,ISL,2030,4185.732615418036,XGB_OD
USA,ISL,2035,4174.030193361418,XGB_OD
USA,ISR,2025,101297.07017523523,XGB_OD
USA,ISR,2030,100784.1428181649,XGB_OD
USA,ISR,2035,100326.70976013981,XGB_OD
USA,ITA,2025,51560.94644764037,XGB_OD
USA,ITA,2030,51560.94644764037,XGB_OD
USA,ITA,2035,51560.94644764037,XGB_OD
USA,JAM,2025,6395.010027463424,XGB_OD
USA,JAM,2030,6320.536454247926,XGB_OD
USA,JAM,2035,6320.536454247926,XGB_OD
USA,JPN,2025,65145.04180225119,XGB_OD
USA,JPN,2030,63746.18112817563,XGB_OD
USA,JPN,2035,63622.403181175265,XGB_OD
USA,KAZ,2025,657.8052523584499,XGB_OD
USA,KAZ,2030,658.4093116289855,XGB_OD
USA,KAZ,2035,658.2301103918018,XGB_OD
USA,KHM,2025,216.68831021115795,XGB_OD
USA,KHM,2030,216.41683012661915,XGB_OD
USA,KHM,2035,216.41683012661915,XGB_OD
USA,KIR,2025,43.53371437067165,XGB_OD
USA,KIR,2030,43.68607245008825,XGB_OD
USA,KIR,2035,43.68607245008825,XGB_OD
USA,KOR,2025,59108.01608384882,XGB_OD
USA,KOR,2030,58330.24511617675,XGB_OD
USA,KOR,2035,59524.81842539695,XGB_OD
USA,KWT,2025,5224.516171611103,XGB_OD
USA,KWT,2030,5133.6011096789825,XGB_OD
USA,KWT,2035,5127.933817924148,XGB_OD
USA,LBR,2025,315.03280565410756,XGB_OD
USA,LBR,2030,312.95209117983745,XGB_OD
USA,LBR,2035,312.95209117983745,XGB_OD
USA,LBY,2025,11085.022093269583,XGB_OD
USA,LBY,2030,10981.821385655248,XGB_OD
USA,LBY,2035,10981.821385655248,XGB_OD
USA,LCA,2025,766.5757057055964,XGB_OD
USA,LCA,2030,769.7699025612781,XGB_OD
USA,LCA,2035,770.0518509540899,XGB_OD
USA,LIE,2025,149.67975335012153,XGB_OD
USA,LIE,2030,149.55105367233494,XGB_OD
USA,LIE,2035,148.79708854564876,XGB_OD
USA,LKA,2025,652.782816429263,XGB_OD
USA,LKA,2030,649.2670578551679,XGB_OD
USA,LKA,2035,651.6916749480541,XGB_OD
USA,LSO,2025,199.04007150617252,XGB_OD
USA,LSO,2030,195.78075438416778,XGB_OD
USA,LSO,2035,195.78075438416778,XGB_OD
USA,LTU,2025,625.8792490053577,XGB_OD
USA,LTU,2030,620.7200257168655,XGB_OD
USA,LTU,2035,626.4073628534827,XGB_OD
USA,LUX,2025,3520.999990993795,XGB_OD
USA,LUX,2030,3615.0624201819737,XGB_OD
USA,LUX,2035,3607.6900575987893,XGB_OD
USA,LVA,2025,463.8228655782679,XGB_OD
USA,LVA,2030,467.5907230419215,XGB_OD
USA,LVA,2035,474.3856627479243,XGB_OD
USA,MAR,2025,2119.976190978138,XGB_OD
USA,MAR,2030,2125.0420665716697,XGB_OD
USA,MAR,2035,2125.0420665716697,XGB_OD
USA,MDA,2025,217.32533836584975,XGB_OD
USA,MDA,2030,217.7735561598899,XGB_OD
USA,MDA,2035,218.62530840584841,XGB_OD
USA,MDV,2025,46.330677627065256,XGB_OD
USA,MDV,2030,46.12808151238078,XGB_OD
USA,MDV,2035,46.066300414129074,XGB_OD
USA,MEX,2025,782282.1499056211,XGB_OD
USA,MEX,2030,782282.1499056211,XGB_OD
USA,MEX,2035,778185.2010412812,XGB_OD
USA,MHL,2025,1375.2799818289675,XGB_OD
USA,MHL,2030,1381.034924417729,XGB_OD
USA,MHL,2035,1373.1690967225102,XGB_OD
USA,MLI,2025,1967.1923571246398,XGB_OD
USA,MLI,2030,1993.126573684482,XGB_OD
USA,MLI,2035,1989.827871760555,XGB_OD
USA,MLT,2025,6498.304281663157,XGB_OD
USA,MLT,2030,6538.961077100977,XGB_OD
USA,MLT,2035,6522.503683626919,XGB_OD
USA,MNE,2025,297.8881513009357,XGB_OD
USA,MNE,2030,300.2702831509607,XGB_OD
USA,MNE,2035,302.8640480239205,XGB_OD
USA,MNG,2025,873.1241786879375,XGB_OD
USA,MNG,2030,883.0102440106758,XGB_OD
USA,MNG,2035,880.559505942462,XGB_OD
USA,MRT,2025,123.90896854233341,XGB_OD
USA,MRT,2030,121.82475590318415,XGB_OD
USA,MRT,2035,121.82475590318415,XGB_OD
USA,MSR,2025,120.01836446500826,XGB_OD
USA,MSR,2030,120.01836446500826,XGB_OD
USA,MSR,2035,120.01836446500826,XGB_OD
USA,MUS,2025,46.38169982196209,XGB_OD
USA,MUS,2030,46.38169982196209,XGB_OD
USA,MUS,2035,46.42535898952599,XGB_OD
USA,NAM,2025,1152.5276233168613,XGB_OD
USA,NAM,2030,1140.3532754753767,XGB_OD
USA,NAM,2035,1138.814659507282,XGB_OD
USA,NIC,2025,4198.59310544292,XGB_OD
USA,NIC,2030,4217.121140707324,XGB_OD
USA,NIC,2035,4198.585095362391,XGB_OD
USA,NIU,2025,7.140167992644509,XGB_OD
USA,NIU,2030,7.100631907561175,XGB_OD
USA,NIU,2035,7.115276970515513,XGB_OD
USA,NLD,2025,41727.82795812809,XGB_OD
USA,NLD,2030,42560.1087282352,XGB_OD
USA,NLD,2035,42560.1087282352,XGB_OD
USA,NOR,2025,21741.171668942952,XGB_OD
USA,NOR,2030,21611.427781100432,XGB_OD
USA,NOR,2035,21496.59965050888,XGB_OD
USA,NZL,2025,33340.54061078286,XGB_OD
USA,NZL,2030,33559.350900963764,XGB_OD
USA,NZL,2035,33559.350900963764,XGB_OD
USA,PAN,2025,25284.51893764169,XGB_OD
USA,PAN,2030,22643.554328083555,XGB_OD
USA,PAN,2035,22708.368711980722,XGB_OD
USA,PER,2025,11319.295925975777,XGB_OD
USA,PER,2030,11226.959587975132,XGB_OD
USA,PER,2035,11100.045148665036,XGB_OD
USA,PHL,2025,6395.010027463424,XGB_OD
USA,PHL,2030,6320.536454247926,XGB_OD
USA,PHL,2035,6320.536454247926,XGB_OD
USA,PLW,2025,331.48661944131084,XGB_OD
USA,PLW,2030,331.3110013300151,XGB_OD
USA,PLW,2035,331.48661944131084,XGB_OD
USA,PNG,2025,733.5646223612575,XGB_OD
USA,PNG,2030,733.5646223612575,XGB_OD
USA,PNG,2035,733.5646223612575,XGB_OD
USA,POL,2025,27599.358207437555,XGB_OD
USA,POL,2030,24515.261319420082,XGB_OD
USA,POL,2035,24099.359413140905,XGB_OD
USA,PRI,2025,139841.00224649845,XGB_OD
USA,PRI,2030,137993.55689462027,XGB_OD
USA,PRI,2035,137945.53057325265,XGB_OD
USA,PRK,2025,1058.8763969964923,XGB_OD
USA,PRK,2030,1061.1834756457126,XGB_OD
USA,PRK,2035,1061.1834756457126,XGB_OD
USA,PRT,2025,9077.408098328442,XGB_OD
USA,PRT,2030,8652.32244318344,XGB_OD
USA,PRT,2035,8652.32244318344,XGB_OD
USA,PRY,2025,1770.5876907908441,XGB_OD
USA,PRY,2030,1773.404664487147,XGB_OD
USA,PRY,2035,1770.5876907908441,XGB_OD
USA,PSE,2025,7972.547755135576,XGB_OD
USA,PSE,2030,7980.787323060848,XGB_OD
USA,PSE,2035,7973.391862427702,XGB_OD
USA,QAT,2025,4627.857627480378,XGB_OD
USA,QAT,2030,4603.6243015928485,XGB_OD
USA,QAT,2035,4603.6243015928485,XGB_OD
USA,ROU,2025,9849.309357876511,XGB_OD
USA,ROU,2030,9621.833794229637,XGB_OD
USA,ROU,2035,9575.92990564042,XGB_OD
USA,RUS,2025,5029.2253448328265,XGB_OD
USA,RUS,2030,5059.722051738918,XGB_OD
USA,RUS,2035,5110.745194366115,XGB_OD
USA,SEN,2025,817.0675743939661,XGB_OD
USA,SEN,2030,827.8940120504002,XGB_OD
USA,SEN,2035,815.3327579507713,XGB_OD
USA,SGP,2025,26511.36827777666,XGB_OD
USA,SGP,2030,25827.28437096627,XGB_OD
USA,SGP,2035,25827.28437096627,XGB_OD
USA,SLB,2025,26.00508755411177,XGB_OD
USA,SLB,2030,26.014631118698436,XGB_OD
USA,SLB,2035,26.03846610940103,XGB_OD
USA,SLE,2025,137.04153351717906,XGB_OD
USA,SLE,2030,137.13793251969722,XGB_OD
USA,SLE,2035,137.13793251969722,XGB_OD
USA,SLV,2025,5356.635194913901,XGB_OD
USA,SLV,2030,5268.10271417805,XGB_OD
USA,SLV,2035,5272.732779555038,XGB_OD
USA,SRB,2025,2051.390484521553,XGB_OD
USA,SRB,2030,2046.4883880717152,XGB_OD
USA,SRB,2035,2046.8506342926223,XGB_OD
USA,SVK,2025,2839.5301519007785,XGB_OD
USA,SVK,2030,2822.5324944798813,XGB_OD
USA,SVK,2035,2821.1581901673735,XGB_OD
USA,SVN,2025,1012.266629205968,XGB_OD
USA,SVN,2030,1009.8450147061292,XGB_OD
USA,SVN,2035,1006.0928119634409,XGB_OD
USA,SWE,2025,26023.181058000646,XGB_OD
USA,SWE,2030,25317.576914104466,XGB_OD
USA,SWE,2035,23827.647179164123,XGB_OD
USA,SWZ,2025,244.3583706541506,XGB_OD
USA,SWZ,2030,244.41593943301245,XGB_OD
USA,SWZ,2035,244.94357939954023,XGB_OD
USA,SXM,2025,328.61442587787406,XGB_OD
USA,SXM,2030,328.2454345862505,XGB_OD
USA,SXM,2035,328.78248600979225,XGB_OD
USA,TGO,2025,181.06040917857737,XGB_OD
USA,TGO,2030,179.76061655269422,XGB_OD
USA,TGO,2035,179.76061655269422,XGB_OD
USA,THA,2025,51584.89940862223,XGB_OD
USA,THA,2030,51057.768634906315,XGB_OD
USA,THA,2035,51057.768634906315,XGB_OD
USA,TJK,2025,273.2564835170206,XGB_OD
USA,TJK,2030,264.53434553540507,XGB_OD
USA,TJK,2035,264.53434553540507,XGB_OD
USA,TLS,2025,51.8815135638924,XGB_OD
USA,TLS,2030,46.66048281418345,XGB_OD
USA,TLS,2035,46.175094777343396,XGB_OD
USA,TTO,2025,9353.786151852011,XGB_OD
USA,TTO,2030,9168.87708450481,XGB_OD
USA,TTO,2035,9168.87708450481,XGB_OD
USA,TUN,2025,657.6516544255155,XGB_OD
USA,TUN,2030,658.4093116289855,XGB_OD
USA,TUN,2035,658.2301103918018,XGB_OD
USA,TUR,2025,35413.559899449545,XGB_OD
USA,TUR,2030,35534.20285242981,XGB_OD
USA,TUR,2035,35534.20285242981,XGB_OD
USA,TUV,2025,3.054459825510166,XGB_OD
USA,TUV,2030,3.054459825510166,XGB_OD
USA,TUV,2035,3.054459825510166,XGB_OD
USA,TZA,2025,1222.4777833675735,XGB_OD
USA,TZA,2030,1191.6481455020567,XGB_OD
USA,TZA,2035,1199.3852606329197,XGB_OD
USA,UGA,2025,1378.98496181915,XGB_OD
USA,UGA,2030,1381.4389539004137,XGB_OD
USA,UGA,2035,1373.5708266784331,XGB_OD
USA,UKR,2025,2706.3178571160724,XGB_OD
USA,UKR,2030,2717.680044958597,XGB_OD
USA,UKR,2035,2716.8180971278734,XGB_OD
USA,URY,2025,942.6076591794609,XGB_OD
USA,URY,2030,956.2099317163495,XGB_OD
USA,URY,2035,946.9614628274331,XGB_OD
USA,VEN,2025,10033.354283470677,XGB_OD
USA,VEN,2030,10023.062776292167,XGB_OD
USA,VEN,2035,10023.062776292167,XGB_OD
