iso3_orig,iso3_dest,year,model_name,scenario,migrant_stock_pred,delta_in_od,delta_out_od,delta_stock_od,migrant_stock_shock
USA,TUR,2025,XGB_OD,Aid_LOW__Conflict_internal_HIGH,35413.559899449545,0.0,16835.379519323305,16835.379519323305,52248.93941877285
USA,TUR,2025,XGB_OD,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,35413.559899449545,0.0,16835.379519323305,16835.379519323305,52248.93941877285
USA,TUR,2025,XGB_OD,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,35413.559899449545,0.0,16835.379519323305,16835.379519323305,52248.93941877285
USA,TUR,2025,XGB_OD,Aid_LOW__Conflict_internal_LOW,35413.559899449545,0.0,5611.793173107766,5611.793173107766,41025.35307255731
USA,TUR,2025,XGB_OD,Aid_LOW__Conflict_internal_LOW__Conflict_external_HIGH,35413.559899449545,0.0,5611.793173107766,5611.793173107766,41025.35307255731
USA,TUR,2025,XGB_OD,Aid_LOW__Conflict_internal_LOW__Conflict_external_LOW,35413.559899449545,0.0,5611.793173107766,5611.793173107766,41025.35307255731
USA,TUR,2025,XGB_OD,Conflict_external_HIGH,35413.559899449545,0.0,0.0,0.0,35413.559899449545
USA,TUR,2025,XGB_OD,Conflict_external_LOW,35413.559899449545,0.0,0.0,0.0,35413.559899449545
USA,TUR,2025,XGB_OD,Conflict_internal_HIGH,35413.559899449545,0.0,16835.379519323305,16835.379519323305,52248.93941877285
USA,TUR,2025,XGB_OD,Conflict_internal_HIGH__Conflict_external_HIGH,35413.559899449545,0.0,16835.379519323305,16835.379519323305,52248.93941877285
USA,TUR,2025,XGB_OD,Conflict_internal_HIGH__Conflict_external_LOW,35413.559899449545,0.0,16835.379519323305,16835.379519323305,52248.93941877285
USA,TUR,2025,XGB_OD,Conflict_internal_LOW,35413.559899449545,0.0,5611.793173107766,5611.793173107766,41025.35307255731
USA,TUR,2025,XGB_OD,Conflict_internal_LOW__Conflict_external_HIGH,35413.559899449545,0.0,5611.793173107766,5611.793173107766,41025.35307255731
USA,TUR,2025,XGB_OD,Conflict_internal_LOW__Conflict_external_LOW,35413.559899449545,0.0,5611.793173107766,5611.793173107766,41025.35307255731
USA,TUV,2025,XGB_OD,Aid_HIGH,3.054459825510166,0.0,0.0,0.0,3.054459825510166
USA,TUV,2025,XGB_OD,Aid_HIGH__Conflict_external_HIGH,3.054459825510166,0.0,0.0,0.0,3.054459825510166
USA,TUV,2025,XGB_OD,Aid_HIGH__Conflict_external_LOW,3.054459825510166,0.0,0.0,0.0,3.054459825510166
USA,TUV,2025,XGB_OD,Aid_HIGH__Conflict_internal_HIGH,3.054459825510166,0.0,1.5041885385225016,1.5041885385225016,4.558648364032668
USA,TUV,2025,XGB_OD,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,3.054459825510166,0.0,1.5041885385225016,1.5041885385225016,4.558648364032668
USA,TUV,2025,XGB_OD,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,3.054459825510166,0.0,1.5041885385225016,1.5041885385225016,4.558648364032668
USA,TUV,2025,XGB_OD,Aid_HIGH__Conflict_internal_LOW,3.054459825510166,0.0,0.5013961795075004,0.5013961795075004,3.5558560050176666
USA,TUV,2025,XGB_OD,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,3.054459825510166,0.0,0.5013961795075004,0.5013961795075004,3.5558560050176666
USA,TUV,2025,XGB_OD,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,3.054459825510166,0.0,0.5013961795075004,0.5013961795075004,3.5558560050176666
USA,TUV,2025,XGB_OD,Aid_LOW,3.054459825510166,0.0,0.0,0.0,3.054459825510166
USA,TUV,2025,XGB_OD,Aid_LOW__Conflict_external_HIGH,3.054459825510166,0.0,0.0,0.0,3.054459825510166
USA,TUV,2025,XGB_OD,Aid_LOW__Conflict_external_LOW,3.054459825510166,0.0,0.0,0.0,3.054459825510166
USA,TUV,2025,XGB_OD,Aid_LOW__Conflict_internal_HIGH,3.054459825510166,0.0,1.5041885385225016,1.5041885385225016,4.558648364032668
USA,TUV,2025,XGB_OD,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,3.054459825510166,0.0,1.5041885385225016,1.5041885385225016,4.558648364032668
USA,TUV,2025,XGB_OD,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,3.054459825510166,0.0,1.5041885385225016,1.5041885385225016,4.558648364032668
USA,TUV,2025,XGB_OD,Aid_LOW__Conflict_internal_LOW,3.054459825510166,0.0,0.5013961795075004,0.5013961795075004,3.5558560050176666
