iso3,ethnic_group,year,scenario,base_share,shock_share,delta_share,total_pop_interp,delta_count,delta_migrants_2025,delta_in,delta_out
IDN,Banten,2025,Aid_LOW__Conflict_external_HIGH,0.0234295088438209,0.0234295088438209,0.0,292774488.82756096,0.0,182012.81249999997,182012.81249999997,0.0
IDN,Banten,2025,Aid_HIGH__Conflict_external_LOW,0.0234295088438209,0.0234295088438209,0.0,292774488.82756096,0.0,99500.3375,99500.3375,0.0
IDN,Banten,2025,Aid_HIGH__Conflict_external_HIGH,0.0234295088438209,0.0234295088438209,0.0,292774488.82756096,0.0,230549.56250000003,230549.56250000003,0.0
IDN,Banten,2025,Conflict_internal_LOW__Conflict_external_LOW,0.0234295088438209,0.02342795516717656,-1.5536766443405672e-06,292774488.82756096,-454.8768853501298,14561.024999999998,33975.725,19414.7
IDN,Banten,2025,Conflict_internal_LOW__Conflict_external_HIGH,0.0234295088438209,0.02342795516717656,-1.5536766443405672e-06,292774488.82756096,-454.8768853501298,82512.47499999999,101927.17499999999,19414.7
IDN,Banten,2025,Conflict_internal_HIGH__Conflict_external_LOW,0.0234295088438209,0.02342484781388788,-4.661029933021702e-06,292774488.82756096,-1364.6306560503895,-53390.425,4853.675000000005,58244.100000000006
IDN,Banten,2025,Conflict_internal_HIGH__Conflict_external_HIGH,0.0234295088438209,0.02342484781388788,-4.661029933021702e-06,292774488.82756096,-1364.6306560503895,-43683.075,14561.025000000012,58244.100000000006
IDN,Banten,2025,Aid_LOW__Conflict_internal_LOW__Conflict_external_LOW,0.0234295088438209,0.02342795516717656,-1.5536766443405672e-06,292774488.82756096,-454.8768853501298,34218.40875,53633.10875,19414.7
IDN,Banten,2025,Aid_LOW__Conflict_internal_LOW__Conflict_external_HIGH,0.0234295088438209,0.02342795516717656,-1.5536766443405672e-06,292774488.82756096,-454.8768853501298,112362.57624999997,131777.27624999997,19414.7
IDN,Banten,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,0.0234295088438209,0.02342484781388788,-4.661029933021702e-06,292774488.82756096,-1364.6306560503895,-38101.348750000005,20142.751250000005,58244.100000000006
IDN,Banten,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,0.0234295088438209,0.02342484781388788,-4.661029933021702e-06,292774488.82756096,-1364.6306560503895,-26937.896249999994,31306.20375000001,58244.100000000006
IDN,Banten,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0234295088438209,0.02342795516717656,-1.5536766443405672e-06,292774488.82756096,-454.8768853501298,60428.25375,79842.95375,19414.7
IDN,Banten,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0234295088438209,0.02342795516717656,-1.5536766443405672e-06,292774488.82756096,-454.8768853501298,152162.71124999996,171577.41124999998,19414.7
IDN,Banten,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0234295088438209,0.02342484781388788,-4.661029933021702e-06,292774488.82756096,-1364.6306560503895,-17715.91375,40528.186250000006,58244.100000000006
IDN,Banten,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0234295088438209,0.02342484781388788,-4.661029933021702e-06,292774488.82756096,-1364.6306560503895,-4610.991249999985,53633.10875000002,58244.100000000006
IDN,Betawi,2025,Aid_LOW,0.0377392617926568,0.0377392617926568,0.0,292774488.82756096,0.0,14561.025,14561.025,0.0
IDN,Betawi,2025,Aid_HIGH,0.0377392617926568,0.0377392617926568,0.0,292774488.82756096,0.0,33975.725,33975.725,0.0
IDN,Betawi,2025,Conflict_internal_LOW,0.0377392617926568,0.037736759196037604,-2.5025966191932778e-06,292774488.82756096,-732.6964459258942,-19414.7,0.0,19414.7
IDN,Betawi,2025,Conflict_internal_HIGH,0.0377392617926568,0.03773175400279922,-7.507789857579835e-06,292774488.82756096,-2198.089337777683,-58244.100000000006,0.0,58244.100000000006
IDN,Betawi,2025,Conflict_external_LOW,0.0377392617926568,0.0377392617926568,0.0,292774488.82756096,0.0,48536.75,48536.75,0.0
IDN,Betawi,2025,Conflict_external_HIGH,0.0377392617926568,0.0377392617926568,0.0,292774488.82756096,0.0,145610.25,145610.25,0.0
IDN,Betawi,2025,Aid_LOW__Conflict_internal_LOW,0.0377392617926568,0.037736759196037604,-2.5025966191932778e-06,292774488.82756096,-732.6964459258942,-4853.675000000001,14561.025,19414.7
IDN,Betawi,2025,Aid_LOW__Conflict_internal_HIGH,0.0377392617926568,0.03773175400279922,-7.507789857579835e-06,292774488.82756096,-2198.089337777683,-43683.075000000004,14561.025,58244.100000000006
IDN,Betawi,2025,Aid_HIGH__Conflict_internal_LOW,0.0377392617926568,0.037736759196037604,-2.5025966191932778e-06,292774488.82756096,-732.6964459258942,14561.024999999998,33975.725,19414.7
IDN,Betawi,2025,Aid_HIGH__Conflict_internal_HIGH,0.0377392617926568,0.03773175400279922,-7.507789857579835e-06,292774488.82756096,-2198.089337777683,-24268.375000000007,33975.725,58244.100000000006
IDN,Betawi,2025,Aid_LOW__Conflict_external_LOW,0.0377392617926568,0.0377392617926568,0.0,292774488.82756096,0.0,70378.28749999999,70378.28749999999,0.0
IDN,Betawi,2025,Aid_LOW__Conflict_external_HIGH,0.0377392617926568,0.0377392617926568,0.0,292774488.82756096,0.0,182012.81249999997,182012.81249999997,0.0
IDN,Betawi,2025,Aid_HIGH__Conflict_external_LOW,0.0377392617926568,0.0377392617926568,0.0,292774488.82756096,0.0,99500.3375,99500.3375,0.0
IDN,Betawi,2025,Aid_HIGH__Conflict_external_HIGH,0.0377392617926568,0.0377392617926568,0.0,292774488.82756096,0.0,230549.56250000003,230549.56250000003,0.0
IDN,Betawi,2025,Conflict_internal_LOW__Conflict_external_LOW,0.0377392617926568,0.037736759196037604,-2.5025966191932778e-06,292774488.82756096,-732.6964459258942,14561.024999999998,33975.725,19414.7
IDN,Betawi,2025,Conflict_internal_LOW__Conflict_external_HIGH,0.0377392617926568,0.037736759196037604,-2.5025966191932778e-06,292774488.82756096,-732.6964459258942,82512.47499999999,101927.17499999999,19414.7
IDN,Betawi,2025,Conflict_internal_HIGH__Conflict_external_LOW,0.0377392617926568,0.03773175400279922,-7.507789857579835e-06,292774488.82756096,-2198.089337777683,-53390.425,4853.675000000005,58244.100000000006
IDN,Betawi,2025,Conflict_internal_HIGH__Conflict_external_HIGH,0.0377392617926568,0.03773175400279922,-7.507789857579835e-06,292774488.82756096,-2198.089337777683,-43683.075,14561.025000000012,58244.100000000006
IDN,Betawi,2025,Aid_LOW__Conflict_internal_LOW__Conflict_external_LOW,0.0377392617926568,0.037736759196037604,-2.5025966191932778e-06,292774488.82756096,-732.6964459258942,34218.40875,53633.10875,19414.7
IDN,Betawi,2025,Aid_LOW__Conflict_internal_LOW__Conflict_external_HIGH,0.0377392617926568,0.037736759196037604,-2.5025966191932778e-06,292774488.82756096,-732.6964459258942,112362.57624999997,131777.27624999997,19414.7
IDN,Betawi,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,0.0377392617926568,0.03773175400279922,-7.507789857579835e-06,292774488.82756096,-2198.089337777683,-38101.348750000005,20142.751250000005,58244.100000000006
IDN,Betawi,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,0.0377392617926568,0.03773175400279922,-7.507789857579835e-06,292774488.82756096,-2198.089337777683,-26937.896249999994,31306.20375000001,58244.100000000006
IDN,Betawi,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0377392617926568,0.037736759196037604,-2.5025966191932778e-06,292774488.82756096,-732.6964459258942,60428.25375,79842.95375,19414.7
IDN,Betawi,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0377392617926568,0.037736759196037604,-2.5025966191932778e-06,292774488.82756096,-732.6964459258942,152162.71124999996,171577.41124999998,19414.7
IDN,Betawi,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0377392617926568,0.03773175400279922,-7.507789857579835e-06,292774488.82756096,-2198.089337777683,-17715.91375,40528.186250000006,58244.100000000006
IDN,Betawi,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0377392617926568,0.03773175400279922,-7.507789857579835e-06,292774488.82756096,-2198.089337777683,-4610.991249999985,53633.10875000002,58244.100000000006
IDN,"Bugis, Ugi",2025,Aid_LOW,0.0337496559136365,0.0337496559136365,0.0,292774488.82756096,0.0,14561.025,14561.025,0.0
IDN,"Bugis, Ugi",2025,Aid_HIGH,0.0337496559136365,0.0337496559136365,0.0,292774488.82756096,0.0,33975.725,33975.725,0.0
IDN,"Bugis, Ugi",2025,Conflict_internal_LOW,0.0337496559136365,0.033747417879006876,-2.2380346296237696e-06,292774488.82756096,-655.2394446664789,-19414.7,0.0,19414.7
IDN,"Bugis, Ugi",2025,Conflict_internal_HIGH,0.0337496559136365,0.03374294180974763,-6.71410388887131e-06,292774488.82756096,-1965.718333999437,-58244.100000000006,0.0,58244.100000000006
IDN,"Bugis, Ugi",2025,Conflict_external_LOW,0.0337496559136365,0.0337496559136365,0.0,292774488.82756096,0.0,48536.75,48536.75,0.0
IDN,"Bugis, Ugi",2025,Conflict_external_HIGH,0.0337496559136365,0.0337496559136365,0.0,292774488.82756096,0.0,145610.25,145610.25,0.0
IDN,"Bugis, Ugi",2025,Aid_LOW__Conflict_internal_LOW,0.0337496559136365,0.033747417879006876,-2.2380346296237696e-06,292774488.82756096,-655.2394446664789,-4853.675000000001,14561.025,19414.7
IDN,"Bugis, Ugi",2025,Aid_LOW__Conflict_internal_HIGH,0.0337496559136365,0.03374294180974763,-6.71410388887131e-06,292774488.82756096,-1965.718333999437,-43683.075000000004,14561.025,58244.100000000006
IDN,"Bugis, Ugi",2025,Aid_HIGH__Conflict_internal_LOW,0.0337496559136365,0.033747417879006876,-2.2380346296237696e-06,292774488.82756096,-655.2394446664789,14561.024999999998,33975.725,19414.7
IDN,"Bugis, Ugi",2025,Aid_HIGH__Conflict_internal_HIGH,0.0337496559136365,0.03374294180974763,-6.71410388887131e-06,292774488.82756096,-1965.718333999437,-24268.375000000007,33975.725,58244.100000000006
IDN,"Bugis, Ugi",2025,Aid_LOW__Conflict_external_LOW,0.0337496559136365,0.0337496559136365,0.0,292774488.82756096,0.0,70378.28749999999,70378.28749999999,0.0
IDN,"Bugis, Ugi",2025,Aid_LOW__Conflict_external_HIGH,0.0337496559136365,0.0337496559136365,0.0,292774488.82756096,0.0,182012.81249999997,182012.81249999997,0.0
IDN,"Bugis, Ugi",2025,Aid_HIGH__Conflict_external_LOW,0.0337496559136365,0.0337496559136365,0.0,292774488.82756096,0.0,99500.3375,99500.3375,0.0
IDN,"Bugis, Ugi",2025,Aid_HIGH__Conflict_external_HIGH,0.0337496559136365,0.0337496559136365,0.0,292774488.82756096,0.0,230549.56250000003,230549.56250000003,0.0
IDN,"Bugis, Ugi",2025,Conflict_internal_LOW__Conflict_external_LOW,0.0337496559136365,0.033747417879006876,-2.2380346296237696e-06,292774488.82756096,-655.2394446664789,14561.024999999998,33975.725,19414.7
IDN,"Bugis, Ugi",2025,Conflict_internal_LOW__Conflict_external_HIGH,0.0337496559136365,0.033747417879006876,-2.2380346296237696e-06,292774488.82756096,-655.2394446664789,82512.47499999999,101927.17499999999,19414.7
IDN,"Bugis, Ugi",2025,Conflict_internal_HIGH__Conflict_external_LOW,0.0337496559136365,0.03374294180974763,-6.71410388887131e-06,292774488.82756096,-1965.718333999437,-53390.425,4853.675000000005,58244.100000000006
IDN,"Bugis, Ugi",2025,Conflict_internal_HIGH__Conflict_external_HIGH,0.0337496559136365,0.03374294180974763,-6.71410388887131e-06,292774488.82756096,-1965.718333999437,-43683.075,14561.025000000012,58244.100000000006
IDN,"Bugis, Ugi",2025,Aid_LOW__Conflict_internal_LOW__Conflict_external_LOW,0.0337496559136365,0.033747417879006876,-2.2380346296237696e-06,292774488.82756096,-655.2394446664789,34218.40875,53633.10875,19414.7
IDN,"Bugis, Ugi",2025,Aid_LOW__Conflict_internal_LOW__Conflict_external_HIGH,0.0337496559136365,0.033747417879006876,-2.2380346296237696e-06,292774488.82756096,-655.2394446664789,112362.57624999997,131777.27624999997,19414.7
IDN,"Bugis, Ugi",2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,0.0337496559136365,0.03374294180974763,-6.71410388887131e-06,292774488.82756096,-1965.718333999437,-38101.348750000005,20142.751250000005,58244.100000000006
IDN,"Bugis, Ugi",2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,0.0337496559136365,0.03374294180974763,-6.71410388887131e-06,292774488.82756096,-1965.718333999437,-26937.896249999994,31306.20375000001,58244.100000000006
IDN,"Bugis, Ugi",2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0337496559136365,0.033747417879006876,-2.2380346296237696e-06,292774488.82756096,-655.2394446664789,60428.25375,79842.95375,19414.7
IDN,"Bugis, Ugi",2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0337496559136365,0.033747417879006876,-2.2380346296237696e-06,292774488.82756096,-655.2394446664789,152162.71124999996,171577.41124999998,19414.7
IDN,"Bugis, Ugi",2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0337496559136365,0.03374294180974763,-6.71410388887131e-06,292774488.82756096,-1965.718333999437,-17715.91375,40528.186250000006,58244.100000000006
IDN,"Bugis, Ugi",2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0337496559136365,0.03374294180974763,-6.71410388887131e-06,292774488.82756096,-1965.718333999437,-4610.991249999985,53633.10875000002,58244.100000000006
IDN,Jawa,2025,Aid_LOW,0.3713869098156411,0.3713869447008235,3.4885182409178035e-08,292774488.82756096,10.213491447503321,14561.025,14561.025,0.0
IDN,Jawa,2025,Aid_HIGH,0.3713869098156411,0.37138699121440005,8.139875895474873e-08,292774488.82756096,23.831480044174413,33975.725,33975.725,0.0
IDN,Jawa,2025,Conflict_internal_LOW,0.3713869098156411,0.3713622821048495,-2.462771079157962e-05,292774488.82756096,-7210.36543799773,-19414.7,0.0,19414.7
IDN,Jawa,2025,Conflict_internal_HIGH,0.3713869098156411,0.3713130266832664,-7.388313237473887e-05,292774488.82756096,-21631.096313993192,-58244.100000000006,0.0,58244.100000000006
IDN,Jawa,2025,Conflict_external_LOW,0.3713869098156411,0.37138702609958246,1.1628394136392677e-07,292774488.82756096,34.044971491677735,48536.75,48536.75,0.0
IDN,Jawa,2025,Conflict_external_HIGH,0.3713869098156411,0.3713872586674652,3.488518240917803e-07,292774488.82756096,102.1349144750332,145610.25,145610.25,0.0
IDN,Jawa,2025,Aid_LOW__Conflict_internal_LOW,0.3713869098156411,0.3713623169900319,-2.459282560917044e-05,292774488.82756096,-7200.151946550226,-4853.675000000001,14561.025,19414.7
IDN,Jawa,2025,Aid_LOW__Conflict_internal_HIGH,0.3713869098156411,0.3713130615684488,-7.384824719232969e-05,292774488.82756096,-21620.88282254569,-43683.075000000004,14561.025,58244.100000000006
IDN,Jawa,2025,Aid_HIGH__Conflict_internal_LOW,0.3713869098156411,0.37136236350360846,-2.4546312032624872e-05,292774488.82756096,-7186.533957953556,14561.024999999998,33975.725,19414.7
IDN,Jawa,2025,Aid_HIGH__Conflict_internal_HIGH,0.3713869098156411,0.37131310808202533,-7.380173361578412e-05,292774488.82756096,-21607.26483394902,-24268.375000000007,33975.725,58244.100000000006
IDN,Jawa,2025,Aid_LOW__Conflict_external_LOW,0.3713869098156411,0.3713870784273561,1.686117149776938e-07,292774488.82756096,49.36520866293271,70378.28749999999,70378.28749999999,0.0
IDN,Jawa,2025,Aid_LOW__Conflict_external_HIGH,0.3713869098156411,0.3713873458804212,4.3606478011472535e-07,292774488.82756096,127.66864309379149,182012.81249999997,182012.81249999997,0.0
IDN,Jawa,2025,Aid_HIGH__Conflict_external_LOW,0.3713869098156411,0.3713871481977209,2.3838207979604987e-07,292774488.82756096,69.79219155793935,99500.3375,99500.3375,0.0
IDN,Jawa,2025,Aid_HIGH__Conflict_external_HIGH,0.3713869098156411,0.3713874621643626,5.523487214786523e-07,292774488.82756096,161.71361458546926,230549.56250000003,230549.56250000003,0.0
IDN,Jawa,2025,Conflict_internal_LOW__Conflict_external_LOW,0.3713869098156411,0.37136236350360846,-2.4546312032624872e-05,292774488.82756096,-7186.533957953556,14561.024999999998,33975.725,19414.7
IDN,Jawa,2025,Conflict_internal_LOW__Conflict_external_HIGH,0.3713869098156411,0.37136252630112637,-2.4383514514715376e-05,292774488.82756096,-7138.870997865207,82512.47499999999,101927.17499999999,19414.7
IDN,Jawa,2025,Conflict_internal_HIGH__Conflict_external_LOW,0.3713869098156411,0.3713130383116605,-7.387150398060247e-05,292774488.82756096,-21627.691816844024,-53390.425,4853.675000000005,58244.100000000006
IDN,Jawa,2025,Conflict_internal_HIGH__Conflict_external_HIGH,0.3713869098156411,0.3713130615684488,-7.384824719232969e-05,292774488.82756096,-21620.88282254569,-43683.075,14561.025000000012,58244.100000000006
IDN,Jawa,2025,Aid_LOW__Conflict_internal_LOW__Conflict_external_LOW,0.3713869098156411,0.3713624105986047,-2.449921703637248e-05,292774488.82756096,-7172.745744499426,34218.40875,53633.10875,19414.7
IDN,Jawa,2025,Aid_LOW__Conflict_internal_LOW__Conflict_external_HIGH,0.3713869098156411,0.3713625978157503,-2.431199989077656e-05,292774488.82756096,-7117.933340397824,112362.57624999997,131777.27624999997,19414.7
IDN,Jawa,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,0.3713869098156411,0.37131307494110205,-7.383487453907284e-05,292774488.82756096,-21616.967650824146,-38101.348750000005,20142.751250000005,58244.100000000006
IDN,Jawa,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,0.3713869098156411,0.3713131016864085,-7.380812923255914e-05,292774488.82756096,-21609.13730738106,-26937.896249999994,31306.20375000001,58244.100000000006
IDN,Jawa,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.3713869098156411,0.37136247339193307,-2.443642370803596e-05,292774488.82756096,-7154.36145989392,60428.25375,79842.95375,19414.7
IDN,Jawa,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.3713869098156411,0.3713626931685822,-2.421664705885814e-05,292774488.82756096,-7090.016463774649,152162.71124999996,171577.41124999998,19414.7
IDN,Jawa,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.3713869098156411,0.3713131237803574,-7.37860352837e-05,292774488.82756096,-21602.668762797643,-17715.91375,40528.186250000006,58244.100000000006
IDN,Jawa,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.3713869098156411,0.37131315517702157,-7.375463861953173e-05,292774488.82756096,-21593.476620494886,-4610.991249999985,53633.10875000002,58244.100000000006
IDN,Madura,2025,Aid_LOW,0.0301091972587025,0.030109221926919696,2.4668217194753193e-08,292774488.82756096,7.222224679481116,14561.025,14561.025,0.0
IDN,Madura,2025,Aid_HIGH,0.0301091972587025,0.030109254817875956,5.755917345442411e-08,292774488.82756096,16.851857585455935,33975.725,33975.725,0.0
IDN,Madura,2025,Conflict_internal_LOW,0.0301091972587025,0.03010720063312778,-1.996625574719483e-06,292774488.82756096,-584.5610320185317,-19414.7,0.0,19414.7
IDN,Madura,2025,Conflict_internal_HIGH,0.0301091972587025,0.03010320738197834,-5.989876724158448e-06,292774488.82756096,-1753.6830960555951,-58244.100000000006,0.0,58244.100000000006
IDN,Madura,2025,Conflict_external_LOW,0.0301091972587025,0.03010927948609315,8.222739064917731e-08,292774488.82756096,24.074082264937054,48536.75,48536.75,0.0
IDN,Madura,2025,Conflict_external_HIGH,0.0301091972587025,0.030109443940874447,2.466821719475319e-07,292774488.82756096,72.22224679481116,145610.25,145610.25,0.0
IDN,Madura,2025,Aid_LOW__Conflict_internal_LOW,0.0301091972587025,0.030107225301344978,-1.97195735752473e-06,292774488.82756096,-577.3388073390506,-4853.675000000001,14561.025,19414.7
IDN,Madura,2025,Aid_LOW__Conflict_internal_HIGH,0.0301091972587025,0.030103232050195536,-5.965208506963695e-06,292774488.82756096,-1746.460871376114,-43683.075000000004,14561.025,58244.100000000006
IDN,Madura,2025,Aid_HIGH__Conflict_internal_LOW,0.0301091972587025,0.030107258192301235,-1.939066401265059e-06,292774488.82756096,-567.7091744330758,14561.024999999998,33975.725,19414.7
IDN,Madura,2025,Aid_HIGH__Conflict_internal_HIGH,0.0301091972587025,0.030103264941151796,-5.932317550704024e-06,292774488.82756096,-1736.8312384701392,-24268.375000000007,33975.725,58244.100000000006
IDN,Madura,2025,Aid_LOW__Conflict_external_LOW,0.0301091972587025,0.03010931648841894,1.1922971644130707e-07,292774488.82756096,34.90741928415872,70378.28749999999,70378.28749999999,0.0
IDN,Madura,2025,Aid_LOW__Conflict_external_HIGH,0.0301091972587025,0.030109505611417436,3.0835271493441485e-07,292774488.82756096,90.27780849351393,182012.81249999997,182012.81249999997,0.0
IDN,Madura,2025,Aid_HIGH__Conflict_external_LOW,0.0301091972587025,0.03010936582485333,1.6856615083081347e-07,292774488.82756096,49.35186864312095,99500.3375,99500.3375,0.0
IDN,Madura,2025,Aid_HIGH__Conflict_external_HIGH,0.0301091972587025,0.030109587838808086,3.905801055835923e-07,292774488.82756096,114.35189075845102,230549.56250000003,230549.56250000003,0.0
IDN,Madura,2025,Conflict_internal_LOW__Conflict_external_LOW,0.0301091972587025,0.030107258192301235,-1.939066401265059e-06,292774488.82756096,-567.7091744330758,14561.024999999998,33975.725,19414.7
IDN,Madura,2025,Conflict_internal_LOW__Conflict_external_HIGH,0.0301091972587025,0.030107373310648146,-1.8239480543562104e-06,292774488.82756096,-534.0054592621639,82512.47499999999,101927.17499999999,19414.7
IDN,Madura,2025,Conflict_internal_HIGH__Conflict_external_LOW,0.0301091972587025,0.030103215604717407,-5.98165398509353e-06,292774488.82756096,-1751.2756878291013,-53390.425,4853.675000000005,58244.100000000006
IDN,Madura,2025,Conflict_internal_HIGH__Conflict_external_HIGH,0.0301091972587025,0.030103232050195536,-5.965208506963695e-06,292774488.82756096,-1746.460871376114,-43683.075,14561.025000000012,58244.100000000006
IDN,Madura,2025,Aid_LOW__Conflict_internal_LOW__Conflict_external_LOW,0.0301091972587025,0.03010729149439445,-1.9057643080521418e-06,292774488.82756096,-557.9591711157763,34218.40875,53633.10875,19414.7
IDN,Madura,2025,Aid_LOW__Conflict_internal_LOW__Conflict_external_HIGH,0.0301091972587025,0.030107423880493395,-1.7733782091069666e-06,292774488.82756096,-519.1998986692277,112362.57624999997,131777.27624999997,19414.7
IDN,Madura,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_LOW,0.0301091972587025,0.03010324150634546,-5.955752357039039e-06,292774488.82756096,-1743.6923519156462,-38101.348750000005,20142.751250000005,58244.100000000006
IDN,Madura,2025,Aid_LOW__Conflict_internal_HIGH__Conflict_external_HIGH,0.0301091972587025,0.030103260418645313,-5.936840057189729e-06,292774488.82756096,-1738.1553129947108,-26937.896249999994,31306.20375000001,58244.100000000006
IDN,Madura,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_LOW,0.0301091972587025,0.030107335897185398,-1.861361517101586e-06,292774488.82756096,-544.9591666927103,60428.25375,79842.95375,19414.7
IDN,Madura,2025,Aid_HIGH__Conflict_internal_LOW__Conflict_external_HIGH,0.0301091972587025,0.030107491306953726,-1.7059517487746412e-06,292774488.82756096,-499.45915121197925,152162.71124999996,171577.41124999998,19414.7
IDN,Madura,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0301091972587025,0.030103276041849536,-5.921216852966386e-06,292774488.82756096,-1733.5812373643728,-17715.91375,40528.186250000006,58244.100000000006
IDN,Madura,2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0301091972587025,0.03010329824324501,-5.899015457491107e-06,292774488.82756096,-1727.0812351528396,-4610.991249999985,53633.10875000002,58244.100000000006
IDN,Minangkabau,2025,Aid_LOW,0.0317253804608265,0.0317253804608265,0.0,292774488.82756096,0.0,14561.025,14561.025,0.0
IDN,Minangkabau,2025,Aid_HIGH,0.0317253804608265,0.0317253804608265,0.0,292774488.82756096,0.0,33975.725,33975.725,0.0
IDN,Minangkabau,2025,Conflict_internal_LOW,0.0317253804608265,0.03172327666159693,-2.1037992295687544e-06,292774488.82756096,-615.9387440328086,-19414.7,0.0,19414.7
IDN,Minangkabau,2025,Conflict_internal_HIGH,0.0317253804608265,0.031719069063137796,-6.311397688706262e-06,292774488.82756096,-1847.8162320984256,-58244.100000000006,0.0,58244.100000000006
IDN,Minangkabau,2025,Conflict_external_LOW,0.0317253804608265,0.0317253804608265,0.0,292774488.82756096,0.0,48536.75,48536.75,0.0
IDN,Minangkabau,2025,Conflict_external_HIGH,0.0317253804608265,0.0317253804608265,0.0,292774488.82756096,0.0,145610.25,145610.25,0.0
IDN,Minangkabau,2025,Aid_LOW__Conflict_internal_LOW,0.0317253804608265,0.03172327666159693,-2.1037992295687544e-06,292774488.82756096,-615.9387440328086,-4853.675000000001,14561.025,19414.7
IDN,Minangkabau,2025,Aid_LOW__Conflict_internal_HIGH,0.0317253804608265,0.031719069063137796,-6.311397688706262e-06,292774488.82756096,-1847.8162320984256,-43683.075000000004,14561.025,58244.100000000006
IDN,Minangkabau,2025,Aid_HIGH__Conflict_internal_LOW,0.0317253804608265,0.03172327666159693,-2.1037992295687544e-06,292774488.82756096,-615.9387440328086,14561.024999999998,33975.725,19414.7
IDN,Minangkabau,2025,Aid_HIGH__Conflict_internal_HIGH,0.0317253804608265,0.031719069063137796,-6.311397688706262e-06,292774488.82756096,-1847.8162320984256,-24268.375000000007,33975.725,58244.100000000006
IDN,Minangkabau,2025,Aid_LOW__Conflict_external_LOW,0.0317253804608265,0.0317253804608265,0.0,292774488.82756096,0.0,70378.28749999999,70378.28749999999,0.0
IDN,Minangkabau,2025,Aid_LOW__Conflict_external_HIGH,0.0317253804608265,0.0317253804608265,0.0,292774488.82756096,0.0,182012.81249999997,182012.81249999997,0.0
IDN,Minangkabau,2025,Aid_HIGH__Conflict_external_LOW,0.0317253804608265,0.0317253804608265,0.0,292774488.82756096,0.0,99500.3375,99500.3375,0.0
IDN,Minangkabau,2025,Aid_HIGH__Conflict_external_HIGH,0.0317253804608265,0.0317253804608265,0.0,292774488.82756096,0.0,230549.56250000003,230549.56250000003,0.0
IDN,Minangkabau,2025,Conflict_internal_LOW__Conflict_external_LOW,0.0317253804608265,0.03172327666159693,-2.1037992295687544e-06,292774488.82756096,-615.9387440328086,14561.024999999998,33975.725,19414.7
IDN,Minangkabau,2025,Conflict_internal_LOW__Conflict_external_HIGH,0.0317253804608265,0.03172327666159693,-2.1037992295687544e-06,292774488.82756096,-615.9387440328086,82512.47499999999,101927.17499999999,19414.7
IDN,Minangkabau,2025,Conflict_internal_HIGH__Conflict_external_LOW,0.0317253804608265,0.031719069063137796,-6.311397688706262e-06,292774488.82756096,-1847.8162320984256,-53390.425,4853.675000000005,58244.100000000006
IDN,Minangkabau,2025,Conflict_internal_HIGH__Conflict_external_HIGH,0.0317253804608265,0.031719069063137796,-6.311397688706262e-06,292774488.82756096,-1847.8162320984256,-43683.075,14561.025000000012,58244.100000000006
IDN,Minangkabau,2025,Aid_LOW__Conflict_internal_LOW__Conflict_external_LOW,0.0317253804608265,0.03172327666159693,-2.1037992295687544e-06,292774488.82756096,-615.9387440328086,34218.40875,53633.10875,19414.7
IDN,Minangkabau,2025,Aid_LOW__Conflict_internal_LOW__Conflict_external_HIGH,0.0317253804608265,0.03172327666159693,-2.1037992295687544e-06,292774488.82756096,-615.9387440328086,112362.57624999997,131777.27624999997,19414.7
