iso3,ethnic_group,year,scenario,base_share,shock_share,delta_share,total_pop_interp,delta_count,delta_migrants_2025,delta_in,delta_out
IDN,"Banjar, Melayu Banjar",2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_LOW,0.0729086727505534,0.07289423707282484,-1.4435677728562483e-05,292774488.82756096,-4226.398167859287,-17715.91375,40528.186250000006,58244.100000000006
IDN,"Banjar, Melayu Banjar",2025,Aid_HIGH__Conflict_internal_HIGH__Conflict_external_HIGH,0.0729086727505534,0.07289425927422032,-1.4413476333087205e-05,292774488.82756096,-4219.8981656477545,-4610.991249999985,53633.10875000002,58244.100000000006
IDN,Banten,2025,Aid_LOW,0.0234295088438209,0.0234295088438209,0.0,292774488.82756096,0.0,14561.025,14561.025,0.0
IDN,Banten,2025,Aid_HIGH,0.0234295088438209,0.0234295088438209,0.0,292774488.82756096,0.0,33975.725,33975.725,0.0
IDN,Banten,2025,Conflict_internal_LOW,0.0234295088438209,0.02342795516717656,-1.5536766443405672e-06,292774488.82756096,-454.8768853501298,-19414.7,0.0,19414.7
IDN,Banten,2025,Conflict_internal_HIGH,0.0234295088438209,0.02342484781388788,-4.661029933021702e-06,292774488.82756096,-1364.6306560503895,-58244.100000000006,0.0,58244.100000000006
IDN,Banten,2025,Conflict_external_LOW,0.0234295088438209,0.0234295088438209,0.0,292774488.82756096,0.0,48536.75,48536.75,0.0
IDN,Banten,2025,Conflict_external_HIGH,0.0234295088438209,0.0234295088438209,0.0,292774488.82756096,0.0,145610.25,145610.25,0.0
IDN,Banten,2025,Aid_LOW__Conflict_internal_LOW,0.0234295088438209,0.02342795516717656,-1.5536766443405672e-06,292774488.82756096,-454.8768853501298,-4853.675000000001,14561.025,19414.7
IDN,Banten,2025,Aid_LOW__Conflict_internal_HIGH,0.0234295088438209,0.02342484781388788,-4.661029933021702e-06,292774488.82756096,-1364.6306560503895,-43683.075000000004,14561.025,58244.100000000006
IDN,Banten,2025,Aid_HIGH__Conflict_internal_LOW,0.0234295088438209,0.02342795516717656,-1.5536766443405672e-06,292774488.82756096,-454.8768853501298,14561.024999999998,33975.725,19414.7
IDN,Banten,2025,Aid_HIGH__Conflict_internal_HIGH,0.0234295088438209,0.02342484781388788,-4.661029933021702e-06,292774488.82756096,-1364.6306560503895,-24268.375000000007,33975.725,58244.100000000006
IDN,Banten,2025,Aid_LOW__Conflict_external_LOW,0.0234295088438209,0.0234295088438209,0.0,292774488.82756096,0.0,70378.28749999999,70378.28749999999,0.0
