iso3_orig,iso3_dest,MAE,RMSE,n,model_name
IDN,NAM,10.506935139889322,10.506935139889322,1.0,RF_OD
IDN,NCL,95.32545630744812,95.32545630744812,1.0,RF_OD
IDN,NLD,10774.328959282604,10774.328959282604,1.0,RF_OD
IDN,NOR,223.97730641197768,223.97730641197768,1.0,RF_OD
IDN,NZL,671.3546772727095,671.3546772727095,1.0,RF_OD
IDN,PAK,54.37593645343213,54.37593645343213,1.0,RF_OD
IDN,PAN,49.85401277515393,49.85401277515393,1.0,RF_OD
IDN,PNG,180.87133754523165,180.87133754523165,1.0,RF_OD
IDN,PRK,182.30430795541065,182.30430795541065,1.0,RF_OD
IDN,PRT,45.465483886942934,45.465483886942934,1.0,RF_OD
IDN,QAT,5388.728588213817,5388.728588213817,1.0,RF_OD
IDN,SAU,2181.305766654841,2181.305766654841,1.0,RF_OD
IDN,SGP,7601.289286491403,7601.289286491403,1.0,RF_OD
IDN,SLB,7.33386701648503,7.33386701648503,1.0,RF_OD
IDN,SVK,7.961715697777507,7.961715697777507,1.0,RF_OD
IDN,SVN,11.988375898821943,11.988375898821943,1.0,RF_OD
IDN,SXM,7.253882062072613,7.253882062072613,1.0,RF_OD
IDN,SYC,14.208814758628762,14.208814758628762,1.0,RF_OD
IDN,TLS,9.835255160062388,9.835255160062388,1.0,RF_OD
IDN,TUR,6132.693416967992,6132.693416967992,1.0,RF_OD
IDN,VEN,5.983580170372434,5.983580170372434,1.0,RF_OD
