iso3,year,ethnic_group,value_interp,share_interp,total_pop_interp
AUS,2024,Malay,33860,0.001310349411035128,25840289.060000002
AUS,2024,Malayali,8211,0.00031777495322823153,25840289.060000002
AUS,2024,Maldivian,692,2.677221044763217e-05,25840289.060000002
AUS,2024,Maltese,88850,0.0034384473017316226,25840289.060000002
AUS,2024,Mandaean,1189,4.600782947955721e-05,25840289.060000002
AUS,2024,Mandinka,75,2.9148290598374196e-06,25840289.060000002
AUS,2024,Manx,94,3.6197975716563995e-06,25840289.060000002
AUS,2024,Marathi,10,3.9465653860409734e-07,25840289.060000002
AUS,2024,"Maritime South-East Asian, nec (incl. Balinese, Irian Jayan, Sumatran)",1188,4.5973377050493084e-05,25840289.060000002
AUS,2024,Masai,27,1.051728606257709e-06,25840289.060000002
AUS,2024,Mauritian,21756,0.0008419507082538024,25840289.060000002
AUS,2024,Maya,166,6.416555735949011e-06,25840289.060000002
AUS,2024,"Melanesian and Papuan, nec (incl. Bisorio, Bougainvillian, Huli)",98,3.798737330312414e-06,25840289.060000002
AUS,2024,"Melanesian and Papuan, nfd",885,3.424672906314251e-05,25840289.060000002
AUS,2024,Mexican,7094,0.00027453957387629313,25840289.060000002
AUS,2024,"Micronesian, nec (incl. Marianas Islander, Marshallese, Palauan)",19,7.280348008108656e-07,25840289.060000002
AUS,2024,"Micronesian, nfd",50,1.9426285889608197e-06,25840289.060000002
AUS,2024,Moldovan,623,2.4117920255958055e-05,25840289.060000002
AUS,2024,Mon,534,2.0662510635255007e-05,25840289.060000002
AUS,2024,Mongol,6155,0.0002382047354529525,25840289.060000002
AUS,2024,Montenegrian,1679,6.499290807632817e-05,25840289.060000002
AUS,2024,Moroccan,2458,9.512968397961953e-05,25840289.060000002
AUS,2024,Mozambican,219,8.462382748333466e-06,25840289.060000002
AUS,2024,Namibian,224,8.662433727225838e-06,25840289.060000002
AUS,2024,Native North American Indian,1169,4.5234141622252134e-05,25840289.060000002
AUS,2024,Nauru,330,1.2769908053501662e-05,25840289.060000002
AUS,2024,Nepalese,128623,0.004977623307151497,25840289.060000002
AUS,2024,New Caledonian,66,2.552315300412741e-06,25840289.060000002
AUS,2024,New Zealand,63039,0.0024395610293975775,25840289.060000002
AUS,2024,New Zealand Maori,72888,0.002820696483344147,25840289.060000002
AUS,2024,"New Zealand Peoples, nfd",57,2.1910716842254068e-06,25840289.060000002
AUS,2024,Ni-Vanuatu,1333,5.15757183985579e-05,25840289.060000002
AUS,2024,Nicaraguan,456,1.7653188549378058e-05,25840289.060000002
AUS,2024,Nigerian,8295,0.0003210103155735425,25840289.060000002
AUS,2024,Niuean,3044,0.00011781718021924837,25840289.060000002
AUS,2024,"North African and Middle Eastern, nfd",17377,0.0006724920647639006,25840289.060000002
AUS,2024,"North American, nec (incl. Bermudan, Inuit, Metis)",0,0.0,25840289.060000002
AUS,2024,"North American, nfd",497,1.9236635473989358e-05,25840289.060000002
AUS,2024,"North European, nec (incl. Faeroese, Greenlandic, Saami)",0,0.0,25840289.060000002
AUS,2024,"North European, nfd",2720,0.00010525996354635307,25840289.060000002
AUS,2024,"North-East Asian, nfd",9,3.547003390451419e-07,25840289.060000002
AUS,2024,"North-West European, nfd",0,0.0,25840289.060000002
AUS,2024,Norwegian,4927,0.00019067422122018626,25840289.060000002
AUS,2024,Not Stated,1692460,0.065496963421168,25840289.060000002
AUS,2024,Nubian,83,3.203786220974097e-06,25840289.060000002
AUS,2024,Nuer,178,6.896354756389419e-06,25840289.060000002
AUS,2024,"Oceania, nfd",5175,0.00020028599457864212,25840289.060000002
AUS,2024,Ogaden,0,1.1169473778747695e-08,25840289.060000002
AUS,2024,Omani,190,7.355797857397084e-06,25840289.060000002
AUS,2024,Oromo,2591,0.00010027103259868966,25840289.060000002
AUS,2024,Other,21385,0.0008275883581669817,25840289.060000002
AUS,2024,"Other North African and Middle Eastern, nec (incl. Azande, Beja, Nubian)",11003,0.00042580316317081203,25840289.060000002
AUS,2024,"Other North African and Middle Eastern, nfd",875,3.387428806279795e-05,25840289.060000002
AUS,2024,"Other North-East Asian, nec (incl. Ainu, Menba, Xiareba)",6,2.441069562028935e-07,25840289.060000002
AUS,2024,"Other North-East Asian, nfd",165,6.402504988444969e-06,25840289.060000002
AUS,2024,Pakistani,91307,0.0035335304651326113,25840289.060000002
AUS,2024,Palestinian,11854,0.0004587256687949048,25840289.060000002
AUS,2024,Papua New Guinean,10105,0.0003910530533282501,25840289.060000002
AUS,2024,Paraguayan,216,8.34828387997496e-06,25840289.060000002
AUS,2024,Parsi,133,5.158598375139924e-06,25840289.060000002
AUS,2024,Pathan,2959,0.00011451238247904196,25840289.060000002
AUS,2024,"People of the Americas, nfd",8823,0.00034145569780680036,25840289.060000002
AUS,2024,"Peoples of the Sudan, nec",0,1.6390310858072555e-08,25840289.060000002
AUS,2024,"Peoples of the Sudan, nfd",2159,8.356262611821356e-05,25840289.060000002
AUS,2024,Peruvian,9969,0.00038578329114902064,25840289.060000002
AUS,2024,Pitcairn Islander,408,1.5800834176604522e-05,25840289.060000002
AUS,2024,Polish,93091,0.003602536222441626,25840289.060000002
AUS,2024,"Polynesian, nec (incl. Hawaiian, Pitcairn Islander, Tahitian)",0,0.0,25840289.060000002
AUS,2024,"Polynesian, nfd",2020,7.816399727903034e-05,25840289.060000002
AUS,2024,Portuguese,40874,0.001581791245721466,25840289.060000002
AUS,2024,Puerto Rican,278,1.076513683401877e-05,25840289.060000002
AUS,2024,Punjabi,57145,0.0022114862248211594,25840289.060000002
AUS,2024,Qatari,7,2.8719105474289054e-07,25840289.060000002
AUS,2024,Rohingya,2808,0.00010866130120187736,25840289.060000002
AUS,2024,Romani (Gypsy),374,1.4474262176640748e-05,25840289.060000002
AUS,2024,Romanian,20020,0.000774745124830452,25840289.060000002
AUS,2024,Russian,53124,0.0020558706072966175,25840289.060000002
AUS,2024,Rwandan,1431,5.538271799738594e-05,25840289.060000002
AUS,2024,Salvadoran,7470,0.00028908461053249993,25840289.060000002
AUS,2024,Samoan,67075,0.00259575013672708,25840289.060000002
AUS,2024,Saudi Arabian,3579,0.0001385091153669111,25840289.060000002
AUS,2024,Scottish,1153171,0.04462685859668324,25840289.060000002
AUS,2024,Senegalese,180,6.955182714787956e-06,25840289.060000002
AUS,2024,Serbian,52624,0.0020365100832641482,25840289.060000002
AUS,2024,Seychellois,1809,6.998939821587841e-05,25840289.060000002
AUS,2024,Shona,976,3.777145485750006e-05,25840289.060000002
AUS,2024,Sierra Leonean,2575,9.965426826567322e-05,25840289.060000002
AUS,2024,Sikh,47099,0.0018227062918709902,25840289.060000002
AUS,2024,Sindhi,1195,4.6243732846173236e-05,25840289.060000002
AUS,2024,Singaporean,4977,0.0001925942691131482,25840289.060000002
AUS,2024,Sinhalese,24157,0.0009348472928715491,25840289.060000002
AUS,2024,Slovak,8479,0.00032812660577834804,25840289.060000002
AUS,2024,Slovenian,9450,0.00036571339593878224,25840289.060000002
AUS,2024,Solomon Islander,1336,5.169635777587189e-05,25840289.060000002
AUS,2024,Somalie,19547,0.0007564681574485687,25840289.060000002
AUS,2024,Sorb/Wend,0,0.0,25840289.060000002
AUS,2024,South African,90117,0.0034874802047677052,25840289.060000002
AUS,2024,"South American, nec (incl. Arawak, Carib, Surinamese)",646,2.5009762530983398e-05,25840289.060000002
AUS,2024,"South American, nfd",7639,0.0002956123586946331,25840289.060000002
AUS,2024,"South Eastern European, nec (incl. Aromani, Karakachani, Vlach)",0,0.0,25840289.060000002
AUS,2024,"South Eastern European, nfd",18132,0.0007016825684080077,25840289.060000002
AUS,2024,South Sudanese,14295,0.0005532228130842763,25840289.060000002
AUS,2024,"South-East Asian, nfd",2371,9.176935373411841e-05,25840289.060000002
AUS,2024,"Southern Asian, nec (incl. Bhote, Kashmiri, Sherpa)",1548,5.990869679506964e-05,25840289.060000002
AUS,2024,"Southern Asian, nfd",30200,0.001168726351826258,25840289.060000002
AUS,2024,"Southern European, nec (incl. Andorran, Galician, Ladin)",0,0.0,25840289.060000002
AUS,2024,"Southern European, nfd",108,4.196139472491451e-06,25840289.060000002
AUS,2024,"Southern and Central Asian, nfd",104,4.027940566700491e-06,25840289.060000002
AUS,2024,"Southern and East African, nec (incl. Afar, Tutsi, Zulu)",230,8.903612555724378e-06,25840289.060000002
AUS,2024,"Southern and East African, nfd",506,1.960004019757648e-05,25840289.060000002
AUS,2024,"Southern and Eastern European, nfd",1741,6.73684477950524e-05,25840289.060000002
AUS,2024,Spanish,57645,0.002230831649268359,25840289.060000002
AUS,2024,Sri Lanka Tamil,7327,0.0002835397684715327,25840289.060000002
AUS,2024,Sri Lankan,85648,0.003314528822751538,25840289.060000002
AUS,2024,"Sub-saharan African, nfd",0,0.0,25840289.060000002
AUS,2024,Sudanese,20974,0.0008116875214158782,25840289.060000002
AUS,2024,Sundanese,133,5.160916863961096e-06,25840289.060000002
AUS,2024,Swahili,265,1.0273498242046202e-05,25840289.060000002
AUS,2024,Swaziland,37,1.4330088167567978e-06,25840289.060000002
AUS,2024,Swedish,11385,0.00044057447979499405,25840289.060000002
AUS,2024,Swiss,11674,0.0004517580320773437,25840289.060000002
AUS,2024,Syrian,20881,0.0008080827025768398,25840289.060000002
AUS,2024,Tahitian,112,4.31708740030064e-06,25840289.060000002
AUS,2024,Taiwanese,21792,0.0008433455634489128,25840289.060000002
AUS,2024,Tajik,807,3.124578515433062e-05,25840289.060000002
AUS,2024,Tamil,48808,0.001888834779686177,25840289.060000002
AUS,2024,Tanzanian,912,3.528200321594393e-05,25840289.060000002
AUS,2024,Tatar,546,2.114832493717278e-05,25840289.060000002
AUS,2024,Telugu,16324,0.0006317210193818185,25840289.060000002
AUS,2024,Thai,69813,0.0027017145856801867,25840289.060000002
AUS,2024,Themne,6,2.4999296819850815e-07,25840289.060000002
AUS,2024,Tibetan,2845,0.00011008310990058016,25840289.060000002
AUS,2024,Tigray,626,2.423390498482434e-05,25840289.060000002
AUS,2024,Tigre,142,5.477521364338271e-06,25840289.060000002
AUS,2024,Timorese,5314,0.00020564239539041197,25840289.060000002
AUS,2024,Togolese,370,1.4331430137584937e-05,25840289.060000002
AUS,2024,Tokelauan,1457,5.638926931029948e-05,25840289.060000002
AUS,2024,Tongan,27760,0.0010742791091268645,25840289.060000002
AUS,2024,Torres Strait Islander,28178,0.0010904794093476086,25840289.060000002
AUS,2024,Trinidad and Tobago,428,1.6552539489770182e-05,25840289.060000002
AUS,2024,Tunisian,549,2.1245435703701343e-05,25840289.060000002
AUS,2024,Turkish,69597,0.002693335423428946,25840289.060000002
AUS,2024,Turkmenian,358,1.3855643902224502e-05,25840289.060000002
AUS,2024,Tuvaluan,451,1.7446364560285333e-05,25840289.060000002
AUS,2024,Ugandan,1749,6.76783188275231e-05,25840289.060000002
AUS,2024,Uighur,1712,6.624177314655057e-05,25840289.060000002
AUS,2024,Ukrainian,23515,0.0009100277044242106,25840289.060000002
AUS,2024,Uruguayan,5113,0.00019787699853232398,25840289.060000002
AUS,2024,Uzbek,1289,4.987971307295637e-05,25840289.060000002
AUS,2024,Venezuelan,4007,0.00015505204383934538,25840289.060000002
AUS,2024,Vietnamese,302362,0.011701186652046296,25840289.060000002
AUS,2024,Vlach,39,1.508289922658366e-06,25840289.060000002
AUS,2024,Walloon,15,5.700594446503628e-07,25840289.060000002
AUS,2024,Welsh,34729,0.0013439947309451443,25840289.060000002
AUS,2024,"Western European, nec (incl. Alsatian, Frisian, Luxembourgish)",0,0.0,25840289.060000002
AUS,2024,"Western European, nfd",136,5.274079810034263e-06,25840289.060000002
AUS,2024,Yazidi,1212,4.689704549374317e-05,25840289.060000002
AUS,2024,Yemeni,735,2.846166423775202e-05,25840289.060000002
AUS,2024,Yoruba,1163,4.502536346423896e-05,25840289.060000002
AUS,2024,Zambian,2167,8.387461395144321e-05,25840289.060000002
AUS,2024,Zimbabwean,17903,0.0006928410149970398,25840289.060000002
AUS,2024,Zulu,211,8.16492186397735e-06,25840289.060000002
BGD,2000,Bagdi,12096,0.007328785963823813,1650478.0
BGD,2000,Banai,2851,0.0017273783715990156,1650478.0
BGD,2000,Barman,44671,0.027065492542160514,1650478.0
BGD,2000,Bedia,7209,0.004367825563261068,1650478.0
BGD,2000,Bhuimali,1930,0.001169358210166994,1650478.0
BGD,2000,Bhumij,9664,0.005855273441996803,1650478.0
BGD,2000,Bom,13193,0.007993441899861738,1650478.0
BGD,2000,Boraik/Baraik,3447,0.002088485881059911,1650478.0
BGD,2000,Chak,3077,0.0018643084003543216,1650478.0
BGD,2000,Chakma,483365,0.2928636431385332,1650478.0
BGD,2000,Dalu,386,0.0002338716420333988,1650478.0
BGD,2000,Garo,76854,0.04656469216796589,1650478.0
BGD,2000,Gonju,4137,0.002506546588321686,1650478.0
BGD,2000,Gorait,2730,0.001654066276557458,1650478.0
BGD,2000,Gurkha,101,6.119439338179606e-05,1650478.0
BGD,2000,Hajong,7996,0.004844657123572686,1650478.0
BGD,2000,Ho,224,0.00013571825858932988,1650478.0
BGD,2000,Hudi,1505,0.0009118570498970601,1650478.0
BGD,2000,Kharia/Khadria,3100,0.0018782437572630473,1650478.0
BGD,2000,Kharoar/Kheroar,314,0.00019024791605825705,1650478.0
BGD,2000,Khasia/Khasi,12422,0.007526304500877928,1650478.0
BGD,2000,Khiang,4826,0.0029240014105004733,1650478.0
BGD,2000,Khumi,3780,0.002290245613694942,1650478.0
BGD,2000,Koch,13704,0.008303049177268646,1650478.0
BGD,2000,Kol,3822,0.002315692787180441,1650478.0
BGD,2000,Kondo,1899,0.0011505757725943635,1650478.0
BGD,2000,Kora,816,0.0004944022277182732,1650478.0
BGD,2000,Lohar,3420,0.0020721269838192328,1650478.0
BGD,2000,Lusai,380,0.00023023633153547034,1650478.0
BGD,2000,Mahali,6614,0.00400732393888316,1650478.0
BGD,2000,Mahato/Kurmi Mahato/Bedia Mahato,19271,0.011676011434263287,1650478.0
BGD,2000,Malo/Ghasimalo,14797,0.008965281572974618,1650478.0
BGD,2000,Marma,224299,0.1358994182291433,1650478.0
BGD,2000,Monipuri,22979,0.013922633321983086,1650478.0
BGD,2000,Mro,52463,0.03178654910880363,1650478.0
BGD,2000,Munda,60201,0.036474887880965395,1650478.0
BGD,2000,Mushor,4603,0.0027888890369941314,1650478.0
BGD,2000,Oraon,85858,0.052020081455190555,1650478.0
BGD,2000,Other,68588,0.04155644607198642,1650478.0
BGD,2000,Pahari/Malpahari,8801,0.00533239461537809,1650478.0
BGD,2000,Pankhoa/Pankho,1857,0.0011251285991088643,1650478.0
BGD,2000,Patro,3103,0.0018800614125120117,1650478.0
BGD,2000,Rajoar,2327,0.0014098945881132617,1650478.0
BGD,2000,Rakhain,11197,0.006784095274217529,1650478.0
BGD,2000,Saontal,129056,0.07819310527010963,1650478.0
BGD,2000,Shobor,1980,0.001199652464316398,1650478.0
BGD,2000,Teli,2082,0.0012614527427811822,1650478.0
BGD,2000,Tonchonga,45974,0.027854960805293982,1650478.0
BGD,2000,Tripura,156620,0.09489372169759307,1650478.0
BGD,2000,Turi,3794,0.002298728004856775,1650478.0
BGD,2000,Vil,95,5.7559082883867584e-05,1650478.0
BGD,2005,Bagdi,12096,0.007328785963823813,1650478.0
BGD,2005,Banai,2851,0.0017273783715990156,1650478.0
BGD,2005,Barman,44671,0.027065492542160514,1650478.0
BGD,2005,Bedia,7209,0.004367825563261068,1650478.0
BGD,2005,Bhuimali,1930,0.001169358210166994,1650478.0
BGD,2005,Bhumij,9664,0.005855273441996803,1650478.0
BGD,2005,Bom,13193,0.007993441899861738,1650478.0
BGD,2005,Boraik/Baraik,3447,0.002088485881059911,1650478.0
BGD,2005,Chak,3077,0.0018643084003543216,1650478.0
BGD,2005,Chakma,483365,0.2928636431385332,1650478.0
BGD,2005,Dalu,386,0.0002338716420333988,1650478.0
BGD,2005,Garo,76854,0.04656469216796589,1650478.0
BGD,2005,Gonju,4137,0.002506546588321686,1650478.0
BGD,2005,Gorait,2730,0.001654066276557458,1650478.0
BGD,2005,Gurkha,101,6.119439338179606e-05,1650478.0
BGD,2005,Hajong,7996,0.004844657123572686,1650478.0
BGD,2005,Ho,224,0.00013571825858932988,1650478.0
BGD,2005,Hudi,1505,0.0009118570498970601,1650478.0
BGD,2005,Kharia/Khadria,3100,0.0018782437572630473,1650478.0
BGD,2005,Kharoar/Kheroar,314,0.00019024791605825705,1650478.0
BGD,2005,Khasia/Khasi,12422,0.007526304500877928,1650478.0
BGD,2005,Khiang,4826,0.0029240014105004733,1650478.0
BGD,2005,Khumi,3780,0.002290245613694942,1650478.0
BGD,2005,Koch,13704,0.008303049177268646,1650478.0
BGD,2005,Kol,3822,0.002315692787180441,1650478.0
BGD,2005,Kondo,1899,0.0011505757725943635,1650478.0
BGD,2005,Kora,816,0.0004944022277182732,1650478.0
BGD,2005,Lohar,3420,0.0020721269838192328,1650478.0
BGD,2005,Lusai,380,0.00023023633153547034,1650478.0
BGD,2005,Mahali,6614,0.00400732393888316,1650478.0
BGD,2005,Mahato/Kurmi Mahato/Bedia Mahato,19271,0.011676011434263287,1650478.0
BGD,2005,Malo/Ghasimalo,14797,0.008965281572974618,1650478.0
BGD,2005,Marma,224299,0.1358994182291433,1650478.0
BGD,2005,Monipuri,22979,0.013922633321983086,1650478.0
BGD,2005,Mro,52463,0.03178654910880363,1650478.0
BGD,2005,Munda,60201,0.036474887880965395,1650478.0
BGD,2005,Mushor,4603,0.0027888890369941314,1650478.0
BGD,2005,Oraon,85858,0.052020081455190555,1650478.0
BGD,2005,Other,68588,0.04155644607198642,1650478.0
BGD,2005,Pahari/Malpahari,8801,0.00533239461537809,1650478.0
BGD,2005,Pankhoa/Pankho,1857,0.0011251285991088643,1650478.0
BGD,2005,Patro,3103,0.0018800614125120117,1650478.0
BGD,2005,Rajoar,2327,0.0014098945881132617,1650478.0
BGD,2005,Rakhain,11197,0.006784095274217529,1650478.0
BGD,2005,Saontal,129056,0.07819310527010963,1650478.0
BGD,2005,Shobor,1980,0.001199652464316398,1650478.0
BGD,2005,Teli,2082,0.0012614527427811822,1650478.0
BGD,2005,Tonchonga,45974,0.027854960805293982,1650478.0
BGD,2005,Tripura,156620,0.09489372169759307,1650478.0
BGD,2005,Turi,3794,0.002298728004856775,1650478.0
BGD,2005,Vil,95,5.7559082883867584e-05,1650478.0
BGD,2010,Bagdi,12096,0.007328785963823813,1650478.0
BGD,2010,Banai,2851,0.0017273783715990156,1650478.0
BGD,2010,Barman,44671,0.027065492542160514,1650478.0
BGD,2010,Bedia,7209,0.004367825563261068,1650478.0
BGD,2010,Bhuimali,1930,0.001169358210166994,1650478.0
BGD,2010,Bhumij,9664,0.005855273441996803,1650478.0
BGD,2010,Bom,13193,0.007993441899861738,1650478.0
BGD,2010,Boraik/Baraik,3447,0.002088485881059911,1650478.0
BGD,2010,Chak,3077,0.0018643084003543216,1650478.0
BGD,2010,Chakma,483365,0.2928636431385332,1650478.0
BGD,2010,Dalu,386,0.0002338716420333988,1650478.0
BGD,2010,Garo,76854,0.04656469216796589,1650478.0
BGD,2010,Gonju,4137,0.002506546588321686,1650478.0
BGD,2010,Gorait,2730,0.001654066276557458,1650478.0
BGD,2010,Gurkha,101,6.119439338179606e-05,1650478.0
BGD,2010,Hajong,7996,0.004844657123572686,1650478.0
BGD,2010,Ho,224,0.00013571825858932988,1650478.0
BGD,2010,Hudi,1505,0.0009118570498970601,1650478.0
BGD,2010,Kharia/Khadria,3100,0.0018782437572630473,1650478.0
BGD,2010,Kharoar/Kheroar,314,0.00019024791605825705,1650478.0
BGD,2010,Khasia/Khasi,12422,0.007526304500877928,1650478.0
BGD,2010,Khiang,4826,0.0029240014105004733,1650478.0
BGD,2010,Khumi,3780,0.002290245613694942,1650478.0
BGD,2010,Koch,13704,0.008303049177268646,1650478.0
BGD,2010,Kol,3822,0.002315692787180441,1650478.0
BGD,2010,Kondo,1899,0.0011505757725943635,1650478.0
BGD,2010,Kora,816,0.0004944022277182732,1650478.0
BGD,2010,Lohar,3420,0.0020721269838192328,1650478.0
BGD,2010,Lusai,380,0.00023023633153547034,1650478.0
BGD,2010,Mahali,6614,0.00400732393888316,1650478.0
BGD,2010,Mahato/Kurmi Mahato/Bedia Mahato,19271,0.011676011434263287,1650478.0
BGD,2010,Malo/Ghasimalo,14797,0.008965281572974618,1650478.0
BGD,2010,Marma,224299,0.1358994182291433,1650478.0
BGD,2010,Monipuri,22979,0.013922633321983086,1650478.0
BGD,2010,Mro,52463,0.03178654910880363,1650478.0
BGD,2010,Munda,60201,0.036474887880965395,1650478.0
BGD,2010,Mushor,4603,0.0027888890369941314,1650478.0
BGD,2010,Oraon,85858,0.052020081455190555,1650478.0
BGD,2010,Other,68588,0.04155644607198642,1650478.0
BGD,2010,Pahari/Malpahari,8801,0.00533239461537809,1650478.0
BGD,2010,Pankhoa/Pankho,1857,0.0011251285991088643,1650478.0
BGD,2010,Patro,3103,0.0018800614125120117,1650478.0
BGD,2010,Rajoar,2327,0.0014098945881132617,1650478.0
BGD,2010,Rakhain,11197,0.006784095274217529,1650478.0
BGD,2010,Saontal,129056,0.07819310527010963,1650478.0
BGD,2010,Shobor,1980,0.001199652464316398,1650478.0
BGD,2010,Teli,2082,0.0012614527427811822,1650478.0
BGD,2010,Tonchonga,45974,0.027854960805293982,1650478.0
BGD,2010,Tripura,156620,0.09489372169759307,1650478.0
BGD,2010,Turi,3794,0.002298728004856775,1650478.0
BGD,2010,Vil,95,5.7559082883867584e-05,1650478.0
BGD,2015,Bagdi,12096,0.007328785963823813,1650478.0
BGD,2015,Banai,2851,0.0017273783715990156,1650478.0
BGD,2015,Barman,44671,0.027065492542160514,1650478.0
BGD,2015,Bedia,7209,0.004367825563261068,1650478.0
BGD,2015,Bhuimali,1930,0.001169358210166994,1650478.0
BGD,2015,Bhumij,9664,0.005855273441996803,1650478.0
BGD,2015,Bom,13193,0.007993441899861738,1650478.0
BGD,2015,Boraik/Baraik,3447,0.002088485881059911,1650478.0
BGD,2015,Chak,3077,0.0018643084003543216,1650478.0
BGD,2015,Chakma,483365,0.2928636431385332,1650478.0
BGD,2015,Dalu,386,0.0002338716420333988,1650478.0
BGD,2015,Garo,76854,0.04656469216796589,1650478.0
BGD,2015,Gonju,4137,0.002506546588321686,1650478.0
BGD,2015,Gorait,2730,0.001654066276557458,1650478.0
BGD,2015,Gurkha,101,6.119439338179606e-05,1650478.0
BGD,2015,Hajong,7996,0.004844657123572686,1650478.0
BGD,2015,Ho,224,0.00013571825858932988,1650478.0
BGD,2015,Hudi,1505,0.0009118570498970601,1650478.0
BGD,2015,Kharia/Khadria,3100,0.0018782437572630473,1650478.0
BGD,2015,Kharoar/Kheroar,314,0.00019024791605825705,1650478.0
BGD,2015,Khasia/Khasi,12422,0.007526304500877928,1650478.0
BGD,2015,Khiang,4826,0.0029240014105004733,1650478.0
BGD,2015,Khumi,3780,0.002290245613694942,1650478.0
BGD,2015,Koch,13704,0.008303049177268646,1650478.0
BGD,2015,Kol,3822,0.002315692787180441,1650478.0
BGD,2015,Kondo,1899,0.0011505757725943635,1650478.0
BGD,2015,Kora,816,0.0004944022277182732,1650478.0
BGD,2015,Lohar,3420,0.0020721269838192328,1650478.0
BGD,2015,Lusai,380,0.00023023633153547034,1650478.0
BGD,2015,Mahali,6614,0.00400732393888316,1650478.0
BGD,2015,Mahato/Kurmi Mahato/Bedia Mahato,19271,0.011676011434263287,1650478.0
BGD,2015,Malo/Ghasimalo,14797,0.008965281572974618,1650478.0
BGD,2015,Marma,224299,0.1358994182291433,1650478.0
BGD,2015,Monipuri,22979,0.013922633321983086,1650478.0
BGD,2015,Mro,52463,0.03178654910880363,1650478.0
BGD,2015,Munda,60201,0.036474887880965395,1650478.0
BGD,2015,Mushor,4603,0.0027888890369941314,1650478.0
BGD,2015,Oraon,85858,0.052020081455190555,1650478.0
BGD,2015,Other,68588,0.04155644607198642,1650478.0
BGD,2015,Pahari/Malpahari,8801,0.00533239461537809,1650478.0
BGD,2015,Pankhoa/Pankho,1857,0.0011251285991088643,1650478.0
BGD,2015,Patro,3103,0.0018800614125120117,1650478.0
BGD,2015,Rajoar,2327,0.0014098945881132617,1650478.0
BGD,2015,Rakhain,11197,0.006784095274217529,1650478.0
BGD,2015,Saontal,129056,0.07819310527010963,1650478.0
BGD,2015,Shobor,1980,0.001199652464316398,1650478.0
BGD,2015,Teli,2082,0.0012614527427811822,1650478.0
BGD,2015,Tonchonga,45974,0.027854960805293982,1650478.0
BGD,2015,Tripura,156620,0.09489372169759307,1650478.0
BGD,2015,Turi,3794,0.002298728004856775,1650478.0
BGD,2015,Vil,95,5.7559082883867584e-05,1650478.0
BGD,2020,Bagdi,12096,0.007328785963823813,1650478.0
BGD,2020,Banai,2851,0.0017273783715990156,1650478.0
BGD,2020,Barman,44671,0.027065492542160514,1650478.0
BGD,2020,Bedia,7209,0.004367825563261068,1650478.0
BGD,2020,Bhuimali,1930,0.001169358210166994,1650478.0
BGD,2020,Bhumij,9664,0.005855273441996803,1650478.0
BGD,2020,Bom,13193,0.007993441899861738,1650478.0
BGD,2020,Boraik/Baraik,3447,0.002088485881059911,1650478.0
BGD,2020,Chak,3077,0.0018643084003543216,1650478.0
BGD,2020,Chakma,483365,0.2928636431385332,1650478.0
BGD,2020,Dalu,386,0.0002338716420333988,1650478.0
BGD,2020,Garo,76854,0.04656469216796589,1650478.0
BGD,2020,Gonju,4137,0.002506546588321686,1650478.0
BGD,2020,Gorait,2730,0.001654066276557458,1650478.0
BGD,2020,Gurkha,101,6.119439338179606e-05,1650478.0
BGD,2020,Hajong,7996,0.004844657123572686,1650478.0
BGD,2020,Ho,224,0.00013571825858932988,1650478.0
BGD,2020,Hudi,1505,0.0009118570498970601,1650478.0
BGD,2020,Kharia/Khadria,3100,0.0018782437572630473,1650478.0
BGD,2020,Kharoar/Kheroar,314,0.00019024791605825705,1650478.0
BGD,2020,Khasia/Khasi,12422,0.007526304500877928,1650478.0
BGD,2020,Khiang,4826,0.0029240014105004733,1650478.0
BGD,2020,Khumi,3780,0.002290245613694942,1650478.0
BGD,2020,Koch,13704,0.008303049177268646,1650478.0
BGD,2020,Kol,3822,0.002315692787180441,1650478.0
BGD,2020,Kondo,1899,0.0011505757725943635,1650478.0
BGD,2020,Kora,816,0.0004944022277182732,1650478.0
BGD,2020,Lohar,3420,0.0020721269838192328,1650478.0
BGD,2020,Lusai,380,0.00023023633153547034,1650478.0
BGD,2020,Mahali,6614,0.00400732393888316,1650478.0
BGD,2020,Mahato/Kurmi Mahato/Bedia Mahato,19271,0.011676011434263287,1650478.0
BGD,2020,Malo/Ghasimalo,14797,0.008965281572974618,1650478.0
BGD,2020,Marma,224299,0.1358994182291433,1650478.0
BGD,2020,Monipuri,22979,0.013922633321983086,1650478.0
BGD,2020,Mro,52463,0.03178654910880363,1650478.0
BGD,2020,Munda,60201,0.036474887880965395,1650478.0
BGD,2020,Mushor,4603,0.0027888890369941314,1650478.0
BGD,2020,Oraon,85858,0.052020081455190555,1650478.0
BGD,2020,Other,68588,0.04155644607198642,1650478.0
BGD,2020,Pahari/Malpahari,8801,0.00533239461537809,1650478.0
BGD,2020,Pankhoa/Pankho,1857,0.0011251285991088643,1650478.0
BGD,2020,Patro,3103,0.0018800614125120117,1650478.0
BGD,2020,Rajoar,2327,0.0014098945881132617,1650478.0
BGD,2020,Rakhain,11197,0.006784095274217529,1650478.0
BGD,2020,Saontal,129056,0.07819310527010963,1650478.0
BGD,2020,Shobor,1980,0.001199652464316398,1650478.0
BGD,2020,Teli,2082,0.0012614527427811822,1650478.0
BGD,2020,Tonchonga,45974,0.027854960805293982,1650478.0
BGD,2020,Tripura,156620,0.09489372169759307,1650478.0
BGD,2020,Turi,3794,0.002298728004856775,1650478.0
