iso3_dest,destination_raw,iso3_orig,origin_raw,year,sex,value,metric,unit,source
CHN,China,SDN,Sudan,2000,Both sexes,859.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SDN,Sudan,2005,Both sexes,1023.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SDN,Sudan,2010,Both sexes,1201.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SDN,Sudan,2015,Both sexes,956.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SDN,Sudan,2020,Both sexes,732.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SDN,Sudan,2024,Both sexes,796.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SGP,Singapore,1990,Both sexes,6043.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,"China, Taiwan Province of China",SGP,Singapore,1990,Both sexes,415.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SGP,Singapore,1995,Both sexes,7138.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,"China, Taiwan Province of China",SGP,Singapore,1995,Both sexes,689.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SGP,Singapore,2000,Both sexes,8494.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,"China, Taiwan Province of China",SGP,Singapore,2000,Both sexes,964.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SGP,Singapore,2005,Both sexes,10111.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,"China, Taiwan Province of China",SGP,Singapore,2005,Both sexes,1163.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SGP,Singapore,2010,Both sexes,11906.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,"China, Taiwan Province of China",SGP,Singapore,2010,Both sexes,1143.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SGP,Singapore,2015,Both sexes,10170.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,"China, Taiwan Province of China",SGP,Singapore,2015,Both sexes,1442.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SGP,Singapore,2020,Both sexes,8360.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,"China, Taiwan Province of China",SGP,Singapore,2020,Both sexes,1578.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SGP,Singapore,2024,Both sexes,9088.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,"China, Taiwan Province of China",SGP,Singapore,2024,Both sexes,1903.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SOM,Somalia,1990,Both sexes,185.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SOM,Somalia,1995,Both sexes,250.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SOM,Somalia,2000,Both sexes,283.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SOM,Somalia,2005,Both sexes,320.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SOM,Somalia,2010,Both sexes,389.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SOM,Somalia,2015,Both sexes,619.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SOM,Somalia,2020,Both sexes,620.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SOM,Somalia,2024,Both sexes,638.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SRB,Serbia*,1990,Both sexes,64.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SRB,Serbia*,1995,Both sexes,76.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SRB,Serbia*,2000,Both sexes,90.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SRB,Serbia*,2005,Both sexes,109.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SRB,Serbia*,2010,Both sexes,133.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SRB,Serbia*,2015,Both sexes,303.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SRB,Serbia*,2020,Both sexes,664.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SRB,Serbia*,2024,Both sexes,771.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SWE,Sweden,1990,Both sexes,1286.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SWE,Sweden,1995,Both sexes,1512.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SWE,Sweden,2000,Both sexes,1799.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SWE,Sweden,2005,Both sexes,2141.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SWE,Sweden,2010,Both sexes,2510.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SWE,Sweden,2015,Both sexes,1860.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SWE,Sweden,2020,Both sexes,1327.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SWE,Sweden,2024,Both sexes,1427.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SYR,Syrian Arab Republic,1990,Both sexes,361.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SYR,Syrian Arab Republic,1995,Both sexes,430.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SYR,Syrian Arab Republic,2000,Both sexes,511.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SYR,Syrian Arab Republic,2005,Both sexes,609.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SYR,Syrian Arab Republic,2010,Both sexes,729.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SYR,Syrian Arab Republic,2015,Both sexes,896.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SYR,Syrian Arab Republic,2020,Both sexes,1068.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,SYR,Syrian Arab Republic,2024,Both sexes,1147.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,THA,Thailand,1990,Both sexes,3197.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,"China, Taiwan Province of China",THA,Thailand,1990,Both sexes,5197.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,THA,Thailand,1995,Both sexes,3765.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,"China, Taiwan Province of China",THA,Thailand,1995,Both sexes,69248.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,THA,Thailand,2000,Both sexes,4482.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,"China, Taiwan Province of China",THA,Thailand,2000,Both sexes,138370.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,THA,Thailand,2005,Both sexes,5334.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,"China, Taiwan Province of China",THA,Thailand,2005,Both sexes,106320.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,THA,Thailand,2010,Both sexes,6266.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,"China, Taiwan Province of China",THA,Thailand,2010,Both sexes,65344.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,THA,Thailand,2015,Both sexes,4966.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,"China, Taiwan Province of China",THA,Thailand,2015,Both sexes,69831.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,THA,Thailand,2020,Both sexes,3787.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,"China, Taiwan Province of China",THA,Thailand,2020,Both sexes,63793.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,THA,Thailand,2024,Both sexes,5498.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,"China, Taiwan Province of China",THA,Thailand,2024,Both sexes,80032.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,TJK,Tajikistan,1990,Both sexes,268.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,TJK,Tajikistan,1995,Both sexes,317.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,TJK,Tajikistan,2000,Both sexes,377.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,TJK,Tajikistan,2005,Both sexes,450.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,TJK,Tajikistan,2010,Both sexes,537.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,TJK,Tajikistan,2015,Both sexes,576.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,TJK,Tajikistan,2020,Both sexes,597.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,TJK,Tajikistan,2024,Both sexes,651.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,TKM,Turkmenistan,1990,Both sexes,226.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,TKM,Turkmenistan,1995,Both sexes,270.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,TKM,Turkmenistan,2000,Both sexes,322.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,TKM,Turkmenistan,2005,Both sexes,384.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,TKM,Turkmenistan,2010,Both sexes,464.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,TKM,Turkmenistan,2015,Both sexes,705.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,TKM,Turkmenistan,2020,Both sexes,1031.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,TKM,Turkmenistan,2024,Both sexes,1169.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,TUR,Türkiye,1990,Both sexes,871.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,TUR,Türkiye,1995,Both sexes,1028.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,TUR,Türkiye,2000,Both sexes,1223.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,TUR,Türkiye,2005,Both sexes,1456.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,TUR,Türkiye,2010,Both sexes,1711.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,TUR,Türkiye,2015,Both sexes,1370.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,TUR,Türkiye,2020,Both sexes,1065.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,TUR,Türkiye,2024,Both sexes,1152.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,TZA,United Republic of Tanzania,1990,Both sexes,220.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,TZA,United Republic of Tanzania,1995,Both sexes,265.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,TZA,United Republic of Tanzania,2000,Both sexes,316.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,TZA,United Republic of Tanzania,2005,Both sexes,375.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,TZA,United Republic of Tanzania,2010,Both sexes,459.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,TZA,United Republic of Tanzania,2015,Both sexes,902.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,TZA,United Republic of Tanzania,2020,Both sexes,1708.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,TZA,United Republic of Tanzania,2024,Both sexes,1967.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,UGA,Uganda,1990,Both sexes,148.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,UGA,Uganda,1995,Both sexes,178.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,UGA,Uganda,2000,Both sexes,212.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,UGA,Uganda,2005,Both sexes,252.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,UGA,Uganda,2010,Both sexes,305.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,UGA,Uganda,2015,Both sexes,520.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,UGA,Uganda,2020,Both sexes,833.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,UGA,Uganda,2024,Both sexes,917.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,UKR,Ukraine*,1990,Both sexes,663.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,UKR,Ukraine*,1995,Both sexes,795.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,UKR,Ukraine*,2000,Both sexes,946.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,UKR,Ukraine*,2005,Both sexes,1125.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,UKR,Ukraine*,2010,Both sexes,1363.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,UKR,Ukraine*,2015,Both sexes,2172.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,UKR,Ukraine*,2020,Both sexes,3330.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,UKR,Ukraine*,2024,Both sexes,9603.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,USA,United States of America*,1990,Both sexes,35269.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,"China, Taiwan Province of China",USA,United States of America*,1990,Both sexes,6957.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,USA,United States of America*,1995,Both sexes,41721.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,"China, Taiwan Province of China",USA,United States of America*,1995,Both sexes,8758.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,USA,United States of America*,2000,Both sexes,49655.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,"China, Taiwan Province of China",USA,United States of America*,2000,Both sexes,9967.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,USA,United States of America*,2005,Both sexes,59103.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,"China, Taiwan Province of China",USA,United States of America*,2005,Both sexes,10506.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,USA,United States of America*,2010,Both sexes,69836.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,"China, Taiwan Province of China",USA,United States of America*,2010,Both sexes,9891.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,USA,United States of America*,2015,Both sexes,63341.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,"China, Taiwan Province of China",USA,United States of America*,2015,Both sexes,9669.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,USA,United States of America*,2020,Both sexes,55280.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,"China, Taiwan Province of China",USA,United States of America*,2020,Both sexes,10462.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,USA,United States of America*,2024,Both sexes,60434.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,"China, Taiwan Province of China",USA,United States of America*,2024,Both sexes,10072.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,UZB,Uzbekistan,1990,Both sexes,377.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,UZB,Uzbekistan,1995,Both sexes,450.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,UZB,Uzbekistan,2000,Both sexes,536.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,UZB,Uzbekistan,2005,Both sexes,638.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,UZB,Uzbekistan,2010,Both sexes,769.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,UZB,Uzbekistan,2015,Both sexes,1058.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,UZB,Uzbekistan,2020,Both sexes,1397.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,UZB,Uzbekistan,2024,Both sexes,1611.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,VEN,Venezuela (Bolivarian Republic of),1990,Both sexes,977.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,VEN,Venezuela (Bolivarian Republic of),1995,Both sexes,1172.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,VEN,Venezuela (Bolivarian Republic of),2000,Both sexes,1394.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,VEN,Venezuela (Bolivarian Republic of),2005,Both sexes,1659.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,VEN,Venezuela (Bolivarian Republic of),2010,Both sexes,2012.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,VEN,Venezuela (Bolivarian Republic of),2015,Both sexes,3287.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,VEN,Venezuela (Bolivarian Republic of),2020,Both sexes,5168.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,VEN,Venezuela (Bolivarian Republic of),2024,Both sexes,5886.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,VNM,Viet Nam,1990,Both sexes,16874.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,"China, Taiwan Province of China",VNM,Viet Nam,1990,Both sexes,59.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,VNM,Viet Nam,1995,Both sexes,20194.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,"China, Taiwan Province of China",VNM,Viet Nam,1995,Both sexes,1520.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,VNM,Viet Nam,2000,Both sexes,24034.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,"China, Taiwan Province of China",VNM,Viet Nam,2000,Both sexes,14644.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,VNM,Viet Nam,2005,Both sexes,28607.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,"China, Taiwan Province of China",VNM,Viet Nam,2005,Both sexes,132971.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,VNM,Viet Nam,2010,Both sexes,34576.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,"China, Taiwan Province of China",VNM,Viet Nam,2010,Both sexes,87633.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,VNM,Viet Nam,2015,Both sexes,52155.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,"China, Taiwan Province of China",VNM,Viet Nam,2015,Both sexes,160749.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,VNM,Viet Nam,2020,Both sexes,75187.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,"China, Taiwan Province of China",VNM,Viet Nam,2020,Both sexes,236734.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,VNM,Viet Nam,2024,Both sexes,88254.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,"China, Taiwan Province of China",VNM,Viet Nam,2024,Both sexes,263078.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,YEM,Yemen,1990,Both sexes,987.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,YEM,Yemen,1995,Both sexes,1175.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,YEM,Yemen,2000,Both sexes,1399.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,YEM,Yemen,2005,Both sexes,1665.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,YEM,Yemen,2010,Both sexes,2007.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,YEM,Yemen,2015,Both sexes,2826.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,YEM,Yemen,2020,Both sexes,3812.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,YEM,Yemen,2024,Both sexes,4407.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,ZMB,Zambia,1990,Both sexes,130.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,ZMB,Zambia,1995,Both sexes,158.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,ZMB,Zambia,2000,Both sexes,188.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,ZMB,Zambia,2005,Both sexes,223.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,ZMB,Zambia,2010,Both sexes,274.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,ZMB,Zambia,2015,Both sexes,651.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,ZMB,Zambia,2020,Both sexes,1491.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,ZMB,Zambia,2024,Both sexes,1737.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,ZWE,Zimbabwe,1990,Both sexes,72.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,ZWE,Zimbabwe,1995,Both sexes,88.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,ZWE,Zimbabwe,2000,Both sexes,105.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,ZWE,Zimbabwe,2005,Both sexes,129.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,ZWE,Zimbabwe,2010,Both sexes,156.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,ZWE,Zimbabwe,2015,Both sexes,637.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,ZWE,Zimbabwe,2020,Both sexes,2471.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CHN,China,ZWE,Zimbabwe,2024,Both sexes,2913.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CIV,Côte d'Ivoire,BEN,Benin,1990,Both sexes,47874.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CIV,Côte d'Ivoire,BEN,Benin,1995,Both sexes,51912.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CIV,Côte d'Ivoire,BEN,Benin,2000,Both sexes,55950.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CIV,Côte d'Ivoire,BEN,Benin,2005,Both sexes,59988.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CIV,Côte d'Ivoire,BEN,Benin,2010,Both sexes,64025.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CIV,Côte d'Ivoire,BEN,Benin,2015,Both sexes,68063.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CIV,Côte d'Ivoire,BEN,Benin,2020,Both sexes,72101.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CIV,Côte d'Ivoire,BEN,Benin,2024,Both sexes,75331.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CIV,Côte d'Ivoire,BFA,Burkina Faso,1990,Both sexes,927902.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CIV,Côte d'Ivoire,BFA,Burkina Faso,1995,Both sexes,1059222.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CIV,Côte d'Ivoire,BFA,Burkina Faso,2000,Both sexes,1190543.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CIV,Côte d'Ivoire,BFA,Burkina Faso,2005,Both sexes,1321864.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CIV,Côte d'Ivoire,BFA,Burkina Faso,2010,Both sexes,1453184.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CIV,Côte d'Ivoire,BFA,Burkina Faso,2015,Both sexes,1584505.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CIV,Côte d'Ivoire,BFA,Burkina Faso,2020,Both sexes,1715826.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CIV,Côte d'Ivoire,BFA,Burkina Faso,2024,Both sexes,1820882.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CIV,Côte d'Ivoire,GHA,Ghana,1990,Both sexes,128653.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CIV,Côte d'Ivoire,GHA,Ghana,1995,Both sexes,110059.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CIV,Côte d'Ivoire,GHA,Ghana,2000,Both sexes,97313.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CIV,Côte d'Ivoire,GHA,Ghana,2005,Both sexes,97313.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CIV,Côte d'Ivoire,GHA,Ghana,2010,Both sexes,97313.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CIV,Côte d'Ivoire,GHA,Ghana,2015,Both sexes,97313.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CIV,Côte d'Ivoire,GHA,Ghana,2020,Both sexes,97313.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
CIV,Côte d'Ivoire,GHA,Ghana,2024,Both sexes,97313.0,migrant_stock,persons,UNDESA_2024_IMS_Table1_bothsex
