country,year,category,event_count,goldstein_avg,tone_avg
KE,2015,Conflict/Migration,38798,-9.848,-5.678
KE,2015,Disapproval/Sanction,43574,-2.86,-3.35
KE,2015,Other,168181,1.779,-2.131
KE,2015,Protest,7964,-5.264,-4.315
KE,2016,Aid/Cooperation,139991,3.004,-1.128
KE,2016,Conflict/Migration,40062,-9.834,-5.815
KE,2016,Disapproval/Sanction,52348,-2.846,-3.622
KE,2016,Other,196671,1.524,-2.509
KE,2016,Protest,7741,-5.076,-4.08
KE,2017,Aid/Cooperation,118614,2.896,-1.016
KE,2017,Conflict/Migration,33993,-9.843,-5.495
KE,2017,Disapproval/Sanction,51705,-2.872,-2.936
KE,2017,Other,179231,1.397,-2.238
KE,2017,Protest,7903,-4.981,-3.398
KE,2018,Aid/Cooperation,122972,2.922,-0.945
KE,2018,Conflict/Migration,25574,-9.792,-5.462
KE,2018,Disapproval/Sanction,48284,-2.883,-3.55
KE,2018,Other,182489,1.481,-2.42
KE,2018,Protest,6641,-4.883,-3.828
KE,2019,Aid/Cooperation,105134,2.937,-1.001
KE,2019,Conflict/Migration,23771,-9.821,-5.543
KE,2019,Disapproval/Sanction,40801,-2.865,-3.413
KE,2019,Other,152284,1.476,-2.433
KE,2019,Protest,5883,-4.968,-3.796
KE,2020,Aid/Cooperation,74659,2.903,-1.46
KE,2020,Conflict/Migration,18218,-9.828,-5.367
KE,2020,Disapproval/Sanction,27495,-2.915,-3.42
KE,2020,Other,115867,1.556,-2.504
KE,2020,Protest,4538,-4.898,-3.957
KE,2021,Aid/Cooperation,63471,2.978,-0.716
KE,2021,Conflict/Migration,11589,-9.78,-4.908
KE,2021,Disapproval/Sanction,20833,-2.861,-2.849
KE,2021,Other,89120,1.71,-1.853
KE,2021,Protest,3003,-4.849,-3.177
KE,2022,Aid/Cooperation,62680,3.05,-0.253
KE,2022,Conflict/Migration,10611,-9.82,-4.381
KE,2022,Disapproval/Sanction,19765,-2.859,-2.376
KE,2022,Other,83519,1.857,-1.281
KE,2022,Protest,2688,-4.859,-3.009
KE,2023,Aid/Cooperation,92071,3.053,-0.258
KE,2023,Conflict/Migration,15487,-9.804,-5.218
KE,2023,Disapproval/Sanction,30020,-2.887,-3.326
KE,2023,Other,130828,1.626,-1.891
KE,2023,Protest,5078,-4.894,-3.873
KE,2024,Aid/Cooperation,90535,3.053,-0.577
KE,2024,Conflict/Migration,17682,-9.754,-5.458
KE,2024,Disapproval/Sanction,34331,-2.902,-3.675
KE,2024,Other,139477,1.556,-2.183
KE,2024,Protest,5336,-4.945,-4.008
KR,1996,Aid/Cooperation,80,2.624,6.724
KR,1996,Conflict/Migration,2,-9.25,4.716
KR,1996,Disapproval/Sanction,2,-3,2.734
KR,1996,Other,29,2.448,4.388
KR,1996,Protest,2,-4.4,4.575
KR,1997,Aid/Cooperation,43,3.691,5.572
KR,1997,Conflict/Migration,2,-10,3.571
KR,1997,Disapproval/Sanction,1,-5,3.743
KR,1997,Other,43,1.795,5.216
KR,1998,Aid/Cooperation,61,4.351,6.423
KR,1998,Conflict/Migration,12,-9.917,2.069
KR,1998,Disapproval/Sanction,8,-2.75,3.331
KR,1998,Other,70,2.854,5.778
KR,1999,Aid/Cooperation,130,2.851,4.567
KR,1999,Conflict/Migration,6,-9.917,5.822
KR,1999,Disapproval/Sanction,11,-3.545,5.613
KR,1999,Other,116,0.33,4.924
KR,1999,Protest,4,-5.05,4
KR,2000,Aid/Cooperation,191,2.815,5.52
KR,2000,Conflict/Migration,9,-9.333,3.815
KR,2000,Disapproval/Sanction,13,-2.923,5.345
KR,2000,Other,135,2.731,5.37
KR,2000,Protest,4,-7,5.508
KR,2001,Aid/Cooperation,52,3.05,5.728
KR,2001,Conflict/Migration,7,-10,6.682
KR,2001,Disapproval/Sanction,11,-2.636,5.461
KR,2001,Other,72,2.197,6.264
KR,2002,Aid/Cooperation,68,2.809,5.822
KR,2002,Conflict/Migration,6,-9.917,4.002
KR,2002,Disapproval/Sanction,20,-2.35,3.999
KR,2002,Other,61,1.954,5.153
KR,2002,Protest,4,-5.05,3.666
KR,2003,Aid/Cooperation,174,5.089,6.44
KR,2003,Conflict/Migration,13,-9.885,3.668
KR,2003,Disapproval/Sanction,28,-2.929,6.662
KR,2003,Other,132,0.862,5.432
KR,2003,Protest,2,-4.4,5.081
KR,2004,Aid/Cooperation,105,4.143,6.135
KR,2004,Conflict/Migration,4,-9.125,5.48
KR,2004,Disapproval/Sanction,13,-2.923,5.787
KR,2004,Other,64,1.777,5.806
KR,2005,Aid/Cooperation,85,3.001,6.307
KR,2005,Conflict/Migration,1,-10,6.584
KR,2005,Disapproval/Sanction,9,-3.333,4.779
KR,2005,Other,65,1.863,5.745
KR,2006,Aid/Cooperation,136,2.851,6.331
KR,2006,Conflict/Migration,4,-9.875,5.226
KR,2006,Disapproval/Sanction,19,-2.263,6.855
KR,2006,Other,59,3.766,6.996
KR,2006,Protest,2,-5.7,6.952
KR,2007,Aid/Cooperation,97,2.677,6.016
KR,2007,Conflict/Migration,21,-9.619,5.5
KR,2007,Disapproval/Sanction,22,-3.591,5.629
KR,2007,Other,152,2.465,5.918
KR,2007,Protest,23,-4.765,4.286
KR,2008,Aid/Cooperation,181,3.022,6.164
KR,2008,Conflict/Migration,18,-9.5,4.934
KR,2008,Disapproval/Sanction,21,-2.667,5.876
KR,2008,Other,274,1.645,5.689
KR,2008,Protest,5,-4.68,7.226
KR,2009,Aid/Cooperation,368,3.45,6.184
KR,2009,Conflict/Migration,37,-9.878,5.253
KR,2009,Disapproval/Sanction,28,-3.464,5.805
KR,2009,Other,391,2.267,5.914
KR,2009,Protest,7,-5,5.109
KR,2010,Aid/Cooperation,531,3.67,6.152
KR,2010,Conflict/Migration,136,-9.706,4.599
KR,2010,Disapproval/Sanction,28,-3.214,6.081
KR,2010,Other,460,2.467,6.123
KR,2010,Protest,10,-4.4,5.434
KR,2011,Aid/Cooperation,539,3.182,6.994
KR,2011,Conflict/Migration,57,-9.772,6.014
KR,2011,Disapproval/Sanction,51,-2.804,5.435
KR,2011,Other,673,2.226,5.744
KR,2011,Protest,11,-4.636,5.907
KR,2012,Aid/Cooperation,635,3.101,5.969
KR,2012,Conflict/Migration,62,-9.831,4.535
KR,2012,Disapproval/Sanction,79,-3.038,5.292
KR,2012,Other,937,1.931,5.865
KR,2012,Protest,8,-5.7,5.137
KR,2013,Aid/Cooperation,885,3.907,2.437
KR,2013,Conflict/Migration,102,-9.799,2.617
KR,2013,Disapproval/Sanction,212,-3.547,1.842
KR,2013,Other,974,1.832,1.977
KR,2013,Protest,23,-5.096,1.816
KR,2014,Aid/Cooperation,1054,2.648,2.587
KR,2014,Conflict/Migration,168,-9.497,2.197
KR,2014,Disapproval/Sanction,141,-3.305,2.409
KR,2014,Other,861,2.011,2.657
KR,2014,Protest,25,-4.664,2.657
KR,2015,Aid/Cooperation,2020,2.777,-0.713
KR,2015,Conflict/Migration,384,-9.854,-2.287
KR,2015,Disapproval/Sanction,320,-3.122,-2.898
KR,2015,Other,1939,2.147,-1.771
KR,2015,Protest,55,-4.993,-2.208
KR,2016,Aid/Cooperation,1508,3.616,-0.384
KR,2016,Conflict/Migration,501,-9.884,-2.713
KR,2016,Disapproval/Sanction,172,-3.087,-1.728
KR,2016,Other,1561,1.793,-0.909
KR,2016,Protest,96,-4.698,-4.599
KR,2017,Aid/Cooperation,1324,2.871,-0.394
KR,2017,Conflict/Migration,453,-9.84,-3.33
KR,2017,Disapproval/Sanction,173,-3.191,-2.19
KR,2017,Other,1269,2.034,-0.773
KR,2017,Protest,22,-5.355,-2.765
KR,2018,Aid/Cooperation,1460,3.299,-1.076
KR,2018,Conflict/Migration,406,-9.858,-3.564
KR,2018,Disapproval/Sanction,215,-2.944,-3.601
KR,2018,Other,1341,1.825,-1.274
KR,2018,Protest,23,-4.626,-3.341
KR,2019,Aid/Cooperation,1914,3.167,-0.04
KR,2019,Conflict/Migration,439,-9.818,-3.704
KR,2019,Disapproval/Sanction,218,-2.954,-1.716
KR,2019,Other,1451,1.106,-0.799
KR,2019,Protest,26,-5.1,-0.36
KR,2020,Aid/Cooperation,1149,3.019,0.394
KR,2020,Conflict/Migration,315,-9.857,-2.901
KR,2020,Disapproval/Sanction,180,-2.983,-1.504
KR,2020,Other,1183,1.635,-0.444
KR,2020,Protest,31,-4.568,-4.768
KR,2021,Aid/Cooperation,820,2.885,0.009
KR,2021,Conflict/Migration,158,-9.797,-3.465
KR,2021,Disapproval/Sanction,122,-3.508,-2.902
KR,2021,Other,826,1.713,-1.262
KR,2021,Protest,17,-4.706,-2.741
KR,2022,Aid/Cooperation,1439,3.024,-0.122
KR,2022,Conflict/Migration,156,-9.878,-2.864
KR,2022,Disapproval/Sanction,217,-3.387,-1.949
KR,2022,Other,1311,2.66,-0.849
KR,2022,Protest,27,-4.504,-1.373
KR,2023,Aid/Cooperation,1255,3.093,0.576
KR,2023,Conflict/Migration,156,-9.885,-4.387
KR,2023,Disapproval/Sanction,108,-3.065,-3.199
KR,2023,Other,1138,2.099,-0.81
KR,2023,Protest,16,-4.737,-1.918
KR,2024,Aid/Cooperation,990,3.327,0.504
KR,2024,Conflict/Migration,174,-9.494,-2.134
KR,2024,Disapproval/Sanction,205,-3.288,-0.658
KR,2024,Other,1073,1.653,-0.794
KR,2024,Protest,39,-4.867,-1.967
LA,1996,Aid/Cooperation,1704,3.198,7.041
LA,1996,Conflict/Migration,43,-9.837,3.55
LA,1996,Disapproval/Sanction,65,-3.738,4.733
LA,1996,Other,861,2.898,6.233
LA,1996,Protest,7,-4.771,4.757
LA,1997,Aid/Cooperation,2627,3.377,5.982
LA,1997,Conflict/Migration,70,-9.807,5.09
LA,1997,Disapproval/Sanction,187,-3.273,5.124
LA,1997,Other,1715,2.713,5.466
LA,1997,Protest,17,-5.024,4.566
LA,1998,Aid/Cooperation,1489,3.484,7.271
LA,1998,Conflict/Migration,59,-9.924,4.269
LA,1998,Disapproval/Sanction,75,-3.213,5.496
LA,1998,Other,1036,2.636,5.918
LA,1998,Protest,14,-5.614,4.323
LA,1999,Aid/Cooperation,1937,3.447,7.191
LA,1999,Conflict/Migration,50,-9.79,4.228
LA,1999,Disapproval/Sanction,86,-3.36,4.884
LA,1999,Other,818,2.319,6.287
LA,1999,Protest,7,-5.343,4.73
LA,2000,Aid/Cooperation,2947,3.379,7.038
LA,2000,Conflict/Migration,397,-9.916,4.3
LA,2000,Disapproval/Sanction,273,-2.875,4.546
LA,2000,Other,2024,1.684,5.557
LA,2000,Protest,37,-4.897,4.925
LA,2001,Aid/Cooperation,2497,3.135,7.431
LA,2001,Conflict/Migration,71,-9.93,5.179
LA,2001,Disapproval/Sanction,211,-3.227,5.647
LA,2001,Other,1868,1.259,6.187
LA,2001,Protest,21,-5.343,5.815
LA,2002,Aid/Cooperation,1305,3.536,7.777
LA,2002,Conflict/Migration,62,-9.831,4.283
LA,2002,Disapproval/Sanction,103,-3.029,5.183
LA,2002,Other,796,1.999,6.259
LA,2002,Protest,12,-4.617,5.821
LA,2003,Aid/Cooperation,1732,2.848,6.618
LA,2003,Conflict/Migration,355,-9.734,3.344
LA,2003,Disapproval/Sanction,355,-2.876,4.761
LA,2003,Other,1888,0.925,5.436
LA,2003,Protest,16,-5.05,4.866
LA,2004,Aid/Cooperation,2264,3.176,6.917
LA,2004,Conflict/Migration,181,-9.837,4.305
LA,2004,Disapproval/Sanction,188,-2.771,5.161
LA,2004,Other,1426,2.166,5.904
LA,2004,Protest,25,-5.6,4.162
LA,2005,Aid/Cooperation,1385,3.177,6.194
LA,2005,Conflict/Migration,47,-9.734,4.302
LA,2005,Disapproval/Sanction,90,-3.356,4.732
LA,2005,Other,1005,2.33,5.414
LA,2005,Protest,7,-4.4,5.004
LA,2006,Aid/Cooperation,1573,2.944,7.835
LA,2006,Conflict/Migration,134,-9.907,3.433
LA,2006,Disapproval/Sanction,146,-3.144,4.713
LA,2006,Other,1109,2.105,5.857
LA,2006,Protest,16,-4.888,5.259
LA,2007,Aid/Cooperation,2007,3.276,6.332
LA,2007,Conflict/Migration,247,-9.798,4.162
LA,2007,Disapproval/Sanction,372,-2.944,4.805
LA,2007,Other,2211,1.966,5.125
LA,2007,Protest,49,-5.518,4.257
LA,2008,Aid/Cooperation,2348,2.854,6.124
LA,2008,Conflict/Migration,228,-9.765,4.805
LA,2008,Disapproval/Sanction,242,-2.773,4.606
LA,2008,Other,2013,2.136,5.539
LA,2008,Protest,32,-5.05,5.29
LA,2009,Aid/Cooperation,4931,3.291,6.259
LA,2009,Conflict/Migration,558,-9.745,4.539
LA,2009,Disapproval/Sanction,770,-3.095,5.036
LA,2009,Other,6014,1.596,5.465
LA,2009,Protest,94,-5.043,4.991
LA,2010,Aid/Cooperation,5336,3.068,7.544
LA,2010,Conflict/Migration,483,-9.814,4.634
LA,2010,Disapproval/Sanction,509,-2.788,5.329
LA,2010,Other,4134,2.333,6.171
LA,2010,Protest,71,-5.011,5.212
LA,2011,Aid/Cooperation,5607,2.985,7.66
LA,2011,Conflict/Migration,732,-9.921,4.607
LA,2011,Disapproval/Sanction,671,-3.271,5.512
LA,2011,Other,5204,2.078,6.108
LA,2011,Protest,136,-5.085,5.15
LA,2012,Aid/Cooperation,6392,2.936,6.172
LA,2012,Conflict/Migration,420,-9.843,4.233
LA,2012,Disapproval/Sanction,595,-3.101,4.442
LA,2012,Other,5231,2.183,5.192
LA,2012,Protest,108,-4.98,4.927
LA,2013,Aid/Cooperation,7274,2.962,3.167
LA,2013,Conflict/Migration,794,-9.819,2.077
LA,2013,Disapproval/Sanction,829,-3.207,2.297
LA,2013,Other,6468,2.066,2.45
LA,2013,Protest,123,-4.86,2.383
LA,2014,Aid/Cooperation,7335,2.882,3.184
LA,2014,Conflict/Migration,711,-9.835,1.876
LA,2014,Disapproval/Sanction,823,-3.149,2.378
LA,2014,Other,7083,1.968,2.572
LA,2014,Protest,98,-4.82,2.233
LA,2015,Aid/Cooperation,12778,2.955,1.554
LA,2015,Conflict/Migration,984,-9.772,-3.051
LA,2015,Disapproval/Sanction,1121,-3.173,-1.897
LA,2015,Other,10667,2.275,-0.2
LA,2015,Protest,164,-4.801,-2.806
LA,2016,Aid/Cooperation,32686,2.852,0.155
LA,2016,Conflict/Migration,2029,-9.841,-3.934
LA,2016,Disapproval/Sanction,3836,-3.065,-2.82
LA,2016,Other,23673,2.233,-0.977
LA,2016,Protest,640,-4.894,-3.959
LA,2017,Aid/Cooperation,15787,3.017,1.779
LA,2017,Conflict/Migration,1221,-9.825,-2.744
LA,2017,Disapproval/Sanction,1521,-2.937,-2.516
LA,2017,Other,12354,2.012,-0.351
LA,2017,Protest,294,-5.002,-3.12
LA,2018,Aid/Cooperation,12862,3.08,1.492
LA,2018,Conflict/Migration,1091,-9.853,-2.919
LA,2018,Disapproval/Sanction,1149,-3.166,-2.572
LA,2018,Other,12024,2.311,-0.961
LA,2018,Protest,247,-4.709,-3.166
LA,2019,Aid/Cooperation,10749,2.999,1.523
LA,2019,Conflict/Migration,864,-9.81,-3.006
LA,2019,Disapproval/Sanction,995,-3.021,-2.673
LA,2019,Other,9056,2.053,-0.8
LA,2019,Protest,119,-4.659,-2.871
LA,2020,Aid/Cooperation,6616,3.01,0.289
LA,2020,Conflict/Migration,689,-9.824,-3.069
LA,2020,Disapproval/Sanction,814,-2.99,-3.204
LA,2020,Other,7307,1.958,-1.594
LA,2020,Protest,118,-4.907,-3.464
LA,2021,Aid/Cooperation,7786,3.077,1.346
LA,2021,Conflict/Migration,594,-9.885,-2.66
LA,2021,Disapproval/Sanction,766,-3.151,-2.359
LA,2021,Other,8127,2.358,-0.489
LA,2021,Protest,92,-4.861,-1.984
LA,2022,Aid/Cooperation,9550,3.037,2.731
LA,2022,Conflict/Migration,509,-9.833,-2.862
LA,2022,Disapproval/Sanction,598,-3.095,-1.471
LA,2022,Other,7368,2.451,0.534
LA,2022,Protest,94,-4.945,-3.47
LA,2023,Aid/Cooperation,18476,3.1,2.695
LA,2023,Conflict/Migration,871,-9.868,-3.269
LA,2023,Disapproval/Sanction,787,-3.036,-1.441
LA,2023,Other,11602,2.543,0.94
LA,2023,Protest,135,-4.68,-0.796
LA,2024,Aid/Cooperation,23050,2.989,1.659
LA,2024,Conflict/Migration,873,-9.863,-3.163
LA,2024,Disapproval/Sanction,1047,-2.986,-2.097
LA,2024,Other,12956,2.369,0.213
LA,2024,Protest,260,-4.567,-4.661
MX,1996,Aid/Cooperation,6470,3.263,6.025
MX,1996,Conflict/Migration,1632,-9.805,3.979
MX,1996,Disapproval/Sanction,1892,-2.877,5.251
MX,1996,Other,7530,0.971,5.282
MX,1996,Protest,259,-5.182,5.564
MX,1997,Aid/Cooperation,7730,3.072,5.875
MX,1997,Conflict/Migration,1908,-9.81,4.241
MX,1997,Disapproval/Sanction,2632,-2.952,5.22
MX,1997,Other,9360,0.965,5.24
MX,1997,Protest,310,-5.168,5.294
MX,1998,Aid/Cooperation,7047,3.082,5.223
MX,1998,Conflict/Migration,2277,-9.83,4.02
MX,1998,Disapproval/Sanction,2765,-2.862,5.011
MX,1998,Other,10244,0.789,4.953
MX,1998,Protest,324,-5.149,4.912
MX,1999,Aid/Cooperation,7371,2.899,5.642
MX,1999,Conflict/Migration,1860,-9.814,4.317
MX,1999,Disapproval/Sanction,2481,-2.82,5.487
MX,1999,Other,9663,1.074,5.208
MX,1999,Protest,262,-5.138,5.472
MX,2000,Aid/Cooperation,8225,3.053,6.121
MX,2000,Conflict/Migration,1800,-9.815,4.347
MX,2000,Disapproval/Sanction,2332,-2.794,5.512
MX,2000,Other,10365,1.486,5.736
MX,2000,Protest,278,-5.049,5.482
MX,2001,Aid/Cooperation,11186,3.037,6.279
MX,2001,Conflict/Migration,1529,-9.826,4.673
MX,2001,Disapproval/Sanction,2878,-3.04,5.97
MX,2001,Other,12361,1.598,5.94
MX,2001,Protest,404,-5.051,5.997
MX,2002,Aid/Cooperation,8238,2.944,6.033
MX,2002,Conflict/Migration,1543,-9.816,4.357
MX,2002,Disapproval/Sanction,2119,-2.953,5.638
MX,2002,Other,9693,1.465,5.763
MX,2002,Protest,266,-5.144,5.49
MX,2003,Aid/Cooperation,8889,2.997,5.851
MX,2003,Conflict/Migration,1679,-9.797,4.078
MX,2003,Disapproval/Sanction,2429,-2.952,5.656
MX,2003,Other,11300,1.13,5.609
MX,2003,Protest,265,-5.143,5.819
MX,2004,Aid/Cooperation,8152,2.965,6.144
MX,2004,Conflict/Migration,1569,-9.782,3.924
MX,2004,Disapproval/Sanction,2428,-2.852,5.54
MX,2004,Other,9743,1.122,5.514
MX,2004,Protest,235,-5.23,5.254
MX,2005,Aid/Cooperation,5328,2.934,5.8
MX,2005,Conflict/Migration,2002,-9.864,3.726
MX,2005,Disapproval/Sanction,1815,-2.799,5.202
MX,2005,Other,7501,0.921,5.272
MX,2005,Protest,197,-5.279,4.815
MX,2006,Aid/Cooperation,9874,2.873,5.544
MX,2006,Conflict/Migration,3621,-9.826,3.884
MX,2006,Disapproval/Sanction,4471,-2.881,5.138
MX,2006,Other,17283,1.055,5.25
MX,2006,Protest,663,-5.069,5.244
MX,2007,Aid/Cooperation,16765,2.982,5.487
MX,2007,Conflict/Migration,5711,-9.834,3.563
MX,2007,Disapproval/Sanction,5176,-2.74,5.023
MX,2007,Other,27299,1.245,4.866
MX,2007,Protest,714,-5.138,4.717
MX,2008,Aid/Cooperation,26713,3.121,5.273
MX,2008,Conflict/Migration,11890,-9.847,3.417
MX,2008,Disapproval/Sanction,7593,-2.803,4.603
MX,2008,Other,45321,1.182,4.432
MX,2008,Protest,1144,-5.097,4.534
MX,2009,Aid/Cooperation,62776,3.067,5.314
MX,2009,Conflict/Migration,21808,-9.856,3.435
MX,2009,Disapproval/Sanction,13852,-2.862,4.679
MX,2009,Other,85467,1.217,4.668
MX,2009,Protest,2396,-5.005,4.556
MX,2010,Aid/Cooperation,55021,3.038,5.399
MX,2010,Conflict/Migration,36281,-9.843,3.275
MX,2010,Disapproval/Sanction,15518,-2.75,4.512
MX,2010,Other,85949,1.192,4.768
MX,2010,Protest,2433,-5.045,4.184
MX,2011,Aid/Cooperation,60493,2.837,5.483
MX,2011,Conflict/Migration,33279,-9.821,3.472
MX,2011,Disapproval/Sanction,20084,-2.775,4.637
MX,2011,Other,100649,0.944,4.736
MX,2011,Protest,2664,-4.994,4.458
MX,2012,Aid/Cooperation,75649,3.038,5.519
MX,2012,Conflict/Migration,26974,-9.836,3.597
MX,2012,Disapproval/Sanction,20044,-2.781,4.701
MX,2012,Other,106968,1.204,4.777
MX,2012,Protest,2454,-4.991,4.352
MX,2013,Aid/Cooperation,65779,3.038,2.711
MX,2013,Conflict/Migration,21201,-9.782,1.749
MX,2013,Disapproval/Sanction,17582,-2.86,2.262
MX,2013,Other,101545,1.428,2.286
MX,2013,Protest,1975,-4.933,2.206
MX,2014,Aid/Cooperation,95696,2.823,2.583
MX,2014,Conflict/Migration,33477,-9.787,1.517
MX,2014,Disapproval/Sanction,25612,-2.885,2.01
MX,2014,Other,145064,1.057,2.08
MX,2014,Protest,3184,-5.203,1.909
MX,2015,Aid/Cooperation,127222,2.871,-0.54
MX,2015,Conflict/Migration,44171,-9.784,-4.458
MX,2015,Disapproval/Sanction,37923,-2.82,-2.832
MX,2015,Other,185847,1.282,-2.205
MX,2015,Protest,5086,-5.042,-3.215
MX,2016,Aid/Cooperation,175633,2.859,-0.993
MX,2016,Conflict/Migration,49815,-9.757,-4.766
MX,2016,Disapproval/Sanction,55858,-2.772,-2.995
MX,2016,Other,244881,1.423,-2.375
MX,2016,Protest,6819,-5.023,-3.282
MX,2017,Aid/Cooperation,152291,2.946,-0.917
MX,2017,Conflict/Migration,41535,-9.81,-4.835
MX,2017,Disapproval/Sanction,47872,-2.885,-2.905
MX,2017,Other,239274,1.595,-2.247
MX,2017,Protest,8208,-5.076,-3.185
MX,2018,Aid/Cooperation,165518,3.039,-1.111
MX,2018,Conflict/Migration,42392,-9.795,-4.819
MX,2018,Disapproval/Sanction,48721,-2.876,-3.074
MX,2018,Other,244347,1.665,-2.42
MX,2018,Protest,8485,-5.071,-3.422
MX,2019,Aid/Cooperation,147874,2.947,-1.551
MX,2019,Conflict/Migration,45532,-9.767,-5.185
MX,2019,Disapproval/Sanction,45850,-2.878,-3.663
MX,2019,Other,228516,1.5,-2.99
MX,2019,Protest,7911,-4.951,-4.069
MX,2020,Aid/Cooperation,80888,2.915,-1.311
MX,2020,Conflict/Migration,22166,-9.799,-5.077
MX,2020,Disapproval/Sanction,23781,-2.909,-3.394
MX,2020,Other,120559,1.406,-2.673
MX,2020,Protest,3441,-4.889,-3.864
MX,2021,Aid/Cooperation,90398,2.802,-1.34
MX,2021,Conflict/Migration,22583,-9.783,-4.61
MX,2021,Disapproval/Sanction,23169,-2.878,-3.13
MX,2021,Other,123313,1.646,-2.517
MX,2021,Protest,2922,-4.856,-3.611
MX,2022,Aid/Cooperation,72484,2.866,-0.95
MX,2022,Conflict/Migration,22578,-9.798,-5.244
MX,2022,Disapproval/Sanction,19940,-2.891,-3.342
MX,2022,Other,98726,1.447,-2.66
MX,2022,Protest,2592,-4.867,-3.686
MX,2023,Aid/Cooperation,97861,2.814,-1.068
MX,2023,Conflict/Migration,28709,-9.752,-5.304
MX,2023,Disapproval/Sanction,26914,-2.849,-3.387
MX,2023,Other,133440,1.371,-2.706
MX,2023,Protest,3755,-4.905,-4.042
MX,2024,Aid/Cooperation,84595,2.837,-0.787
MX,2024,Conflict/Migration,25074,-9.787,-5.204
MX,2024,Disapproval/Sanction,24608,-2.884,-3.122
MX,2024,Other,120951,1.331,-2.558
MX,2024,Protest,3802,-4.802,-3.856
MY,1996,Aid/Cooperation,5459,3.146,5.29
MY,1996,Conflict/Migration,274,-9.704,3.987
MY,1996,Disapproval/Sanction,895,-2.915,4.998
MY,1996,Other,5030,1.625,4.934
MY,1996,Protest,146,-5.023,4.612
MY,1997,Aid/Cooperation,9296,3.066,5.307
MY,1997,Conflict/Migration,367,-9.796,4.021
MY,1997,Disapproval/Sanction,1116,-3.159,4.802
MY,1997,Other,8045,2.003,4.97
MY,1997,Protest,152,-4.899,4.947
MY,1998,Aid/Cooperation,11027,2.931,5.031
MY,1998,Conflict/Migration,975,-9.753,3.807
MY,1998,Disapproval/Sanction,3447,-2.95,4.561
MY,1998,Other,15019,1.163,4.604
MY,1998,Protest,369,-4.811,4.638
MY,1999,Aid/Cooperation,6983,2.967,5.528
MY,1999,Conflict/Migration,733,-9.729,4.361
MY,1999,Disapproval/Sanction,3151,-3.019,4.747
MY,1999,Other,11237,0.89,4.944
MY,1999,Protest,288,-4.944,4.645
MY,2000,Aid/Cooperation,12054,2.913,5.391
MY,2000,Conflict/Migration,2774,-9.421,4.134
MY,2000,Disapproval/Sanction,3489,-3.04,5.178
MY,2000,Other,15823,1.144,4.998
MY,2000,Protest,419,-5.16,4.845
MY,2001,Aid/Cooperation,10691,3.144,5.614
MY,2001,Conflict/Migration,1314,-9.763,4.179
MY,2001,Disapproval/Sanction,3056,-2.964,5.021
MY,2001,Other,14644,0.99,5.156
MY,2001,Protest,485,-5.194,4.715
MY,2002,Aid/Cooperation,9761,3.209,5.535
MY,2002,Conflict/Migration,897,-9.745,4.022
MY,2002,Disapproval/Sanction,2877,-2.893,4.851
MY,2002,Other,12884,0.768,4.893
MY,2002,Protest,411,-5.597,4.49
MY,2003,Aid/Cooperation,13104,3.189,5.679
MY,2003,Conflict/Migration,1234,-9.82,4.285
MY,2003,Disapproval/Sanction,3156,-2.959,5.274
MY,2003,Other,14650,1.316,5.288
MY,2003,Protest,455,-5.077,5.32
MY,2004,Aid/Cooperation,8900,3.245,5.856
MY,2004,Conflict/Migration,1413,-9.771,3.729
MY,2004,Disapproval/Sanction,2424,-2.933,5.043
MY,2004,Other,11855,1.19,5.105
MY,2004,Protest,322,-5.002,4.851
MY,2005,Aid/Cooperation,7604,3.285,5.718
MY,2005,Conflict/Migration,1103,-9.817,3.362
MY,2005,Disapproval/Sanction,1897,-2.898,4.783
MY,2005,Other,9875,1.404,5.07
MY,2005,Protest,274,-5.285,4.462
MY,2006,Aid/Cooperation,15795,3.081,6.026
MY,2006,Conflict/Migration,1648,-9.857,4.139
MY,2006,Disapproval/Sanction,3873,-3.052,5.561
MY,2006,Other,20627,1.652,5.711
MY,2006,Protest,440,-5.005,5.593
MY,2007,Aid/Cooperation,24806,3.269,6.018
MY,2007,Conflict/Migration,3456,-9.847,3.984
MY,2007,Disapproval/Sanction,7323,-3.052,5.375
MY,2007,Other,38938,1.523,5.617
MY,2007,Protest,921,-4.881,5.013
MY,2008,Aid/Cooperation,30223,3.239,5.932
MY,2008,Conflict/Migration,3464,-9.806,4.366
MY,2008,Disapproval/Sanction,11804,-3.037,5.381
MY,2008,Other,52023,1.573,5.575
MY,2008,Protest,1260,-4.96,5.352
MY,2009,Aid/Cooperation,55388,3.051,5.973
MY,2009,Conflict/Migration,7394,-9.828,4.254
MY,2009,Disapproval/Sanction,18728,-3.129,5.38
MY,2009,Other,87745,1.487,5.546
MY,2009,Protest,1763,-4.991,5.163
MY,2010,Aid/Cooperation,44057,3.131,6.056
MY,2010,Conflict/Migration,5862,-9.808,4.295
MY,2010,Disapproval/Sanction,14868,-3.03,5.374
MY,2010,Other,71648,1.439,5.506
MY,2010,Protest,1638,-5.026,5.101
MY,2011,Aid/Cooperation,54919,3.08,6.154
MY,2011,Conflict/Migration,6856,-9.787,4.303
MY,2011,Disapproval/Sanction,17917,-3.066,5.392
MY,2011,Other,87312,1.56,5.556
MY,2011,Protest,2026,-4.932,5.259
MY,2012,Aid/Cooperation,59759,3.128,5.729
MY,2012,Conflict/Migration,7346,-9.779,3.948
