country,year,category,event_count,goldstein_avg,tone_avg
ES,1998,Disapproval/Sanction,163,-2.767,4.505
ES,1998,Other,801,1.63,4.992
ES,1998,Protest,15,-4.96,4.263
ES,1999,Aid/Cooperation,719,3.541,6.37
ES,1999,Conflict/Migration,136,-9.879,4.774
ES,1999,Disapproval/Sanction,229,-3.017,5.015
ES,1999,Other,863,1.004,5.119
ES,1999,Protest,24,-4.9,5.481
ES,2000,Aid/Cooperation,984,3.207,6.19
ES,2000,Conflict/Migration,186,-9.809,4.411
ES,2000,Disapproval/Sanction,301,-2.691,5.227
ES,2000,Other,1199,1.877,5.308
ES,2000,Protest,17,-5.259,5.068
ES,2001,Aid/Cooperation,1348,3.152,6.056
ES,2001,Conflict/Migration,170,-9.785,3.708
ES,2001,Disapproval/Sanction,149,-3.268,4.787
ES,2001,Other,1418,2.334,5.27
ES,2001,Protest,15,-4.92,4.668
ES,2002,Aid/Cooperation,488,3.839,5.57
ES,2002,Conflict/Migration,149,-9.695,4.247
ES,2002,Disapproval/Sanction,86,-2.709,5.232
ES,2002,Other,623,2.297,5.912
ES,2002,Protest,17,-5.941,4.874
ES,2003,Aid/Cooperation,706,3.439,6.482
ES,2003,Conflict/Migration,210,-9.938,4.143
ES,2003,Disapproval/Sanction,178,-2.685,4.838
ES,2003,Other,835,1.802,5.585
ES,2003,Protest,19,-5.432,4.719
ES,2004,Aid/Cooperation,951,2.812,5.636
ES,2004,Conflict/Migration,298,-9.824,4.41
ES,2004,Disapproval/Sanction,227,-3.467,5.027
ES,2004,Other,1263,2.682,5.097
ES,2004,Protest,50,-5.112,4.483
ES,2005,Aid/Cooperation,597,2.946,5.658
ES,2005,Conflict/Migration,201,-9.766,4.902
ES,2005,Disapproval/Sanction,101,-2.871,5.101
ES,2005,Other,718,2.348,5.302
ES,2005,Protest,17,-5.412,4.276
ES,2006,Aid/Cooperation,530,3.013,6.224
ES,2006,Conflict/Migration,106,-9.835,4.682
ES,2006,Disapproval/Sanction,148,-2.736,4.736
ES,2006,Other,761,2.071,5.47
ES,2006,Protest,34,-5.247,6.873
ES,2007,Aid/Cooperation,1500,3.197,5.557
ES,2007,Conflict/Migration,499,-9.852,4.413
ES,2007,Disapproval/Sanction,348,-2.552,4.333
ES,2007,Other,1854,1.335,4.792
ES,2007,Protest,33,-4.885,6.698
ES,2008,Aid/Cooperation,1621,3.345,4.458
ES,2008,Conflict/Migration,385,-9.887,4.206
ES,2008,Disapproval/Sanction,330,-3.015,4.379
ES,2008,Other,2885,1.623,3.712
ES,2008,Protest,25,-5.104,4.546
ES,2009,Aid/Cooperation,4728,3.16,5.414
ES,2009,Conflict/Migration,1289,-9.827,3.963
ES,2009,Disapproval/Sanction,941,-2.775,4.716
ES,2009,Other,7021,1.12,4.133
ES,2009,Protest,178,-4.922,5.957
ES,2010,Aid/Cooperation,2921,3.36,6.008
ES,2010,Conflict/Migration,1505,-9.787,3.213
ES,2010,Disapproval/Sanction,771,-2.672,4.396
ES,2010,Other,4360,0.931,4.801
ES,2010,Protest,75,-5.248,4.499
ES,2011,Aid/Cooperation,5136,3.065,6.363
ES,2011,Conflict/Migration,1171,-9.822,4.2
ES,2011,Disapproval/Sanction,987,-2.826,4.89
ES,2011,Other,5307,1.155,5.348
ES,2011,Protest,119,-5.239,5.336
ES,2012,Aid/Cooperation,3939,3.098,5.9
ES,2012,Conflict/Migration,1077,-9.859,4.391
ES,2012,Disapproval/Sanction,1083,-2.849,4.672
ES,2012,Other,5152,1.411,5.026
ES,2012,Protest,121,-4.919,4.827
ES,2013,Aid/Cooperation,3239,3.171,2.626
ES,2013,Conflict/Migration,1200,-9.806,1.678
ES,2013,Disapproval/Sanction,744,-3.048,2.195
ES,2013,Other,4492,1.108,2.297
ES,2013,Protest,103,-4.728,3.221
ES,2014,Aid/Cooperation,9186,2.787,2.39
ES,2014,Conflict/Migration,2628,-9.803,1.796
ES,2014,Disapproval/Sanction,2014,-2.832,2.205
ES,2014,Other,11433,1.157,2.052
ES,2014,Protest,269,-5.158,2.226
ES,2015,Aid/Cooperation,11515,2.879,-1.281
ES,2015,Conflict/Migration,4706,-9.858,-4.366
ES,2015,Disapproval/Sanction,2946,-2.909,-3.536
ES,2015,Other,13743,1.08,-2.861
ES,2015,Protest,346,-5.08,-4.203
ES,2016,Aid/Cooperation,10413,2.794,-1.847
ES,2016,Conflict/Migration,4647,-9.828,-5.07
ES,2016,Disapproval/Sanction,2987,-2.849,-4.592
ES,2016,Other,15467,1.073,-3.783
ES,2016,Protest,449,-4.901,-4.592
ES,2017,Aid/Cooperation,10475,2.911,-1.514
ES,2017,Conflict/Migration,3961,-9.78,-5.561
ES,2017,Disapproval/Sanction,3036,-2.902,-4.578
ES,2017,Other,14997,0.799,-3.584
ES,2017,Protest,395,-4.97,-5.01
ES,2018,Aid/Cooperation,16208,2.853,-2.013
ES,2018,Conflict/Migration,4728,-9.807,-4.894
ES,2018,Disapproval/Sanction,4745,-2.863,-3.853
ES,2018,Other,20965,1.045,-3.459
ES,2018,Protest,764,-4.937,-3.986
ES,2019,Aid/Cooperation,13300,2.986,-2.248
ES,2019,Conflict/Migration,3943,-9.777,-5.503
ES,2019,Disapproval/Sanction,3729,-2.816,-4.731
ES,2019,Other,19346,1.149,-3.845
ES,2019,Protest,500,-5.002,-3.693
ES,2020,Aid/Cooperation,5594,2.969,-2.52
ES,2020,Conflict/Migration,1930,-9.78,-5.464
ES,2020,Disapproval/Sanction,1888,-2.946,-4.547
ES,2020,Other,9416,0.745,-4.057
ES,2020,Protest,258,-4.916,-5.739
ES,2021,Aid/Cooperation,6958,2.907,-1.657
ES,2021,Conflict/Migration,1519,-9.805,-5.045
ES,2021,Disapproval/Sanction,2489,-2.895,-3.404
ES,2021,Other,11019,1.496,-2.773
ES,2021,Protest,222,-4.79,-3.565
ES,2022,Aid/Cooperation,5010,2.952,-1.335
ES,2022,Conflict/Migration,1829,-9.842,-5.628
ES,2022,Disapproval/Sanction,1979,-2.88,-4.39
ES,2022,Other,8429,0.564,-3.722
ES,2022,Protest,214,-5.047,-4.599
ES,2023,Aid/Cooperation,6810,2.776,-0.771
ES,2023,Conflict/Migration,2107,-9.769,-5.352
ES,2023,Disapproval/Sanction,1986,-2.718,-4.091
ES,2023,Other,9405,0.536,-3.478
ES,2023,Protest,211,-4.939,-4.832
ES,2024,Aid/Cooperation,6517,2.911,-0.979
ES,2024,Conflict/Migration,2644,-9.745,-6.181
ES,2024,Disapproval/Sanction,2249,-2.776,-4.397
ES,2024,Other,10064,0.517,-3.532
ES,2024,Protest,241,-4.732,-4.068
ET,1996,Aid/Cooperation,2359,3.153,5.019
ET,1996,Conflict/Migration,640,-9.812,3.212
ET,1996,Disapproval/Sanction,657,-2.584,4.592
ET,1996,Other,2376,1.704,4.422
ET,1996,Protest,54,-5.441,4.326
ET,1997,Aid/Cooperation,4422,3.297,5.403
ET,1997,Conflict/Migration,676,-9.801,3.49
ET,1997,Disapproval/Sanction,988,-2.748,4.551
ET,1997,Other,3736,2.048,5.022
ET,1997,Protest,77,-5.099,4.824
ET,1998,Aid/Cooperation,7903,3.238,5.243
ET,1998,Conflict/Migration,1485,-9.867,3.845
ET,1998,Disapproval/Sanction,1705,-2.872,4.827
ET,1998,Other,7174,1.928,4.927
ET,1998,Protest,178,-5.366,4.744
ET,1999,Aid/Cooperation,6703,3.15,5.94
ET,1999,Conflict/Migration,2466,-9.867,3.882
ET,1999,Disapproval/Sanction,2271,-2.89,5.045
ET,1999,Other,7312,1.571,5.533
ET,1999,Protest,176,-5.4,4.749
ET,2000,Aid/Cooperation,8024,3.535,5.983
ET,2000,Conflict/Migration,1914,-9.86,4.387
ET,2000,Disapproval/Sanction,2041,-2.901,5.257
ET,2000,Other,8932,2.172,5.576
ET,2000,Protest,287,-5.704,4.963
ET,2001,Aid/Cooperation,6278,3.44,5.722
ET,2001,Conflict/Migration,1068,-9.816,4.026
ET,2001,Disapproval/Sanction,1620,-2.849,5.014
ET,2001,Other,7263,1.473,5.299
ET,2001,Protest,140,-5.129,5.205
ET,2002,Aid/Cooperation,7437,3.138,5.883
ET,2002,Conflict/Migration,1177,-9.858,3.661
ET,2002,Disapproval/Sanction,1374,-2.842,5.193
ET,2002,Other,7184,1.91,5.657
ET,2002,Protest,154,-5.416,5.455
ET,2003,Aid/Cooperation,7474,3.292,6.383
ET,2003,Conflict/Migration,902,-9.884,3.977
ET,2003,Disapproval/Sanction,1400,-3.079,5.389
ET,2003,Other,6855,2.431,6.059
ET,2003,Protest,221,-5.143,5.379
ET,2004,Aid/Cooperation,7066,3.356,6.088
ET,2004,Conflict/Migration,1028,-9.857,4.073
ET,2004,Disapproval/Sanction,1490,-3.199,5.657
ET,2004,Other,6661,1.841,5.82
ET,2004,Protest,163,-5.074,5.739
ET,2005,Aid/Cooperation,6880,3.36,6.229
ET,2005,Conflict/Migration,1298,-9.874,3.968
ET,2005,Disapproval/Sanction,2343,-3.023,5.389
ET,2005,Other,9043,1.06,5.661
ET,2005,Protest,265,-5.165,5.491
ET,2006,Aid/Cooperation,10807,3.543,6.175
ET,2006,Conflict/Migration,3333,-9.83,3.816
ET,2006,Disapproval/Sanction,3432,-3.049,4.884
ET,2006,Other,15521,2.151,5.533
ET,2006,Protest,640,-5.583,4.597
ET,2007,Aid/Cooperation,14224,3.09,5.509
ET,2007,Conflict/Migration,8243,-9.856,3.686
ET,2007,Disapproval/Sanction,5157,-2.804,4.778
ET,2007,Other,20897,1.972,5.122
ET,2007,Protest,690,-5.459,4.589
ET,2008,Aid/Cooperation,10166,3.326,5.492
ET,2008,Conflict/Migration,6043,-9.85,3.479
ET,2008,Disapproval/Sanction,3789,-2.818,4.689
ET,2008,Other,15437,2.29,5.203
ET,2008,Protest,619,-5.272,4.669
ET,2009,Aid/Cooperation,18634,3.228,6.137
ET,2009,Conflict/Migration,4781,-9.782,4.128
ET,2009,Disapproval/Sanction,5031,-3.002,5.182
ET,2009,Other,23570,2.012,5.635
ET,2009,Protest,696,-5.469,4.704
ET,2010,Aid/Cooperation,17162,3.496,6.407
ET,2010,Conflict/Migration,2468,-9.801,4.124
ET,2010,Disapproval/Sanction,3522,-2.98,5.625
ET,2010,Other,17445,1.85,5.955
ET,2010,Protest,329,-5.253,5.254
ET,2011,Aid/Cooperation,22987,3.08,6.075
ET,2011,Conflict/Migration,4026,-9.799,4.466
ET,2011,Disapproval/Sanction,4700,-2.818,5.195
ET,2011,Other,27472,1.939,5.621
ET,2011,Protest,730,-5.081,5.164
ET,2012,Aid/Cooperation,20844,3.164,5.842
ET,2012,Conflict/Migration,4982,-9.807,3.835
ET,2012,Disapproval/Sanction,4450,-2.844,4.754
ET,2012,Other,23943,1.687,5.561
ET,2012,Protest,486,-5.158,5.109
ET,2013,Aid/Cooperation,24631,3.356,2.949
ET,2013,Conflict/Migration,3737,-9.799,1.856
ET,2013,Disapproval/Sanction,4591,-2.96,2.344
ET,2013,Other,24192,1.767,2.567
ET,2013,Protest,529,-5.037,2.423
ET,2014,Aid/Cooperation,36153,3.298,2.885
ET,2014,Conflict/Migration,5403,-9.749,1.997
ET,2014,Disapproval/Sanction,6582,-2.936,2.409
ET,2014,Other,35541,1.938,2.555
ET,2014,Protest,714,-5.358,2.371
ET,2015,Aid/Cooperation,55710,3.237,-0.361
ET,2015,Conflict/Migration,9121,-9.789,-4.788
ET,2015,Disapproval/Sanction,11312,-2.858,-3.129
ET,2015,Other,58318,1.895,-1.648
ET,2015,Protest,1550,-4.97,-3.411
ET,2016,Aid/Cooperation,54577,3.143,-0.848
ET,2016,Conflict/Migration,12457,-9.808,-5.848
ET,2016,Disapproval/Sanction,13239,-2.88,-4.386
ET,2016,Other,63974,1.333,-2.747
ET,2016,Protest,1603,-4.969,-4.425
ET,2017,Aid/Cooperation,41971,3.131,-0.359
ET,2017,Conflict/Migration,6543,-9.789,-5.293
ET,2017,Disapproval/Sanction,7899,-2.886,-3.536
ET,2017,Other,43330,1.843,-2.075
ET,2017,Protest,918,-4.887,-3.539
ET,2018,Aid/Cooperation,61291,3.244,-0.463
ET,2018,Conflict/Migration,7558,-9.818,-4.902
ET,2018,Disapproval/Sanction,10514,-2.901,-3.24
ET,2018,Other,59762,1.889,-1.913
ET,2018,Protest,988,-4.902,-3.72
ET,2019,Aid/Cooperation,56542,3.12,-0.864
ET,2019,Conflict/Migration,9733,-9.881,-4.692
ET,2019,Disapproval/Sanction,11016,-2.884,-3.212
ET,2019,Other,60432,1.691,-2.037
ET,2019,Protest,1342,-5.056,-3.678
ET,2020,Aid/Cooperation,41506,3.209,-1.459
ET,2020,Conflict/Migration,11166,-9.845,-5.28
ET,2020,Disapproval/Sanction,11843,-2.915,-3.864
ET,2020,Other,52133,1.888,-2.843
ET,2020,Protest,2598,-5.382,-4.712
ET,2021,Aid/Cooperation,40041,3.208,-2.297
ET,2021,Conflict/Migration,19006,-9.809,-5.676
ET,2021,Disapproval/Sanction,16218,-2.952,-4.659
ET,2021,Other,62287,1.791,-3.773
ET,2021,Protest,2915,-5.255,-5.246
ET,2022,Aid/Cooperation,29506,3.224,-1.13
ET,2022,Conflict/Migration,9683,-9.845,-5.774
ET,2022,Disapproval/Sanction,8747,-2.833,-4.608
ET,2022,Other,35395,2.067,-2.864
ET,2022,Protest,1098,-5.256,-4.963
ET,2023,Aid/Cooperation,38212,3.305,-0.356
ET,2023,Conflict/Migration,8002,-9.808,-5.664
ET,2023,Disapproval/Sanction,7141,-2.882,-3.495
ET,2023,Other,38767,2.016,-1.939
ET,2023,Protest,890,-4.999,-4.839
ET,2024,Aid/Cooperation,32641,3.583,-0.033
ET,2024,Conflict/Migration,5118,-9.83,-5.465
ET,2024,Disapproval/Sanction,6848,-2.905,-3.068
ET,2024,Other,33568,1.875,-1.436
ET,2024,Protest,923,-4.852,-3.756
FR,1996,Aid/Cooperation,29365,3.207,5.462
FR,1996,Conflict/Migration,3782,-9.82,3.814
FR,1996,Disapproval/Sanction,6432,-3.044,4.979
FR,1996,Other,30408,1.549,5.001
FR,1996,Protest,795,-5.327,4.701
FR,1997,Aid/Cooperation,32926,3.228,5.576
FR,1997,Conflict/Migration,3404,-9.858,4.063
FR,1997,Disapproval/Sanction,7120,-3.019,5.092
FR,1997,Other,33570,1.652,5.162
FR,1997,Protest,810,-5.016,5.074
FR,1998,Aid/Cooperation,34363,3.149,5.533
FR,1998,Conflict/Migration,3050,-9.815,4.155
FR,1998,Disapproval/Sanction,6607,-3.025,5.147
FR,1998,Other,35111,1.633,5.255
FR,1998,Protest,894,-5.224,5.146
FR,1999,Aid/Cooperation,37750,3.208,5.668
FR,1999,Conflict/Migration,3960,-9.832,4.19
FR,1999,Disapproval/Sanction,7812,-3.078,5.144
FR,1999,Other,38058,1.366,5.238
FR,1999,Protest,940,-5.358,5.155
FR,2000,Aid/Cooperation,32559,3.051,5.529
FR,2000,Conflict/Migration,4827,-9.709,4.048
FR,2000,Disapproval/Sanction,7841,-3.006,5.053
FR,2000,Other,37443,1.335,5.086
FR,2000,Protest,966,-5.164,5.118
FR,2001,Aid/Cooperation,33379,3.047,5.475
FR,2001,Conflict/Migration,4267,-9.819,3.925
FR,2001,Disapproval/Sanction,7476,-2.952,4.89
FR,2001,Other,37045,1.273,4.968
FR,2001,Protest,1014,-5.382,4.584
FR,2002,Aid/Cooperation,28651,3.023,5.578
FR,2002,Conflict/Migration,4382,-9.831,3.909
FR,2002,Disapproval/Sanction,7316,-2.986,5.026
FR,2002,Other,33010,1.141,5.049
FR,2002,Protest,1033,-5.386,4.614
FR,2003,Aid/Cooperation,45025,3.117,5.775
FR,2003,Conflict/Migration,5457,-9.855,4.295
FR,2003,Disapproval/Sanction,13082,-3.181,5.571
FR,2003,Other,51143,1.463,5.462
FR,2003,Protest,1866,-5.335,5.317
FR,2004,Aid/Cooperation,35723,3.048,5.61
FR,2004,Conflict/Migration,5875,-9.771,4.316
FR,2004,Disapproval/Sanction,8940,-3.018,5.074
FR,2004,Other,42908,1.397,5.274
FR,2004,Protest,1233,-5.427,4.807
FR,2005,Aid/Cooperation,23090,3.112,5.543
FR,2005,Conflict/Migration,3880,-9.777,4.081
FR,2005,Disapproval/Sanction,7350,-3.173,5.163
FR,2005,Other,30809,1.409,5.223
FR,2005,Protest,1021,-5.11,4.929
FR,2006,Aid/Cooperation,34711,3.124,5.664
FR,2006,Conflict/Migration,6662,-9.812,4.493
FR,2006,Disapproval/Sanction,11281,-2.996,5.197
FR,2006,Other,49057,1.305,5.3
FR,2006,Protest,1514,-5.171,5.022
FR,2007,Aid/Cooperation,71350,3.079,5.837
FR,2007,Conflict/Migration,12051,-9.781,4.42
FR,2007,Disapproval/Sanction,22227,-2.961,5.335
FR,2007,Other,95481,1.496,5.467
FR,2007,Protest,3152,-5.227,5.193
FR,2008,Aid/Cooperation,99845,3.146,5.564
FR,2008,Conflict/Migration,17164,-9.805,4.16
FR,2008,Disapproval/Sanction,28093,-2.931,4.826
FR,2008,Other,127853,1.679,5.133
FR,2008,Protest,3766,-5.205,4.841
FR,2009,Aid/Cooperation,135718,3.131,5.551
FR,2009,Conflict/Migration,23190,-9.792,4.077
FR,2009,Disapproval/Sanction,39997,-2.882,4.861
FR,2009,Other,183229,1.499,5.057
FR,2009,Protest,5173,-5.158,4.805
FR,2010,Aid/Cooperation,111549,3.103,5.762
FR,2010,Conflict/Migration,19210,-9.783,4.245
FR,2010,Disapproval/Sanction,33985,-2.84,4.761
FR,2010,Other,154223,1.408,5.152
FR,2010,Protest,5706,-5.247,4.582
FR,2011,Aid/Cooperation,163773,2.995,5.86
FR,2011,Conflict/Migration,35565,-9.712,4.488
FR,2011,Disapproval/Sanction,51618,-2.889,5.157
FR,2011,Other,218491,1.572,5.431
FR,2011,Protest,6953,-5.152,5.043
FR,2012,Aid/Cooperation,164924,3.062,5.424
FR,2012,Conflict/Migration,41039,-9.824,3.952
FR,2012,Disapproval/Sanction,50881,-2.879,4.77
FR,2012,Other,219970,1.579,4.931
FR,2012,Protest,6965,-5.058,4.674
FR,2013,Aid/Cooperation,192798,3.064,2.562
FR,2013,Conflict/Migration,52351,-9.801,1.652
FR,2013,Disapproval/Sanction,62046,-2.872,2.041
FR,2013,Other,259819,1.483,2.182
FR,2013,Protest,9337,-5.244,1.878
FR,2014,Aid/Cooperation,251446,3.048,2.597
FR,2014,Conflict/Migration,61557,-9.822,1.686
FR,2014,Disapproval/Sanction,68711,-2.883,2.118
FR,2014,Other,313681,1.485,2.231
FR,2014,Protest,11371,-5.252,1.909
FR,2015,Aid/Cooperation,432987,3.076,-0.713
FR,2015,Conflict/Migration,126251,-9.859,-3.249
FR,2015,Disapproval/Sanction,120966,-2.806,-2.394
FR,2015,Other,527370,1.539,-1.706
FR,2015,Protest,23532,-5.548,-3.198
FR,2016,Aid/Cooperation,375418,3.15,-0.965
FR,2016,Conflict/Migration,101744,-9.849,-4.862
FR,2016,Disapproval/Sanction,108141,-2.883,-3.303
FR,2016,Other,481526,1.39,-2.441
FR,2016,Protest,20661,-5.47,-4.51
FR,2017,Aid/Cooperation,322391,3.103,-0.573
FR,2017,Conflict/Migration,67823,-9.824,-4.373
FR,2017,Disapproval/Sanction,93925,-2.872,-2.529
FR,2017,Other,412987,1.819,-1.727
FR,2017,Protest,14401,-5.233,-3.292
FR,2018,Aid/Cooperation,294446,3.112,-0.709
FR,2018,Conflict/Migration,62010,-9.81,-4.512
FR,2018,Disapproval/Sanction,82594,-2.855,-2.988
FR,2018,Other,362651,1.573,-2.046
FR,2018,Protest,13896,-5.254,-3.73
FR,2019,Aid/Cooperation,292198,3.109,-0.693
FR,2019,Conflict/Migration,49693,-9.816,-4.031
FR,2019,Disapproval/Sanction,78937,-2.889,-2.8
FR,2019,Other,351228,1.491,-1.96
FR,2019,Protest,11462,-5.183,-3.483
FR,2020,Aid/Cooperation,195627,3.076,-1.444
FR,2020,Conflict/Migration,36872,-9.835,-4.463
FR,2020,Disapproval/Sanction,58517,-2.888,-3.435
FR,2020,Other,266864,1.449,-2.533
FR,2020,Protest,10045,-5.038,-3.94
FR,2021,Aid/Cooperation,187608,3.143,-0.688
FR,2021,Conflict/Migration,33376,-9.831,-3.948
FR,2021,Disapproval/Sanction,52437,-2.888,-2.825
FR,2021,Other,239161,1.542,-1.887
FR,2021,Protest,8125,-5.1,-3.415
FR,2022,Aid/Cooperation,168713,3.067,-0.448
FR,2022,Conflict/Migration,24903,-9.826,-3.973
FR,2022,Disapproval/Sanction,42253,-2.878,-2.737
FR,2022,Other,192151,1.71,-1.752
FR,2022,Protest,6202,-5.139,-3.465
FR,2023,Aid/Cooperation,226494,2.996,-0.178
FR,2023,Conflict/Migration,36649,-9.804,-4.234
FR,2023,Disapproval/Sanction,57124,-2.88,-2.742
FR,2023,Other,258985,1.405,-1.786
FR,2023,Protest,8521,-5.295,-3.712
FR,2024,Aid/Cooperation,218647,3.047,-0.123
FR,2024,Conflict/Migration,34837,-9.751,-3.91
FR,2024,Disapproval/Sanction,57066,-2.873,-2.544
FR,2024,Other,255545,1.609,-1.658
FR,2024,Protest,8234,-5.09,-3.426
GB,1996,Aid/Cooperation,744,3,4.994
GB,1996,Conflict/Migration,18,-9.889,3.725
GB,1996,Disapproval/Sanction,95,-2.895,5.065
GB,1996,Other,506,2.119,4.611
GB,1996,Protest,4,-4.4,5.166
GB,1997,Aid/Cooperation,2334,3.242,5.159
GB,1997,Conflict/Migration,226,-9.914,4.346
GB,1997,Disapproval/Sanction,252,-3.437,5.229
GB,1997,Other,1616,2.488,5.093
GB,1997,Protest,17,-5.471,5.069
GB,1998,Aid/Cooperation,892,2.891,5.279
GB,1998,Conflict/Migration,47,-9.809,4.523
GB,1998,Disapproval/Sanction,119,-2.622,5.341
GB,1998,Other,521,1.299,5.225
GB,1998,Protest,14,-4.7,4.878
GB,1999,Aid/Cooperation,734,3.065,5.446
GB,1999,Conflict/Migration,47,-9.851,3.893
GB,1999,Disapproval/Sanction,86,-3.151,5.462
GB,1999,Other,524,1.738,5.667
GB,1999,Protest,13,-5.6,4.419
GB,2000,Aid/Cooperation,689,2.922,5.534
GB,2000,Conflict/Migration,47,-9.809,4.583
GB,2000,Disapproval/Sanction,120,-3.425,5.015
GB,2000,Other,444,1.733,5.93
GB,2000,Protest,12,-5.183,6.066
GB,2001,Aid/Cooperation,1847,3.142,5.517
GB,2001,Conflict/Migration,91,-9.819,4.846
GB,2001,Disapproval/Sanction,187,-3.139,4.668
GB,2001,Other,1044,1.277,5.136
GB,2001,Protest,19,-5.326,4.197
GB,2002,Aid/Cooperation,877,3.025,5.592
GB,2002,Conflict/Migration,38,-9.776,4.006
GB,2002,Disapproval/Sanction,100,-3.1,5.242
GB,2002,Other,630,2.506,5.479
GB,2002,Protest,13,-4.8,5.416
GB,2003,Aid/Cooperation,1272,2.847,5.964
GB,2003,Conflict/Migration,37,-9.784,4.6
GB,2003,Disapproval/Sanction,94,-3.064,5.027
GB,2003,Other,648,1.939,5.261
GB,2003,Protest,9,-5.578,6.316
GB,2004,Aid/Cooperation,947,3.089,5.73
GB,2004,Conflict/Migration,46,-9.88,4.124
GB,2004,Disapproval/Sanction,60,-3.183,5.253
GB,2004,Other,639,2.19,5.364
GB,2004,Protest,27,-5.111,3.576
GB,2005,Aid/Cooperation,812,2.891,5.443
GB,2005,Conflict/Migration,23,-9.717,3.858
GB,2005,Disapproval/Sanction,96,-2.646,4.78
GB,2005,Other,673,1.79,6.009
GB,2005,Protest,8,-4.575,4.228
GB,2006,Aid/Cooperation,642,3.062,6.561
GB,2006,Conflict/Migration,41,-9.854,4.657
GB,2006,Disapproval/Sanction,84,-3.155,5.865
GB,2006,Other,593,1.877,5.527
GB,2006,Protest,12,-4.617,4.16
GB,2007,Aid/Cooperation,602,3.455,5.884
GB,2007,Conflict/Migration,29,-9.793,3.39
GB,2007,Disapproval/Sanction,106,-2.462,4.409
GB,2007,Other,513,1.5,5.299
GB,2007,Protest,16,-5.05,4.729
GB,2008,Aid/Cooperation,898,3.129,4.987
GB,2008,Conflict/Migration,71,-9.838,3.275
GB,2008,Disapproval/Sanction,164,-2.36,4.613
GB,2008,Other,775,1.456,4.522
GB,2008,Protest,20,-4.54,4.502
GB,2009,Aid/Cooperation,3061,2.825,5.009
GB,2009,Conflict/Migration,646,-9.8,4.41
GB,2009,Disapproval/Sanction,1059,-2.685,4.544
GB,2009,Other,5281,0.791,4.549
GB,2009,Protest,115,-5.12,4.487
GB,2010,Aid/Cooperation,1458,3.406,6.257
GB,2010,Conflict/Migration,74,-9.939,4.919
GB,2010,Disapproval/Sanction,198,-2.581,7.908
GB,2010,Other,1189,2.055,5.585
GB,2010,Protest,23,-4.696,5.119
GB,2011,Aid/Cooperation,1992,3.213,6.639
GB,2011,Conflict/Migration,93,-9.86,4.62
GB,2011,Disapproval/Sanction,376,-2.846,5.297
GB,2011,Other,2013,1.875,5.829
GB,2011,Protest,30,-5.213,5.726
GB,2012,Aid/Cooperation,1667,3.492,5.701
GB,2012,Conflict/Migration,220,-9.859,4.681
GB,2012,Disapproval/Sanction,324,-3,4.765
GB,2012,Other,1649,1.959,4.903
GB,2012,Protest,52,-4.854,5.255
GB,2013,Aid/Cooperation,2363,3.99,2.742
GB,2013,Conflict/Migration,310,-9.884,2.031
GB,2013,Disapproval/Sanction,409,-2.922,2.185
GB,2013,Other,2161,2.04,2.572
GB,2013,Protest,69,-4.762,2.203
GB,2014,Aid/Cooperation,2024,3.507,2.861
GB,2014,Conflict/Migration,162,-9.895,1.778
GB,2014,Disapproval/Sanction,191,-3.168,2.222
GB,2014,Other,1907,2.023,2.418
GB,2014,Protest,50,-4.452,2.765
GB,2015,Aid/Cooperation,2796,3.296,0.701
GB,2015,Conflict/Migration,224,-9.85,-3.074
GB,2015,Disapproval/Sanction,484,-2.899,-2.276
GB,2015,Other,2722,1.875,-0.666
GB,2015,Protest,98,-4.955,-3.562
GB,2016,Aid/Cooperation,4440,3.122,-1.013
GB,2016,Conflict/Migration,980,-9.732,-4.968
GB,2016,Disapproval/Sanction,2094,-2.886,-4.259
GB,2016,Other,7309,0.875,-3.201
GB,2016,Protest,188,-5.132,-4
GB,2017,Aid/Cooperation,2549,3.093,-0.394
GB,2017,Conflict/Migration,490,-9.833,-4.351
GB,2017,Disapproval/Sanction,623,-2.657,-2.785
GB,2017,Other,3090,1.66,-1.679
GB,2017,Protest,79,-5.552,-2.525
GB,2018,Aid/Cooperation,2907,3.434,-0.279
GB,2018,Conflict/Migration,253,-9.848,-3.435
GB,2018,Disapproval/Sanction,512,-2.848,-3.083
GB,2018,Other,3419,1.824,-1.856
GB,2018,Protest,83,-5.024,-2.18
GB,2019,Aid/Cooperation,2885,3.236,-0.869
GB,2019,Conflict/Migration,504,-9.775,-4.073
GB,2019,Disapproval/Sanction,695,-2.774,-2.907
GB,2019,Other,3590,0.991,-2.236
GB,2019,Protest,88,-5.245,-2.627
GB,2020,Aid/Cooperation,1371,3.508,-0.068
GB,2020,Conflict/Migration,191,-9.694,-4.496
GB,2020,Disapproval/Sanction,259,-3.008,-2.133
GB,2020,Other,1676,1.457,-1.39
GB,2020,Protest,42,-4.524,-2.285
GB,2021,Aid/Cooperation,1491,3.352,0.484
GB,2021,Conflict/Migration,234,-9.81,-3.787
GB,2021,Disapproval/Sanction,253,-2.826,-2.243
GB,2021,Other,1497,2.263,-1.267
GB,2021,Protest,51,-4.839,-2.545
GB,2022,Aid/Cooperation,2419,3.434,1.638
GB,2022,Conflict/Migration,108,-9.81,-1.923
GB,2022,Disapproval/Sanction,258,-3.031,-2.638
GB,2022,Other,1987,2.477,-0.041
GB,2022,Protest,41,-4.722,-1.705
GB,2023,Aid/Cooperation,4480,3.138,-0.371
